LFQ	15	0	0	6	68	107	97	75	83	99	86	114	143	168	175	201	213	230	286	287	297	341	393	417	433	558	506	602	719	758	873	796	1148	1119	1109	1572	1806	2115	1717	2818	4742	4538	7451	10440	34199	173459	0	0
LFQ	16	0	0	0	115	188	151	147	146	152	154	179	152	206	195	264	268	287	341	325	394	406	433	567	609	572	709	823	772	1034	927	1556	1509	1631	1626	1857	2741	2812	2693	3964	5346	5186	8854	10395	23851	85292	87535	0
LFQ	17	46	0	0	111	178	156	165	169	144	133	177	151	219	204	258	216	298	338	365	364	442	442	573	638	586	691	842	750	1067	925	1462	1459	1626	1668	1868	2727	2818	2758	3642	5441	5079	8974	10272	22621	81066	93235	0
LFQ	18	2	0	3	104	176	176	175	148	160	147	194	172	207	227	252	234	306	326	322	396	391	441	539	571	518	715	848	792	1046	937	1375	1375	1597	1674	1887	2610	2651	2624	3599	5294	4888	8452	10073	21462	76250	101028	0
LFQ	19	0	0	0	117	171	161	144	147	171	162	176	187	198	198	229	261	300	294	314	370	451	443	518	593	560	689	838	777	1024	889	1440	1448	1557	1672	1854	2648	2568	2696	3662	5164	4895	8485	10189	21707	76306	100691	0
LFQ	20	0	0	0	111	168	179	164	164	166	155	206	200	216	246	280	266	314	307	343	376	495	471	574	620	633	738	820	807	1046	972	1504	1493	1607	1669	1856	2632	2591	2692	3667	5241	5016	8458	9938	22194	77932	97837	0
LFQ	21	0	0	1	121	194	174	178	165	181	169	203	186	217	224	270	272	332	362	370	424	480	487	580	646	574	780	895	844	1156	1051	1528	1505	1706	1728	1954	2845	2809	2840	3942	5412	5421	9003	10692	23337	84777	86329	0
LFQ	22	0	0	1	94	207	176	161	181	180	183	232	162	206	203	267	247	331	362	357	411	473	433	601	625	633	759	894	842	1118	1115	1512	1462	1685	1710	1935	2663	2760	2749	3842	5519	5270	9045	10473	23377	83724	88184	0
LFQ	23	0	0	2	137	199	165	162	181	179	152	181	167	226	215	277	257	296	351	358	416	498	465	580	619	627	770	921	801	1082	1062	1520	1468	1622	1690	1849	2817	2754	2763	3903	5363	5167	8881	10418	22863	81081	91859	0
LFQ	24	0	0	1	123	208	175	161	172	160	185	214	199	212	240	285	307	324	396	405	458	493	411	633	675	650	787	914	852	1171	1035	1540	1557	1770	1688	1976	2924	2809	2751	4052	5583	5593	9478	10729	24134	87170	81764	0
LFQ	25	0	0	2	114	190	162	166	163	157	167	205	188	234	230	252	288	342	358	345	381	497	462	604	642	631	710	861	822	1103	1057	1563	1521	1681	1680	1981	2822	2674	2716	3860	5358	5140	8897	10408	23165	81425	91140	0
LFQ	26	0	0	1	123	208	166	172	161	175	190	202	185	226	221	255	263	323	344	348	403	438	436	607	581	642	651	831	822	1106	1057	1439	1409	1663	1628	1919	2641	2485	2709	3631	5256	5014	8630	9859	21779	75233	100932	0
LFQ	27	131	0	2	116	192	196	159	161	161	179	185	161	203	201	292	262	337	354	375	394	459	489	601	649	630	704	889	831	1090	1056	1424	1501	1701	1576	1954	2608	2508	2758	3824	5295	5042	8427	10156	22062	74489	100580	0
LFQ	28	69	0	1	140	198	203	159	203	181	172	186	183	241	213	274	266	297	361	356	417	436	448	602	635	690	661	845	863	1053	1106	1347	1423	1688	1529	1935	2549	2510	2709	3714	5103	4884	8480	9915	22202	72244	103673	0
LFQ	29	23	0	2	124	184	170	159	163	169	178	195	214	201	216	261	284	323	383	351	418	473	463	565	628	688	656	830	892	1134	1150	1351	1489	1673	1554	1952	2541	2499	2844	3670	5025	4984	8617	10016	22320	72844	102488	0
LFQ	30	34	0	1	137	200	186	182	181	173	167	183	206	217	250	273	307	329	361	381	429	478	450	676	592	678	711	902	870	1153	1120	1400	1562	1739	1591	2044	2611	2590	3049	3868	5163	5118	8645	10116	22569	72936	100536	0
LFQ	31	11	0	1	124	180	193	169	181	175	169	174	199	227	250	275	291	339	335	379	408	492	465	609	621	667	697	915	911	1157	1148	1291	1519	1760	1536	2012	2596	2550	2947	3970	5110	5060	8697	10060	22704	72450	101340	0
LFQ	32	2	0	1	124	181	183	171	158	153	205	176	203	222	233	317	251	316	354	351	416	478	451	620	625	677	676	894	822	1150	1166	1284	1357	1751	1559	1988	2438	2511	2957	3869	4890	4910	8393	9928	21761	71411	104781	0
LFQ	33	0	0	2	120	186	151	166	175	179	192	192	170	193	230	253	265	328	375	386	433	468	440	552	589	602	699	833	839	1086	1152	1179	1438	1733	1569	2044	2399	2493	3010	3731	4530	4765	8045	9551	20950	67280	111391	0
LFQ	34	0	0	3	133	196	197	185	165	148	182	184	228	232	242	263	273	343	350	395	418	443	480	621	634	657	746	877	876	1217	1197	1197	1497	1656	1462	2044	2313	2578	3136	3899	4591	4731	8269	9783	21278	68319	108726	0
LFQ	35	0	0	1	125	185	203	180	168	174	186	180	212	232	258	267	291	311	376	383	421	443	531	641	588	672	743	884	829	1111	1234	1197	1558	1823	1606	2116	2464	2639	3256	4035	4530	4932	8419	9998	21987	71381	103594	0
LFQ	36	0	0	1	138	194	203	172	159	180	187	200	199	211	248	304	307	283	327	349	410	451	507	630	594	631	738	852	861	1086	1207	1156	1527	1685	1529	2064	2395	2469	3281	3811	4311	4828	8037	9798	20599	68297	109948	0
LFQ	37	1	0	2	128	199	185	184	171	185	175	208	188	203	242	282	287	368	341	379	462	437	508	539	603	662	741	916	894	1167	1236	1053	1527	1711	1525	2111	2273	2532	3346	3878	4075	4829	7834	9685	20297	66347	112448	0
LFQ	38	11	0	1	131	173	165	151	160	203	178	208	222	217	268	263	257	312	403	365	447	410	492	589	632	639	800	900	815	1144	1246	1080	1580	1630	1511	2064	2362	2503	3462	3837	4130	4705	7973	9951	20246	66863	111665	0
LFQ	39	3	0	2	147	206	186	161	188	194	192	224	230	218	240	283	285	348	357	389	440	475	508	570	598	684	784	913	805	1134	1315	1082	1553	1721	1649	2086	2348	2653	3476	3900	4263	4948	8044	10030	20514	68386	108632	0
LFQ	40	36	0	0	127	209	202	159	199	182	179	225	217	225	249	276	297	315	345	384	486	426	496	632	641	701	786	939	830	1271	1212	1132	1542	1681	1565	2231	2447	2618	3500	3959	4254	4925	8225	10186	20834	68120	107899	0
LFQ	41	0	0	3	138	236	217	169	191	207	198	212	245	208	263	269	286	355	344	380	459	472	523	590	667	676	763	894	801	1224	1299	1052	1561	1711	1523	2101	2329	2573	3398	3912	4147	4713	7748	10050	19761	64705	113791	0
LFQ	42	13	0	1	129	213	186	185	181	189	181	207	210	205	243	259	302	350	328	356	462	429	532	563	612	655	776	879	843	1212	1232	1011	1530	1712	1502	2067	2327	2650	3425	3802	4140	4572	7774	10007	19500	63211	116201	0
LFQ	43	98	0	1	135	223	193	200	205	199	205	195	208	226	250	277	308	383	345	391	463	463	507	619	594	647	783	892	821	1213	1314	1054	1549	1780	1478	2139	2305	2705	3448	3877	4233	4697	7918	10185	19561	64219	113858	0
LFQ	44	2	0	1	136	230	224	199	198	214	193	225	243	235	273	276	293	332	344	386	455	479	537	594	647	734	801	867	834	1246	1271	1085	1536	1808	1573	2141	2346	2723	3441	3844	4332	4615	8079	10217	20631	67343	109181	0
LFQ	45	97	0	5	136	234	205	183	208	199	217	224	253	264	278	270	320	356	372	402	475	510	571	588	646	751	822	921	838	1343	1300	1121	1626	1851	1685	2346	2373	3098	3565	4038	4548	4905	8636	10833	21842	72920	98989	0
LFQ	46	0	0	1	158	229	191	185	205	230	227	174	267	242	263	269	324	360	368	372	486	498	526	615	699	756	849	994	841	1392	1268	1151	1611	1930	1555	2372	2371	3018	3561	4135	4782	4695	8601	10941	21528	71833	100291	0
LFQ	47	20	0	2	154	243	220	185	200	213	202	249	228	238	264	313	334	357	382	398	456	478	508	641	633	731	871	1026	807	1333	1319	1144	1626	1856	1593	2266	2214	2971	3496	3985	4561	4670	8144	10856	20806	67988	106183	0
LFQ	48	6	0	1	165	227	201	174	186	166	183	224	209	247	247	280	302	363	342	363	440	433	526	564	678	692	825	917	785	1250	1200	1105	1414	1808	1616	2238	2212	2896	3221	3702	4386	4642	7817	10358	19964	64591	113198	0
LFQ	49	0	0	3	148	186	214	204	210	199	205	193	237	231	245	294	325	345	352	408	493	497	529	625	709	706	796	999	735	1337	1358	1122	1579	1839	1640	2177	2261	2968	3386	3736	4549	4717	7928	10445	20818	66501	108915	0
LFQ	50	14	0	3	149	214	196	158	199	197	228	211	246	218	251	261	336	323	405	404	519	477	522	609	660	779	885	963	806	1278	1238	1110	1567	1949	1671	2230	2220	3021	3214	3837	4523	4771	8106	10439	20410	65431	110116	0
LFQ	51	0	0	4	129	244	222	229	213	212	204	206	259	241	275	321	319	360	354	377	465	484	565	619	668	758	850	896	808	1302	1269	1171	1513	1829	1700	2197	2188	3004	3291	3825	4364	4796	7901	10217	20306	65402	110807	0
LFQ	52	15	0	2	124	196	197	206	199	210	232	206	257	285	256	306	326	366	423	409	498	467	535	635	672	775	825	944	766	1330	1285	1097	1505	1955	1616	2196	2224	3094	3246	3834	4485	4904	7935	10409	20361	64532	111024	0
LFQ	53	0	0	1	163	220	214	193	200	194	202	249	264	248	241	264	310	369	358	371	473	520	485	616	663	732	816	883	802	1246	1275	1119	1519	1929	1719	2142	2283	3009	3267	3728	4416	4825	7567	10251	20264	61901	114853	0
LFQ	54	0	0	3	135	271	195	162	208	198	207	218	228	225	246	293	296	325	354	418	481	501	571	602	673	661	818	874	816	1245	1180	1121	1456	1840	1652	2076	2266	3091	2971	3475	4504	4764	7348	9835	19495	59026	120040	0
LFQ	55	38	0	2	124	244	223	191	187	177	205	194	255	253	259	270	323	348	394	437	457	501	539	575	716	747	884	908	841	1297	1338	1199	1489	1919	1691	2093	2230	3148	3109	3762	4473	4915	7484	10251	20372	62672	113630	0
LFQ	56	0	0	2	173	208	212	222	194	207	210	248	262	252	244	304	327	347	404	410	497	498	550	663	669	800	795	997	860	1361	1301	1168	1496	1919	1681	2222	2278	3172	3028	3658	4542	4880	7655	10071	20282	63122	112973	0
LFQ	57	48	0	2	155	209	253	228	198	196	251	247	260	240	250	300	337	386	387	403	496	513	532	629	704	783	857	938	853	1348	1311	1164	1557	1966	1756	2123	2316	3176	3114	3839	4648	5033	7634	10236	20742	64471	110275	0
LFQ	58	6	0	1	159	266	234	204	196	232	222	203	259	233	281	286	336	370	413	398	466	551	554	669	652	797	824	1004	799	1401	1394	1159	1557	1862	1743	2303	2365	3301	2998	3863	4667	5098	7781	10436	20930	67224	106667	0
LFQ	59	0	0	0	139	237	215	223	238	198	205	215	257	266	295	285	326	374	427	392	441	524	540	617	665	811	760	958	901	1344	1278	1165	1577	1839	1791	2238	2140	3190	2952	3674	4592	4977	7422	10228	19958	62114	114376	0
LFQ	60	35	0	4	144	277	229	223	205	219	240	213	254	267	248	317	332	353	445	428	562	545	580	627	697	762	848	1039	859	1305	1370	1193	1604	1932	1789	2201	2270	3228	2953	3726	4677	5111	7473	10152	19537	60778	115113	0
LFQ	61	97	0	2	171	221	210	207	217	205	245	220	282	258	256	315	313	399	400	433	491	545	544	641	676	750	832	987	890	1313	1304	1137	1573	1853	1873	2126	2218	3253	2961	3686	4678	5169	7454	10246	19864	60014	115835	0
LFQ	62	66	0	5	175	246	265	196	226	197	235	194	260	231	278	304	317	395	395	452	502	561	526	652	691	782	817	976	818	1364	1282	1251	1639	1797	1764	2322	2085	3181	2832	3777	4566	5115	7413	10219	19522	60342	116131	0
LFQ	63	62	0	3	174	244	199	212	213	205	217	233	260	262	239	293	342	356	359	425	436	472	567	636	682	711	801	922	876	1239	1179	1221	1497	1722	1708	2095	2086	3024	2771	3471	4503	4934	6906	9710	18058	56312	124527	0
LFQ	64	1	0	10	181	242	197	181	190	214	219	196	231	236	295	315	336	397	405	408	481	525	526	643	597	746	807	925	843	1166	1247	1174	1573	1742	1812	2160	2087	3091	2817	3566	4315	5020	6939	9534	18057	56807	123910	0
LFQ	65	0	0	2	164	241	239	215	212	206	255	213	275	257	268	297	332	365	404	435	481	501	567	636	623	741	760	930	831	1244	1279	1216	1525	1777	1730	2202	2019	3009	2866	3615	4530	5125	7109	9640	17988	57200	122840	0
LFQ	66	0	0	2	169	230	220	206	231	225	244	231	265	275	277	310	354	390	439	451	458	519	596	633	619	801	741	1030	879	1172	1281	1205	1542	1729	1816	2213	2077	3107	2968	3737	4581	5175	7084	9732	18173	58475	120502	0
LFQ	67	108	0	1	179	233	219	203	221	192	209	230	249	225	272	332	357	378	389	446	465	510	580	691	727	712	804	918	934	1241	1280	1252	1556	1771	1798	2275	2163	2975	2923	3627	4506	5006	7386	9589	18269	58129	120834	0
LFQ	68	383	0	2	152	252	260	215	199	209	253	254	245	241	276	272	353	360	403	470	462	524	543	621	672	698	820	978	928	1178	1273	1210	1605	1721	1865	2255	2066	3177	2862	3866	4424	5194	7344	10037	18546	58601	119095	0
LFQ	69	34	0	1	137	266	224	218	217	207	234	226	271	292	289	345	352	410	408	460	527	501	532	687	680	785	910	964	874	1219	1356	1255	1639	1834	1870	2289	2089	3146	2850	3845	4334	5148	7552	10096	18950	59447	117394	0
LFQ	70	20	0	2	180	263	244	202	210	235	221	232	250	266	221	281	340	382	425	378	496	531	577	709	680	750	827	940	939	1362	1245	1217	1520	1812	1973	2313	2081	3143	2903	3941	4494	5151	7738	9933	19017	59608	117112	0
LFQ	71	5	0	1	161	231	241	223	221	219	206	225	287	267	282	333	368	421	437	462	527	577	536	700	734	797	869	993	893	1290	1325	1231	1610	1778	1835	2339	2036	3203	2962	3931	4515	5231	7660	9756	19327	60442	115677	0
LFQ	72	0	0	8	171	277	230	223	235	222	232	259	289	251	260	336	342	422	420	485	482	545	551	687	718	770	843	1019	912	1271	1296	1228	1641	1844	1901	2206	2042	3227	2989	3948	4534	5208	7699	10042	19010	60977	115112	0
LFQ	73	6	0	3	164	292	244	233	219	224	242	250	255	267	281	322	358	371	417	424	483	525	566	684	684	793	844	1044	919	1326	1273	1296	1555	1738	1891	2323	2201	3074	3132	3791	4512	5161	7667	9958	18680	60510	116162	0
LFQ	74	57	0	2	174	293	248	231	226	223	255	267	294	294	271	331	379	405	444	455	493	570	581	697	709	774	902	972	946	1330	1280	1322	1579	1853	1949	2228	2154	3108	2948	3855	4430	5240	7866	10011	18923	61291	114504	0
LFQ	75	40	0	3	186	284	249	198	244	231	242	248	282	260	281	327	368	383	417	432	540	543	576	735	701	805	944	994	941	1336	1345	1289	1588	1769	2018	2300	2200	3104	3035	3824	4565	5237	7939	10120	18826	61499	113916	0
LFQ	76	3	0	3	190	304	253	225	230	210	226	248	283	262	268	333	361	405	373	443	520	539	560	671	727	795	847	978	938	1237	1254	1354	1520	1753	2018	2199	2166	3098	2962	3758	4620	5122	7501	9822	17678	57883	120224	0
LFQ	77	67	0	4	194	284	242	243	236	233	221	272	273	257	301	322	339	407	433	436	514	541	611	725	694	797	870	984	984	1263	1270	1330	1648	1815	2019	2258	2164	3139	3108	3716	4559	5262	7828	9939	18188	60180	116194	0
LFQ	78	3	0	5	169	294	256	212	248	233	268	270	278	276	283	331	359	357	451	457	511	500	580	725	730	773	897	979	1038	1305	1292	1349	1525	1734	1983	2202	2178	3031	3236	3765	4530	5250	7586	9990	17696	57496	119733	0
LFQ	79	4	0	5	200	273	245	244	213	235	267	251	267	267	289	372	395	376	388	482	495	550	596	708	721	789	911	1051	924	1246	1285	1325	1581	1757	2005	2296	2193	3048	3068	3640	4438	5071	7606	9945	17800	58761	118781	0
LFQ	80	15	0	4	210	266	230	224	231	273	213	250	277	263	309	363	410	399	451	487	543	547	621	793	777	834	911	976	1020	1348	1336	1328	1615	1894	2066	2384	2369	3192	3246	3837	4697	5416	8335	10500	19215	62667	110022	0
LFQ	81	0	0	4	181	305	265	228	266	235	264	265	286	291	324	331	407	407	449	501	543	599	592	749	714	800	951	1066	1076	1240	1351	1478	1616	1911	2119	2315	2233	3186	3350	3888	4727	5457	7855	10312	18945	61875	111407	0
LFQ	82	7	0	3	199	296	269	270	240	225	243	282	295	262	311	367	408	429	425	492	525	565	603	835	766	730	904	1039	1048	1233	1427	1440	1500	1813	2015	2308	2326	3025	3347	3759	4649	5378	7966	10290	18308	61759	112783	0
LFQ	83	311	0	4	206	263	265	264	237	261	261	248	294	274	359	359	410	427	408	484	541	592	619	787	730	814	944	1015	1049	1234	1407	1434	1564	1793	2086	2247	2314	2995	3333	3766	4718	5238	7923	10076	18400	61381	113029	0
LFQ	84	408	0	9	187	282	259	254	254	231	248	257	278	352	300	380	426	403	418	439	519	588	589	742	780	809	965	1029	1104	1216	1356	1533	1559	1902	2069	2329	2464	3007	3468	3825	4772	5521	8207	10165	18748	62834	109879	0
LFQ	85	3	0	4	194	281	267	253	248	238	242	255	324	300	297	372	398	414	433	511	548	630	586	782	760	853	945	1021	1034	1202	1455	1491	1578	1831	2117	2428	2475	3015	3326	3764	4632	5330	8043	10193	18192	61443	112656	0
LFQ	86	290	0	4	189	310	241	235	234	210	238	288	273	306	348	369	380	398	444	450	487	594	559	794	745	823	913	1042	1085	1287	1365	1423	1695	1833	2081	2333	2477	3036	3347	3665	4760	5386	7825	10272	18098	58970	115262	0
LFQ	87	2	0	1	199	308	249	268	233	258	279	300	298	298	298	378	369	439	429	531	532	563	585	777	744	855	894	1026	1132	1257	1408	1430	1595	1778	2037	2371	2326	2964	3373	3782	4709	5348	7699	10319	17837	59696	115190	0
LFQ	88	345	0	6	179	304	269	267	232	253	271	277	288	324	339	348	425	432	467	512	512	612	587	783	711	838	940	1075	1124	1249	1428	1467	1685	1904	2112	2340	2496	2932	3407	3813	4892	5452	7883	10561	19133	62077	109813	0
LFQ	89	10	0	8	213	310	256	265	250	234	262	258	273	291	342	344	380	417	471	505	512	549	629	755	729	842	921	1032	1086	1136	1342	1413	1680	1786	2075	2215	2410	2859	3365	3598	4668	5179	7433	9950	17880	60407	115824	0
LFQ	90	45	0	1	220	289	272	279	219	236	302	271	319	310	361	394	402	422	465	502	576	597	680	795	707	871	949	1067	1091	1275	1428	1432	1694	1789	2145	2408	2502	3068	3426	3810	4886	5397	7747	10341	18417	62188	110769	0
LFQ	91	13	0	5	208	336	311	251	258	256	253	283	296	322	342	352	432	456	481	514	601	590	583	750	770	822	1002	1053	1139	1369	1426	1529	1740	1867	2225	2430	2662	3031	3561	3968	5014	5617	8075	10604	19389	65371	104807	0
LFQ	92	0	0	5	227	317	255	292	233	256	269	307	296	308	365	374	415	455	474	501	552	602	668	838	736	887	924	1101	1249	1350	1382	1510	1785	1911	2095	2402	2490	3038	3542	3902	4920	5538	8191	10837	20130	67564	101871	0
LFQ	93	2	0	5	233	311	274	276	258	257	317	254	313	341	394	373	414	434	457	505	536	595	674	865	775	910	996	1127	1162	1249	1423	1552	1903	1860	2179	2469	2620	3047	3513	4066	5077	5593	8356	10624	19976	66293	102506	0
LFQ	94	63	0	7	215	307	283	254	267	279	278	306	299	303	348	408	414	451	477	512	532	642	676	821	774	868	954	1131	1207	1317	1468	1473	1832	1944	2175	2384	2621	3081	3470	3920	5181	5585	8087	10757	20070	66386	102537	0
LFQ	95	1	0	8	223	300	271	264	294	254	286	257	314	314	340	381	405	466	457	504	584	597	650	800	753	850	955	1043	1183	1265	1408	1509	1744	1909	2098	2325	2592	3014	3433	3913	5096	5469	7853	10427	18964	63427	108164	0
LFQ	96	3	0	1	202	288	291	255	252	249	281	302	288	327	369	374	364	456	399	506	572	577	689	749	759	899	945	1091	1169	1287	1363	1462	1744	1848	2111	2259	2575	3090	3460	3885	4989	5338	8145	10650	19377	65501	105623	0
LFQ	97	120	0	6	218	314	292	272	250	265	307	301	322	325	343	377	457	422	444	539	585	635	649	828	751	922	988	1151	1178	1339	1428	1531	1779	1920	2168	2413	2718	3196	3682	4017	5052	5568	8420	10901	20308	67319	100344	0
LFQ	98	17	0	5	237	351	324	296	249	262	269	293	351	329	366	397	399	419	455	565	597	587	711	840	829	910	971	1116	1158	1289	1450	1570	1781	1830	2212	2339	2611	3101	3443	3911	5194	5405	8211	10817	19335	64078	105484	0
LFQ	99	63	0	3	229	354	317	275	264	273	273	296	333	319	352	378	470	449	490	536	629	600	662	859	729	925	1007	1186	1299	1304	1460	1551	1767	1858	2261	2426	2785	3186	3628	4020	5384	5597	8364	10880	20629	68444	98250	0
LFQ	100	18	0	5	211	328	322	292	302	282	304	305	377	321	348	395	425	464	467	499	606	649	742	797	756	951	971	1140	1194	1346	1472	1554	1807	1914	2235	2423	2629	3264	3463	4018	5142	5571	8209	10785	19788	65711	102562	0
LFQ	101	2	0	8	237	344	323	308	273	280	296	306	341	333	369	379	440	471	506	546	605	619	661	846	755	957	1008	1173	1186	1376	1490	1552	1837	1902	2198	2371	2690	3262	3509	4155	5252	5611	8243	11027	19786	65627	101904	0
LFQ	102	16	0	9	236	320	325	293	286	263	313	301	311	305	383	411	438	468	518	536	606	623	704	836	786	972	1024	1146	1242	1373	1420	1549	1894	1845	2240	2349	2698	3280	3486	4108	5274	5617	7953	10707	19886	65379	102635	0
LFQ	103	3	0	6	230	337	275	287	249	282	291	294	340	318	333	403	399	455	527	576	579	609	683	859	805	924	931	1255	1217	1329	1465	1617	1810	1869	2166	2431	2637	3146	3511	4115	5200	5562	8020	10914	19892	65868	102345	0
LFQ	104	1	0	7	235	353	303	286	298	282	287	316	309	308	381	392	479	439	448	589	615	647	684	832	740	992	922	1117	1211	1317	1407	1522	1891	1856	2168	2303	2628	3289	3563	4057	5115	5436	8235	10998	20244	66440	101422	0
LFQ	105	349	0	10	227	319	291	262	280	297	315	305	373	367	394	410	470	466	496	573	617	641	691	856	813	948	921	1170	1169	1380	1462	1634	1952	1915	2274	2386	2581	3371	3618	4211	5209	5724	8390	10994	20571	68333	97329	0
LFQ	106	0	0	6	234	328	313	268	303	258	320	319	339	336	390	407	427	488	539	547	575	638	740	887	765	1015	988	1229	1232	1422	1437	1633	1858	1881	2356	2335	2578	3396	3660	4142	5249	5579	8493	11023	20615	67859	97957	0
LFQ	107	2	0	9	265	334	310	315	293	303	303	309	360	292	402	433	486	484	487	594	633	637	723	844	786	951	1018	1216	1233	1474	1465	1538	1993	1967	2270	2464	2639	3462	3728	4232	5286	5503	8709	11289	21049	70282	93992	0
LFQ	108	1	0	8	232	372	329	341	290	311	338	309	310	335	348	434	446	526	490	593	590	632	707	878	800	965	1025	1201	1271	1409	1507	1660	1900	2003	2316	2330	2739	3431	3551	4255	5403	5500	8647	11292	21276	70782	93281	0
