LFQ	11	0	0	0	42	50	59	49	74	63	60	77	95	103	137	148	193	234	253	293	302	348	435	463	432	631	519	617	762	1034	1060	909	1050	1482	1519	1888	1753	2646	2889	3900	4208	6289	9652	12682	46683	139520	0	0
LFQ	12	0	0	1	39	63	57	59	49	75	66	98	77	124	151	165	177	240	242	245	301	371	400	421	410	719	505	695	728	1084	1023	925	936	1604	1528	1612	1804	2617	2939	3397	4434	5816	9990	12227	46598	140591	0	0
LFQ	13	0	0	1	48	52	53	65	57	81	86	88	89	146	143	199	214	231	261	284	307	391	491	448	496	740	533	870	779	1194	1118	1043	1144	1743	1540	1847	1985	2667	3406	3820	4988	5878	10207	13721	48721	133428	0	0
LFQ	14	0	0	0	34	66	52	56	60	76	96	77	96	112	150	193	197	254	248	256	332	362	492	531	420	722	549	782	763	1202	1084	1032	1027	1813	1530	1845	2088	2428	3224	3739	4564	5790	9791	13357	48060	136053	0	0
LFQ	15	0	0	0	39	63	61	64	62	66	86	101	96	122	164	168	181	274	281	299	320	372	440	479	484	700	547	778	715	1145	1092	1074	1033	1715	1440	1768	2025	2457	3275	3502	4615	5688	9795	12909	47177	137931	0	0
LFQ	16	0	0	0	63	109	105	104	113	105	124	139	157	176	184	194	237	251	293	256	352	436	371	618	628	615	659	749	904	867	1194	1388	1280	1621	1361	2537	2115	2651	3041	3773	4432	5450	6022	11494	16542	55752	116141	0
LFQ	17	0	0	1	71	109	92	113	110	100	97	124	124	148	174	166	186	216	277	244	307	364	354	572	526	560	517	645	823	733	1161	1100	990	1538	1022	2493	1631	2283	2729	3493	3410	5224	5171	10711	14749	57874	122271	0
LFQ	18	0	0	0	63	118	91	92	100	99	117	123	107	190	156	171	200	254	239	260	292	382	323	560	575	635	504	677	819	744	1163	1076	1016	1516	1173	2531	1527	2477	2775	3669	3715	5149	5404	10748	14079	59151	120543	0
LFQ	19	0	0	0	63	108	102	92	110	116	131	139	134	168	153	155	217	245	270	239	306	388	334	611	487	558	520	715	855	716	1126	1128	986	1566	1140	2501	1520	2417	2907	3570	3565	5237	5423	10826	14323	58583	120853	0
LFQ	20	0	0	0	66	127	111	123	94	116	114	129	125	147	162	204	227	257	283	256	328	420	316	622	512	586	507	667	786	723	1180	1168	1102	1633	1098	2495	1625	2312	2798	3553	3314	5282	5101	10923	14610	57340	122061	0
LFQ	21	0	0	1	79	119	119	125	112	108	126	131	123	171	171	208	213	268	268	249	334	404	349	583	557	588	542	691	794	740	1199	1155	1135	1601	1111	2521	1755	2297	2833	3621	3511	5386	5144	11375	14939	56824	121023	0
LFQ	22	18	0	1	57	94	101	118	117	105	139	125	140	180	203	225	228	258	259	250	398	417	360	595	548	569	551	688	866	734	1210	1182	1033	1659	1067	2631	1723	2398	2746	3650	3453	5489	5257	11238	14943	58354	119226	0
LFQ	23	0	0	2	75	112	98	131	100	89	126	131	127	189	181	202	220	248	281	267	318	381	356	648	571	608	526	665	896	780	1173	1167	1126	1613	1216	2544	1681	2492	2848	3689	3668	5311	5418	11230	14927	58869	118303	0
LFQ	24	0	0	2	78	126	96	114	100	123	112	136	124	156	176	198	232	256	241	262	363	394	354	572	527	546	554	688	836	743	1122	1159	1055	1589	1101	2499	1709	2295	2776	3465	3592	5261	5268	10843	14748	56998	122014	0
LFQ	25	0	0	0	68	106	93	88	101	97	128	146	129	167	166	200	230	264	261	272	310	384	332	598	548	575	510	715	799	734	1159	1122	1069	1581	1149	2596	1617	2389	2756	3620	3443	5221	4946	10953	14397	57379	122185	0
LFQ	26	41	0	0	79	104	121	129	104	122	122	132	117	187	163	189	233	225	297	253	350	399	365	598	532	569	508	647	833	710	1218	1135	1032	1550	1119	2576	1645	2363	2771	3533	3473	5136	5070	10939	14400	58126	121388	0
LFQ	27	1	0	1	72	129	100	132	110	105	124	134	145	183	190	206	236	272	265	259	341	354	337	559	565	608	523	668	863	731	1158	1176	1064	1523	1094	2547	1625	2281	2768	3395	3444	5177	5104	10846	14305	57820	122063	0
LFQ	28	0	0	1	77	114	113	113	109	104	119	137	121	172	174	213	226	271	264	258	327	411	339	597	527	611	511	714	833	723	1226	1110	1067	1608	1096	2504	1668	2281	2707	3603	3360	5137	5026	11099	14360	57332	122240	0
LFQ	29	2	0	0	87	139	111	103	111	101	87	154	129	165	188	208	225	235	265	312	326	387	344	611	593	609	505	718	824	786	1216	1100	1031	1573	1087	2511	1591	2287	2769	3495	3456	5238	4993	10968	14293	57508	122162	0
LFQ	30	0	0	0	79	126	108	111	115	115	121	148	126	194	202	190	206	248	274	258	320	395	316	601	589	599	537	675	819	753	1133	1149	1012	1507	1180	2534	1561	2376	2811	3479	3604	5196	5274	10749	14059	57930	121824	0
LFQ	31	0	0	1	64	133	118	94	98	147	123	133	138	139	205	219	278	251	267	261	346	369	374	582	559	614	549	703	861	643	1067	1095	1055	1455	1252	2495	1419	2436	2802	3575	3630	4993	5288	10301	13669	58502	122300	0
LFQ	32	0	0	1	79	114	124	93	141	138	140	136	139	168	201	205	227	263	280	279	342	399	375	580	592	606	577	701	868	764	1157	1142	1098	1450	1273	2504	1453	2601	2885	3646	3738	5074	5527	10823	13935	57657	121108	0
LFQ	33	9	0	0	72	109	100	114	105	134	118	151	127	170	202	202	226	261	304	261	330	395	348	526	628	638	597	695	849	773	1158	1190	1134	1431	1379	2492	1409	2732	2912	3523	3832	4849	5935	10640	13776	58517	120250	0
LFQ	34	0	0	0	92	116	118	96	122	112	128	150	143	174	178	158	235	260	280	238	329	409	382	560	582	642	587	699	802	755	1128	1082	991	1467	1287	2387	1385	2563	2788	3611	3664	4864	5498	10386	13300	58511	122344	0
LFQ	35	16	0	1	89	120	119	114	102	115	121	113	137	166	180	217	234	243	279	256	362	384	372	562	588	582	547	678	853	747	1087	1114	1071	1458	1179	2528	1476	2427	2847	3547	3780	4994	5225	10506	13786	58144	122137	0
LFQ	36	0	0	0	74	120	110	109	100	116	121	129	130	173	209	196	219	274	305	249	348	379	335	541	584	595	562	613	868	800	1094	1084	1068	1357	1353	2333	1311	2623	2738	3408	3741	4718	5425	10259	13243	58213	123376	0
LFQ	37	12	0	0	59	126	91	110	129	129	115	155	122	156	207	192	239	240	273	272	321	366	360	548	558	592	594	666	865	789	1016	1209	1079	1390	1350	2310	1259	2555	2791	3361	3733	4717	5672	10198	13337	58552	122788	0
LFQ	38	0	0	1	73	128	124	120	105	132	124	136	111	175	205	203	245	254	260	251	340	409	344	569	592	610	606	595	816	745	1110	1091	1127	1343	1402	2405	1369	2535	2741	3577	3755	4845	5564	10177	13377	58565	122347	0
LFQ	39	0	0	0	79	146	128	105	116	125	105	144	133	178	191	185	217	251	287	289	357	365	374	564	542	615	605	664	882	746	1122	1088	1048	1372	1342	2310	1433	2546	2805	3529	3745	4718	5378	10278	13246	57786	123464	0
LFQ	40	14	0	1	83	139	116	115	130	134	131	157	150	173	185	181	261	303	284	279	340	391	392	565	618	681	579	655	822	769	1081	1145	1040	1411	1381	2379	1430	2508	2775	3568	3732	4812	5580	10164	13470	57926	122553	0
LFQ	41	83	0	3	77	141	133	127	121	130	120	160	164	218	203	199	260	287	336	281	364	403	408	572	619	612	606	707	916	855	1140	1114	1123	1547	1418	2436	1509	2634	2921	3614	3784	4953	5611	10712	13861	58726	119395	0
LFQ	42	0	0	0	72	136	115	102	120	144	113	161	122	194	217	180	263	274	255	284	364	395	405	541	597	589	561	677	834	791	1112	1163	1081	1361	1444	2312	1378	2682	2826	3546	3807	4575	5641	10232	13693	58219	122025	0
LFQ	43	0	0	0	84	139	142	121	138	132	129	168	146	210	201	192	261	245	295	245	353	361	421	536	605	622	637	679	924	812	1093	1124	1115	1398	1505	2252	1432	2721	2864	3515	3774	4536	5755	10537	13628	58500	121056	0
LFQ	44	0	0	1	90	135	124	144	128	120	145	141	144	171	198	227	241	262	303	265	366	394	376	572	614	632	590	665	868	817	1166	1120	1105	1363	1446	2339	1446	2598	2745	3537	3801	4701	5580	10368	13389	57629	122537	0
LFQ	45	0	0	0	85	153	138	117	130	143	120	177	134	171	211	213	255	280	303	294	395	404	396	596	616	631	581	711	896	869	1178	1125	1122	1482	1535	2396	1474	2562	2911	3588	3861	4791	5870	10601	14189	57096	120803	0
LFQ	46	0	0	0	102	128	120	133	151	130	159	189	153	209	208	221	274	295	315	324	418	418	411	552	649	680	684	691	935	857	1128	1060	1125	1482	1601	2268	1583	2710	2935	3624	3956	4617	5841	10355	14201	57285	120426	0
LFQ	47	0	0	0	84	135	127	128	118	131	135	189	159	200	203	213	274	306	291	297	373	425	432	515	621	675	662	677	905	855	1117	1092	1107	1372	1487	2209	1523	2652	2777	3525	3822	4660	5688	10123	13705	57222	122392	0
LFQ	48	0	0	1	84	164	115	126	116	131	134	168	147	181	191	226	262	268	302	286	363	378	420	576	596	601	649	630	893	865	1050	1025	1119	1369	1530	2149	1431	2705	2721	3557	3780	4453	5570	10003	13340	57304	123624	0
LFQ	49	0	0	2	88	149	123	127	132	143	157	163	134	171	226	196	261	268	327	289	356	374	395	569	592	636	672	651	908	837	1086	1087	1131	1370	1591	2134	1512	2664	2741	3574	3805	4455	5749	10283	13537	57474	122464	0
LFQ	50	0	0	0	109	147	113	126	159	149	146	173	161	186	219	182	281	257	327	308	374	430	426	530	636	631	716	695	959	922	1058	1104	1153	1430	1679	2171	1498	2875	2811	3599	3917	4476	5913	10474	13702	57604	120777	0
LFQ	51	0	0	2	90	156	128	112	115	143	146	147	153	194	202	203	245	261	315	282	357	390	411	585	632	638	686	666	865	857	1019	1144	1078	1283	1630	2206	1493	2673	2804	3569	3777	4380	5891	10279	13409	57304	122683	0
LFQ	52	0	0	5	83	133	134	120	149	141	161	170	126	204	218	196	252	285	322	278	431	391	416	535	624	615	721	616	938	930	1037	1087	1146	1321	1616	2120	1444	2730	2805	3632	3938	4301	5885	10146	13642	57222	122337	0
LFQ	53	0	0	3	86	143	145	127	127	130	146	137	174	161	207	212	239	267	314	299	419	379	463	568	574	594	771	632	912	889	930	1075	1129	1309	1734	1938	1413	2853	2743	3677	3767	4140	5844	10147	13337	57274	123175	0
LFQ	54	0	0	1	88	137	121	144	131	127	192	155	196	193	244	222	245	265	297	330	441	367	460	564	588	606	758	619	922	973	1010	1046	1084	1295	1836	1993	1544	2825	2721	3690	4040	4073	5724	9979	13560	56453	123344	0
LFQ	55	0	0	1	90	161	138	134	155	142	147	176	171	211	236	248	275	281	297	342	422	371	465	618	603	640	814	635	901	1066	1018	1020	1134	1259	1846	1928	1515	2813	2919	3515	4062	4122	6010	9930	13648	57214	121909	0
LFQ	56	599	0	3	103	134	159	132	139	132	158	164	165	195	241	212	260	302	313	326	426	374	404	551	575	605	850	571	922	1047	987	942	1133	1264	1887	1779	1445	2700	2786	3516	3988	4088	5786	9864	13510	56501	123364	0
LFQ	57	0	0	0	99	142	129	109	153	126	168	151	170	181	238	198	257	292	300	347	432	365	411	562	571	635	834	624	1034	1103	965	1103	1113	1344	1903	1787	1523	2882	2734	3683	3902	4042	6002	10152	13834	57175	121827	0
LFQ	58	0	0	1	88	166	152	118	173	142	166	188	189	195	243	243	258	291	299	332	413	383	410	577	597	608	813	679	962	1097	980	1047	1148	1350	1917	1850	1519	2920	2697	3731	4041	4117	6164	9947	13803	56993	121595	0
LFQ	59	0	0	1	96	165	139	125	162	161	171	162	176	196	219	219	252	299	346	349	441	374	446	576	561	603	866	640	998	1039	962	1010	1205	1324	1887	1913	1486	2815	2864	3577	4053	4123	5972	9938	13704	56695	122292	0
LFQ	60	0	0	2	109	178	155	147	174	143	160	156	182	219	256	221	266	321	330	318	459	388	429	589	640	616	876	678	1001	1048	978	1030	1146	1336	1887	1973	1519	2904	2785	3735	3967	4039	6075	10140	13932	56982	121113	0
LFQ	61	0	0	5	89	172	151	152	167	158	171	163	196	192	251	238	264	326	311	351	440	386	482	567	582	621	817	613	972	1036	940	1027	1226	1279	1859	1819	1545	2651	2753	3578	4045	4095	5803	9996	13712	56108	123293	0
LFQ	62	0	0	0	89	178	133	151	153	175	165	149	176	204	225	218	257	278	336	361	435	401	477	584	608	645	894	618	957	1052	937	1062	1186	1301	1859	1762	1554	2863	2764	3449	3991	4197	6063	9745	13710	56210	123030	0
LFQ	63	72	0	2	96	156	149	125	172	146	192	180	215	229	229	246	279	313	305	356	447	375	463	591	600	642	873	647	974	1056	982	1065	1286	1284	1867	1845	1642	2812	2828	3492	4026	4189	6005	9916	13877	55699	122657	0
LFQ	64	0	0	0	96	164	166	164	145	141	179	173	234	220	243	257	295	316	318	387	456	408	471	590	595	637	851	698	1004	1130	946	1020	1175	1362	1908	1871	1637	2815	2790	3619	3880	4263	6201	9985	13973	56153	121666	0
LFQ	65	0	0	7	130	174	129	159	162	145	173	172	205	209	234	219	288	301	344	382	471	390	453	640	604	666	903	720	1024	1085	913	1204	1143	1386	1922	1780	1670	2828	2856	3519	3864	4220	6319	10290	14371	56105	120823	0
LFQ	66	0	0	2	105	187	154	128	138	135	153	157	214	174	213	250	286	293	312	395	394	414	454	591	554	669	802	668	945	1069	912	1137	1114	1326	1989	1735	1662	2682	2843	3566	3820	4097	6084	9735	14092	55139	123813	0
LFQ	67	0	0	6	105	176	151	159	142	163	167	175	225	225	237	256	268	323	345	395	451	391	488	586	529	639	838	668	1004	1037	929	1221	1136	1357	1982	1808	1694	2597	2908	3457	3729	4051	6006	9614	14183	54571	124210	0
LFQ	68	0	0	1	120	204	158	172	181	204	178	180	233	177	240	241	294	316	338	416	534	412	483	612	615	676	891	776	1036	1057	989	1236	1199	1360	2063	1715	1714	2659	3082	3735	3866	4233	6384	9921	14719	55597	120385	0
LFQ	69	0	0	1	121	185	150	155	182	172	172	168	238	196	263	239	296	288	320	377	423	431	477	580	594	675	830	745	984	1067	944	1277	1172	1302	2036	1789	1750	2610	3089	3608	3901	4270	6298	9729	14290	54711	122497	0
LFQ	70	0	0	2	131	205	151	162	167	186	181	179	212	220	248	280	318	317	360	419	474	419	509	597	639	658	833	769	1104	1100	1021	1298	1300	1436	2027	1711	1825	2557	3147	3674	3893	4280	6528	9909	14875	54938	120343	0
LFQ	71	0	0	0	121	199	143	172	166	173	187	176	203	208	259	275	279	296	362	394	422	396	503	592	602	680	869	730	1023	1065	902	1300	1221	1365	2048	1791	1756	2510	3063	3637	3752	4285	6198	9856	14744	54511	122168	0
LFQ	72	0	0	4	108	182	170	147	151	195	185	202	228	186	266	264	279	328	326	376	484	407	486	632	596	678	826	811	1068	1039	995	1282	1174	1405	2112	1751	1852	2524	3079	3519	3807	4382	6245	9725	15067	53862	122197	0
LFQ	73	82	0	7	106	159	168	169	185	167	187	202	249	193	266	278	283	320	337	405	427	407	513	669	620	679	834	820	1098	1030	900	1360	1165	1387	2160	1733	1863	2547	3026	3478	3793	4209	6312	9857	14981	54743	121228	0
LFQ	74	61	0	1	110	199	175	178	176	184	161	209	223	200	257	290	280	331	367	442	463	456	475	675	612	688	831	780	1139	1041	852	1366	1193	1397	2133	1703	1870	2545	3155	3554	3763	4410	6634	10049	15257	53991	120726	0
LFQ	75	0	0	0	130	192	169	183	149	182	167	199	217	208	252	285	317	338	337	387	483	480	497	633	575	653	775	799	1046	1068	919	1360	1297	1416	1994	1689	1774	2443	3145	3473	3729	4316	6327	9563	14778	53380	123277	0
LFQ	76	0	0	1	114	176	158	153	170	182	179	188	214	196	241	283	274	342	344	417	469	421	475	692	605	685	897	822	1081	1026	847	1334	1226	1457	2033	1619	1861	2516	3079	3573	3619	4336	6426	9885	14910	54313	121762	0
LFQ	77	112	0	5	128	199	182	187	148	177	153	203	233	194	269	269	294	354	346	428	469	452	478	678	652	716	856	821	1131	1068	892	1375	1199	1477	2070	1689	1865	2534	3053	3538	3642	4445	6367	10036	14961	53736	121520	0
LFQ	78	0	0	1	116	199	187	165	176	203	208	224	258	231	256	316	307	337	359	478	457	461	471	655	612	696	846	805	1144	1068	941	1446	1162	1461	2126	1716	1947	2615	3084	3499	3672	4636	6407	10336	14969	53647	120701	0
LFQ	79	1	0	0	141	230	174	171	169	208	160	207	241	195	276	302	299	356	379	445	481	420	493	672	663	649	857	862	1079	1133	925	1412	1196	1541	1985	1671	1966	2709	3099	3428	3609	4351	6401	10466	14944	53783	120852	0
LFQ	80	0	0	1	114	203	198	182	195	195	181	242	201	203	261	306	310	349	367	462	429	511	500	672	602	647	863	843	1105	1084	956	1370	1185	1524	1835	1792	1942	2741	3181	3318	3570	4448	6164	10456	14609	53765	121519	0
LFQ	81	0	0	3	113	186	161	182	185	188	179	224	216	247	249	276	339	394	364	466	484	533	535	731	714	699	908	856	1124	1139	1017	1283	1254	1633	1785	1654	1923	2804	3176	3369	3726	4654	6156	11031	14644	53529	120268	0
LFQ	82	0	0	5	139	244	177	189	170	238	175	225	220	237	263	315	308	379	337	477	486	489	509	678	645	640	884	865	1098	1156	1004	1316	1283	1594	1727	1829	2046	2763	3255	3162	3559	4654	6110	10854	14313	53262	121322	0
LFQ	83	0	0	2	133	231	194	189	180	196	186	250	236	220	285	333	371	391	363	446	430	525	506	700	663	624	942	905	994	1156	1074	1377	1325	1635	1708	1897	2043	2745	3124	3236	3612	4741	6110	10899	14544	53055	120825	0
LFQ	84	99	0	1	129	233	200	205	194	221	224	226	233	237	287	326	353	345	376	491	467	537	509	768	695	681	912	904	1024	1213	1144	1338	1351	1715	1637	1812	2141	2950	3334	3226	3596	4987	6051	11587	14622	53712	118308	0
LFQ	85	0	0	1	133	226	191	212	194	215	197	208	263	220	252	300	329	354	372	470	451	502	485	716	690	667	891	840	982	1204	1033	1332	1288	1757	1628	1840	2075	2887	3194	3171	3677	4883	5908	11432	14179	53485	120267	0
LFQ	86	0	0	3	142	216	227	194	189	203	183	237	253	203	249	312	333	369	354	430	464	497	529	666	656	619	921	869	1012	1145	1107	1225	1308	1670	1552	1799	1960	2726	3065	3041	3669	4790	5910	11020	13896	52497	122891	0
LFQ	87	0	0	3	152	254	208	188	202	225	195	235	220	232	289	332	353	385	370	480	451	554	485	734	697	677	905	953	998	1305	1125	1382	1395	1717	1672	1879	2145	2879	3221	3169	3679	5159	5945	11270	14185	53144	119553	0
LFQ	88	0	0	2	129	261	169	206	208	208	186	230	252	223	256	301	380	384	388	497	466	552	524	675	711	643	951	941	1020	1137	1119	1347	1370	1670	1586	1955	2064	2925	3317	3155	3587	5175	5979	11390	14443	53493	119126	0
LFQ	89	0	0	2	145	210	227	199	176	194	197	245	236	249	285	306	365	397	367	459	505	542	488	701	728	722	939	971	998	1109	1112	1292	1380	1711	1558	1980	2045	2802	3222	3079	3612	5031	5798	10795	13933	52197	122092	0
LFQ	90	85	0	12	154	241	224	218	189	218	181	244	246	280	259	316	401	395	382	493	511	601	543	730	737	713	889	952	1039	1172	1140	1317	1459	1687	1552	1999	2165	2931	3151	3327	3744	5248	5985	11264	14418	52777	119012	0
LFQ	91	27	0	6	149	242	196	241	172	229	203	256	252	259	280	316	363	393	398	507	520	545	520	693	688	709	993	926	1015	1149	1166	1325	1465	1763	1576	1959	2033	2877	3202	3207	3882	5297	6006	11348	14434	53001	118813	0
LFQ	92	59	0	2	151	236	215	188	214	203	218	259	265	255	280	358	340	379	442	478	462	586	533	721	744	747	944	916	987	1232	1128	1381	1456	1678	1598	2026	2136	2874	3190	3189	3844	5272	5790	11126	14196	52571	119731	0
LFQ	93	0	0	4	156	242	217	210	221	223	208	235	257	295	269	328	408	394	384	525	517	510	544	698	783	731	927	879	965	1158	1161	1343	1528	1672	1663	2013	2253	2865	3170	3284	3863	5347	5988	11019	14116	52522	119505	0
LFQ	94	1	0	9	155	235	219	201	179	221	194	240	242	248	285	313	367	380	382	432	526	564	559	711	789	712	909	858	989	1171	1159	1324	1480	1679	1572	1966	2175	2803	3021	3156	3744	5211	5860	10902	13999	52242	121216	0
LFQ	95	0	0	0	134	252	228	241	213	214	223	258	274	271	263	361	360	368	384	480	546	547	556	718	726	721	901	970	1054	1118	1157	1372	1472	1637	1577	2044	2146	2855	3129	3235	3843	5292	5827	10943	14059	52116	120515	0
LFQ	96	0	0	2	165	252	208	207	185	237	223	240	276	279	295	337	367	374	363	485	500	560	573	693	697	753	954	996	1011	1103	1176	1433	1489	1608	1614	2176	2180	2776	3037	3302	3846	5429	5874	10675	14015	52495	120140	0
LFQ	97	0	0	5	139	239	249	224	201	222	229	245	246	263	255	365	363	409	367	479	491	559	587	698	754	757	883	933	1028	1129	1219	1504	1530	1540	1541	2134	2218	2644	2926	3288	3912	5649	5803	10402	13865	52277	120829	0
LFQ	98	0	0	4	151	236	214	187	210	222	236	244	239	271	284	377	351	412	411	458	479	556	573	707	741	799	895	924	966	1169	1226	1439	1583	1556	1516	2180	2276	2724	2875	3112	3934	5627	5849	10448	13959	52234	120746	0
LFQ	99	0	0	2	166	272	208	231	211	222	215	260	278	274	283	374	330	389	447	490	516	585	551	711	732	824	1007	950	1004	1187	1304	1363	1610	1564	1570	2183	2222	2774	2937	3320	3863	5635	5858	10760	14080	52439	119399	0
LFQ	100	1	0	3	170	282	239	246	233	206	231	257	249	263	325	378	389	421	418	482	524	566	608	792	776	834	973	1013	1036	1166	1273	1507	1681	1634	1597	2206	2432	2823	2961	3361	4062	5571	6022	10693	14143	52216	118337	0
LFQ	101	0	0	3	184	273	231	232	215	236	241	251	271	270	316	382	373	389	394	508	533	574	627	709	776	806	940	960	992	1158	1236	1492	1642	1699	1546	2207	2296	2825	2976	3246	4067	5760	5987	10439	13980	51922	119436	0
LFQ	102	0	0	5	178	270	246	217	222	242	233	234	244	286	319	385	405	415	430	481	517	556	588	797	747	818	940	998	1036	1202	1311	1493	1603	1571	1667	2153	2208	2899	2919	3328	3973	5760	5944	10623	14288	51879	118970	0
LFQ	103	1	0	5	153	265	242	210	239	243	219	269	267	257	303	357	391	401	391	551	528	576	614	756	796	803	941	977	1045	1175	1244	1480	1636	1604	1680	2222	2321	2770	2914	3407	4126	6035	5810	10852	14317	51851	118356	0
LFQ	104	114	0	7	155	266	229	236	224	292	239	278	298	273	334	372	419	444	450	516	512	591	627	771	814	903	900	998	1074	1173	1290	1424	1650	1683	1729	2273	2302	2737	2938	3264	4237	5918	5898	10662	14329	52935	116822	0
LFQ	105	0	0	8	174	253	232	262	238	247	227	275	265	314	294	356	403	380	475	534	567	575	670	798	741	849	940	992	1035	1236	1284	1526	1601	1729	1683	2257	2298	3004	3041	3531	4098	6257	5918	10690	14985	52349	116009	0
LFQ	106	115	0	7	159	249	237	221	243	235	255	243	265	282	311	388	400	398	438	463	542	538	587	757	720	799	967	978	1003	1228	1301	1421	1644	1592	1707	2199	2226	2798	2835	3331	4160	6124	5744	10625	14312	50961	119592	0
LFQ	107	0	0	5	181	278	224	247	244	243	265	266	263	322	283	393	431	406	428	456	541	543	641	783	792	812	896	1039	1047	1187	1279	1407	1693	1663	1843	2099	2280	2721	2893	3308	4142	6214	5636	10539	14540	51353	118774	0
LFQ	108	0	0	3	194	262	244	255	230	284	239	283	279	300	349	363	396	412	464	479	563	579	639	751	783	807	871	1039	1106	1268	1253	1439	1712	1668	1870	2107	2309	2806	2849	3322	4144	6344	5543	10643	14950	51765	117434	0
LFQ	109	0	0	4	181	290	262	262	212	228	232	303	246	313	351	385	359	437	467	477	578	590	641	765	735	890	905	1081	1039	1279	1252	1389	1637	1653	1845	2107	2331	2707	2874	3289	4161	6073	5488	10520	14910	50503	119348	0
