FFQ	31	0	0	0	9	20	12	12	14	9	9	19	22	23	22	24	28	33	33	49	46	49	55	65	70	85	107	111	114	126	161	143	194	167	202	269	293	288	343	409	456	548	613	877	938	1201	1775	2697	4358	0
FFQ	32	0	0	0	10	8	12	9	9	15	6	17	13	17	24	26	34	24	16	46	35	38	45	50	69	80	84	95	96	126	148	140	162	190	190	247	306	285	347	399	378	635	599	839	926	1119	1839	2758	4587	0
FFQ	33	0	0	1	18	8	13	9	8	17	20	12	20	19	23	17	35	34	30	33	42	45	48	66	88	73	94	88	125	100	133	142	159	161	186	280	292	320	358	408	401	628	580	759	961	1096	1836	2812	4500	0
FFQ	34	0	0	1	13	19	24	8	11	18	13	12	19	17	23	19	29	31	34	33	37	48	55	61	59	75	100	95	111	104	140	159	184	166	188	237	313	375	322	456	373	632	636	787	975	1112	1776	2650	4548	0
FFQ	35	0	0	0	7	15	6	7	10	10	11	20	17	16	15	22	29	32	38	35	45	53	59	61	79	59	104	87	115	128	152	153	166	206	215	256	304	335	327	448	418	655	586	780	950	1135	1785	2687	4460	0
FFQ	36	0	0	0	5	14	20	13	11	14	10	18	20	17	25	21	25	39	39	43	53	52	50	71	73	57	108	72	115	117	161	143	162	180	218	259	282	377	315	442	401	697	591	799	927	1065	1766	2682	4529	0
FFQ	37	0	0	0	7	10	19	13	11	14	18	19	10	12	24	27	29	33	36	38	47	40	50	47	79	71	86	92	102	101	138	163	179	146	229	261	282	344	313	407	376	675	571	718	953	1090	1851	2777	4590	0
FFQ	38	0	0	1	9	15	4	7	14	13	14	17	19	19	24	29	23	40	38	38	48	47	61	67	76	58	91	87	123	118	140	134	174	182	210	270	278	361	321	424	377	612	611	754	967	1069	1798	2719	4597	0
FFQ	39	0	0	0	12	17	15	11	17	16	15	20	23	26	22	29	22	37	29	35	43	45	53	57	70	62	95	92	120	122	127	145	170	177	226	239	296	343	310	470	411	664	604	770	917	1086	1835	2757	4446	0
FFQ	40	2	0	0	7	6	12	20	9	12	10	16	13	17	17	23	21	37	31	48	43	38	49	71	84	76	89	99	127	113	141	153	175	189	209	283	298	331	309	445	464	654	578	764	951	1138	1771	2691	4464	0
FFQ	41	0	0	1	11	11	20	22	7	19	10	17	11	22	25	17	31	37	38	36	44	50	63	59	76	69	97	101	129	111	135	164	158	195	233	247	278	348	333	441	428	622	593	785	932	1069	1758	2703	4542	0
FFQ	42	0	0	1	12	22	23	9	6	16	6	18	25	15	29	25	31	33	30	50	50	46	58	55	70	68	90	106	94	140	143	152	166	219	248	279	266	365	323	420	420	629	659	810	896	1080	1774	2657	4464	0
FFQ	43	0	0	1	9	10	15	14	14	17	19	18	15	20	19	20	25	26	35	35	39	40	63	51	68	65	98	97	100	139	132	161	179	187	255	264	287	368	323	407	465	629	669	784	871	1057	1758	2772	4458	0
FFQ	44	3	0	1	6	10	15	9	8	11	15	18	28	18	25	23	30	37	38	40	38	46	55	57	60	78	88	86	118	125	135	144	168	166	239	289	255	354	350	367	447	615	624	775	880	1086	1869	2746	4503	0
FFQ	45	1	0	1	14	14	13	12	16	10	13	20	20	19	26	23	31	44	43	44	49	57	66	57	67	81	117	101	144	138	126	170	159	185	222	266	285	375	341	371	483	649	606	797	861	1051	1766	2662	4482	0
FFQ	46	0	0	1	4	12	17	19	20	11	15	17	13	25	23	22	31	34	33	38	45	43	53	54	79	80	87	96	133	151	123	150	161	196	214	297	261	335	328	346	461	577	663	800	855	1074	1821	2810	4470	0
FFQ	47	0	0	0	12	15	17	6	15	14	25	19	28	18	16	25	22	27	30	43	46	59	64	69	71	89	104	99	140	123	107	148	168	195	257	293	249	382	356	340	488	590	624	781	844	1062	1853	2741	4424	0
FFQ	48	0	0	1	8	15	9	16	12	18	21	17	28	19	22	22	33	34	38	39	55	44	64	57	87	77	101	102	131	155	114	148	163	186	246	296	277	339	349	303	495	589	640	836	855	1108	1792	2736	4401	0
FFQ	49	2	0	0	12	19	14	12	11	12	15	20	23	21	25	20	26	38	44	32	61	56	50	60	83	76	109	89	128	126	129	174	178	200	237	297	252	359	350	327	491	569	675	815	857	1055	1760	2700	4489	0
FFQ	50	0	0	1	10	8	15	18	10	14	15	24	19	11	24	22	30	38	34	41	53	54	64	57	73	75	101	99	154	141	121	163	155	203	239	293	276	368	320	317	476	572	648	769	850	1122	1767	2799	4435	0
FFQ	51	1	0	1	8	17	15	15	13	18	17	13	28	15	17	29	35	29	37	41	53	54	59	59	71	64	109	91	131	129	131	189	143	183	254	309	261	380	334	340	453	579	639	837	797	1034	1895	2820	4351	0
FFQ	52	1	0	0	8	11	18	13	20	13	13	18	17	16	28	22	30	24	43	46	47	49	61	56	70	66	86	102	133	128	139	149	181	193	228	287	213	386	330	284	469	598	709	775	845	1079	1863	2784	4447	0
FFQ	53	2	0	0	10	14	11	12	9	12	23	21	29	24	24	34	25	37	42	37	51	41	76	58	75	73	104	75	147	137	132	130	180	182	250	292	247	365	335	320	443	591	656	801	785	1150	1836	2750	4450	0
FFQ	54	0	0	5	11	10	15	14	15	9	29	20	23	19	32	24	30	36	43	39	45	34	62	50	96	77	102	99	129	112	132	168	176	206	232	291	241	318	390	310	445	628	682	792	810	1084	1772	2657	4584	0
FFQ	55	4	0	1	11	21	11	11	15	12	19	16	22	20	23	17	24	27	37	35	51	49	68	64	69	51	97	100	132	144	144	163	197	180	263	330	237	363	387	300	464	565	723	773	805	1136	1816	2747	4354	0
FFQ	56	0	0	0	14	17	14	17	20	15	28	20	30	17	23	23	29	29	58	49	46	53	51	65	91	82	107	117	110	121	146	173	213	205	235	285	263	374	426	356	442	558	722	790	845	1059	1759	2626	4375	0
FFQ	57	2	0	1	15	15	9	17	14	14	14	19	21	23	24	26	26	30	43	35	52	59	53	63	92	77	111	124	103	134	154	189	218	189	224	301	265	366	371	329	460	604	719	742	845	1086	1810	2654	4356	0
FFQ	58	0	0	0	12	8	19	14	16	19	17	18	26	33	21	24	32	31	39	45	53	52	49	67	77	94	106	92	131	157	143	160	212	174	236	338	231	363	373	337	397	636	705	837	775	1018	1872	2661	4378	0
FFQ	59	0	0	0	16	21	12	23	15	15	14	16	22	28	37	31	28	40	43	38	53	60	51	70	72	75	113	108	98	157	140	188	223	186	221	292	237	355	414	320	427	575	700	743	829	1069	1806	2643	4474	0
FFQ	60	0	0	0	12	17	14	15	11	12	17	15	23	27	21	27	23	36	55	44	40	64	62	55	85	81	96	117	114	147	140	154	187	180	223	323	251	360	411	329	450	563	726	772	852	1107	1775	2686	4379	0
FFQ	61	0	0	0	13	21	10	14	20	20	23	21	30	24	27	25	34	43	54	63	60	62	67	76	94	92	104	117	113	177	162	204	231	200	214	334	266	408	404	385	440	577	756	780	809	1096	1766	2581	4081	0
FFQ	62	8	0	1	11	11	18	20	14	19	14	22	29	23	19	22	22	41	51	43	60	54	74	75	92	79	105	101	114	159	162	174	233	185	203	295	204	393	410	342	437	585	719	747	772	1090	1787	2775	4284	0
FFQ	63	0	0	0	13	25	15	16	13	15	16	16	29	24	23	15	24	41	33	69	52	68	76	82	83	70	119	107	122	131	159	193	200	224	188	320	206	381	391	343	430	595	731	757	793	1082	1759	2654	4395	0
FFQ	64	0	0	0	11	14	11	17	14	14	14	20	21	30	26	22	31	36	38	40	52	47	62	65	98	77	117	101	134	137	167	184	219	199	199	288	203	368	376	346	430	582	765	795	763	1139	1817	2713	4296	0
FFQ	65	0	0	0	14	16	12	17	23	8	22	16	22	30	24	20	27	40	45	40	54	42	55	74	68	90	100	94	146	147	158	189	217	216	191	318	188	383	383	361	406	530	744	755	869	1097	1801	2659	4387	0
FFQ	66	0	0	1	12	20	13	13	19	12	22	23	29	20	30	24	20	29	35	46	47	66	60	64	62	101	121	109	132	146	163	169	226	237	202	290	221	374	366	372	452	532	807	790	826	1099	1767	2670	4259	0
FFQ	67	0	0	1	14	11	15	12	15	21	9	15	28	26	29	31	28	28	49	32	45	55	71	72	80	98	94	103	120	118	156	162	215	232	225	314	211	379	392	358	445	490	740	748	803	1178	1764	2712	4354	0
FFQ	68	14	0	0	12	15	15	17	18	17	15	24	26	23	25	30	24	31	39	47	55	41	52	66	79	94	96	101	107	141	172	192	243	255	201	298	214	390	362	393	445	530	750	707	782	1108	1768	2718	4346	0
FFQ	69	1	0	1	16	21	12	18	22	17	26	24	22	23	24	29	24	43	44	38	55	62	68	71	79	94	117	123	149	133	156	192	225	219	210	310	219	347	400	382	440	561	785	794	849	1188	1658	2574	4233	0
FFQ	70	0	0	0	10	17	17	13	10	10	20	20	20	20	29	27	23	35	45	42	45	55	52	56	79	95	98	100	136	122	166	178	208	232	204	330	188	388	398	394	444	529	721	781	826	1108	1737	2685	4385	0
FFQ	71	21	1	0	13	16	16	19	14	9	12	21	30	22	33	27	26	24	46	33	46	51	70	66	89	73	114	114	121	117	147	163	190	222	211	294	196	370	384	349	433	558	745	783	806	1152	1785	2690	4376	0
FFQ	72	0	0	0	13	12	15	14	14	12	25	22	27	26	25	30	29	51	48	47	51	78	79	70	65	106	108	106	128	131	157	181	206	215	216	320	193	385	407	364	464	482	766	797	806	1172	1773	2729	4133	0
FFQ	73	0	0	2	12	21	13	14	16	13	23	26	17	28	23	20	32	38	37	41	54	67	74	87	65	88	100	116	118	110	150	163	230	209	225	319	191	391	406	391	442	518	740	762	777	1128	1718	2762	4321	0
FFQ	74	0	0	1	15	25	22	12	19	11	15	16	25	14	28	22	26	31	42	41	46	62	66	82	83	79	98	92	103	123	162	182	229	244	206	306	179	408	409	342	470	511	725	771	792	1139	1766	2706	4352	0
FFQ	75	0	0	2	19	15	13	14	20	18	16	16	19	26	27	19	38	42	33	43	45	72	60	74	91	93	107	128	135	122	163	175	198	241	231	308	177	400	371	374	436	515	729	792	781	1170	1724	2671	4335	0
FFQ	76	0	0	2	10	10	17	26	17	15	14	18	31	26	27	28	35	41	45	46	41	75	63	57	82	89	89	139	134	126	168	168	252	243	205	305	210	367	408	371	490	525	777	740	784	1144	1724	2695	4219	0
FFQ	77	0	0	0	15	12	9	13	22	16	23	26	30	24	22	20	29	34	53	51	54	54	62	68	78	90	119	126	131	132	163	166	201	235	230	279	179	367	385	395	476	492	723	829	756	1118	1715	2785	4291	0
FFQ	78	0	0	1	14	11	16	20	10	18	28	18	35	28	24	21	22	39	42	50	55	61	55	79	77	103	100	130	108	125	154	168	238	243	219	313	179	365	389	361	425	520	737	729	803	1153	1712	2739	4361	0
FFQ	79	0	0	1	14	22	18	16	14	19	19	20	23	24	34	25	36	25	47	51	45	66	59	71	86	78	100	144	131	121	138	168	217	226	221	312	181	373	416	370	414	538	747	787	834	1089	1740	2771	4247	0
FFQ	80	0	0	1	12	8	9	22	13	20	19	24	33	20	28	27	29	40	42	48	48	57	52	68	84	94	106	116	120	122	154	188	206	235	209	296	180	366	380	398	464	519	714	800	839	1100	1758	2770	4260	0
FFQ	81	0	0	0	8	23	14	17	13	12	26	22	34	20	24	21	31	35	42	51	25	55	48	87	92	109	108	124	115	118	160	158	226	232	193	309	195	395	417	363	474	515	771	785	833	1116	1694	2778	4210	0
FFQ	82	6	0	1	11	16	17	17	21	15	19	20	37	19	32	29	25	35	54	49	54	49	85	93	92	103	95	120	135	131	150	203	261	259	211	324	184	415	417	362	470	517	760	775	788	1071	1753	2779	4019	0
FFQ	83	25	0	1	16	13	14	15	20	18	22	21	27	19	26	21	45	28	42	51	49	74	73	65	85	108	120	127	109	124	170	180	216	212	200	324	194	366	414	351	491	461	772	798	828	1086	1727	2756	4194	0
FFQ	84	0	0	2	17	13	19	22	25	17	21	24	22	20	34	26	27	49	45	49	52	73	51	77	79	82	98	152	114	142	171	173	216	237	241	310	182	407	433	311	462	510	760	796	771	1163	1797	2763	4043	0
FFQ	85	0	0	3	8	11	12	8	17	17	14	21	32	30	15	28	31	39	50	54	46	56	69	75	72	90	112	127	124	126	182	174	224	222	225	346	166	412	405	328	492	475	730	751	835	1136	1748	2873	4087	0
FFQ	86	1	0	1	13	13	19	15	16	16	8	20	30	25	34	21	30	33	52	45	43	59	74	93	101	102	118	135	133	111	163	167	231	231	217	314	176	369	465	312	482	495	706	773	858	1071	1755	2787	4165	0
FFQ	87	2	0	1	15	12	12	16	16	19	23	13	33	27	24	24	25	40	43	50	42	56	75	87	98	93	111	138	117	134	146	176	208	230	234	312	180	384	442	314	470	510	720	767	838	1105	1754	2835	4127	0
FFQ	88	0	0	2	10	18	25	15	13	22	26	15	22	24	26	30	25	33	55	45	56	57	63	67	92	91	113	140	125	152	164	164	237	197	200	302	191	340	415	359	439	459	747	823	826	1081	1736	2797	4259	0
FFQ	89	3	0	0	17	18	17	19	9	18	13	17	18	27	23	31	27	35	26	34	49	65	62	71	85	102	116	118	123	108	141	164	214	244	234	334	166	363	453	335	424	500	726	784	814	1101	1683	3029	4138	0
FFQ	90	0	0	0	16	19	23	17	16	13	25	25	19	29	21	27	25	33	42	36	57	74	64	83	70	94	99	138	128	141	156	182	226	232	208	332	173	379	423	334	434	483	735	773	844	1098	1728	2930	4094	0
FFQ	91	0	0	3	17	30	15	13	19	16	23	27	28	33	44	31	39	49	58	51	39	59	51	80	78	101	123	116	127	135	196	188	232	244	215	308	179	414	469	292	468	526	750	755	827	1114	1702	2915	3899	0
FFQ	92	0	0	1	18	17	20	20	22	21	14	23	26	24	33	25	29	44	45	44	50	50	59	76	83	89	98	122	99	118	159	182	223	251	215	322	152	389	432	320	451	470	712	783	884	1106	1840	2960	3977	0
FFQ	93	0	0	1	16	17	20	26	14	10	24	19	19	21	32	19	32	51	43	46	43	72	74	85	88	86	102	109	129	121	146	156	213	201	219	316	170	388	426	306	454	528	754	759	883	1096	1747	2959	4058	0
FFQ	94	0	0	1	16	15	17	16	21	16	24	21	33	31	31	24	33	34	55	49	58	71	65	73	81	93	104	124	141	140	154	174	219	219	278	294	154	372	483	314	463	474	684	753	875	1120	1755	2956	3970	0
FFQ	95	0	0	1	17	15	21	16	14	19	16	28	32	25	26	29	39	33	42	47	59	53	67	76	77	86	132	151	111	139	150	171	231	236	241	315	196	384	459	282	457	460	752	777	856	1153	1741	2990	3876	0
FFQ	96	2	0	1	17	19	16	20	28	9	26	16	34	29	36	22	27	41	43	56	58	64	91	83	84	90	99	131	113	125	156	171	232	254	224	343	158	424	423	309	442	517	778	788	822	1100	1690	2995	3892	0
FFQ	97	0	0	0	16	18	23	17	12	18	19	14	23	20	30	30	30	36	51	47	55	70	59	73	100	96	155	144	144	128	144	173	245	251	206	302	187	436	482	277	455	539	793	819	833	1145	1689	2965	3729	0
FFQ	98	1	0	2	12	17	20	22	20	16	17	21	36	25	34	35	46	41	44	63	44	64	62	74	91	110	96	130	152	117	156	182	241	226	208	354	158	409	455	319	511	545	765	746	838	1121	1604	3087	3761	0
FFQ	99	0	0	1	18	27	12	17	22	25	19	20	34	29	31	25	27	33	36	58	59	61	66	74	77	85	100	124	135	128	159	173	214	237	235	347	166	382	435	357	448	464	767	782	858	1186	1689	3086	3770	0
FFQ	100	0	0	1	12	20	23	16	25	24	20	30	20	20	40	35	27	32	51	58	46	76	63	73	84	98	113	133	133	139	173	175	237	224	212	312	175	409	456	332	468	541	741	781	850	1128	1616	3061	3795	0
FFQ	101	0	0	3	14	21	15	15	22	24	20	27	32	28	22	27	33	55	47	49	40	71	72	78	84	99	118	118	145	140	168	180	240	231	239	317	211	372	422	329	458	505	728	754	768	1131	1715	3137	3774	0
FFQ	102	0	0	2	9	25	24	15	27	25	17	29	33	30	27	31	28	35	43	53	59	63	60	89	80	93	112	131	149	147	138	163	225	257	212	332	169	408	441	324	480	543	738	749	846	1177	1567	3187	3706	0
FFQ	103	2	0	1	13	18	21	23	17	16	10	16	22	24	27	20	43	27	36	63	67	75	57	72	98	108	118	131	141	127	158	169	247	245	220	308	188	410	423	331	458	507	688	784	879	1202	1668	3261	3559	0
FFQ	104	2	0	4	16	22	24	27	18	21	21	23	31	22	31	33	27	43	43	53	63	75	68	77	90	103	103	128	115	123	174	175	261	229	216	300	194	379	427	345	454	485	769	742	851	1198	1609	3175	3708	0
FFQ	105	1	0	2	24	17	14	20	22	21	20	19	31	28	32	26	36	38	52	56	62	72	82	74	92	89	121	109	151	147	163	167	238	206	230	291	206	386	436	346	497	532	739	724	884	1254	1616	3201	3523	0
FFQ	106	0	0	1	24	20	21	21	17	20	16	16	39	20	37	26	31	31	50	52	54	56	66	87	105	88	116	118	140	122	140	176	226	234	233	322	170	391	439	314	468	547	739	763	839	1122	1603	3307	3670	0
FFQ	107	10	0	1	16	24	27	14	27	22	19	21	29	20	36	29	32	28	52	54	51	52	67	74	75	94	100	137	141	138	149	166	237	235	238	321	166	371	473	303	519	505	734	805	863	1252	1600	3408	3362	0
FFQ	108	9	0	0	14	19	23	18	22	27	24	21	37	21	29	29	34	40	52	51	45	59	67	81	84	84	119	126	125	140	162	174	240	228	229	338	177	413	477	309	466	495	715	736	968	1267	1651	3274	3378	0
FFQ	109	13	0	0	11	26	15	18	12	27	18	26	43	26	35	21	41	36	41	49	56	64	70	67	83	104	111	120	134	122	143	145	217	233	227	352	182	385	461	295	454	548	728	750	882	1260	1625	3359	3462	0
FFQ	110	0	0	2	17	17	29	15	22	15	18	21	36	31	33	26	34	45	38	42	58	78	76	73	88	95	104	136	160	128	172	168	216	259	216	360	172	406	485	335	426	529	704	750	926	1218	1600	3351	3367	0
FFQ	111	0	0	2	17	20	20	27	16	20	16	26	34	21	28	23	23	33	43	66	48	62	73	94	98	93	118	135	133	132	154	189	222	242	213	331	172	400	453	295	472	506	722	743	883	1298	1619	3442	3320	0
FFQ	112	0	0	4	13	19	21	18	19	21	13	23	36	30	33	28	30	48	52	52	52	63	62	82	107	90	122	121	134	109	146	148	219	221	232	322	189	405	439	272	479	488	772	769	916	1252	1667	3456	3303	0
FFQ	113	10	1	4	16	23	25	23	18	14	30	24	27	30	29	22	33	39	38	54	51	64	72	72	75	80	99	129	153	138	146	153	247	227	237	336	154	371	449	321	543	471	785	723	911	1401	1551	3543	3135	0
FFQ	114	0	0	0	11	22	22	24	23	23	11	23	39	25	25	23	35	40	47	42	57	57	81	84	90	101	98	129	114	141	157	153	241	226	249	289	158	358	432	265	488	525	826	706	906	1335	1613	3620	3163	0
FFQ	115	0	0	1	14	27	12	22	16	22	21	22	30	30	31	25	46	42	48	44	69	62	69	95	75	87	128	108	135	129	147	176	243	233	273	320	216	377	436	288	500	523	768	702	947	1368	1608	3528	3034	0
FFQ	116	4	0	3	24	17	16	26	21	14	26	22	29	35	40	32	38	44	51	59	47	64	59	78	82	103	118	125	133	109	157	184	229	238	232	318	176	407	466	284	461	535	761	720	968	1318	1505	3676	3043	0
FFQ	117	0	0	1	14	12	22	17	15	22	26	22	28	23	22	35	38	50	48	51	43	73	59	87	79	85	122	125	145	126	142	175	244	217	217	342	190	398	454	275	486	500	797	740	1078	1412	1493	3619	2928	0
FFQ	118	0	0	0	22	24	20	23	28	23	24	27	34	28	25	37	36	51	52	72	58	69	78	78	88	101	109	151	146	144	146	162	230	241	212	323	161	407	464	320	499	509	826	684	1053	1394	1520	3684	2713	0
FFQ	119	0	0	0	16	29	24	17	22	22	24	28	33	25	34	32	36	38	47	54	60	68	74	86	80	82	125	115	119	124	134	179	250	234	227	315	148	397	447	316	466	514	781	725	1053	1431	1526	3693	2846	0
