FFQ	31	474	0	4	772	1115	1157	992	1013	1077	1145	1124	1193	1310	1503	1510	1650	1846	2153	2082	2424	2874	2841	3289	3882	3809	4600	5118	5170	6183	7050	7733	8957	8770	10209	13262	16578	10402	18552	21609	24421	29677	34918	44307	51413	100688	142853	234037	2195429	0
FFQ	32	29	0	1	705	1031	1093	952	950	1026	1067	1103	1114	1222	1407	1470	1544	1673	2040	2103	2306	2698	2713	3054	3836	3607	4356	4744	5102	5804	6815	7245	8491	8527	9982	12774	16255	9668	17536	21541	23114	28994	34586	42705	50929	99119	141236	231969	2212939	0
FFQ	33	64	0	1	724	1038	1042	976	944	1033	1079	1090	1089	1220	1363	1458	1566	1667	1917	2065	2285	2741	2626	3091	3819	3516	4520	4698	5323	5745	6958	7387	8538	8756	10269	12801	15886	10430	17522	21729	23367	29852	35573	42323	51315	99973	142407	233084	2206305	0
FFQ	34	18	1	9	733	1007	1122	1062	1096	1067	1103	1202	1167	1308	1448	1516	1569	1859	2002	2090	2316	2756	2900	3261	3884	3655	4741	4844	5593	5844	7115	7654	9016	8615	10537	13184	16747	10913	18109	22572	23998	30635	36110	42389	52467	100001	144302	234587	2193051	0
FFQ	35	1	0	3	713	989	1114	995	978	1039	1063	1141	1139	1233	1463	1483	1493	1795	2058	2172	2423	2736	2854	3186	3933	3698	4634	4984	5391	5638	7151	7671	8699	8726	10555	13050	16123	10830	18304	22658	23841	30538	36313	42372	52275	100586	143419	233498	2196216	0
FFQ	36	0	0	4	704	1107	1074	1095	1054	1081	1133	1179	1184	1295	1441	1603	1725	1879	2158	2186	2464	2868	2909	3270	3988	3785	4777	5015	5658	5826	7282	7710	8900	8884	10704	13100	16370	11231	18203	22092	23914	30736	36572	42250	52315	100595	144339	234297	2191218	0
FFQ	37	1	0	7	695	986	1034	965	985	994	1072	1103	1185	1220	1362	1540	1571	1723	1970	2035	2275	2686	2734	3127	3817	3588	4669	4615	5251	5589	6832	7470	8493	8461	10254	12570	15783	10601	17260	21972	22693	29870	35720	40759	50653	98395	141432	231806	2213351	0
FFQ	38	8	0	0	709	965	994	978	974	959	1064	1120	1133	1287	1331	1427	1606	1729	1932	2026	2322	2623	2517	3195	3760	3467	4406	4712	5387	5559	6824	7478	8291	8533	10209	12699	15847	10563	17182	21939	22853	29482	35371	40207	50377	98354	140884	231659	2216232	0
FFQ	39	0	0	3	722	1000	1075	1018	950	986	1036	1102	1185	1252	1353	1506	1526	1729	1900	2055	2383	2821	2695	3137	3754	3545	4457	4763	5441	5538	6908	7532	8449	8733	10250	12622	15595	10999	17431	21903	23093	29661	35584	40931	51024	99185	141521	230809	2212012	0
FFQ	40	194	0	4	709	1108	1022	994	996	1044	1097	1140	1149	1335	1393	1443	1608	1783	2020	2118	2415	2792	2809	3160	3916	3608	4534	4810	5364	5623	6942	7645	8637	8832	10408	12632	15937	11164	17367	22112	23635	29652	35819	41092	50943	98922	142371	230956	2207920	0
FFQ	41	10	0	4	740	1015	1025	1033	948	1005	1046	1193	1101	1266	1383	1466	1541	1847	2003	2052	2368	2797	2730	3133	4024	3567	4601	4778	5267	5596	6847	7728	8390	8772	10278	12471	15705	11606	16919	21468	23473	29569	36030	40553	49840	99001	141240	231356	2212388	0
FFQ	42	11	0	0	682	938	1081	1007	932	1025	1012	1118	1098	1266	1253	1481	1532	1752	1908	2025	2347	2775	2576	3230	3860	3445	4467	4769	5329	5561	6688	7661	8256	8785	10161	12436	15455	11580	16823	21601	23723	29163	35950	40734	49297	99597	142040	230479	2214264	0
FFQ	43	56	0	3	758	1078	1045	1013	998	1023	1030	1187	1163	1344	1374	1532	1571	1909	1984	2120	2420	2749	2803	3212	3836	3709	4626	5025	5714	5844	7046	7938	8497	9044	10770	12718	15847	12004	17334	21868	24300	29614	36882	41196	50647	100174	142625	231104	2202438	0
FFQ	44	147	0	1	671	991	1022	987	941	912	987	1167	1041	1263	1307	1526	1540	1771	1934	1977	2307	2752	2703	3150	3834	3413	4435	4750	5343	5566	6656	7644	8375	8730	10038	12026	15421	11586	16442	21107	23599	28523	35860	39570	48334	98675	140742	229657	2221749	0
FFQ	45	112	0	2	702	1030	1064	990	1044	996	1102	1194	1149	1357	1420	1548	1701	1865	2004	2156	2570	2859	2725	3283	3977	3733	4679	5133	5681	5861	6865	8236	8433	9277	10418	12974	15837	12531	17094	21328	24920	29705	36916	41415	49261	100948	144009	232609	2198459	0
FFQ	46	0	0	3	649	939	1005	983	854	923	985	1094	977	1236	1193	1410	1438	1697	1819	1939	2377	2636	2634	2967	3721	3320	4315	4829	5261	5510	6458	7910	7754	8749	9903	12037	15104	12019	15756	20600	23874	28139	36277	39511	47005	99010	140791	228296	2227265	0
FFQ	47	3	0	4	652	965	1066	961	930	904	1032	1135	1075	1268	1182	1488	1610	1847	1829	2027	2509	2753	2611	3167	3885	3460	4447	4750	5453	5502	6567	8095	8090	8913	10122	12387	15132	12375	16425	20626	24363	28251	36372	40191	48247	98667	141057	230196	2218580	0
FFQ	48	62	0	4	642	963	1002	902	889	903	1041	1145	1019	1267	1282	1414	1541	1778	1840	1984	2273	2825	2554	3102	3842	3333	4439	4691	5373	5669	6436	7963	7918	8605	9919	12120	15179	12346	16076	20527	24112	28197	36413	39673	47825	99144	141629	230009	2221301	0
FFQ	49	295	0	1	639	994	1008	987	897	962	1077	1107	1133	1314	1247	1381	1532	1909	1901	1951	2370	2742	2678	3352	3754	3551	4519	4836	5444	5686	6666	8095	8211	8819	9985	12322	14983	12558	16323	20386	24139	28301	36334	40079	47867	98335	141496	230989	2218014	0
FFQ	50	57	0	3	644	989	1013	996	875	934	1037	1110	1009	1345	1262	1494	1490	1795	1895	2004	2407	2782	2660	3200	3693	3541	4490	4783	5513	5645	6546	8108	8180	8729	9979	12391	15036	12393	16007	20336	23872	28224	36212	39194	47362	98663	140174	231738	2221359	0
FFQ	51	93	0	3	677	982	992	921	917	889	1030	1124	1003	1211	1260	1443	1511	1787	1816	2024	2369	2800	2620	3109	3689	3315	4431	4690	5194	5590	6319	8256	8024	8589	9705	12171	14901	12379	15876	20007	23803	27747	36190	39360	46889	97446	140402	230005	2227610	0
FFQ	52	109	0	3	669	914	973	937	859	864	963	1051	1025	1234	1175	1353	1512	1672	1871	1906	2319	2606	2387	3114	3534	3079	4387	4355	4937	5509	6268	7847	7700	8305	9425	11665	14254	12137	15237	19266	23098	27396	35860	37854	46069	96592	138504	231712	2238663	0
FFQ	53	92	0	3	659	973	1022	1002	977	942	1003	1132	1103	1280	1260	1489	1535	1736	1822	2026	2404	2805	2626	3222	3709	3353	4561	4658	5243	5722	6518	8240	8107	8333	9984	12012	14985	12534	15830	19764	23754	27961	36391	39630	47325	97731	140677	234318	2220715	0
FFQ	54	3	0	0	658	953	1072	909	895	903	1108	1062	1009	1273	1296	1380	1505	1721	1878	1999	2351	2742	2587	3179	3591	3097	4546	4508	5203	5733	6287	8129	8207	8121	9690	11925	14641	12678	15588	19386	23772	27735	36581	39085	46975	96882	140626	236292	2223407	0
FFQ	55	979	2	36	666	956	991	953	911	921	1042	1031	1068	1216	1187	1475	1514	1636	1874	2020	2338	2656	2606	3135	3466	3171	4618	4589	5100	5869	6396	8216	8346	8375	9771	12092	14938	12918	16013	19360	23677	27721	36603	39588	47232	97424	141635	240086	2214750	0
FFQ	56	26	1	20	653	992	1007	989	938	880	1032	1100	1063	1264	1298	1536	1516	1733	1924	2036	2361	2765	2645	3213	3589	3337	4715	4612	5245	5951	6510	8539	8611	8211	9658	12149	15004	13279	16129	19595	23839	28410	37267	39679	48615	98238	142742	244798	2203453	0
FFQ	57	357	14	12	638	972	1002	949	830	877	1056	1066	1044	1279	1256	1398	1518	1638	1871	2019	2288	2730	2577	3165	3565	3159	4629	4656	5068	5899	6511	8402	8336	8045	9563	11965	14857	13350	15573	19114	23412	27507	36618	39604	47633	95478	141335	243433	2214898	0
FFQ	58	14	0	2	630	953	1021	955	966	872	960	1015	1048	1244	1363	1443	1533	1747	1856	1954	2343	2807	2637	3178	3453	3164	4743	4393	5092	5965	6368	8366	8688	7835	9379	11956	14578	13586	15741	18774	23563	27695	36334	39166	47841	95309	142139	248947	2209549	0
FFQ	59	3	0	3	660	981	962	952	985	965	1024	1094	1107	1240	1241	1443	1522	1703	1950	2053	2280	2858	2726	3209	3625	3349	4731	4494	5303	6005	6406	8490	8862	8189	9761	11921	14820	13897	15708	18736	23159	27681	36875	39670	49023	95283	142012	253526	2200677	0
FFQ	60	105	0	5	593	927	927	952	901	908	1000	1013	979	1289	1214	1356	1474	1716	1820	1960	2306	2741	2504	3069	3497	3164	4514	4525	4946	5938	6213	8101	8477	7651	9106	11725	14331	13350	14865	18467	22826	26863	36371	37947	48090	93212	140026	253605	2215595	0
FFQ	61	282	0	5	698	1037	1118	1095	1063	1029	1171	1103	1237	1327	1497	1553	1656	1744	2059	2151	2422	3024	2916	3427	3832	3694	5037	4958	5490	6372	6857	8926	9093	8418	10061	12715	15260	14605	16600	19787	24153	28953	37770	41364	50385	96662	144997	260659	2172897	0
FFQ	62	1240	0	1	642	941	897	893	870	892	987	909	1082	1224	1246	1368	1453	1670	1723	1938	2099	2764	2527	3060	3388	3296	4489	4411	4866	5888	6060	8175	8300	7768	9036	11751	14099	14249	14675	18493	22563	26742	35936	38436	50079	91669	141301	268970	2198091	0
FFQ	63	312	0	5	662	889	1042	944	930	832	941	1045	1055	1286	1267	1348	1504	1692	1894	1985	2165	2719	2629	3107	3505	3418	4458	4434	5141	5726	6262	8263	8426	7924	8967	11980	14295	15043	14514	18573	22901	26763	36072	38720	50047	92552	141253	275396	2188270	0
FFQ	64	50	0	4	608	882	973	912	848	937	1004	1020	1086	1303	1305	1408	1451	1685	1823	1965	2185	2719	2563	2957	3539	3287	4459	4369	5254	5909	6182	8387	8553	7953	8938	11874	13778	15002	14086	18508	22714	26851	36126	38789	50863	91679	141402	282480	2182485	0
FFQ	65	5	0	1	598	921	1002	898	864	856	1025	1009	1038	1232	1278	1412	1436	1647	1837	1969	2128	2725	2598	3003	3533	3489	4541	4446	5048	5847	6051	8265	8391	7834	8863	11925	13899	15388	14036	18387	22706	26756	36286	38425	52223	91375	141546	290463	2173949	0
FFQ	66	1	0	0	613	873	956	884	903	969	1017	1063	1067	1261	1164	1417	1486	1732	1835	2027	2207	2842	2581	2986	3466	3400	4485	4513	5091	5774	6314	8335	8577	7988	9071	11726	14012	16271	14100	18478	23134	26709	35977	38864	53839	91223	142976	298535	2160409	0
FFQ	67	0	0	2	643	887	972	970	862	901	985	985	1039	1299	1202	1386	1392	1721	1763	2097	2122	2768	2684	2984	3473	3505	4340	4497	4890	5620	6055	8220	8602	7659	8772	11588	13477	16423	13883	17813	22535	26272	35656	38224	55173	87972	140492	303981	2164365	0
FFQ	68	2528	0	2	589	946	994	966	857	911	1044	1008	1121	1260	1231	1386	1452	1777	1791	2030	2149	2802	2653	2939	3432	3579	4448	4643	5047	5608	6077	8349	8514	7893	8873	11734	13789	16539	14319	17661	22888	26606	36283	38754	56983	87778	143602	311242	2146074	0
FFQ	69	181	0	4	671	1067	1088	1054	1026	1041	1073	1089	1166	1540	1350	1627	1599	2010	1977	2255	2349	2974	2916	3335	3835	4003	4755	5011	5514	6050	6852	8750	9261	8710	9553	12315	14565	17459	15112	18569	23569	27904	36903	40297	59255	89780	147113	317265	2117357	0
FFQ	70	156	0	3	671	950	1104	1054	904	971	1048	1055	1070	1297	1316	1500	1473	1864	1903	2070	2157	2897	2776	3026	3643	3573	4408	4709	5138	5721	6450	8264	8914	8036	8991	11754	13664	16922	15078	17121	22698	26737	35978	38925	59856	85423	143373	315372	2141134	0
FFQ	71	3709	37	29	665	976	1036	981	906	985	1080	1009	1041	1309	1253	1433	1432	1838	1856	2048	2117	2848	2665	2993	3549	3533	4385	4702	4895	5616	6350	8183	8616	7984	8906	11304	13524	16736	14867	16558	22432	26420	35219	38484	60706	82161	141738	311723	2150307	0
FFQ	72	104	0	3	684	944	1125	1022	1013	936	1106	1002	1187	1291	1261	1433	1477	1835	1927	2141	2113	2818	2736	2929	3653	3560	4338	4834	4822	5371	6289	7917	8518	7830	9037	11166	13373	16760	15692	15765	22050	26470	34998	38077	63805	78574	142535	311228	2155392	0
FFQ	73	76	0	3	609	882	1054	951	967	920	1054	958	1067	1219	1177	1442	1457	1791	1797	2063	2092	2709	2637	2960	3596	3576	4261	4847	4744	5464	6526	7976	8843	8006	9238	11009	13499	17088	15947	15595	22172	26857	34728	38385	65584	77638	143450	311620	2152603	0
FFQ	74	0	0	2	597	936	977	911	923	878	1043	947	1053	1304	1174	1441	1343	1694	1755	2006	1987	2701	2655	2797	3476	3521	4180	4972	4617	5243	6153	7819	8665	7824	9001	10980	13107	16620	16131	14876	21382	26318	34226	37581	66701	75289	141618	311606	2162107	0
FFQ	75	1	0	2	611	919	1016	865	906	928	1017	912	1100	1222	1124	1403	1334	1723	1727	2012	2036	2800	2766	2839	3559	3556	4309	4973	4734	5384	6386	7933	8821	7933	9009	11048	13422	16803	16506	14914	21853	27369	34386	37833	68385	75214	142138	314356	2153049	0
FFQ	76	0	0	4	631	906	952	915	889	980	976	911	1137	1291	1248	1444	1367	1784	1861	2061	2123	2765	2813	2864	3624	3563	4284	5204	4774	5372	6525	7785	9020	7894	9329	11004	13709	16992	16976	14679	22160	27317	34916	38665	69953	74685	143648	314791	2146344	0
FFQ	77	20	0	2	631	887	1039	850	909	888	1002	901	1129	1261	1155	1368	1341	1747	1717	2065	1962	2631	2643	2951	3485	3517	4057	5124	4595	5088	6462	7666	8664	7903	9073	10833	13213	16843	16823	14192	21618	26862	34083	37801	70745	71882	141466	313703	2158335	0
FFQ	78	0	0	0	626	937	1054	911	973	977	1014	1004	1139	1294	1207	1414	1400	1792	1782	2090	2128	2779	2816	2842	3601	3720	4205	5283	4612	5254	6720	7766	9029	7987	9287	10775	13535	16883	17364	14334	21787	27419	34300	38343	72279	71147	142243	314033	2151044	0
FFQ	79	0	0	1	640	924	1008	970	917	999	1046	1028	1127	1306	1194	1435	1419	1691	1790	2140	2166	2741	2823	3062	3598	3871	4136	5195	4739	5188	6987	7518	9179	8162	9356	10718	13464	17076	17550	13948	21863	27500	34126	38527	73381	69821	142368	314416	2150008	0
FFQ	80	2	0	5	630	953	1019	966	958	908	1045	930	1111	1214	1173	1440	1390	1698	1735	2035	2185	2652	2820	2823	3592	3759	4032	5287	4604	5204	6964	7335	9095	7949	9240	10692	13137	16976	17397	13733	21647	27185	33311	37604	73662	69577	140778	313988	2156679	0
FFQ	81	64	0	5	640	926	1007	951	877	976	1003	917	1157	1240	1226	1359	1382	1634	1782	2046	2074	2651	2768	2976	3483	3746	3949	5143	4592	5116	6880	7183	8859	7875	9219	10690	13366	16543	17210	13965	21864	27272	33565	37855	73525	68655	141250	314895	2156749	0
FFQ	82	963	0	4	615	965	1044	909	940	905	1052	952	1129	1282	1277	1385	1421	1738	1834	2127	2172	2612	2905	2937	3490	3954	3980	5084	4788	5147	7160	7304	9103	8187	9550	10829	13378	16878	17704	13928	21991	27881	33392	38643	74369	69341	144440	317297	2144123	0
FFQ	83	6958	4	18	790	1074	1251	1114	1035	1096	1149	1072	1281	1459	1392	1442	1506	1811	1912	2250	2272	2792	2799	3079	3600	3973	4016	5240	4825	5255	7148	7320	8937	8245	9428	10715	13044	16502	17317	14006	21344	27388	33206	37941	73159	68023	142546	314767	2145605	0
FFQ	84	19	0	0	651	888	1061	930	874	986	993	926	1221	1294	1206	1452	1439	1695	1737	2027	2061	2703	2841	2770	3542	3910	3911	5160	4818	4983	7200	7095	9066	7927	9236	10762	13232	16626	17273	14158	21730	27896	33340	38634	74411	68809	142351	318997	2148260	0
FFQ	85	49	0	6	575	876	992	899	816	875	979	915	1006	1168	1214	1352	1381	1674	1764	2039	2113	2543	2604	2858	3465	3793	3679	4835	4621	4849	7081	6908	8621	7984	9054	10526	12705	16355	16711	13794	21481	27226	32295	37176	73167	66200	139713	314725	2167433	0
FFQ	86	92	0	0	600	916	1012	890	961	932	992	930	1133	1241	1233	1363	1478	1701	1833	2042	2046	2517	2786	2915	3463	3960	3803	5005	4789	5050	7059	6742	8928	8239	9304	10603	13096	16577	17278	14043	21592	27259	32533	37929	74083	67336	140852	317778	2156180	0
FFQ	87	450	0	3	608	905	1028	918	814	895	1022	915	1110	1181	1196	1359	1419	1633	1807	2078	2139	2468	2798	2797	3505	3968	3696	4853	4849	4919	6994	6748	9028	7940	9297	10601	12722	16158	16712	13951	21057	27589	32010	38051	74055	66786	140353	319430	2158276	0
FFQ	88	1	0	4	611	894	1081	932	950	998	1037	961	1187	1272	1302	1356	1441	1724	1767	2188	2204	2537	2959	2966	3536	4127	3811	5047	4856	5192	7300	6908	9015	8455	9428	10828	13151	16349	17280	14313	21668	27830	32856	38731	74281	67181	141825	319854	2148897	0
FFQ	89	238	0	1	594	894	1022	921	892	967	1087	961	1120	1237	1218	1410	1403	1651	1766	2011	2163	2436	2779	2847	3454	4025	3626	4881	4826	4936	7051	6872	8897	8306	9289	10810	12788	15902	16749	14118	21326	27862	31973	38442	73355	66202	140523	323866	2153392	0
