FFQ	27	0	0	8	128	203	198	172	178	165	214	206	249	243	300	295	360	428	445	538	574	619	734	855	940	1129	1176	1441	1457	1805	1948	2133	2419	2615	2779	3903	4576	4015	5364	5994	6605	8408	9603	14599	15453	21563	34504	59772	198531	0
FFQ	28	16	0	8	148	223	204	203	196	220	217	218	263	245	292	381	401	434	483	579	575	671	766	887	946	1097	1245	1447	1543	1870	2052	2113	2504	2826	2951	4057	4730	4164	5510	6167	6876	8618	9733	14396	15183	21778	34164	59673	196571	0
FFQ	29	0	0	5	146	225	198	202	185	218	208	236	267	279	311	311	384	422	441	499	558	650	704	861	1065	1119	1198	1344	1479	1730	1946	2025	2430	2662	2845	3801	4680	3766	5457	6095	6543	8533	9453	13866	15531	21425	34264	59741	199536	0
FFQ	30	4	0	2	144	202	210	202	198	193	242	234	293	274	286	348	401	444	475	508	573	661	751	952	984	1079	1245	1377	1533	1801	1954	2027	2496	2583	2700	3869	4786	4091	5411	6123	6714	8857	9725	13596	15678	21459	34308	60064	197787	0
FFQ	31	37	0	10	153	213	208	205	207	214	241	242	293	290	306	380	459	470	514	544	662	697	803	953	1018	1157	1294	1461	1572	1862	2090	2077	2622	2785	3030	4006	4846	4208	5387	6484	6777	9014	9932	13772	15912	21405	34087	59952	194993	0
FFQ	32	0	0	8	150	210	199	201	196	185	204	211	271	290	292	308	354	396	424	550	555	615	720	822	971	1070	1231	1264	1477	1671	1963	1984	2535	2527	2785	3638	4538	3992	5074	6436	6126	9336	9693	12819	15724	20523	34075	59928	201303	0
FFQ	33	10	0	5	140	198	206	196	182	182	197	230	255	293	297	321	377	451	468	555	579	670	804	857	1028	1007	1290	1264	1674	1664	2012	2153	2419	2418	3053	3823	4564	4584	4986	6639	6115	9916	10168	11963	16330	20407	34666	59928	198300	0
FFQ	34	1	0	11	145	229	205	211	197	226	216	256	271	336	314	335	381	435	438	532	660	717	719	917	1131	1054	1427	1360	1697	1722	2112	2179	2496	2611	3172	3779	4744	4626	5216	6934	6249	10097	10405	12076	16279	20605	34329	59679	196113	0
FFQ	35	0	0	8	172	242	219	233	202	213	209	273	271	303	283	364	380	465	482	618	657	728	876	899	1137	1061	1373	1344	1731	1757	2072	2140	2669	2596	3185	3834	4671	4750	5027	6970	6173	10097	10510	11902	16588	20414	34390	59699	195657	0
FFQ	36	0	0	6	151	228	234	215	209	232	214	287	309	300	327	363	375	501	460	613	686	699	869	932	1094	1077	1422	1349	1829	1724	2072	2229	2558	2634	3260	3874	4673	4728	5059	7139	6422	9927	10485	12068	16240	20437	33605	59756	195973	0
FFQ	37	0	0	2	148	224	191	189	187	213	222	267	276	268	272	314	339	457	473	525	625	658	727	870	1107	1007	1317	1282	1653	1603	1966	2108	2495	2411	3172	3726	4566	4701	4820	6808	6037	9912	10206	11603	16166	20266	34000	59742	199723	0
FFQ	38	0	0	6	156	210	223	183	202	198	206	274	271	326	311	330	364	423	472	574	593	656	784	830	1070	948	1386	1258	1690	1634	1930	2106	2374	2518	3177	3805	4526	4785	4947	6667	6032	10048	10337	11561	15874	20168	34085	59744	199582	0
FFQ	39	0	0	4	146	236	228	200	223	219	220	264	312	302	331	378	378	456	449	593	664	727	858	843	1110	1030	1348	1352	1741	1713	2005	2184	2463	2704	3272	3834	4598	4943	4945	6782	6352	9931	10463	11868	15970	20059	34560	59876	196710	0
FFQ	40	25	0	2	151	219	200	200	213	228	209	267	300	305	345	361	366	475	472	605	633	680	803	873	1072	1085	1401	1342	1776	1731	2073	2226	2599	2611	3394	3899	4557	4818	5017	6736	6444	9986	10551	12100	15818	20533	34158	59379	196606	0
FFQ	41	4	0	6	153	251	181	219	208	197	249	254	280	282	346	341	400	471	498	600	635	680	834	856	1115	1056	1384	1349	1792	1690	1957	2189	2504	2699	3338	3738	4569	5046	4916	6391	6558	9451	10503	11801	15617	20093	34023	59464	198656	0
FFQ	42	2	0	5	160	208	179	193	223	199	217	237	290	316	318	398	468	478	479	601	642	743	847	851	1032	1067	1359	1360	1793	1866	1906	2242	2565	2814	3477	3962	4543	5090	5165	6275	6995	9571	10647	12239	15738	20419	34078	59888	195699	0
FFQ	43	11	0	3	173	246	213	200	216	197	250	267	286	303	365	366	465	474	493	618	718	723	868	876	1113	1044	1467	1378	1839	1744	2051	2287	2569	2858	3383	4055	4663	5124	4934	6297	7100	9370	10919	12268	15181	20697	33822	59254	196094	0
FFQ	44	29	0	5	145	209	193	221	210	192	260	215	276	294	337	396	420	467	471	544	721	643	849	855	1040	1055	1330	1430	1763	1713	1944	2324	2391	2791	3240	3933	4362	5077	4975	5995	7205	8970	10635	12064	14752	20254	33773	59647	199227	0
FFQ	45	19	0	7	156	259	240	198	220	257	242	270	289	341	349	392	408	537	543	641	732	708	896	902	1108	1123	1419	1519	1833	1865	2046	2458	2677	3086	3444	4017	4424	5149	5239	6000	7790	9004	11098	12723	14926	20624	34008	59239	194417	0
FFQ	46	0	0	2	136	219	218	238	239	178	236	254	287	273	324	335	401	506	474	585	661	695	861	808	1009	1083	1393	1389	1851	1785	1841	2416	2452	2805	3475	3977	4232	5091	5037	5646	7807	8746	11002	12462	14664	20470	33367	59703	198209	0
FFQ	47	0	0	12	132	236	221	229	199	195	235	263	274	327	362	354	417	561	509	589	694	699	881	833	1068	1059	1390	1443	1849	1744	1935	2428	2467	2995	3337	4147	4267	5159	5188	5496	7896	8673	10945	12741	14480	20415	33584	59854	197060	0
FFQ	48	15	0	6	153	205	231	222	234	221	245	273	280	306	313	396	411	504	516	545	681	685	875	781	1120	1014	1445	1483	1865	1965	1916	2459	2507	2962	3474	4099	4269	5049	5231	5560	7891	8619	11083	12530	14204	20342	33570	59747	197340	0
FFQ	49	40	0	3	150	235	223	199	219	215	235	248	278	314	327	393	416	504	491	607	711	738	915	907	1149	1069	1397	1414	1802	1860	1828	2525	2592	2951	3347	4136	4208	5271	5473	5525	7769	8566	11231	12632	14492	20481	33693	58730	197333	0
FFQ	50	4	0	2	160	248	216	214	229	224	232	267	301	346	345	382	415	479	523	577	632	717	835	832	1139	1028	1419	1441	1793	1858	1871	2516	2510	2890	3275	4095	4255	5189	5376	5511	7739	8631	11245	12613	14333	20440	33178	59018	198299	0
FFQ	51	11	0	4	138	245	232	229	199	179	214	279	280	306	333	347	395	488	511	589	665	715	821	885	1045	985	1425	1435	1766	1842	1932	2418	2717	2910	3288	4140	4217	5095	5270	5361	7746	8642	11127	12648	14204	20366	33596	58932	198670	0
FFQ	52	10	0	6	153	236	210	202	230	211	214	276	272	281	360	388	368	468	482	585	630	711	871	816	1081	1008	1441	1349	1754	1945	1938	2386	2596	2749	3182	4058	4101	5198	5384	5118	7503	8710	11249	12473	14294	20010	33994	59310	199031	0
FFQ	53	27	0	7	149	235	246	224	232	207	274	285	290	303	353	381	442	472	566	576	677	732	931	935	1128	1022	1514	1397	1709	1968	2001	2540	2664	2863	3191	4107	4278	5231	5659	5243	7487	8680	11496	12517	14019	20221	33781	58802	197780	0
FFQ	54	0	0	5	150	233	193	206	221	221	251	279	284	320	368	389	393	475	520	606	686	670	846	849	1116	1042	1451	1369	1699	1961	1987	2481	2857	2706	3269	4076	4151	5197	5479	5229	7351	8573	11403	12673	14032	20351	33594	58627	199003	0
FFQ	55	145	0	15	174	226	206	251	185	208	277	290	313	318	364	428	439	503	595	602	689	789	907	984	1152	1040	1531	1420	1717	2027	2062	2582	2895	2806	3127	4237	4163	5346	5788	5201	7497	8827	11565	12623	14157	20221	34015	58777	196157	0
FFQ	56	4	0	11	183	261	230	226	220	230	275	283	321	359	399	417	435	531	618	624	729	798	888	1009	1232	1131	1613	1570	1773	2127	2129	2723	3107	2806	3183	4300	4158	5659	5883	5498	7384	8777	11876	12863	14379	20571	34089	58625	193334	0
FFQ	57	52	2	9	155	268	212	220	231	201	233	248	289	323	379	410	435	488	623	657	694	784	820	1032	1164	1029	1579	1414	1696	2049	2161	2617	3043	2691	3130	4265	4312	5691	5963	5162	7333	8631	11951	12855	13973	20126	34586	58638	195016	0
FFQ	58	0	0	4	145	247	235	226	237	242	259	258	287	311	391	419	390	453	651	586	676	849	821	1012	1138	1131	1606	1461	1627	1995	2277	2636	3154	2722	3043	4198	4088	5405	5897	5322	7140	8748	11996	12637	14113	20179	34330	58633	195665	0
FFQ	59	1	0	4	158	247	241	226	264	212	304	247	316	343	420	414	394	503	616	646	730	895	900	1045	1154	1089	1569	1454	1583	2016	2242	2705	3185	2792	2987	4134	4244	5503	5911	5315	7087	8624	12081	12786	14141	20240	34237	58105	195530	0
FFQ	60	7	0	14	176	239	243	221	234	218	263	246	289	319	385	386	439	465	573	618	666	840	832	1068	1186	1149	1575	1406	1645	1960	2193	2677	3139	2741	3033	4294	4137	5397	5860	5061	6882	8572	11907	12703	14136	20335	34305	58804	196002	0
FFQ	61	16	0	8	206	320	291	248	282	266	326	306	358	421	453	530	448	607	717	688	824	941	975	1170	1315	1281	1805	1623	1860	2303	2452	2832	3452	3178	3341	4466	4524	5880	6380	5677	7565	9057	12439	13457	14590	20950	33948	58423	186641	0
FFQ	62	150	0	8	176	256	244	226	219	192	278	260	335	325	384	415	406	499	565	635	639	802	830	983	1182	1093	1565	1446	1573	2027	2225	2690	3202	2874	3019	4213	4018	5561	5922	5276	6870	8523	12217	12721	14106	20281	34325	59261	194823	0
FFQ	63	24	0	6	154	234	211	241	247	224	241	270	337	319	377	403	411	513	615	617	671	809	874	1011	1147	1163	1562	1424	1634	1984	2184	2724	3124	2972	2825	4240	4020	5470	5781	5448	7007	8585	11993	12725	13915	20313	33689	58974	196128	0
FFQ	64	9	0	3	171	254	215	216	241	208	258	245	301	368	409	389	399	504	590	533	689	796	881	932	1170	1172	1564	1318	1678	2011	2220	2660	3172	3148	2863	4254	3930	5597	6001	5422	6757	8284	11874	12632	13942	20445	33762	59339	196014	0
FFQ	65	0	0	14	163	223	241	228	267	212	298	238	320	345	390	362	391	493	593	597	712	820	896	953	1192	1209	1558	1362	1669	1927	2227	2605	3189	3176	2769	4210	3797	5499	5877	5622	6854	8251	11827	12670	14042	20642	33872	59262	195776	0
FFQ	66	0	0	6	157	247	275	254	226	252	252	248	322	374	378	414	432	551	597	611	742	853	918	1025	1232	1295	1610	1355	1692	1973	2279	2845	3303	3269	2706	4349	3882	5575	6000	5832	6948	8396	11873	12692	14145	21250	33629	59800	192776	0
FFQ	67	0	0	6	178	215	227	258	221	215	247	237	325	365	375	358	401	549	595	572	671	820	866	1025	1118	1326	1506	1406	1655	1869	2238	2741	3075	3332	2608	4208	3594	5417	5806	5892	6535	8071	11615	12549	13922	21326	33139	59663	196503	0
FFQ	68	307	0	9	154	248	247	246	246	232	303	264	313	377	409	378	417	543	565	600	677	858	933	991	1190	1344	1586	1412	1682	1982	2327	2779	3201	3427	2660	4358	3793	5638	6019	6085	6802	8218	12120	12816	14261	21584	33027	60024	192188	0
FFQ	69	25	0	8	209	285	255	229	274	252	271	305	379	412	410	396	463	612	588	682	780	931	999	1169	1315	1485	1694	1592	1756	2044	2469	2886	3385	3609	2859	4414	4164	5639	6203	6289	7022	8538	12248	13160	14173	21803	32699	59003	189457	0
FFQ	70	10	0	3	162	283	230	267	256	216	248	270	374	363	409	395	429	571	584	609	684	871	929	1010	1191	1358	1563	1484	1648	1924	2339	2775	3202	3418	2669	4155	3862	5540	6008	6143	6727	8338	11859	12607	13965	21551	32636	59327	194378	0
FFQ	71	470	5	13	181	286	243	258	262	258	276	255	338	344	389	350	435	560	622	620	638	822	837	978	1113	1287	1548	1520	1667	1790	2338	2632	3190	3383	2667	4278	3744	5600	5852	5812	6762	8102	11664	12499	13925	21123	32665	59907	195332	0
FFQ	72	7	0	5	178	311	296	249	258	286	260	302	355	405	418	393	454	576	552	698	701	880	999	1042	1225	1320	1623	1643	1656	2030	2446	2718	3231	3475	2799	4200	3659	5594	6025	5907	6984	8402	11896	12793	14461	21355	33217	60045	191511	0
FFQ	73	5	0	11	168	267	242	255	223	196	292	250	364	342	386	399	455	508	562	639	732	865	889	991	1169	1321	1524	1599	1556	1922	2217	2648	3278	3353	2740	4063	3793	5566	5925	5862	6851	8252	11626	12551	14160	21032	32727	60225	194838	0
FFQ	74	0	0	10	142	267	256	244	259	247	243	268	363	323	408	364	453	518	583	621	685	800	877	1038	1099	1247	1478	1600	1515	1887	2388	2566	3319	3411	2806	4184	3567	5503	5897	5692	6764	8192	11543	12541	14185	21068	32745	60567	195106	0
FFQ	75	0	0	10	164	292	261	231	242	245	280	282	374	373	370	375	430	584	598	648	694	844	909	1044	1204	1272	1581	1776	1431	1813	2388	2693	3237	3388	2809	4141	3632	5701	6124	5837	6842	8382	11662	12780	14414	20985	32718	60876	192903	0
FFQ	76	0	0	11	199	251	278	264	227	246	279	255	381	415	447	433	447	569	649	697	736	913	979	1069	1271	1446	1620	1812	1500	2009	2337	2717	3423	3490	2876	4193	3816	5699	6084	6007	6818	8330	11985	12858	14469	20976	33040	60995	190323	0
FFQ	77	5	0	9	179	262	232	251	250	253	286	262	346	368	359	386	445	567	597	580	703	819	916	1029	1202	1307	1557	1765	1467	1881	2341	2682	3239	3310	2861	4026	3675	5753	5953	5755	6934	8251	11681	12618	14594	20910	32938	61054	192981	0
FFQ	78	0	0	5	154	301	258	248	256	244	272	262	349	366	403	411	453	589	614	687	645	833	952	1036	1250	1326	1590	1742	1371	1872	2309	2627	3297	3345	2828	4074	3690	5581	6101	5772	6798	8208	11527	12668	14381	20797	32464	60777	194106	0
FFQ	79	0	0	8	178	276	261	245	261	254	268	285	373	345	393	410	465	540	594	679	691	857	922	1029	1217	1313	1483	1798	1421	1885	2384	2627	3325	3439	2925	4023	3693	5667	6088	5963	6793	8414	11512	12655	14757	20907	32300	61071	192845	0
FFQ	80	0	0	7	180	275	252	267	277	257	256	301	386	364	361	412	441	589	604	665	735	833	942	1020	1229	1301	1597	1821	1411	1812	2360	2545	3154	3230	2927	4155	3665	5768	6162	5735	6872	8267	11279	12517	14577	20329	32497	61544	193661	0
FFQ	81	5	0	6	178	253	252	234	237	246	276	268	368	379	414	402	480	614	603	657	685	866	937	1083	1308	1325	1576	1849	1436	1856	2321	2599	3212	3394	2951	4160	3621	5601	6127	5629	6801	8414	11552	12876	14972	20521	32678	62135	191482	0
FFQ	82	137	0	8	178	293	301	268	276	276	303	298	393	378	370	423	465	566	667	663	765	813	961	1080	1213	1384	1581	1939	1542	1932	2435	2711	3403	3518	3055	4312	3671	5773	6256	5823	7053	8557	11888	12824	15046	20332	32801	62501	188407	0
FFQ	83	912	0	12	230	300	301	298	312	283	321	310	398	420	391	406	461	566	665	675	757	864	940	1134	1259	1375	1606	1741	1491	1849	2377	2543	3314	3478	2997	4213	3508	5590	6453	5708	6808	8213	11517	12881	15229	19989	32917	62605	189222	0
FFQ	84	6	0	9	164	242	278	268	263	242	288	265	414	359	404	432	457	619	640	705	769	799	981	1068	1299	1374	1557	1863	1488	1897	2351	2684	3404	3392	2975	4270	3669	5729	6202	5636	6834	8352	11605	12562	15428	20234	32950	63553	188859	0
FFQ	85	6	0	8	165	287	266	250	230	248	253	246	401	386	393	388	430	520	589	639	737	778	954	1035	1250	1388	1508	1864	1507	1850	2327	2558	3308	3369	3045	4315	3298	5763	6055	5454	6832	8161	11542	12649	15346	19733	32949	64567	189992	0
FFQ	86	16	0	7	175	230	254	288	266	233	275	306	382	371	435	378	491	554	588	654	753	864	971	1089	1230	1321	1587	1755	1510	1892	2400	2570	3357	3337	2920	4277	3492	5731	6231	5503	6716	8342	11418	12845	15545	19946	32776	64163	189395	0
FFQ	87	55	0	9	168	286	282	279	279	238	273	279	403	363	383	399	478	563	618	746	730	835	916	1010	1182	1420	1520	1766	1537	1838	2370	2506	3359	3374	2974	4441	3466	5694	6374	5480	6796	8258	11558	12426	15742	19576	32466	65417	188707	0
FFQ	88	0	0	6	187	268	262	298	271	282	301	251	383	366	414	432	468	541	589	700	733	831	936	1047	1213	1395	1555	1808	1552	1843	2378	2604	3336	3438	2914	4203	3468	5442	6365	5563	6899	8517	11246	12694	15555	19415	32283	64936	189650	0
FFQ	89	48	0	6	207	296	293	267	254	240	260	271	388	352	385	380	444	537	624	708	742	796	888	1011	1238	1375	1494	1794	1541	1860	2308	2598	3268	3295	2997	4146	3334	5605	6393	5531	6863	8255	11713	12513	15781	19515	32610	66553	187861	0
FFQ	90	1	5	11	161	305	266	269	280	254	309	267	427	393	388	402	456	569	648	738	835	846	943	1130	1231	1405	1583	1915	1571	1900	2331	2631	3349	3531	3082	4340	3481	5570	6492	5441	6814	8582	11381	12760	16055	19641	32491	66344	186014	0
FFQ	91	21	0	6	199	320	310	292	284	302	321	291	491	406	431	451	508	624	707	754	836	871	1060	1112	1329	1522	1604	1960	1592	1918	2420	2755	3491	3634	2970	4378	3598	5731	6692	5695	6995	8527	11713	13023	15829	19918	32596	66488	182863	0
FFQ	92	9	0	8	174	250	291	253	258	269	307	258	375	387	429	369	454	555	625	676	725	768	935	1068	1214	1349	1467	1848	1496	1876	2324	2576	3288	3355	2930	4366	3446	5614	6530	5343	6752	8217	11397	12648	16044	19223	31970	67261	187861	0
FFQ	93	2	0	4	207	287	270	290	266	259	304	269	400	374	428	412	439	588	660	727	787	812	978	1089	1199	1378	1527	1839	1605	1944	2337	2608	3336	3469	3021	4381	3547	5829	6363	5620	6878	8363	11614	12774	15717	19735	32315	67559	185026	0
FFQ	94	10	0	11	176	310	300	276	274	250	297	268	428	407	375	395	438	584	627	666	766	833	997	1069	1214	1377	1552	1858	1556	1873	2347	2500	3356	3407	2986	4257	3375	5495	6503	5423	6751	8334	11593	12593	15614	19627	32226	68103	186158	0
FFQ	95	0	0	9	207	314	295	288	286	287	338	290	391	409	442	403	430	575	645	713	772	789	972	1132	1211	1459	1613	1865	1715	1873	2366	2645	3418	3373	3048	4361	3498	5667	6418	5592	6817	8231	11425	12639	15901	20120	32500	68888	183205	0
FFQ	96	72	0	7	199	305	286	275	282	254	310	286	408	412	412	433	469	600	634	719	797	837	1010	1148	1250	1440	1610	1843	1632	1925	2417	2617	3615	3495	3202	4436	3552	5773	6493	5643	6971	8395	11869	12947	16069	20091	32318	69521	180556	0
FFQ	97	0	0	9	196	295	276	305	278	275	321	290	428	402	401	456	475	555	619	770	752	815	1063	1223	1248	1424	1608	1890	1750	1878	2374	2611	3532	3502	3084	4509	3537	5847	6523	5604	6905	8492	11786	13134	16317	20293	32458	71138	178187	0
FFQ	98	6	0	9	186	329	273	288	298	296	308	301	415	423	467	471	497	598	669	728	762	824	1048	1145	1245	1454	1580	1880	1795	1986	2357	2735	3516	3577	3061	4377	3497	5814	6644	5614	7273	8508	11853	13095	16178	20782	32460	70963	177250	0
FFQ	99	0	0	6	164	310	278	279	277	252	276	259	413	428	443	412	478	574	667	700	794	790	913	1202	1224	1460	1618	1834	1579	1955	2270	2692	3375	3370	3087	4430	3373	5619	6393	5352	6880	8397	11473	12573	16040	20460	31943	72245	180278	0
FFQ	100	2	0	9	219	293	284	283	281	267	300	272	385	381	424	373	424	593	670	647	743	799	934	1105	1157	1312	1483	1852	1693	1918	2238	2582	3292	3458	3087	4374	3294	5611	6476	5589	6738	8331	11575	12749	16036	20397	32245	72194	180466	0
