FFQ	18	0	0	11	380	567	586	520	564	584	670	574	759	763	897	942	1075	1055	1368	1396	1644	1826	2153	2396	2607	2915	3178	3398	4146	4974	5162	5525	6735	7218	7405	9960	12311	9873	14307	16431	18055	20788	24756	38890	39055	59452	93109	168084	826595	0
FFQ	19	171	0	12	359	547	547	502	516	572	617	633	716	756	878	879	1058	1088	1328	1460	1492	1686	2043	2343	2514	2812	3112	3399	3894	4866	5079	5407	6637	6935	7188	9817	12194	9685	14350	16208	17265	20261	24280	39561	39155	59568	92900	169099	829270	0
FFQ	20	2532	0	10	391	617	588	528	594	540	633	595	712	781	856	944	1081	1184	1326	1453	1572	1762	2090	2392	2641	2895	3251	3580	4049	4931	5090	5667	6695	7011	7561	9980	12143	10149	14607	16444	18017	20884	25278	39449	39705	59994	93013	169010	820434	0
FFQ	21	3	0	6	402	578	570	586	557	585	623	673	732	761	879	905	1175	1160	1294	1506	1559	1826	2141	2409	2633	2996	3286	3684	4035	5076	5309	5643	6573	7342	7424	10224	12411	10230	14493	16413	18082	20778	25029	39120	39454	59674	92607	168495	823718	0
FFQ	22	25	0	6	384	635	571	544	498	548	601	594	743	706	839	880	1047	1130	1299	1441	1483	1762	1946	2260	2537	2890	3115	3620	3715	4774	5125	5531	6320	6984	7183	9769	11982	9531	14002	16026	17409	20603	24558	38498	38559	59041	91764	168885	833296	0
FFQ	23	20	0	7	410	610	590	528	582	573	627	664	793	798	900	872	1081	1132	1279	1510	1586	1749	2068	2358	2563	2895	3237	3645	3809	4846	5173	5369	6479	7153	7181	9930	12242	9682	14279	16074	17916	20693	24484	38355	39093	59212	92199	168588	829825	0
FFQ	24	0	0	7	423	599	609	617	525	615	644	627	816	769	909	905	1151	1132	1353	1438	1548	1839	2034	2420	2614	2985	3288	3685	3941	5018	5237	5572	6725	7223	7541	9977	12185	10019	14251	16268	17970	21305	24730	38459	39961	59503	92723	168410	825089	0
FFQ	25	0	0	7	412	613	582	500	548	580	610	644	772	788	895	954	1138	1203	1335	1557	1609	1802	2104	2484	2587	2999	3375	3690	4062	5101	5173	5735	6742	7466	7318	10065	12491	10265	14547	16284	17974	21433	25634	39221	39834	59835	93484	168572	820635	0
FFQ	26	0	0	9	370	575	582	545	520	546	623	631	714	743	850	874	1063	1125	1256	1449	1464	1770	1926	2205	2465	2973	3219	3376	3708	4878	5030	5273	6399	6853	7007	9762	11977	9739	13676	15556	17287	20760	24332	37852	39687	58503	93182	168385	833940	0
FFQ	27	0	0	2	365	577	598	549	535	545	595	618	695	751	826	909	1025	1139	1216	1456	1456	1735	2038	2260	2478	2874	3166	3508	3674	4854	5083	5384	6486	7120	7236	9838	11829	10085	13913	15731	17733	21312	25155	37846	39681	58655	92609	169040	830479	0
FFQ	28	58	0	7	431	644	587	570	575	566	614	654	801	832	899	954	1116	1181	1376	1457	1667	1802	2051	2350	2664	3058	3442	3622	4095	4955	5246	5524	6649	7357	7626	9922	12350	10621	14257	16296	18071	21824	26049	37161	40659	59265	93114	168968	821672	0
FFQ	29	0	0	2	402	641	593	556	573	576	633	613	692	754	888	920	1001	1163	1230	1494	1514	1738	1894	2281	2573	2871	3349	3561	3811	4736	5046	5219	6205	6982	7425	9871	12096	9989	13686	16015	17113	21649	25288	36219	39836	58140	92595	168516	832710	0
FFQ	30	22	0	10	405	615	595	549	570	546	647	614	757	723	842	940	1125	1118	1253	1543	1535	1757	1969	2251	2652	2958	3278	3560	3823	4679	5078	5428	6434	7122	7687	9912	11919	10318	13663	16177	17543	22029	26112	35354	40802	58167	93657	169727	827194	0
FFQ	31	170	0	13	439	654	617	594	568	644	645	703	834	799	896	944	1107	1212	1400	1601	1724	1961	2111	2363	2728	2994	3374	3688	4222	4900	5368	5701	6730	7178	7849	10294	12340	10931	14041	16674	17755	23052	26892	35638	40994	58364	93430	169681	818842	0
FFQ	32	1	0	4	407	588	575	526	547	571	616	623	713	687	807	901	1033	1098	1273	1382	1574	1735	1926	2259	2571	2687	3308	3338	3913	4346	5102	5171	6215	6681	7389	9544	11810	10219	12819	16369	16084	22691	25993	32870	40571	56467	91810	169085	838760	0
FFQ	33	36	0	15	357	622	573	528	565	578	607	633	724	822	884	952	974	1182	1235	1503	1600	1749	2010	2261	2643	2744	3472	3353	4394	4321	5137	5419	6316	6771	8048	9793	11946	11108	13145	17190	16333	24335	27516	31092	41755	56443	92970	170083	828922	0
FFQ	34	12	0	16	410	656	596	562	610	577	598	752	758	822	896	966	1092	1255	1262	1579	1759	1869	2082	2295	2800	2888	3678	3529	4443	4448	5554	5704	6797	7240	8251	9873	12328	11470	13558	17597	17063	24587	28084	31568	41947	57055	93344	169238	821191	0
FFQ	35	2	0	8	381	661	661	606	601	613	635	726	797	783	937	990	1084	1174	1362	1669	1676	1971	2162	2373	2825	2781	3731	3464	4569	4477	5603	5666	6711	6969	8299	9934	12341	11735	13428	17862	16864	24931	28298	31298	41937	57225	92743	168840	821256	0
FFQ	36	3	0	9	428	669	613	573	614	619	662	735	736	867	923	1038	1059	1343	1327	1668	1769	2007	2198	2383	2918	2876	3724	3530	4591	4502	5651	5874	6748	7041	8344	10053	12194	11713	13673	17817	17089	24784	28702	31872	42253	57514	92574	167648	819731	0
FFQ	37	2	0	8	406	603	570	535	543	598	599	663	734	767	879	936	996	1140	1262	1502	1571	1713	2075	2147	2808	2668	3400	3379	4297	4198	5226	5426	6447	6731	8030	9421	11765	11555	12724	17163	15932	24077	27948	30277	40978	55792	91918	168346	834904	0
FFQ	38	3	0	6	408	610	573	578	570	590	621	688	739	817	856	886	1029	1231	1307	1427	1652	1781	2070	2124	2676	2666	3496	3197	4347	4144	5014	5410	6382	6785	8054	9466	11977	11731	12772	17162	16277	23790	28129	29900	40506	55907	91342	168298	835664	0
FFQ	39	0	0	10	411	657	568	561	622	598	623	745	784	836	902	990	1016	1229	1340	1559	1704	1850	2187	2265	2829	2704	3530	3499	4628	4431	5199	5716	6519	7086	8365	9688	11626	12335	13104	17348	16763	24197	28903	30846	41185	56532	92382	168448	826336	0
FFQ	40	81	0	11	385	696	587	557	552	599	666	720	782	862	896	948	1067	1204	1288	1614	1727	1928	2222	2366	2843	2759	3609	3523	4583	4520	5317	5788	6580	7414	8536	9966	12035	12221	13171	17352	17167	24107	29058	31278	40567	56912	92079	168078	824435	0
FFQ	41	4	0	7	414	641	590	589	596	640	585	748	744	876	883	939	1066	1324	1307	1625	1773	1865	2192	2245	2803	2773	3546	3401	4545	4376	5264	5799	6528	7261	8347	9660	11738	12132	13032	16481	17469	23396	28558	30851	39934	56857	91419	167764	830068	0
FFQ	42	1	0	13	447	644	619	555	566	602	606	747	793	852	909	1025	1109	1255	1351	1619	1769	1805	2235	2376	2711	2789	3615	3689	4629	4457	5211	5952	6485	7685	8345	9961	11557	12532	13334	16565	18323	23577	29387	31336	39928	57809	92241	168989	822650	0
FFQ	43	36	0	10	422	700	581	594	636	629	632	755	798	802	933	1031	1105	1372	1314	1564	1831	1966	2217	2316	3005	2975	3639	3757	4843	4623	5327	6176	6824	7504	8590	10200	11860	12578	13601	16828	18755	23429	29783	32002	39715	57510	91344	167720	820823	0
FFQ	44	100	0	9	404	609	645	580	570	542	642	706	745	829	899	1024	1048	1288	1264	1520	1759	1809	2175	2237	2778	2719	3489	3547	4699	4524	5029	5825	6217	7485	8160	9932	11245	12219	12950	15499	18621	22215	28848	31347	38519	56381	90574	167194	834235	0
FFQ	45	69	0	9	434	678	664	641	600	668	723	784	819	924	1030	989	1165	1389	1371	1717	1866	1962	2366	2442	3002	2949	3718	3859	5081	4849	5207	6340	6638	8187	8684	10580	11884	12917	13892	15905	20346	22494	30144	33488	38459	58020	90790	167359	817553	0
FFQ	46	0	0	10	397	640	547	571	605	538	624	731	697	763	829	985	1058	1353	1251	1562	1722	1808	2209	2184	2885	2774	3524	3686	4755	4603	4911	6032	6141	7760	8377	9882	10965	12712	13429	14896	20197	21523	29350	32106	37412	56864	90803	166832	832151	0
FFQ	47	2	0	11	431	644	635	591	581	578	675	770	778	827	847	1074	1145	1352	1296	1590	1831	1796	2245	2305	2778	2856	3704	3754	4841	4605	5074	6095	6446	7982	8400	9930	11287	12591	13638	14960	20098	21629	29525	32434	37546	57256	90979	167043	828199	0
FFQ	48	36	0	8	413	642	592	608	580	592	673	718	737	810	852	965	1069	1371	1303	1586	1848	1917	2179	2431	2789	2841	3729	3781	4755	4837	4976	6276	6598	7811	8509	10175	11246	12759	13737	14581	20406	21482	30052	32103	37550	56905	90860	167754	827212	0
FFQ	49	164	0	13	425	642	639	550	580	607	683	786	764	872	950	1007	1184	1310	1339	1698	1820	1963	2258	2459	2852	2900	3671	3714	4751	4946	4994	6407	6765	7876	8566	10335	11407	12879	13951	14897	20123	21699	30176	32761	37219	57188	90607	165944	826313	0
FFQ	50	18	0	10	426	648	601	668	611	596	696	786	735	870	871	985	1170	1324	1303	1601	1816	1995	2160	2431	2864	2801	3806	3708	4708	4721	4929	6197	6585	7681	8239	10224	11237	12661	13859	14445	19883	21416	29867	32198	37142	57305	90057	166550	830250	0
FFQ	51	33	0	17	450	698	615	632	611	531	684	760	758	877	856	1006	1096	1297	1307	1545	1748	1912	2202	2309	2803	2747	3751	3675	4587	4704	4896	6348	6616	7621	8228	9983	10844	12785	13978	14343	19821	21358	30137	31911	36867	57090	90188	166255	832173	0
FFQ	52	36	0	9	413	559	573	553	555	555	658	676	714	798	873	981	1029	1229	1361	1452	1653	1837	2151	2207	2692	2590	3715	3506	4328	4805	4925	6264	6850	7336	7929	10077	10939	12854	13799	13471	19270	20979	29843	31132	36129	56002	90906	165975	838465	0
FFQ	53	67	0	12	445	667	605	657	583	586	687	738	754	932	916	1020	1075	1338	1454	1554	1806	2042	2236	2431	2870	2745	3861	3761	4544	4885	5264	6519	7112	7670	8057	10196	11114	13118	14404	14189	19526	21710	30665	31921	36691	56795	90727	165623	829081	0
FFQ	54	0	0	10	372	664	598	606	624	583	710	720	726	819	922	1038	1095	1264	1380	1526	1797	1971	2234	2522	2844	2623	3774	3619	4390	5098	5171	6566	7002	7376	7943	10043	11071	12797	14296	14051	19324	21447	30530	31556	36583	56675	90988	165077	832626	0
FFQ	55	454	0	22	429	660	628	598	611	579	733	740	808	864	983	1103	1121	1275	1500	1682	1763	2084	2167	2543	2832	2743	3984	3649	4575	5194	5348	6687	7378	7428	8103	10451	11141	13094	14767	13945	19304	21379	31009	32714	36663	57020	92495	166080	824319	0
FFQ	56	14	1	22	459	651	656	661	658	576	771	702	832	934	996	1096	1150	1291	1563	1700	1854	2198	2358	2633	3040	2858	4255	3703	4496	5280	5544	6862	7858	7660	8046	10579	11587	13608	15288	14515	19787	21872	31786	33622	37412	57314	92838	166773	815290	0
FFQ	57	187	3	13	420	648	640	661	625	600	715	727	826	905	1013	1108	1148	1301	1541	1663	1841	2126	2303	2654	2890	2739	4046	3689	4232	5393	5652	6772	7735	7280	7938	10475	11228	13372	15315	13792	19249	21864	31982	32811	36821	56567	93093	165114	821931	0
FFQ	58	5	0	14	384	656	629	646	625	602	726	705	838	848	980	1079	1118	1263	1455	1567	1837	2112	2251	2612	3018	2845	4224	3660	4289	5285	5546	6852	7793	7332	7729	10498	11421	13573	15084	13965	19079	21610	31455	32926	36624	56106	92611	166704	822467	0
FFQ	59	3	0	8	427	633	666	691	648	622	742	727	827	939	1026	1103	1194	1246	1647	1670	1750	2213	2291	2640	2976	2821	4156	3637	4348	5398	5507	6816	7925	7539	7599	10449	11318	13431	15330	14075	19003	21447	31470	32952	36844	56879	92346	165905	821764	0
FFQ	60	31	0	14	426	663	622	609	694	614	755	698	789	908	988	1065	1029	1252	1530	1593	1707	2129	2237	2521	3020	2829	4039	3542	4060	5284	5429	6889	7816	7284	7471	10418	11131	13560	15175	13246	18663	21286	31492	32204	36335	56400	92789	167088	825324	0
FFQ	61	84	0	18	501	781	800	784	756	698	865	848	915	1082	1222	1206	1362	1520	1796	1845	1982	2532	2569	2965	3224	3356	4491	4192	4775	5876	6150	7471	8538	8255	8383	11061	12230	14416	16416	15526	20245	22952	32846	34981	38624	58432	94395	168443	793239	0
FFQ	62	530	0	15	389	667	648	629	620	614	725	731	779	920	968	1070	1078	1302	1460	1555	1763	2155	2224	2610	2866	2836	4092	3508	4129	5208	5520	6993	8001	7507	7333	10353	10956	13724	15313	14123	18674	21184	31632	32405	37453	56644	93419	169435	818887	0
FFQ	63	100	0	7	420	642	634	668	608	602	747	719	862	970	1036	1035	1074	1360	1571	1610	1724	2189	2197	2568	2919	2983	4005	3509	4225	5275	5579	6879	7856	7890	7086	10495	10880	13734	14811	14400	18413	21195	31429	32660	36721	57151	91756	169826	820627	0
FFQ	64	32	0	11	397	683	628	648	594	618	729	705	776	971	938	1076	1080	1315	1553	1562	1771	2083	2235	2571	2882	3016	4036	3437	4190	5262	5494	6992	7835	7775	7063	10622	10813	13458	14964	14513	18356	20861	30983	32057	36976	56801	91280	170613	822392	0
FFQ	65	4	0	19	420	654	630	674	603	585	764	694	856	962	981	1052	1113	1284	1550	1656	1756	2120	2290	2557	2977	3114	3941	3451	4170	5234	5393	6926	7757	8062	6799	10280	10689	13653	14894	14839	18284	20476	31560	32306	36947	57426	91420	170991	820834	0
FFQ	66	0	0	14	459	718	615	671	619	632	752	703	846	1014	1002	1066	1153	1399	1496	1632	1846	2260	2296	2718	2997	3254	4115	3473	4361	5287	5698	7162	8140	8380	6962	10603	10753	14061	15329	15169	18687	21154	32003	32776	37618	58908	91406	173560	809880	0
FFQ	67	0	0	11	382	657	632	611	614	617	730	707	861	968	1001	1001	1104	1397	1472	1576	1831	2176	2249	2506	2887	3217	3988	3573	4205	5049	5495	6878	7785	8215	6789	10086	10210	13711	14995	14927	17846	20302	31037	32154	37140	58120	89335	173497	821102	0
FFQ	68	1066	1	13	407	715	704	646	662	683	766	707	853	1011	1009	999	1083	1511	1559	1693	1779	2210	2341	2581	2990	3404	4031	3621	4274	5223	5604	7129	7929	8866	6977	10400	10441	14047	15086	15712	18321	21092	31423	32784	37582	59489	90094	175581	808547	0
FFQ	69	88	0	11	479	803	747	745	759	751	904	823	981	1071	1070	1245	1234	1542	1640	1841	2008	2469	2611	2739	3286	3686	4217	3962	4627	5518	6061	7488	8325	9286	7478	10686	11459	14353	16030	16266	19388	21808	32019	33697	38558	60678	90848	175461	793900	0
FFQ	70	47	0	11	418	768	677	748	599	679	752	740	936	1013	962	1073	1196	1534	1525	1728	1784	2224	2386	2606	2966	3357	4221	3775	4192	5134	5800	6965	8087	8698	7026	10178	10577	13945	15327	15709	18253	20699	31182	32603	37991	59292	89394	174810	811059	0
FFQ	71	1634	18	20	442	724	730	659	670	660	739	722	873	980	1031	1025	1140	1445	1503	1764	1768	2265	2218	2520	2946	3252	4019	3777	3947	4989	5729	6882	7899	8395	6828	10099	10279	13867	14858	15149	17841	20749	30440	31988	37486	58050	89132	175179	816313	0
FFQ	72	24	0	12	504	766	817	750	769	703	824	764	972	1025	1098	1145	1173	1424	1679	1701	1803	2303	2418	2633	3176	3317	4089	4099	3942	5252	5866	7014	8183	8489	7216	10065	10107	14300	15350	15338	18315	21500	30695	32689	38944	58210	90869	175936	807375	0
FFQ	73	11	0	11	415	680	714	651	685	689	743	691	909	951	970	1070	1181	1446	1521	1722	1747	2252	2358	2571	3083	3356	3905	4222	3803	5027	5773	6730	8126	8414	7263	9899	10458	13892	15308	15137	18322	21290	30508	32318	38774	57429	89644	175514	813460	0
FFQ	74	0	0	9	441	677	717	667	676	625	747	689	871	987	995	1019	1064	1465	1495	1641	1766	2173	2282	2560	3087	3212	3880	4338	3511	4950	5661	6992	8018	8451	6998	10052	9960	13994	14843	14832	17775	20871	30192	32191	38656	57270	89353	175863	817125	0
FFQ	75	0	0	12	467	739	734	664	710	613	776	712	930	973	981	1056	1208	1442	1432	1667	1774	2225	2405	2605	3175	3396	4042	4244	3766	5095	5960	6689	7921	8452	7508	9954	10309	14255	15433	15255	18418	21258	30311	32636	38775	57395	89819	177114	810334	0
FFQ	76	0	0	9	460	695	707	690	704	696	799	733	954	994	1015	1088	1166	1477	1584	1800	1876	2260	2450	2620	3258	3476	4103	4514	3842	5248	6133	7135	8491	8760	7474	10083	10577	14414	15820	15181	18616	21698	30757	33054	39835	57907	90925	177026	802534	0
FFQ	77	9	0	9	465	680	703	598	664	664	762	685	966	998	956	1091	1189	1395	1446	1743	1747	2159	2326	2692	3192	3244	3860	4705	3528	4986	5951	6772	8327	8531	7291	9866	9980	14126	15497	14887	17914	21459	29991	32537	39807	56042	89867	177952	811379	0
FFQ	78	2	0	16	469	729	689	684	706	676	790	671	936	981	955	1025	1155	1500	1522	1739	1841	2177	2325	2646	3122	3240	3924	4670	3556	4975	6052	6567	8303	8520	7518	9701	10188	14047	15374	14657	18005	21409	29779	32125	39804	56027	89502	177126	813212	0
FFQ	79	0	0	15	453	698	750	715	657	675	739	701	931	979	983	1055	1159	1469	1516	1805	1730	2211	2478	2618	3175	3287	3882	4762	3458	4999	5970	6905	8341	8300	7627	9740	10178	13951	15976	14918	18151	21534	29977	32668	40662	56035	89385	177616	809803	0
FFQ	80	0	0	13	422	718	730	693	665	704	823	699	984	965	982	1048	1169	1428	1500	1796	1805	2215	2426	2615	3110	3401	3870	4542	3565	4906	5958	6527	8317	8271	7483	9657	10112	14022	15618	14676	17936	21548	29518	32453	40667	54997	89171	178154	812758	0
FFQ	81	10	0	11	487	760	714	740	693	689	730	726	998	959	1029	1121	1153	1476	1450	1726	1856	2206	2325	2654	3106	3408	3962	4577	3618	4917	6142	6754	8258	8624	7649	10046	10128	14138	15741	14716	18173	21778	29721	32917	41230	55045	89582	180751	806142	0
FFQ	82	515	0	11	476	745	711	714	758	685	738	702	1023	1002	980	1132	1256	1499	1647	1809	1875	2281	2528	2779	3238	3614	4040	4763	3790	5108	6262	6652	8555	8659	8029	10298	10061	14490	16222	15039	18469	22406	30203	33190	42242	55021	90894	183499	795026	0
FFQ	83	3179	1	15	575	879	862	804	812	763	817	823	1119	1018	1085	1140	1240	1489	1675	1848	2004	2306	2486	2679	3211	3595	3909	4682	3698	5058	6202	6590	8441	8367	7887	10072	9843	14208	15765	14800	17788	22046	29850	32749	41821	54551	89908	183359	797616	0
FFQ	84	10	0	13	462	786	735	721	737	719	826	752	1041	987	998	1039	1196	1452	1576	1760	1894	2274	2448	2767	3213	3502	3996	4626	3682	4876	6116	6911	8481	8625	7728	10312	9895	13947	16274	14713	18354	22185	29955	32955	42792	54212	90162	184533	798397	0
FFQ	85	17	0	13	441	690	674	604	708	691	756	688	974	924	1037	1086	1159	1410	1544	1668	1861	2146	2410	2585	3128	3437	3775	4515	3651	4846	5955	6388	8205	8299	7808	10181	9577	13997	15847	14128	18142	21913	29416	32357	42244	52900	89110	185962	805767	0
FFQ	86	33	0	17	462	748	700	684	734	710	746	715	1050	973	1004	1090	1254	1487	1531	1816	1960	2063	2598	2746	3138	3515	3952	4586	3728	4991	6115	6561	8212	8406	7865	10284	9630	13976	16240	14410	18125	22014	29671	32558	43146	53290	89656	186760	799684	0
FFQ	87	183	0	6	448	722	694	662	677	688	753	705	973	1001	981	1104	1243	1402	1539	1797	1948	2087	2341	2671	3176	3610	3732	4659	3701	4963	6014	6601	8521	8297	7895	10345	9605	14076	15761	14499	18170	21952	29168	32678	43555	52100	89464	189794	798671	0
FFQ	88	0	0	13	440	736	729	667	743	720	782	729	1026	1029	1002	1114	1223	1389	1526	1792	1871	2183	2485	2736	3159	3568	3846	4596	3782	4982	6119	6421	8378	8511	7713	10184	9790	13931	15995	14505	17978	21886	29391	32447	43247	52230	89154	187700	801183	0
FFQ	89	139	0	10	464	716	709	704	685	717	763	723	1035	980	1021	1084	1164	1418	1528	1770	1883	2044	2444	2693	3104	3468	3763	4671	3834	4907	5978	6705	8462	8351	7656	10261	9553	13799	16281	14156	17812	22085	29213	32239	43627	51804	88443	192818	797946	0
FFQ	90	29	8	32	480	770	755	710	732	702	794	746	1059	1039	1065	1111	1283	1450	1605	1870	1934	2160	2554	2809	3228	3626	3933	4746	3983	4992	6128	6715	8598	8502	8031	10434	9778	13829	16295	14541	17972	22319	29524	32723	44403	52299	89373	193222	790739	0
FFQ	91	98	0	17	519	827	802	758	787	770	789	802	1120	1083	1073	1189	1278	1520	1758	1886	2053	2172	2650	2952	3339	3793	3976	4852	4208	5103	6329	6824	8873	8611	8045	10521	10178	14295	16688	14930	18284	22498	30013	32936	44676	52749	89958	193638	783410	0
FFQ	92	40	0	20	452	754	708	741	733	698	711	713	951	972	1044	1049	1192	1408	1623	1756	1949	2035	2486	2659	3153	3595	3757	4558	3944	4980	5966	6451	8381	8215	7946	10152	9141	13703	16135	14286	17662	21981	28792	32288	43905	51117	88396	195175	797257	0
FFQ	93	4	0	12	490	740	745	735	718	722	748	762	1035	995	1076	1076	1251	1410	1687	1883	1981	2163	2545	2803	3224	3695	3871	4839	4002	4869	6269	6608	8437	8581	8165	10363	9787	14181	16320	14784	18204	22329	29737	32639	44198	51981	89289	196900	786776	0
