FFQ	11	0	0	1	28	35	25	26	36	29	32	28	51	39	47	63	127	120	162	166	167	186	212	241	332	279	389	373	504	571	675	682	685	843	741	1217	1244	1638	1762	1770	2586	1512	3659	5090	4703	7712	11555	39888	16079	0
FFQ	12	4	0	2	26	29	19	25	32	23	30	48	46	37	41	49	104	143	161	176	168	215	197	237	329	270	341	417	461	571	698	676	629	961	652	1177	1249	1495	1574	1910	2599	1536	3526	5036	4778	7377	11669	40460	16107	0
FFQ	13	1	0	2	23	28	31	31	24	25	33	37	37	37	63	59	113	112	151	179	176	217	222	261	365	287	369	429	515	577	657	665	642	1022	649	1297	1291	1478	1586	1997	2586	1614	3484	5064	4899	7232	11940	40190	15613	0
FFQ	14	0	0	3	21	41	32	34	25	46	36	33	49	47	56	59	124	117	158	159	202	236	214	257	363	288	367	450	468	549	698	716	662	1047	602	1264	1225	1441	1459	2032	2553	1595	3398	5002	4961	6768	12361	40652	15440	0
FFQ	15	0	0	3	31	32	28	28	24	20	40	34	34	40	53	65	110	126	141	166	185	217	197	253	306	247	358	422	439	524	663	714	574	1019	516	1359	1225	1330	1346	2154	2623	1587	3305	4810	5066	6574	12441	41093	15788	0
FFQ	16	0	0	3	49	79	43	45	60	59	74	69	84	73	117	99	126	152	174	165	210	191	288	288	324	381	389	410	591	687	689	726	911	911	959	1341	1619	1287	1987	2223	2286	2789	3051	5004	4841	7045	10202	16780	38429	0
FFQ	17	0	0	0	41	77	55	55	55	68	81	70	80	95	95	120	127	156	151	168	189	197	289	320	368	351	411	412	555	652	701	837	910	893	978	1397	1715	1345	2026	2211	2249	2847	3147	4880	4780	7017	10248	16831	38060	0
FFQ	18	0	0	1	42	65	54	57	64	68	62	65	94	79	102	118	122	150	178	173	196	186	267	286	330	343	432	440	514	676	690	696	885	922	953	1329	1643	1246	1859	2136	2156	2764	3092	4905	4825	7116	10233	17040	38656	0
FFQ	19	5	0	3	42	76	46	63	57	59	70	73	73	85	92	102	107	130	174	178	207	197	265	308	293	339	375	411	529	652	709	690	876	873	946	1379	1492	1208	1886	2160	2139	2705	3028	4946	4813	6963	10641	17128	38717	0
FFQ	20	203	0	1	57	83	65	59	48	63	81	70	97	98	117	92	130	128	163	177	223	204	257	285	343	376	367	505	533	623	666	738	867	913	938	1327	1574	1332	1907	2207	2317	2805	3154	4897	4800	6910	10304	17116	38090	0
FFQ	21	0	0	1	40	65	52	59	55	58	70	80	90	106	114	103	137	151	161	170	193	211	263	285	307	385	384	455	507	645	659	717	922	846	912	1339	1654	1326	1983	2151	2272	2736	3102	4932	4887	6946	10348	16911	38520	0
FFQ	22	1	0	4	50	67	56	59	74	59	66	69	79	84	95	113	120	159	157	163	185	188	242	313	308	357	418	438	482	647	678	719	913	866	923	1354	1528	1173	1917	2094	2143	2765	3060	4826	4780	6916	10338	17218	39046	0
FFQ	23	1	0	1	43	69	59	62	61	68	69	78	78	101	92	105	131	133	144	152	181	211	261	281	341	339	433	442	501	649	640	669	901	911	947	1321	1604	1299	1874	2096	2285	2720	3115	4862	4830	6796	10364	17018	38972	0
FFQ	24	0	0	0	46	62	56	56	57	65	64	85	89	89	100	91	128	156	164	184	206	207	239	306	316	365	432	494	457	598	671	648	903	884	860	1398	1548	1324	1935	2052	2340	2779	3178	4680	4821	6843	10557	16968	38809	0
FFQ	25	0	0	2	41	64	72	58	61	73	73	85	94	102	96	113	150	122	139	180	197	225	262	321	345	391	435	472	519	679	689	699	913	950	905	1328	1587	1276	2004	2095	2225	2824	3113	4884	4896	6879	10463	16772	38436	0
FFQ	26	0	0	3	54	61	57	58	50	60	57	67	84	98	92	117	120	150	145	174	178	207	244	278	326	369	392	495	474	678	623	702	805	937	963	1336	1466	1244	1890	2015	2137	2747	3161	4966	4957	6707	10317	17326	38922	0
FFQ	27	0	0	4	40	87	59	62	68	60	70	73	74	86	107	100	116	143	151	166	195	196	241	295	303	416	397	470	445	658	628	678	813	855	922	1385	1570	1370	1861	2064	2237	2835	3210	4926	4854	6741	10365	17191	38722	0
FFQ	28	4	0	1	53	82	62	68	61	54	57	88	88	123	88	106	108	148	143	184	217	227	258	312	303	356	428	471	522	610	696	713	844	901	945	1364	1627	1404	1845	2078	2200	2881	3230	4718	4992	6806	10273	17178	38392	0
FFQ	29	0	0	3	38	84	68	56	67	64	78	79	85	97	104	107	136	164	132	174	210	196	241	333	326	345	373	485	524	620	633	713	862	875	942	1251	1595	1372	1796	2084	2207	2907	3134	4622	4919	6640	10565	17186	38817	0
FFQ	30	0	0	2	59	68	53	68	42	56	76	60	68	94	104	108	131	148	156	172	206	227	245	300	331	386	451	450	478	606	682	693	806	879	981	1366	1602	1392	1728	2129	2183	2953	3161	4527	5099	6685	10742	17155	38401	0
FFQ	31	13	0	3	58	85	73	73	65	82	68	90	105	101	117	109	158	146	143	198	216	236	241	329	374	405	438	490	570	633	713	740	902	920	965	1315	1537	1447	1860	2260	2180	3110	3234	4588	5067	6572	10428	17043	37809	0
FFQ	32	0	0	1	57	65	61	75	44	64	57	73	82	87	98	100	125	139	128	182	182	199	260	293	320	361	446	452	513	531	655	677	839	827	915	1310	1501	1404	1780	2129	2054	3167	3057	4133	5138	6436	10602	17276	39414	0
FFQ	33	3	0	7	45	71	55	61	61	64	80	72	91	91	101	110	130	173	168	189	206	204	262	250	354	378	436	432	620	523	674	726	882	827	1035	1344	1494	1591	1677	2233	2095	3289	3213	4146	5289	6363	10543	17069	38582	0
FFQ	34	0	0	3	41	67	81	75	72	81	60	89	88	95	105	99	131	181	153	222	226	212	307	303	377	349	484	486	593	549	758	757	889	883	1020	1317	1568	1715	1690	2423	2018	3446	3206	3996	5227	6332	10350	17082	38102	0
FFQ	35	0	0	2	53	75	53	46	60	78	64	95	75	93	118	113	124	161	170	190	205	215	260	298	356	370	507	468	582	565	745	735	915	909	1098	1272	1585	1718	1606	2379	2009	3543	3203	3933	5360	6432	10554	16981	37935	0
FFQ	36	0	0	1	55	66	68	55	84	68	59	105	87	114	121	112	126	175	169	178	230	233	277	301	372	400	520	470	617	586	711	770	843	881	1103	1316	1567	1730	1657	2330	2162	3399	3262	4004	5142	6316	10554	16642	38270	0
FFQ	37	0	0	4	69	68	65	61	64	67	73	77	81	109	94	100	154	147	159	198	221	228	261	280	345	311	460	423	572	511	642	700	828	786	1062	1234	1521	1700	1591	2259	1964	3363	3224	3820	5364	6196	10613	17431	38808	0
FFQ	38	1	0	2	47	83	61	65	73	65	78	85	85	114	114	102	118	144	154	195	230	198	247	274	345	369	462	443	604	580	651	719	794	855	1057	1239	1512	1689	1631	2249	2025	3274	3175	3911	5234	6347	10621	17145	38842	0
FFQ	39	0	0	2	48	78	68	67	59	72	76	89	109	117	116	102	150	174	170	188	218	211	321	269	357	366	466	477	557	544	691	760	858	868	1172	1241	1430	1822	1657	2202	2141	3388	3257	3987	5219	6268	10479	17247	38150	0
FFQ	40	3	0	3	55	66	55	64	67	57	61	83	95	110	99	111	120	161	172	214	227	242	273	290	349	383	470	455	605	578	716	794	865	855	1120	1356	1543	1720	1628	2242	2121	3333	3352	4083	5073	6189	10572	17047	38231	0
FFQ	41	1	0	2	59	68	63	67	67	80	59	79	91	96	104	107	125	166	146	183	205	219	304	277	378	387	469	418	611	532	706	765	872	883	1105	1323	1527	1679	1604	2189	2231	3232	3284	4081	5090	6193	10481	17160	38540	0
FFQ	42	0	0	0	67	69	57	62	67	78	71	103	88	108	148	102	123	187	162	187	206	209	318	289	348	358	471	449	626	644	677	737	797	969	1153	1397	1450	1835	1647	2123	2357	3203	3375	4088	5061	6182	10573	17149	37938	0
FFQ	43	2	0	2	47	74	72	64	62	57	81	68	93	110	105	137	111	184	188	200	233	236	287	306	349	348	485	536	644	570	744	802	870	954	1170	1354	1486	1731	1705	2131	2354	3263	3216	4189	4848	6247	10530	17048	38015	0
FFQ	44	7	0	2	56	62	63	64	69	69	84	82	73	97	102	136	118	159	162	182	231	227	302	261	371	354	513	468	601	562	619	763	848	859	1232	1334	1446	1735	1644	1989	2444	3136	3298	4150	4801	6384	10462	17249	38438	0
FFQ	45	4	0	4	59	88	62	78	72	77	70	88	112	101	113	128	128	172	169	203	259	249	292	278	396	375	519	512	683	629	664	797	816	1031	1177	1477	1415	1910	1739	1905	2536	3030	3475	4234	4697	6251	10343	17221	37670	0
FFQ	46	0	0	2	46	71	54	71	59	62	87	79	84	106	123	121	138	180	174	193	230	222	309	321	351	367	466	424	654	622	618	816	789	961	1136	1436	1372	1708	1718	1848	2526	3011	3455	4211	4748	5982	10700	17380	38277	0
FFQ	47	1	0	2	46	83	73	66	60	60	83	108	97	97	123	109	133	183	163	222	230	231	284	260	354	372	496	489	608	632	631	840	845	951	1202	1462	1427	1809	1804	1833	2591	2941	3517	4107	4748	6140	10279	17108	38408	0
FFQ	48	3	0	3	57	79	78	74	75	70	75	90	92	107	120	122	127	182	195	186	232	236	319	259	347	368	510	459	604	634	620	834	830	970	1154	1411	1433	1814	1716	1728	2556	2918	3549	4205	4680	6193	10290	17215	38489	0
FFQ	49	9	0	2	63	74	62	63	60	74	86	99	101	115	131	125	159	174	194	168	218	259	344	298	347	382	497	478	644	627	606	864	879	911	1126	1458	1399	1840	1818	1722	2514	2973	3563	4225	4723	6222	10339	16821	38452	0
FFQ	50	0	0	2	43	74	84	79	65	68	78	90	86	116	114	110	135	173	212	184	249	261	311	273	374	332	485	480	576	625	640	829	881	1022	1164	1395	1338	1771	1774	1752	2493	3036	3569	4072	4587	6154	10354	17287	38511	0
FFQ	51	3	0	4	44	74	84	56	75	62	90	94	97	110	96	114	133	163	161	179	265	216	301	298	371	334	536	491	610	672	655	773	835	1002	1106	1375	1294	1753	1778	1749	2482	3014	3539	4279	4685	6053	10563	17289	38351	0
FFQ	52	1	0	1	61	79	79	60	67	56	85	76	97	104	118	136	112	175	191	174	231	252	288	276	382	354	502	481	608	663	609	813	891	904	1196	1467	1262	1777	1790	1667	2494	3010	3593	4075	4571	6192	10587	17301	38400	0
FFQ	53	7	0	2	63	80	61	78	58	74	83	99	112	105	132	122	139	160	168	182	243	249	316	313	380	386	493	473	605	642	712	881	908	962	1102	1430	1334	1820	1919	1848	2388	2898	3677	4067	4622	6178	10410	17049	38278	0
FFQ	54	0	0	5	49	95	69	68	66	79	91	73	85	102	114	123	138	189	204	191	217	254	290	293	334	389	485	493	571	683	711	891	917	898	1109	1499	1290	1772	1844	1688	2417	2937	3652	4178	4615	6046	10421	17314	38359	0
FFQ	55	39	0	6	41	80	71	79	80	59	96	65	112	111	128	143	142	171	168	204	223	259	326	309	393	360	566	490	604	646	778	932	972	879	1158	1405	1354	1837	1857	1662	2419	2992	3691	4260	4678	6237	10407	16962	37857	0
FFQ	56	0	0	5	44	94	72	64	97	67	80	97	106	114	149	129	126	171	226	224	250	257	274	301	431	356	508	513	631	719	802	913	1019	926	1096	1482	1353	1870	2040	1792	2334	3065	3843	4253	4619	6252	10464	16940	37140	0
FFQ	57	17	0	3	59	82	69	93	83	80	90	93	121	110	125	135	151	159	205	198	260	269	299	323	392	399	564	519	577	670	727	922	1056	902	1092	1540	1324	1931	1952	1698	2282	2973	3973	4199	4475	6223	10473	16944	37477	0
FFQ	58	0	0	3	51	77	71	70	65	82	90	97	80	121	115	164	127	157	203	205	244	277	296	334	417	400	536	474	552	690	752	882	1067	946	1044	1452	1321	1866	2018	1792	2365	2957	3828	4113	4533	6242	10688	16838	37606	0
FFQ	59	0	0	4	43	78	73	87	92	76	88	94	125	105	121	139	163	183	211	210	253	277	306	330	414	346	545	504	560	704	779	935	1093	902	1047	1478	1291	1832	2008	1766	2283	3014	3848	4054	4525	6209	10525	16743	37844	0
FFQ	60	1	0	4	38	88	88	68	97	65	100	108	99	107	129	137	127	171	216	227	244	263	311	320	404	388	523	464	493	748	765	831	1082	899	1037	1504	1274	1918	1882	1660	2200	2966	3956	4264	4353	6185	10511	17086	37906	0
FFQ	61	5	0	6	76	116	91	99	97	92	117	103	115	144	147	157	163	231	234	261	289	297	334	402	497	448	566	611	639	743	790	997	1195	1039	1081	1543	1406	2037	2133	1902	2455	3050	3910	4191	4402	6541	10472	16643	35440	0
FFQ	62	47	0	4	69	91	67	73	85	74	90	90	102	100	114	129	137	182	218	203	244	284	309	344	402	371	535	487	624	684	741	903	1133	988	1012	1519	1181	1923	2019	1781	2133	2919	3966	4221	4444	6288	10438	16769	37770	0
FFQ	63	3	0	2	52	67	86	82	70	76	91	99	97	108	127	120	136	171	220	210	230	276	319	337	384	374	518	520	608	676	793	887	1086	1044	951	1564	1268	1993	1946	1827	2162	2856	3915	4032	4454	6239	10519	16939	37773	0
FFQ	64	3	0	7	66	63	81	85	83	61	88	88	112	110	112	150	137	143	219	196	218	237	338	366	408	388	512	483	576	640	787	959	1068	1016	1004	1484	1150	1895	1959	1783	2153	2804	3949	4140	4616	6277	10424	17026	37843	0
FFQ	65	0	0	3	59	87	75	75	72	83	78	76	87	110	119	117	130	182	201	203	245	294	342	361	367	387	497	506	573	658	796	921	1027	1068	1003	1548	1176	1791	1993	1820	2185	2789	3940	4050	4479	6459	10393	16904	37978	0
FFQ	66	0	0	2	64	79	68	90	76	73	101	92	127	113	119	103	164	173	243	214	219	279	297	345	374	437	499	515	646	625	753	963	1141	1183	975	1574	1212	1918	2008	1929	2225	2768	3866	4150	4531	6649	10226	17082	37017	0
FFQ	67	0	0	2	53	75	75	77	83	76	78	86	109	126	134	121	154	180	221	212	225	273	294	364	343	441	485	480	592	621	793	892	1038	1075	958	1542	1114	1914	2031	1891	2143	2806	3830	4073	4522	6335	10182	17064	38124	0
FFQ	68	74	0	6	59	85	75	86	82	83	74	81	123	126	155	128	145	183	207	209	265	274	314	367	387	416	502	498	639	613	810	863	1071	1182	1034	1504	1130	1925	1995	2013	2267	2714	3970	4116	4571	6448	10124	17069	37245	0
FFQ	69	5	0	5	71	99	82	86	86	75	105	116	126	141	128	141	159	183	216	227	259	320	286	379	451	466	547	528	686	693	807	938	1130	1189	1053	1489	1297	1933	2055	2098	2351	2836	3946	4250	4474	6656	9977	16669	36493	0
FFQ	70	3	0	8	63	77	75	76	100	81	86	89	127	137	132	129	163	190	214	189	245	251	317	370	428	456	466	515	583	634	820	866	1142	1158	958	1488	1150	1916	2008	2036	2201	2834	3779	4157	4476	6645	9957	16852	37659	0
FFQ	71	117	0	4	84	88	82	89	96	87	95	98	127	134	137	118	126	205	210	220	253	279	309	384	377	434	483	507	607	611	785	872	1046	1136	1036	1448	1104	1820	1989	1969	2225	2643	3829	4098	4409	6504	10079	17125	37828	0
FFQ	72	1	0	3	63	110	94	87	97	61	93	93	111	128	160	158	169	197	210	213	237	295	333	392	397	425	547	550	609	602	837	912	1116	1142	1017	1494	1106	2010	1949	2091	2316	2638	4111	4219	4523	6590	10006	17130	36664	0
FFQ	73	0	0	4	78	82	84	96	90	76	80	74	118	103	130	132	127	185	202	199	230	251	311	369	448	469	514	566	560	610	834	900	1043	1108	1049	1497	1080	1945	1976	1904	2241	2705	3892	4184	4443	6496	9955	17273	37593	0
FFQ	74	0	0	5	49	98	79	95	80	82	99	93	155	112	139	128	143	206	214	220	250	287	332	371	372	407	507	564	556	582	772	847	1107	1168	981	1480	998	1876	2026	1982	2246	2701	3793	4159	4467	6447	10003	17277	37751	0
FFQ	75	0	0	4	80	85	82	87	97	87	79	87	111	129	140	130	161	173	213	252	221	286	328	345	410	434	548	574	563	623	850	895	1049	1149	1045	1551	1121	1953	2011	1912	2178	2648	3765	4146	4609	6569	10139	17176	37211	0
FFQ	76	0	0	2	73	120	77	97	97	71	85	112	140	126	142	121	178	213	242	234	250	322	342	350	402	508	571	570	546	637	806	897	1185	1219	1050	1419	1128	1900	2042	2012	2255	2787	3867	4168	4569	6829	10163	17141	36241	0
FFQ	77	0	0	5	69	75	101	83	92	87	83	91	112	95	132	153	157	184	217	235	244	265	281	366	349	445	529	629	561	612	766	892	1091	1125	1068	1510	1096	1966	2021	1920	2285	2622	3804	4142	4533	6403	10069	17489	37252	0
FFQ	78	0	0	4	62	76	86	97	96	79	107	85	119	119	145	122	151	187	222	216	231	274	309	374	407	471	569	566	540	613	772	824	1150	1136	1079	1510	1115	1898	2034	1905	2223	2669	3833	4153	4500	6409	9988	17515	37266	0
FFQ	79	0	0	6	67	89	95	92	88	70	83	96	144	114	157	135	146	182	225	232	247	278	305	366	403	421	505	609	501	622	805	908	1162	1151	956	1521	1084	1943	2073	1869	2242	2736	3802	4178	4630	6359	10170	17511	36928	0
FFQ	80	0	0	3	55	84	89	79	93	78	76	109	136	114	152	139	172	169	222	218	238	301	327	356	422	448	545	597	495	613	793	863	1087	1116	1013	1442	1032	1950	2017	1829	2277	2764	3837	4161	4629	6416	10010	17501	37239	0
FFQ	81	0	0	6	64	94	72	94	84	86	83	96	118	126	139	141	129	179	190	214	231	288	304	362	397	483	502	611	541	632	772	912	1124	1123	1027	1491	1071	1845	2111	1914	2267	2710	3902	4274	4628	6292	10067	17556	36954	0
FFQ	82	45	0	7	73	81	90	94	88	88	98	110	119	144	155	138	161	198	197	229	256	276	341	378	462	467	549	660	569	564	800	864	1141	1198	1086	1498	1118	1913	2193	1895	2283	2767	4036	4226	4604	6354	10165	17756	35772	0
FFQ	83	228	0	5	84	103	98	93	90	83	110	103	144	120	158	127	194	197	233	251	246	291	352	385	411	467	524	610	541	639	808	871	1133	1125	1059	1507	1100	1998	2094	1917	2216	2729	3983	4141	4622	6346	10092	17666	36012	0
FFQ	84	2	0	6	68	95	84	86	98	82	100	78	140	120	130	133	155	193	231	238	257	261	305	371	480	457	532	629	572	615	843	894	1095	1179	1046	1509	1026	1886	2198	1868	2273	2766	3817	4287	4637	6105	10260	18058	36041	0
FFQ	85	1	0	2	69	91	100	93	103	93	96	75	120	111	131	139	146	181	190	234	255	283	311	341	374	470	569	602	576	589	880	894	1065	1169	1053	1481	992	1906	2140	1774	2271	2719	3875	4253	4650	6275	9963	18068	36533	0
FFQ	86	3	0	2	68	99	107	91	92	73	85	96	117	131	165	119	162	205	232	230	262	274	307	401	395	466	521	662	546	651	785	933	1163	1243	1049	1524	1045	1927	2198	1762	2286	2687	3869	4035	4614	6210	10000	18534	35880	0
FFQ	87	12	0	3	75	97	104	92	79	80	88	99	133	124	140	129	155	209	240	229	250	268	328	392	415	466	527	623	550	651	768	913	1125	1116	1034	1572	1016	2004	2179	1698	2291	2749	3922	4004	4558	6231	10069	18739	35760	0
FFQ	88	0	0	2	68	85	67	86	94	98	95	94	140	119	150	125	149	184	217	222	229	238	333	383	390	443	511	589	552	633	754	865	1126	1211	1061	1485	1065	1892	2167	1778	2283	2608	3849	4177	4833	6218	9885	18607	36145	0
FFQ	89	8	0	6	79	76	105	73	96	94	108	90	136	144	142	124	143	189	209	238	267	272	287	364	403	437	574	662	580	610	789	874	1036	1148	1037	1561	958	1928	2231	1730	2300	2588	3814	4108	4711	6108	10023	18779	36066	0
FFQ	90	2	0	6	78	100	86	86	98	87	102	101	133	125	168	134	146	202	224	237	256	282	336	392	446	448	516	634	583	639	750	846	1113	1163	988	1564	1047	1907	2179	1791	2228	2690	3851	4189	4783	6379	10091	18817	35282	0
FFQ	91	7	0	4	62	83	105	96	102	95	95	112	147	119	172	140	146	222	239	265	292	282	353	397	434	483	543	719	608	673	819	962	1151	1216	1074	1547	1129	1961	2296	1872	2305	2739	3917	4305	4823	6294	9984	18662	34254	0
FFQ	92	1	0	7	73	98	86	103	87	96	80	98	139	147	142	128	167	196	214	209	262	297	309	361	413	476	535	611	577	642	763	872	1132	1142	1026	1524	957	1923	2226	1683	2367	2700	3858	4109	4736	6041	10077	19233	35382	0
FFQ	93	0	0	3	61	111	104	97	97	93	83	76	142	136	118	143	158	198	218	260	265	290	317	384	399	483	547	623	560	645	772	908	1151	1180	1098	1547	1027	1923	2263	1738	2319	2746	3702	4354	4766	6341	9675	19306	34878	0
FFQ	94	5	0	6	63	102	95	94	95	79	98	91	147	124	149	152	160	207	242	222	257	279	333	353	440	468	572	645	593	691	708	881	1120	1163	1061	1549	1051	1869	2170	1790	2258	2673	3859	4064	4720	6142	9926	19153	35386	0
FFQ	95	0	0	3	68	114	84	93	100	98	82	93	135	138	164	149	164	214	241	256	241	271	333	399	437	494	512	645	596	632	779	853	1155	1136	1058	1552	1006	1927	2206	1738	2266	2704	3810	4287	4845	6434	9743	19440	34609	0
FFQ	96	15	0	5	90	98	77	87	119	94	93	95	139	136	159	142	153	235	237	236	287	285	348	381	421	492	556	617	584	627	833	904	1210	1207	1136	1582	1027	2056	2320	1789	2318	2668	3756	4083	4854	6358	9948	19418	34029	0
FFQ	97	1	0	9	88	100	105	93	84	84	83	92	163	129	171	111	141	234	216	239	263	309	369	377	421	475	562	659	591	678	854	964	1222	1225	1139	1543	1024	1979	2283	1798	2410	2678	3893	4185	4824	6637	9874	19872	33052	0
FFQ	98	4	0	4	82	100	100	91	104	82	106	101	133	145	150	161	169	226	239	247	304	300	336	391	431	506	563	632	631	667	758	857	1120	1207	1128	1534	1059	1999	2241	1751	2464	2781	3812	4216	4764	6593	10024	19913	33077	0
FFQ	99	0	0	6	77	102	88	83	65	82	90	112	129	133	141	128	157	212	225	221	276	314	298	358	412	475	524	670	638	580	768	924	1158	1241	1045	1507	905	1993	2253	1732	2377	2637	3920	4215	4879	6366	9647	20348	33792	0
FFQ	100	0	0	3	67	92	91	104	99	91	91	109	146	167	135	122	148	193	228	234	272	307	338	392	410	458	530	587	560	654	810	907	1110	1136	1058	1525	1020	1878	2181	1734	2213	2680	3886	4182	4738	6676	9646	20230	34065	0
FFQ	101	0	0	1	64	88	87	126	100	92	108	109	135	111	149	150	168	174	210	250	258	301	325	344	397	493	517	635	589	605	746	832	1151	1119	1068	1492	1004	1943	2224	1791	2265	2664	3801	4134	4807	6587	9675	20429	33985	0
FFQ	102	4	0	3	80	84	108	108	93	93	104	85	127	149	171	136	168	203	232	254	245	311	338	400	398	514	545	614	669	638	753	870	1219	1199	1091	1567	1030	1962	2301	1748	2347	2704	3823	4145	4890	6850	9497	20534	32899	0
FFQ	103	22	0	3	80	105	75	86	101	106	106	97	143	131	142	166	170	194	221	229	269	289	326	416	431	483	507	668	635	630	775	933	1122	1217	1040	1568	966	1979	2207	1716	2359	2771	3823	4039	4928	6698	9530	21126	32675	0
FFQ	104	1	0	7	65	96	111	123	106	98	104	110	141	116	138	129	176	184	256	229	270	318	314	391	404	472	608	620	652	617	808	886	1215	1176	1035	1467	1010	1990	2167	1764	2257	2714	3764	4090	4919	6770	9553	20997	32865	0
FFQ	105	8	0	3	85	93	113	92	96	103	97	84	135	145	163	150	163	224	245	252	270	281	366	438	426	494	584	655	624	639	817	869	1183	1189	1122	1599	1075	1996	2176	1772	2311	2649	3928	4080	5142	6804	9375	21266	31922	0
FFQ	106	3	0	5	72	95	108	100	98	91	96	103	144	149	147	138	169	209	217	235	279	302	332	436	445	453	559	604	595	648	838	842	1107	1118	1072	1569	1073	1955	2241	1733	2289	2727	3757	4065	4967	6996	9279	21597	32246	0
FFQ	107	82	0	5	76	108	105	98	91	84	113	105	159	123	156	136	154	176	223	252	277	286	332	413	411	492	539	672	652	595	750	847	1086	1133	1108	1570	1005	1838	2167	1740	2340	2630	3894	4085	4927	7043	9364	22287	31574	0
