FFQ	11	0	0	1	129	185	165	178	179	155	198	203	235	172	256	439	534	609	694	650	872	929	806	1256	1224	960	1598	1704	1910	1724	2320	2719	3072	2105	3515	4074	5727	5452	3084	7869	8045	10692	11863	14517	16375	35283	53328	159717	600654	0
FFQ	12	14	0	0	116	176	159	151	168	152	175	178	205	208	281	446	572	624	663	550	840	905	798	1197	1143	944	1559	1609	1821	1669	2366	2696	3012	2083	3420	4142	5642	5368	2876	8055	7920	10387	11710	14878	16231	34504	53087	159593	603083	0
FFQ	13	23	0	0	129	176	196	177	194	155	176	210	220	206	272	415	506	662	692	579	873	921	789	1160	1207	963	1561	1651	1869	1755	2291	2841	3013	2221	3452	4182	5624	5543	2764	8107	7969	10626	11602	15049	16082	34846	53810	159441	601176	0
FFQ	14	2	0	0	122	172	183	178	205	145	194	183	212	191	285	405	499	595	673	526	793	842	751	1154	1166	937	1529	1618	1819	1580	2209	2615	2904	2347	3252	4209	5469	5332	2385	8158	7743	10139	11673	14480	15939	34305	53756	159614	604888	0
FFQ	15	0	0	0	134	156	200	180	205	154	167	194	201	196	263	449	472	555	692	518	812	853	768	1091	1127	938	1481	1595	1756	1666	2267	2644	2862	2255	3186	4229	5511	5193	2300	8064	7621	9996	11769	14451	15752	33945	53936	158807	606765	0
FFQ	16	0	0	1	208	336	341	310	335	331	352	339	412	389	483	459	506	582	717	673	787	890	959	1064	1273	1250	1448	1614	1566	2001	2364	2550	2944	2457	3346	4487	5467	3005	6208	7132	8075	9822	11209	14689	16172	33573	47075	70440	697735	0
FFQ	17	0	0	1	250	348	335	309	336	369	393	344	394	398	474	463	498	566	712	703	790	952	929	1076	1238	1234	1487	1667	1628	1973	2256	2580	3111	2620	3260	4358	5487	3082	6083	7094	8299	9620	10911	14783	16320	33842	46905	70764	697134	0
FFQ	18	0	0	1	209	309	331	311	320	328	380	342	376	397	466	465	483	565	725	600	828	933	871	1014	1224	1201	1357	1591	1621	1958	2257	2462	2884	2547	3297	4223	5296	2872	6157	7043	7946	9440	11090	14590	15985	33328	46505	70657	700591	0
FFQ	19	87	0	2	237	292	302	279	345	310	319	340	353	404	463	436	532	515	693	587	709	898	881	944	1189	1148	1432	1553	1519	1964	2219	2433	2869	2515	3197	4252	5284	2715	5991	6966	7972	9329	10877	14600	15900	32990	45975	70385	703174	0
FFQ	20	1744	0	0	223	327	314	310	346	330	355	323	372	422	464	453	501	555	620	618	769	895	885	1014	1210	1167	1523	1654	1594	1929	2273	2398	2986	2558	3276	4302	5226	2764	6223	6843	8188	9217	10980	14476	15946	33482	46292	70240	699789	0
FFQ	21	8	0	0	251	320	321	283	327	345	358	349	388	420	499	460	519	527	742	673	721	895	882	1024	1261	1203	1427	1600	1573	2001	2236	2482	2883	2618	3352	4254	5220	2868	6202	6945	7967	9343	11104	14560	16024	33421	46697	71264	699559	0
FFQ	22	20	0	1	207	318	317	314	302	302	363	339	365	436	440	484	500	531	666	552	736	845	803	1023	1196	1084	1388	1614	1500	1970	2160	2355	2790	2485	3176	4116	5286	2639	5917	6756	7823	9270	10910	14435	15793	33134	45932	70331	704452	0
FFQ	23	14	0	0	219	302	339	277	325	320	343	343	359	420	437	505	502	511	641	627	782	879	797	951	1156	1149	1444	1574	1474	1866	2228	2423	2787	2527	3147	4242	5205	2810	5937	6776	7745	9246	10780	14376	15843	33207	46284	70774	703483	0
FFQ	24	0	0	2	234	293	347	263	322	316	344	334	357	379	480	490	487	573	662	648	755	843	846	995	1191	1145	1394	1582	1552	1926	2325	2476	2959	2522	3218	4199	5184	2709	5937	6908	7936	9120	10909	14420	16011	33232	46585	71523	701443	0
FFQ	25	0	0	2	240	318	310	299	292	311	303	312	376	363	446	480	464	533	689	588	732	882	830	1049	1230	1116	1370	1556	1556	1883	2202	2378	2804	2501	3284	4190	5120	2694	6059	6822	7966	9306	11205	14345	16008	33314	46785	71581	701282	0
FFQ	26	0	0	0	220	277	310	307	296	321	320	309	349	335	463	429	488	517	629	570	652	811	789	932	1172	1058	1342	1579	1382	1854	2240	2325	2636	2461	3053	3954	5050	2564	5706	6577	7579	9353	10761	14036	15609	32728	45546	70771	707716	0
FFQ	27	0	0	1	201	312	294	296	287	296	315	330	345	354	414	448	489	498	666	546	662	812	804	960	1163	1018	1304	1492	1427	1853	2227	2373	2717	2439	3171	4024	5117	2601	5939	6751	7531	9230	10738	14104	15945	32688	45571	70524	707099	0
FFQ	28	45	0	2	207	275	323	289	323	320	340	334	346	349	417	459	434	553	639	657	727	922	790	1002	1188	1073	1396	1563	1435	1822	2279	2363	2694	2627	3213	4140	5153	2757	5829	6940	7673	9296	10929	14158	16042	33093	46217	71139	703604	0
FFQ	29	0	0	0	206	284	308	268	276	315	314	291	352	367	431	422	486	538	609	594	696	893	760	975	1110	1087	1337	1547	1490	1869	2118	2270	2700	2475	3059	4106	5064	2579	5765	6891	7693	9314	10826	13784	15546	32653	45690	70176	707842	0
FFQ	30	30	0	1	198	282	302	300	326	278	305	374	365	361	412	422	454	532	633	594	705	822	804	983	1184	1016	1390	1552	1401	1762	2161	2357	2718	2344	3155	4001	5010	2585	5612	6533	7501	9254	10811	13616	15956	32949	45601	70994	707430	0
FFQ	31	169	0	0	223	297	302	320	292	316	320	354	371	406	457	452	474	548	640	556	687	876	793	959	1222	1084	1376	1479	1514	1740	2166	2402	2728	2368	3302	4078	5076	2659	5805	6708	7791	9336	11099	13689	15790	33144	46139	70277	705592	0
FFQ	32	7	0	0	223	284	314	265	321	272	293	319	328	345	411	428	415	501	567	561	716	795	737	926	1176	979	1358	1460	1474	1753	2057	2280	2621	2356	3186	4010	5042	2613	5567	6797	7463	9087	10876	13208	15639	32287	45345	70551	710163	0
FFQ	33	21	0	2	213	240	279	304	310	286	304	321	284	368	416	402	437	504	634	552	690	795	836	926	1179	1010	1370	1495	1582	1671	2124	2349	2676	2392	3252	4053	4957	2701	5485	6943	7291	9365	10998	12936	15777	32904	46068	69804	708870	0
FFQ	34	4	0	1	228	304	304	297	273	329	316	338	335	342	481	456	435	558	645	553	736	821	858	952	1168	1029	1382	1503	1538	1691	2326	2355	2718	2374	3244	3886	5026	2876	5734	7070	7474	9710	11238	13104	15905	33009	46732	71031	704687	0
FFQ	35	1	0	3	219	297	308	289	295	304	304	328	333	387	410	430	451	546	653	590	738	782	774	915	1152	1032	1407	1463	1572	1667	2213	2394	2712	2485	3245	4097	4895	2832	5651	7008	7571	9782	11070	13081	15795	32926	46315	70767	705886	0
FFQ	36	1	0	0	220	311	312	277	280	315	354	327	360	396	411	453	449	526	661	614	780	851	804	963	1243	1073	1346	1494	1619	1783	2133	2360	2758	2457	3313	4032	4989	2980	5610	6802	7592	9409	11117	13160	16040	32568	46902	71536	704394	0
FFQ	37	2	0	2	180	269	306	274	267	289	338	319	326	372	398	453	436	504	542	523	719	860	770	929	1131	977	1323	1436	1449	1729	2088	2292	2645	2384	3192	3930	4918	2840	5307	6689	7333	9339	10984	12638	15590	32434	45419	70228	711002	0
FFQ	38	3	0	2	204	263	284	275	265	281	274	319	320	364	406	472	443	543	571	576	681	859	717	883	1164	887	1351	1352	1405	1715	2095	2257	2602	2363	3144	3807	4869	2740	5346	6771	7242	9184	10887	12647	15402	32309	45283	70139	712409	0
FFQ	39	0	0	1	209	289	312	255	302	275	299	302	330	349	383	450	420	536	576	565	696	837	785	919	1168	962	1280	1439	1505	1648	2154	2282	2688	2338	3115	3966	4992	2956	5381	6562	7324	9329	11090	12390	15576	32096	45334	69980	711730	0
FFQ	40	64	0	0	185	283	295	280	292	295	317	345	367	381	411	445	439	559	617	571	712	810	779	949	1149	999	1332	1464	1518	1695	2099	2385	2641	2408	3129	3914	4900	2917	5390	6757	7424	9432	10839	12950	15659	32464	45542	70722	709250	0
FFQ	41	0	0	2	206	297	295	293	283	306	303	299	305	385	409	477	465	557	556	541	697	843	756	888	1182	981	1344	1476	1550	1679	2144	2517	2542	2478	3225	3825	4845	2974	5330	6794	7391	9380	11118	12736	15487	32394	45364	70000	710454	0
FFQ	42	0	0	2	198	271	285	252	278	273	307	341	291	369	393	410	432	528	544	514	662	830	735	883	1093	941	1253	1444	1493	1645	2044	2317	2537	2414	3132	3880	4855	3066	5198	6722	7431	9176	11114	12451	15123	32466	45833	69742	712205	0
FFQ	43	23	0	2	219	300	317	287	273	279	307	344	318	343	407	457	424	533	598	585	704	822	787	960	1171	1038	1328	1526	1494	1696	2111	2443	2702	2550	3216	3869	4777	3165	5286	6755	7636	9385	11285	12870	15417	32857	45606	70803	708098	0
FFQ	44	51	0	1	191	294	281	268	269	274	325	338	300	337	370	417	442	556	587	545	718	896	698	885	1093	987	1246	1424	1490	1670	2044	2312	2493	2431	3109	3848	4711	3106	5040	6414	7363	8915	11102	12328	15008	32580	45178	69695	713743	0
FFQ	45	25	0	1	199	286	297	307	292	266	305	337	302	383	399	441	482	535	596	556	740	865	808	951	1172	1056	1333	1498	1601	1719	2068	2547	2627	2400	3219	3889	5041	3392	5170	6623	7886	9145	11268	12658	15228	32659	46160	70852	707789	0
FFQ	46	0	0	0	152	242	257	242	264	270	270	324	285	370	353	376	460	487	537	533	668	806	659	897	1138	920	1350	1467	1410	1602	1940	2370	2471	2378	2938	3820	4560	3235	4900	6407	7382	8822	11217	12286	14794	31772	44946	69472	716324	0
FFQ	47	4	0	2	167	254	283	291	268	254	311	318	259	358	376	398	449	521	518	552	665	815	710	946	1120	938	1261	1502	1570	1640	1886	2417	2433	2448	3081	3868	4622	3270	4930	6366	7456	8810	11109	12086	14819	32203	45537	70216	714063	0
FFQ	48	20	0	2	182	262	281	263	264	268	326	327	321	386	384	409	418	541	515	500	665	761	702	941	1117	922	1311	1396	1524	1644	1983	2369	2345	2326	3112	3699	4731	3184	4774	6163	7395	8871	10933	12396	14754	32178	45763	69587	715155	0
FFQ	49	99	0	0	164	286	286	278	239	269	320	320	286	370	342	419	423	548	586	550	748	826	734	913	1114	972	1372	1443	1482	1616	2044	2442	2507	2442	3093	3768	4680	3378	4940	6294	7416	8878	11148	12408	14654	31823	45414	70280	713754	0
FFQ	50	22	0	1	173	264	316	308	236	261	291	295	307	407	342	448	433	508	587	548	664	866	786	938	1110	909	1254	1443	1529	1685	1944	2314	2464	2337	3081	3683	4710	3292	4919	6271	7311	8757	10889	12278	14517	32166	45087	70504	714913	0
FFQ	51	28	0	2	195	251	279	257	239	268	298	329	293	367	378	401	430	463	537	529	660	828	716	897	1098	874	1316	1402	1496	1615	1979	2434	2435	2254	2970	3694	4610	3305	4777	6300	7480	8768	11176	12155	14563	31908	44968	70484	715661	0
FFQ	52	31	0	1	187	237	269	218	253	221	279	282	289	368	369	404	410	503	521	502	650	826	656	918	1071	835	1329	1255	1460	1683	1754	2357	2305	2232	2902	3642	4475	3172	4563	6052	7078	8417	10856	11770	14373	31472	44357	70601	719962	0
FFQ	53	29	0	1	175	235	294	301	254	258	334	302	300	357	361	399	420	494	532	569	688	845	737	942	1177	938	1287	1380	1545	1732	1955	2411	2515	2293	3027	3708	4514	3350	4877	6077	7176	8578	11033	12218	14794	31582	44980	71552	714841	0
FFQ	54	0	0	2	183	261	263	275	268	247	298	304	290	355	336	394	404	472	560	524	651	827	728	921	1091	866	1346	1379	1417	1711	2020	2565	2405	2278	2928	3713	4513	3521	4676	6164	7245	8571	11041	12042	14526	31405	44901	73274	714206	0
FFQ	55	315	2	11	193	258	274	253	247	246	326	303	296	334	375	379	432	517	558	541	647	803	707	910	1060	838	1342	1368	1412	1680	1991	2524	2544	2140	2972	3711	4554	3426	4691	6023	7193	8690	11114	12290	14768	31592	45050	73916	712550	0
FFQ	56	3	1	8	176	241	273	250	264	263	301	305	294	360	393	371	442	509	584	564	641	792	718	911	1068	928	1367	1401	1457	1660	2013	2548	2581	2221	3024	3699	4536	3722	4684	6057	7353	8646	11091	12220	14861	31631	45456	75170	710307	0
FFQ	57	124	4	8	183	267	283	284	252	274	296	296	294	357	348	422	456	452	526	533	642	807	746	873	1065	900	1251	1364	1420	1629	1954	2398	2460	2112	2881	3716	4378	3731	4748	5711	7095	8594	10907	12036	14924	30845	45129	74270	714120	0
FFQ	58	5	0	1	184	268	287	243	254	271	279	283	256	368	371	390	422	447	531	561	666	846	713	901	1002	891	1338	1374	1489	1695	1904	2493	2580	2137	2888	3680	4584	3862	4516	5801	7077	8570	10992	12001	14698	30606	44783	77285	711571	0
FFQ	59	1	0	0	189	269	259	273	234	279	320	294	302	338	366	394	415	457	553	553	657	798	758	940	989	921	1350	1361	1456	1690	1892	2527	2559	2107	2893	3701	4488	3935	4752	5925	7081	8452	11022	12058	15222	30601	45294	78563	708876	0
FFQ	60	36	0	3	192	239	272	267	266	264	279	267	327	348	383	346	431	455	532	529	626	792	688	938	998	868	1250	1312	1399	1576	1861	2449	2506	2076	2853	3519	4335	3870	4439	5726	7018	8212	10923	11615	14906	30201	44639	78361	712971	0
FFQ	61	95	1	3	208	294	281	312	330	302	324	332	331	413	435	453	447	554	587	634	752	807	841	1007	1090	982	1382	1474	1648	1756	2088	2734	2672	2303	3149	3874	4652	4290	4546	5912	7382	9020	11269	12506	15561	30882	46004	80429	701015	0
FFQ	62	340	0	0	163	270	268	286	211	246	270	249	264	361	341	346	384	489	508	532	605	823	659	917	959	859	1288	1339	1361	1606	1794	2444	2498	2051	2791	3514	4272	4276	4102	5549	6936	8395	10768	11861	15671	29618	45087	83162	707630	0
FFQ	63	91	0	2	151	256	272	269	229	272	266	284	284	358	365	378	447	505	545	563	655	765	769	898	1025	925	1271	1325	1441	1631	1788	2575	2582	2113	2785	3697	4385	4360	4223	5787	7149	8206	10963	11921	15706	29484	45055	85958	703382	0
FFQ	64	11	0	1	174	265	296	241	267	244	281	278	297	372	356	389	407	487	530	546	636	762	761	837	999	885	1343	1353	1539	1563	1820	2527	2580	2079	2707	3597	4304	4296	4120	5574	7015	8286	10855	11824	15924	29786	44943	88667	701337	0
FFQ	65	3	0	1	177	248	285	252	248	261	283	278	316	382	355	385	393	476	550	588	587	837	714	921	964	951	1300	1366	1445	1638	1826	2440	2568	2105	2778	3573	4325	4606	3966	5496	7073	8249	10760	12096	16262	29145	45311	91051	698526	0
FFQ	66	0	0	2	151	235	243	274	248	233	261	273	295	366	350	402	393	508	551	593	613	788	773	870	917	955	1303	1401	1530	1569	1820	2527	2637	2099	2715	3625	4197	4732	3959	5447	7046	8259	10714	11955	16949	29177	45548	94165	694692	0
FFQ	67	0	0	0	175	258	262	283	236	252	300	271	243	388	335	419	403	498	533	566	589	836	728	800	1026	960	1240	1285	1483	1530	1804	2424	2627	2165	2700	3541	4173	5069	3991	5270	6880	8044	10797	11569	17865	27864	44840	95296	695542	0
FFQ	68	761	0	1	174	259	270	258	245	230	295	292	265	377	355	411	373	545	495	559	572	864	756	841	928	950	1262	1372	1508	1532	1916	2478	2528	2110	2752	3553	4253	5223	3988	5151	6886	8103	10752	11804	18028	27870	45399	98393	690423	0
FFQ	69	60	0	1	179	290	302	279	312	306	316	315	315	382	415	421	492	524	639	605	692	874	817	933	1134	1111	1282	1507	1741	1586	1947	2552	2868	2214	2982	3761	4554	5242	4361	5304	7179	8494	11028	12424	19003	27989	46947	100467	681212	0
FFQ	70	58	0	1	184	248	276	295	292	279	286	304	302	393	340	399	412	557	558	627	636	842	785	886	1015	979	1294	1428	1452	1593	1872	2472	2688	2188	2743	3656	4175	5216	4235	4969	6965	8234	10749	11948	19451	26682	45703	99909	687782	0
FFQ	71	1205	16	12	178	249	294	270	236	265	302	263	311	357	334	391	394	529	553	560	580	821	786	843	1046	976	1244	1445	1483	1556	1814	2457	2554	2198	2681	3560	4267	5051	4382	4596	6941	8133	10576	11916	19713	25577	45090	98266	691086	0
FFQ	72	21	0	1	164	251	304	283	309	282	255	279	294	414	333	372	450	504	538	610	612	782	705	848	978	979	1256	1476	1445	1437	1855	2314	2608	2201	2802	3422	4038	5012	4677	4353	6757	8267	10295	11598	20823	24129	44990	98550	693484	0
FFQ	73	18	0	0	181	249	284	250	270	301	291	287	302	359	334	426	410	525	546	609	601	828	759	862	1095	1054	1225	1454	1467	1519	1851	2381	2658	2194	2720	3422	4237	5190	4757	4275	6647	8340	10414	11756	21173	23892	45636	98975	691333	0
FFQ	74	0	0	1	171	268	278	222	231	243	288	250	272	359	356	401	384	484	512	550	575	755	745	837	1071	978	1188	1474	1404	1507	1901	2279	2606	2137	2714	3409	4077	5081	4780	4088	6659	8445	10548	11556	22081	23087	44413	98255	694437	0
FFQ	75	2	0	2	175	229	285	245	227	276	295	271	290	373	345	391	384	492	511	603	587	777	731	790	1000	1038	1193	1514	1344	1460	1940	2339	2685	2112	2809	3327	4111	5176	5160	3951	6721	8372	10531	11612	22130	22848	45232	99087	692384	0
FFQ	76	0	0	1	164	256	290	259	241	261	316	293	296	442	329	420	379	508	499	606	599	724	769	845	1025	1055	1179	1472	1382	1446	1910	2338	2678	2094	2754	3425	4207	5357	5106	3865	6828	8336	10653	11835	22905	22722	45453	99953	689882	0
FFQ	77	15	0	3	188	242	289	251	223	282	283	257	326	325	332	366	362	515	500	581	610	771	715	823	995	1001	1128	1525	1329	1394	1890	2304	2616	2161	2764	3175	4128	5230	5097	3786	6597	8394	10271	11599	23113	21814	44434	99102	694251	0
FFQ	78	1	0	0	171	279	283	265	280	267	261	294	318	380	350	406	405	523	529	593	613	812	791	853	1015	1073	1230	1540	1410	1461	2011	2305	2656	2165	2823	3287	4101	5204	5192	3852	6813	8494	10330	11732	23595	21675	44935	99788	690996	0
FFQ	79	0	0	0	187	255	312	258	287	255	301	250	325	357	328	417	416	483	535	592	602	780	780	820	1070	1085	1202	1530	1422	1421	2032	2266	2658	2159	2799	3332	4112	5141	5371	3701	6674	8462	10187	11827	24349	21291	45488	100152	690086	0
FFQ	80	1	0	2	190	263	274	244	295	285	302	267	321	359	365	418	385	510	521	596	587	795	850	797	1024	1063	1217	1512	1445	1470	1999	2163	2599	2243	2761	3319	4003	5141	5342	3780	6662	8457	10124	11765	24110	21153	44832	99566	691980	0
FFQ	81	15	0	1	168	245	263	267	252	276	277	290	300	359	328	434	421	504	505	578	624	731	786	861	1033	1112	1077	1436	1388	1406	2110	2134	2679	2246	2773	3278	4082	5195	5218	3560	6549	8322	10238	11489	24165	20927	45114	99573	692767	0
FFQ	82	305	0	1	173	249	276	268	266	248	284	272	344	312	338	438	398	494	526	583	632	778	832	836	1040	1103	1109	1480	1505	1383	2027	2173	2737	2230	2796	3264	4097	5041	5438	3743	6673	8639	10070	11744	24098	20830	45862	99982	690438	0
FFQ	83	2311	0	5	222	343	349	309	323	326	340	310	345	383	387	459	426	499	562	611	658	829	852	880	1055	1121	1087	1497	1453	1427	2092	2130	2584	2210	2802	3282	4090	5036	5187	3840	6629	8257	9997	11899	23785	20568	45027	99096	690474	0
FFQ	84	7	0	1	185	263	291	271	229	243	305	253	328	346	376	446	399	463	501	595	591	804	783	813	1015	1194	1079	1410	1465	1401	2127	2081	2558	2206	2749	3192	4076	5042	5189	3730	6673	8410	10151	11808	24446	20703	45427	100369	691358	0
FFQ	85	11	0	0	180	227	289	241	252	276	271	281	278	340	363	373	377	455	494	550	597	733	837	795	1042	1197	1054	1404	1366	1304	2150	1975	2490	2115	2663	3129	3938	4953	5073	3676	6528	8252	9902	11516	23496	20324	44131	99016	697437	0
FFQ	86	37	0	1	201	228	299	241	253	267	296	230	283	339	392	375	412	492	499	603	572	702	844	792	1088	1083	1040	1415	1484	1335	2077	2035	2650	2178	2645	3019	4035	5089	5284	3593	6610	8507	9810	11703	24452	20447	44823	100899	692692	0
FFQ	87	123	0	1	153	244	273	244	265	272	268	241	291	371	350	375	429	473	500	548	596	742	767	848	1013	1168	1059	1472	1404	1306	2058	2026	2641	2308	2620	3360	3863	4893	5123	3751	6526	8457	9519	11569	23656	20549	44554	100501	694581	0
FFQ	88	0	0	1	177	267	279	296	260	290	284	305	347	361	403	431	407	477	501	589	660	752	918	801	1049	1187	1006	1471	1473	1348	2164	2103	2639	2399	2698	3219	4045	5041	5288	3775	6521	8465	9886	11924	24341	20583	45216	100739	690965	0
FFQ	89	55	0	2	165	251	305	263	256	279	278	261	314	348	367	430	408	468	522	541	626	727	826	812	1020	1210	1046	1448	1478	1342	2183	1981	2639	2353	2641	3156	3902	5043	5135	3798	6566	8518	9708	11930	24402	20415	44793	102110	691029	0
FFQ	90	19	10	11	193	244	339	259	277	282	299	278	327	368	363	435	407	474	523	620	647	711	875	884	991	1191	1069	1438	1501	1406	2120	1987	2714	2438	2708	3272	3975	4932	5279	3962	6735	8582	9631	11966	24392	20475	45707	102926	688105	0
FFQ	91	118	0	1	173	238	311	262	260	276	300	276	357	359	379	439	418	509	569	627	678	809	881	839	1007	1252	1044	1474	1494	1356	2146	2065	2724	2551	2669	3249	4073	4932	5246	3865	6627	8555	9694	11900	24035	20497	45470	102273	689069	0
FFQ	92	43	0	2	207	239	267	241	244	264	290	295	323	337	348	372	378	496	485	569	649	727	838	813	994	1183	1034	1403	1440	1338	2053	1961	2550	2433	2545	3368	3833	4808	5117	3802	6529	8512	9669	11888	23903	19915	44408	102009	693223	0
FFQ	93	4	0	1	186	272	287	253	239	269	281	288	351	351	378	433	417	534	537	537	635	726	895	866	1010	1261	1076	1414	1487	1460	2046	2000	2627	2452	2569	3459	3909	4929	5181	4143	6677	8560	9664	12230	24379	20195	45471	104999	686402	0
FFQ	94	18	0	1	181	259	290	271	246	299	323	285	356	313	364	423	403	471	526	610	654	692	818	800	1023	1254	1089	1411	1500	1440	2173	2069	2698	2545	2555	3365	3800	4793	5224	4133	6684	8749	9472	12107	23693	20515	45506	104791	687145	0
FFQ	95	1	0	1	196	265	285	280	282	313	295	265	330	343	342	412	423	492	540	602	669	728	925	834	1012	1303	1056	1431	1545	1369	2017	2082	2675	2557	2563	3422	3875	4867	5180	4180	6869	8783	9536	12544	23888	20267	46533	106280	683679	0
FFQ	96	216	0	1	195	216	260	272	256	288	304	266	307	300	368	428	427	439	559	535	662	702	866	804	955	1212	1061	1388	1482	1307	2018	2051	2588	2586	2413	3333	3816	4703	5229	3950	6631	8589	9464	12476	24270	20146	45622	106516	685855	0
FFQ	97	3	0	2	149	243	280	275	237	257	270	294	279	320	352	398	350	413	502	582	651	639	798	786	917	1151	1078	1434	1518	1340	1984	1998	2584	2656	2284	3399	3702	4661	5262	3948	6493	8407	9281	12358	23901	20002	45151	107134	687604	0
FFQ	98	27	0	4	179	262	277	250	256	286	254	272	333	320	346	414	406	461	535	589	626	673	834	763	811	1159	1120	1390	1475	1359	2011	2039	2537	2725	2420	3389	3620	4827	5359	4415	6509	8596	9249	12591	23482	20390	49552	108468	680458	0
FFQ	99	2	0	0	185	230	277	257	240	271	258	283	330	322	387	406	379	432	536	500	663	658	851	780	929	1211	1117	1313	1505	1351	1959	1987	2560	2668	2291	3405	3722	4554	5197	4299	6436	8556	9025	12510	23568	19831	44745	109538	685780	0
FFQ	100	0	0	2	173	248	278	285	257	261	262	299	326	323	380	405	390	475	541	598	642	653	896	778	912	1217	1166	1304	1470	1408	1970	1961	2542	2658	2455	3386	3675	4741	5250	4361	6621	8476	9233	12538	23531	20259	45821	110305	682536	0
