FFQ	11	6	0	14	765	1147	1060	973	1142	988	1216	1083	1276	1294	1604	2151	3682	3587	3952	3904	5050	5169	5266	7124	7230	6471	9377	9500	10783	12498	13587	16344	16701	16705	20156	22859	32670	30327	26311	45039	47763	61356	72009	88789	100944	199618	336630	1062791	3229891	0
FFQ	12	121	0	3	831	1077	999	1048	1058	900	1090	1145	1237	1325	1542	2221	3536	3452	4114	4031	4952	5256	5208	6986	7305	6296	8971	9678	10512	12022	13567	16318	16089	17469	19288	23363	32558	29443	25312	46445	46092	60745	70366	89926	100195	194292	340886	1062681	3236851	0
FFQ	13	134	0	17	885	1158	1107	1079	1140	1020	1138	1208	1374	1321	1655	2279	3685	3638	4121	3955	5140	5367	5313	7129	7272	6654	9127	9943	10841	12485	13546	16686	16448	18080	19755	23726	32733	30159	24739	48691	46281	61171	72363	91522	100648	195378	344857	1065959	3215875	0
FFQ	14	3	0	9	865	1126	1104	1121	1094	994	1175	1174	1310	1315	1626	2324	3472	3490	4117	3863	4898	5155	5375	6963	6999	6314	9115	9540	10678	12078	13208	16025	15898	18454	18266	24054	32718	28806	22917	49859	44610	59614	72848	90802	99877	191086	348183	1070098	3224182	0
FFQ	15	0	0	6	838	1124	1116	1142	1177	984	1135	1157	1384	1274	1654	2279	3424	3247	3967	3844	4891	5021	5232	6923	6876	6268	8901	9421	10475	11953	12666	15987	15277	18513	17637	24159	31862	28028	21637	49581	43590	58394	71868	90561	98947	186663	346901	1063424	3247394	0
FFQ	16	1	0	11	1362	2173	2176	1917	2021	1993	2090	2085	2442	2516	2979	2924	3411	3538	4387	4529	4894	5488	6315	6546	7843	8356	9203	10228	11482	13292	14494	15624	18203	19470	20474	26883	32828	24403	39015	43608	50002	57178	68377	94846	104250	185783	271968	465851	3869343	0
FFQ	17	0	0	9	1357	2209	2135	1968	2042	2014	2172	2228	2486	2494	3062	2965	3338	3569	4445	4446	4847	5510	6318	6725	7925	8197	9131	10052	11721	13343	14575	15885	18312	19449	20437	27084	33360	24613	39523	43851	50060	57573	68544	96477	105160	186601	273232	468192	3859166	0
FFQ	18	0	0	10	1415	2130	2206	1871	1988	2006	2192	2155	2460	2463	2966	3049	3423	3517	4282	4205	4759	5246	6004	6523	7382	7900	9151	9926	11025	13086	13930	15222	17871	18924	19797	26234	32572	23372	37824	43093	48624	55993	66962	94629	102571	184268	269793	465178	3888605	0
FFQ	19	582	0	7	1295	2049	2018	1877	1909	1841	2038	1962	2370	2281	2715	2896	3138	3215	4139	4056	4600	5145	5753	6482	7270	7837	8785	9654	10311	12828	13457	14808	17051	18724	19291	25891	32267	22573	36779	42979	47022	55131	65939	95256	101706	183201	267006	467719	3902949	0
FFQ	20	10207	0	19	1334	2001	2117	1919	1951	1982	2156	2169	2426	2508	2904	2843	3323	3332	4044	4329	4596	5246	5933	6377	7527	8058	9033	9873	10631	13155	14006	14905	17987	19108	20045	26501	32490	23625	37698	42548	48559	56172	67776	95080	103230	184613	268859	466454	3877153	0
FFQ	21	24	0	11	1355	2090	2096	1878	2020	2070	2210	2169	2414	2537	2879	3051	3418	3535	4194	4471	4602	5688	5791	6861	7554	8119	9113	10130	10869	13456	14233	15322	17858	19246	19906	26040	32879	23835	37944	42384	48823	56406	67753	94489	102928	184524	269221	466914	3883492	0
FFQ	22	151	0	8	1331	2153	2031	1898	1890	1915	2084	2074	2340	2416	2734	2856	3201	3406	3929	4148	4496	5189	5717	6363	7243	7864	8756	9627	10219	12809	13405	14468	17222	18615	19165	25500	31694	22635	36431	41895	47194	54715	65837	93979	101097	181056	265412	464677	3914957	0
FFQ	23	119	0	7	1293	2114	2092	1978	1861	2043	2147	2139	2397	2403	2830	3074	3340	3376	4080	4321	4569	5494	5777	6605	7334	7892	9000	10112	10482	13074	13729	14730	17469	18677	19421	25843	32086	22961	37097	41952	47715	55285	66330	93782	102250	183406	266858	467513	3899745	0
FFQ	24	0	0	10	1371	2127	2118	1928	1941	2047	2164	2136	2332	2404	2845	3026	3295	3439	4127	4307	4761	5425	5809	6760	7496	8130	9078	10144	10446	13249	13865	15077	17410	19174	19888	26347	32789	23492	37340	42746	48185	56195	67194	93958	102645	184609	269458	468632	3886883	0
FFQ	25	1	0	11	1306	2068	2066	2000	1963	1984	2179	2127	2463	2482	2894	2988	3235	3543	4083	4407	4710	5466	5908	6474	7508	8033	9092	10024	10726	13449	13897	15027	17551	19343	20092	26547	32920	23618	37738	43167	48210	56617	68418	95476	103313	186607	269972	469815	3877284	0
FFQ	26	4	0	13	1293	1906	2037	1829	1889	1859	2068	2015	2279	2298	2684	2750	3083	3497	3839	4135	4426	5278	5469	6255	7101	7701	8604	9598	9877	12624	13360	14365	16518	18767	19176	25270	31667	22298	35826	42244	45810	54351	65555	93274	101092	181440	264668	464897	3921813	0
FFQ	27	0	0	7	1272	1830	2006	1810	1825	1893	2025	2016	2337	2347	2679	2742	3074	3312	3947	4070	4404	5238	5433	6306	7199	7670	8820	9657	10038	12553	13316	14524	16695	18711	19376	25528	31393	22699	36164	41501	46601	55914	66952	92444	102112	182889	265887	466307	3913279	0
FFQ	28	331	0	7	1425	2026	2046	1904	1926	2063	2122	2142	2365	2398	2863	2913	3240	3438	4034	4368	4597	5422	5767	6751	7540	8037	9190	9960	10774	12967	13902	15019	17081	19501	19934	26480	32626	23653	37062	42666	47986	57072	68843	92221	103952	183418	268304	468985	3887481	0
FFQ	29	3	0	12	1362	2032	2003	1877	1884	1885	2074	2076	2301	2361	2638	2790	3134	3340	3896	4241	4464	5254	5603	6234	7135	7737	8765	9781	10160	12292	13440	14457	16779	18538	19518	25166	31853	22390	35368	42093	46265	55978	67229	90224	102029	181821	264142	466198	3917978	0
FFQ	30	111	0	13	1261	1930	1983	1833	1829	1814	2066	1986	2261	2320	2576	2847	3131	3390	3790	4262	4429	5272	5334	6295	7247	7494	8940	9713	10258	12300	13318	14216	16750	18600	19520	25564	31671	23152	35337	41821	46444	56205	68206	88488	102000	181674	265900	465380	3917869	0
FFQ	31	873	0	9	1369	2105	2111	1920	1955	1961	2144	2142	2443	2428	2728	3009	3206	3472	4024	4340	4563	5431	5765	6553	7427	7738	9052	9734	11045	12447	14034	14940	17289	19243	20241	25762	32103	23647	36283	42841	47122	57953	69303	89253	103835	182639	267958	467421	3894936	0
FFQ	32	25	0	8	1300	1937	2071	1787	1847	1859	2014	2053	2211	2277	2661	2814	3061	3160	3771	4005	4249	5063	5304	5964	7226	7183	8859	9234	10469	11487	13266	14144	16268	17992	19522	24403	31218	22791	34394	42839	44202	57041	68240	85163	102052	179256	262350	464556	3935200	0
FFQ	33	134	0	5	1265	1959	1915	1880	1737	1843	1924	2145	2163	2255	2586	2855	3064	3282	3713	4104	4445	5145	5453	6197	7508	7337	9169	9299	11029	11300	13662	14547	16730	18160	20142	24875	31658	24161	34629	43183	45065	58588	70730	82900	103446	180146	265136	466559	3918764	0
FFQ	34	36	0	11	1338	2091	2142	1917	1963	1977	2100	2217	2321	2466	2630	2849	3264	3499	3899	4297	4654	5540	5724	6480	7656	7628	9348	9669	11735	11931	13953	14868	17335	18952	21091	25844	32126	24965	35918	44533	46344	60088	72578	84372	104638	182461	268470	468101	3890770	0
FFQ	35	3	0	7	1317	2055	1967	1891	1914	1948	2033	2205	2242	2395	2712	2945	3120	3455	3924	4514	4569	5492	5853	6425	7731	7358	9418	9787	11314	11664	13991	14961	17396	18848	20813	25406	32074	25525	35901	44297	46130	60676	72741	82981	105201	181727	268255	468840	3892765	0
FFQ	36	4	0	6	1460	2103	2100	1990	1929	2011	2100	2352	2356	2585	2708	3021	3229	3670	3987	4570	5034	5625	5911	6552	7885	7829	9621	9771	11751	11958	14161	15445	17577	19111	21177	25670	32227	25910	36093	44871	46815	60670	73394	83366	104924	183066	269108	467054	3884029	0
FFQ	37	6	0	11	1268	1902	2066	1877	1781	1845	1960	2197	2272	2338	2582	2730	2895	3362	3634	4156	4457	5146	5633	6073	7414	7070	8909	9182	11233	11191	13452	14447	16308	18140	20144	24548	30919	24577	33879	43569	44224	58728	70963	80422	102307	178829	263713	464802	3929624	0
FFQ	38	14	0	13	1339	1873	1956	1847	1806	1832	1987	2131	2157	2326	2631	2827	2932	3393	3620	4184	4569	5059	5482	6143	7542	7111	9075	9056	11100	11261	13379	14409	16340	18523	20208	24359	30630	24788	33304	43499	44025	58020	71538	79742	101518	179220	262288	461136	3936591	0
FFQ	39	0	0	11	1263	2053	2009	1913	1857	1984	1942	2187	2267	2368	2640	2896	3122	3467	3734	4171	4563	5357	5502	6155	7536	7309	9159	9509	11409	11302	13565	15013	16550	18867	20997	24906	31130	25525	34327	43312	45064	59269	72185	80983	102381	180143	264528	462944	3919401	0
FFQ	40	414	0	3	1378	2067	1978	1946	1941	1826	2023	2226	2336	2501	2619	2958	3114	3564	3902	4212	4727	5359	5751	6435	7816	7339	9512	9328	11450	11564	13740	15040	16789	18739	20608	25148	31252	26365	34611	43451	46008	58728	73204	81644	102285	180620	264849	464503	3910900	0
FFQ	41	29	0	8	1331	2023	2000	1940	1833	1892	2011	2118	2225	2558	2598	2805	3113	3577	3735	4177	4626	5370	5579	6092	7619	7478	9238	9598	11456	11414	13654	15020	16472	18631	20503	24843	30516	25992	33812	42989	46375	58447	73106	80587	100274	180506	264819	461288	3922493	0
FFQ	42	10	0	7	1217	1887	1916	1891	1824	1812	2009	2172	2127	2383	2477	2818	2990	3413	3646	4115	4707	5321	5493	6167	7545	7111	9115	9530	11507	11529	13553	15290	16245	19123	20474	24846	30579	26826	33884	42824	46794	58558	74162	81436	99965	180809	265719	462835	3918109	0
FFQ	43	118	0	5	1352	2059	2082	1901	1887	1894	2063	2167	2308	2584	2628	2997	3088	3674	3811	4405	4771	5567	5821	6644	7743	7599	9461	9994	11960	11726	13905	15875	17029	19697	21369	25451	31341	27779	34643	42611	48276	58388	74777	82310	100768	182688	266239	462771	3900541	0
FFQ	44	358	0	14	1231	1903	1956	1867	1721	1819	1916	2146	2165	2585	2367	2859	2984	3444	3588	3897	4639	5296	5378	6187	7574	7126	8948	9441	11130	11146	12970	15221	15997	18862	20165	24488	29746	26770	32596	41557	47079	55568	73465	79315	97032	180164	261648	458111	3942323	0
FFQ	45	246	0	14	1330	2106	2082	1973	1895	1906	2112	2269	2242	2671	2807	3039	3308	3809	3815	4463	5018	5695	5853	6661	7998	7865	9459	10142	12046	12088	13768	16554	17006	20237	21067	26028	31087	28772	34817	42373	50203	58003	76297	82907	99645	184339	268350	461849	3890537	0
FFQ	46	0	0	10	1196	1887	1803	1857	1790	1761	1884	2117	2000	2404	2320	2827	3009	3545	3484	4023	4527	5250	5233	6196	7474	7114	8713	9570	11544	11279	12734	15697	15506	19603	20158	24434	29455	27120	32198	40935	48080	54955	74487	79273	95578	180171	262996	458518	3942033	0
FFQ	47	10	0	9	1259	1987	1947	1836	1746	1792	1903	2222	2106	2559	2449	2890	3102	3547	3561	4155	4794	5396	5490	6295	7567	7324	9010	9749	11370	11542	12951	15949	16158	19927	20100	24561	30003	27654	33487	40571	48251	55466	74374	80225	96093	180558	264653	459017	3931126	0
FFQ	48	128	0	7	1280	1935	1996	1846	1779	1833	2031	2294	1996	2578	2397	2953	3023	3568	3491	4073	4749	5410	5536	6449	7441	7196	9143	9415	11565	11541	13015	16158	16265	19508	20136	24614	30033	27746	33022	40927	48836	55001	74363	79800	95425	180685	264196	460051	3931305	0
FFQ	49	632	0	10	1263	1860	2008	1815	1861	1802	2066	2252	2120	2616	2516	2996	3189	3633	3768	4322	4732	5547	5485	6460	7377	7318	9410	9725	11737	11884	12996	16220	16246	19267	20069	24927	29807	28302	34181	39932	48813	55710	75227	80664	95917	179774	264025	459085	3927170	0
FFQ	50	103	0	11	1253	1961	2001	1926	1772	1828	2094	2201	2088	2509	2428	2895	3105	3684	3701	4133	4778	5437	5591	6381	7360	7251	9159	9361	11467	11568	13131	16195	16299	19174	19945	24494	29295	27732	33178	39921	48431	55055	74433	79121	94453	179877	263087	459016	3937851	0
FFQ	51	149	0	15	1261	1904	1860	1870	1768	1739	1993	2197	2094	2512	2485	2854	3045	3556	3613	4224	4499	5480	5368	6323	7316	6970	9115	9342	11053	11676	12750	16084	16198	19097	19942	24072	29495	28046	32562	39229	47980	54426	75385	78647	93562	179079	261876	460457	3943558	0
FFQ	52	170	0	7	1172	1808	1801	1816	1676	1629	1894	2117	1966	2356	2273	2772	2878	3333	3520	3926	4531	5160	5101	6226	7073	6571	9034	8963	10699	11767	12469	15548	15599	18161	18898	23339	28538	27356	31948	37935	46787	53261	73875	77318	92184	175909	259720	459590	3968050	0
FFQ	53	240	0	13	1289	1970	1955	1900	1825	1700	2027	2165	2177	2611	2475	2935	3053	3474	3865	4192	4736	5361	5461	6544	7264	7079	9561	9426	11331	12152	13194	16494	16985	18513	19831	24327	29823	28538	33515	38727	48101	54786	75858	79058	94733	179036	262931	463536	3931953	0
FFQ	54	2	0	11	1220	1864	1944	1855	1769	1690	2062	2072	2102	2495	2575	2812	3031	3460	3584	3985	4704	5293	5408	6500	7143	6847	9388	9180	10768	12292	12843	16343	16727	18181	19305	24140	29181	28508	33145	38465	47069	54632	75146	78576	93367	177383	263390	467461	3938802	0
FFQ	55	1812	3	65	1261	1897	1963	1840	1776	1734	2039	2139	2173	2468	2617	2902	3147	3474	3724	4104	4715	5591	5464	6526	7184	7065	9624	9155	10884	12611	12847	16904	17389	18236	19622	24335	29387	28923	33551	38797	47873	54279	76482	79429	94627	178825	264860	472349	3920047	0
FFQ	56	42	2	51	1318	1989	1992	1919	1875	1781	2107	2169	2259	2489	2610	2949	3092	3549	3871	4274	4677	5793	5677	6602	7322	7054	10003	9464	11242	12942	13415	17307	18139	18252	19829	25217	30010	29986	34856	39253	48740	55690	78130	80475	96626	180925	269732	480167	3890854	0
FFQ	57	727	12	30	1240	1841	1941	1953	1790	1756	2095	2047	2263	2499	2591	2914	3162	3421	3860	4222	4809	5441	5469	6575	7341	6863	9730	9081	10675	12876	12980	17205	17688	17832	19362	24453	29428	29521	34292	37464	47349	55538	76433	79590	95042	176107	266588	478387	3914230	0
FFQ	58	20	0	10	1214	1977	1967	1938	1797	1818	2049	2108	2188	2440	2664	2845	3060	3456	3915	4137	4749	5718	5404	6459	7264	6945	9850	9061	10680	12858	13149	16963	17667	17700	19121	24222	29072	29673	34042	37587	47031	54942	76861	79180	95039	176063	267093	485909	3908802	0
FFQ	59	5	0	17	1236	1961	1953	1926	1948	1854	2055	2058	2225	2522	2700	2883	3179	3441	3904	4187	4781	5653	5710	6712	7195	6963	10089	9406	10847	13160	13147	17109	18137	18127	19542	24340	29126	30263	34449	37950	47414	55175	77276	79603	96679	176120	267633	490397	3895646	0
FFQ	60	176	0	7	1234	1779	1911	1810	1818	1811	1962	2076	2076	2411	2511	2806	3018	3257	3737	4133	4600	5560	5340	6494	7134	6776	9787	8831	10573	12676	12633	17061	17398	17234	18626	24014	28729	29916	32703	36704	46670	53376	75750	78247	95099	174400	266145	492524	3915170	0
FFQ	61	497	0	9	1392	2261	2174	2133	2159	2041	2451	2310	2489	2671	2910	3158	3476	3836	4346	4552	5158	6208	6148	7272	7883	7977	10643	10051	11699	13802	14274	18399	19357	19148	20546	26258	31204	31954	36953	40350	49624	57671	79177	83792	102043	180534	274585	504424	3826698	0
FFQ	62	2120	0	11	1212	1880	1932	1806	1791	1679	2076	2002	2073	2373	2581	2766	2895	3377	3737	4114	4503	5518	5283	6384	7097	7125	9614	8843	10431	12581	12725	16972	17541	17889	18413	24105	28147	31001	32349	37571	46443	52967	76077	77520	98383	172710	267785	516755	3885538	0
FFQ	63	462	0	5	1232	1845	1906	1906	1831	1781	2025	2126	2257	2544	2542	2884	2915	3508	3849	4235	4572	5594	5476	6376	7142	7261	9731	8948	10488	12647	12646	17183	17706	17932	18502	24165	28091	31480	31813	37562	46359	53133	75705	78322	98790	172854	267922	525303	3875133	0
FFQ	64	95	0	9	1208	1875	1853	1812	1852	1779	2108	2006	2117	2562	2541	2894	2940	3462	3746	4258	4514	5603	5360	6263	7045	7188	9636	8876	10363	12618	12709	17108	17290	17950	17898	24244	27775	31663	31556	37585	46232	52797	75884	77994	99341	172595	267184	535252	3869047	0
FFQ	65	3	0	7	1199	1882	1881	1868	1791	1796	1978	2057	2185	2580	2600	2888	2869	3528	3637	4061	4510	5664	5519	6404	7112	7403	9529	9008	10270	12880	12884	17204	17678	18031	18008	24161	27589	32495	31747	38237	45625	52687	75552	78483	101481	172557	268585	546178	3852391	0
FFQ	66	2	0	4	1210	1858	1900	1918	1787	1884	1955	2023	2163	2727	2555	2853	2975	3623	3717	4323	4427	5699	5614	6369	7244	7838	9643	9143	10644	12863	13126	17295	17937	18735	18281	24690	27815	33280	31853	38393	46847	53258	76570	78843	104382	173800	269960	561869	3822785	0
FFQ	67	3	0	10	1184	1836	1943	1911	1797	1767	1987	2005	2188	2619	2514	2809	2840	3588	3612	4126	4372	5491	5557	6047	7248	7646	9269	9076	10203	12514	12616	17043	17549	18150	17195	23753	26971	33135	31408	37100	45416	51306	74405	77571	105085	168465	267235	567346	3840767	0
FFQ	68	4446	0	11	1252	1830	1893	1898	1808	1900	2018	1974	2173	2661	2481	2927	3013	3854	3675	4330	4547	5812	5747	6149	7261	7974	9382	9276	10357	12719	13271	17497	18212	18762	17848	24589	27677	34100	32048	38232	46609	52757	75847	79154	108216	169983	271373	578120	3801013	0
FFQ	69	343	0	9	1412	2060	2210	2178	2041	2085	2281	2287	2358	3055	2864	3197	3347	4090	4257	4643	4865	6387	6290	6868	8011	8649	10293	10230	11136	13551	14116	18192	19441	19829	19180	25469	29173	35733	34634	39626	48447	55904	77344	82376	113512	173260	276875	589411	3745149	0
FFQ	70	244	0	8	1254	1927	2097	1907	1887	1961	2146	2082	2268	2730	2649	2896	2987	3748	3930	4351	4468	5902	5886	6352	7355	7832	9488	9680	10149	12697	13326	17327	18327	18825	17957	23767	27702	34322	32848	37292	46291	52923	74958	79155	112190	165946	270818	585266	3798545	0
FFQ	71	6673	56	65	1256	1989	2038	1933	1842	1889	2177	2030	2301	2690	2542	2830	3084	3696	3773	4265	4414	5745	5813	6382	7246	7799	9338	9582	10022	12483	13297	16841	18150	18382	17843	23285	26752	34210	32929	36305	45461	52695	73153	77314	113029	161682	267789	579580	3814013	0
FFQ	72	126	0	8	1358	2038	2312	2059	2005	1944	2217	2174	2502	2818	2577	2952	3036	3746	3769	4299	4455	5823	5699	6229	7462	7790	9343	10225	9779	12329	13195	16935	18423	18630	18612	23080	26963	34310	33792	35390	45231	53516	72761	77687	118368	156834	271146	580759	3811953	0
FFQ	73	85	0	12	1258	1942	2008	1928	1846	1805	2133	1966	2394	2751	2415	2816	2921	3636	3723	4393	4314	5705	5557	6318	7315	7800	9353	10234	9609	12251	13400	16522	18585	18360	18464	22789	26814	34493	34020	34957	45476	53749	73092	77788	120291	154909	269287	581441	3815730	0
FFQ	74	0	0	11	1175	1799	1987	1856	1810	1837	1996	1819	2240	2618	2398	2860	2913	3616	3655	4222	4242	5536	5702	6007	7359	7567	8989	10232	9096	12030	13541	16437	18186	18173	18443	22195	26212	33935	34199	34087	44862	53471	72286	76543	121148	151718	265511	578204	3833931	0
FFQ	75	0	0	10	1224	1892	1991	1862	1793	1882	2033	1990	2361	2630	2444	2889	2933	3688	3593	4241	4218	5583	5704	6164	7413	7704	9177	10543	9203	12272	13783	16330	18349	18019	18794	22798	27051	34491	34935	34045	45235	54394	72316	78054	123859	151586	269599	583088	3814488	0
FFQ	76	3	0	10	1254	1950	2035	1935	1908	1849	2064	1962	2373	2636	2518	2947	3053	3718	3927	4396	4431	5690	5987	6213	7697	7802	9466	10881	9479	12375	13743	16557	18813	18659	19125	22943	27700	35000	35696	34577	45745	54984	72804	78652	127609	151596	272231	587761	3793897	0
FFQ	77	55	0	4	1225	1864	2058	1853	1785	1849	2060	1890	2313	2659	2437	2799	2944	3530	3651	4434	4222	5665	5816	6223	7444	7610	8842	10867	9120	11899	13699	15805	18555	17969	19051	22131	26365	34451	35315	33393	44244	54499	71407	77485	127312	147445	267636	584760	3820009	0
FFQ	78	1	0	14	1273	1968	2153	1849	1861	1870	2099	1963	2454	2608	2462	3087	2913	3642	3717	4445	4384	5656	5918	6238	7529	7855	9017	10989	9054	12021	14204	16062	18747	18398	19112	22147	26990	33836	35786	33464	44796	55002	70934	77576	129782	145608	267563	584943	3814656	0
FFQ	79	1	0	13	1244	1935	2104	1908	1847	1865	2077	1954	2407	2574	2475	2853	2965	3597	3783	4433	4405	5636	5848	6344	7425	8183	8969	11040	9417	11817	14250	15919	18947	18064	19410	22213	26974	34415	36140	33155	45103	55185	70910	77851	132002	143706	268888	585742	3810648	0
FFQ	80	4	0	13	1259	1942	2069	1831	1807	1842	2022	1892	2375	2587	2474	2875	2980	3538	3698	4374	4367	5571	5906	6151	7444	7841	8739	10794	9014	11779	14078	15655	18825	18293	19571	21822	26654	34086	35930	32658	44246	55078	69906	77263	130925	142181	267314	585907	3821060	0
FFQ	81	78	0	9	1262	1975	2047	1899	1865	1908	2088	1895	2405	2614	2450	2858	2964	3553	3781	4380	4432	5293	5857	6146	7294	8062	8746	10742	9455	11752	14649	15749	18923	18071	19492	22135	26546	34168	36047	32632	44588	56181	69847	78052	132251	141939	267550	588823	3813181	0
FFQ	82	1820	0	11	1352	1953	2073	1972	1897	1932	2142	1867	2394	2608	2599	2997	3239	3661	3877	4598	4551	5621	6145	6325	7590	8301	8796	11087	9705	11959	14967	15580	19421	18476	20212	22712	27151	34810	37002	33528	46021	57125	70882	79294	134812	142624	273333	593149	3784460	0
FFQ	83	12786	9	22	1611	2381	2531	2315	2260	2182	2343	2146	2641	2866	2834	3051	3362	3716	4004	4683	4733	5705	6069	6368	7610	8454	8985	11048	9504	11875	14897	15410	19035	18429	20077	22093	26544	33747	35994	33225	44486	56366	69618	78599	132873	139722	268767	589351	3791304	0
FFQ	84	45	0	8	1260	1872	2111	1811	1901	1981	2114	1985	2497	2590	2513	2926	3059	3525	3839	4482	4429	5473	6024	6250	7533	8312	8681	10942	9738	11462	14839	15066	18845	18505	19967	22179	26471	33651	36445	33358	44905	57006	69710	78523	135431	140706	271472	596931	3795257	0
FFQ	85	75	0	9	1179	1849	1930	1811	1730	1927	1908	1836	2319	2465	2323	2763	3033	3378	3564	4279	4500	5217	5787	6174	7307	8116	8427	10652	9210	11387	14549	14580	18721	17887	19529	21640	25549	33859	35102	32377	43822	55739	67950	77079	133147	137089	265359	593074	3826421	0
FFQ	86	165	0	9	1248	1831	2037	1815	1849	1951	2003	1985	2344	2463	2460	2823	2997	3509	3698	4316	4559	5268	5940	6328	7420	8507	8535	11086	9767	11307	14812	14647	18753	18122	19885	22182	25625	33518	36025	32753	44710	56782	68374	78240	134586	138367	267750	596957	3808317	0
