LFQ	18	0	0	0	2	3	0	0	0	0	1	0	1	0	1	1	2	3	3	2	2	2	2	1	3	3	2	5	5	6	5	2	6	9	5	12	16	13	19	26	34	32	68	89	146	88	0
LFQ	19	0	0	0	0	0	0	0	0	1	1	1	0	2	1	1	3	2	3	2	2	1	1	6	6	3	9	3	6	7	5	5	5	12	9	12	16	17	17	22	24	34	76	82	146	77	0
LFQ	20	0	0	0	0	0	1	1	0	0	0	0	2	0	1	1	2	2	5	2	4	0	5	3	3	5	4	4	4	7	4	8	13	2	10	8	9	12	13	28	28	30	76	97	139	87	0
LFQ	21	0	0	0	2	2	3	0	1	0	3	0	0	1	1	3	0	3	1	2	2	1	3	6	4	5	9	0	4	7	3	7	10	7	15	8	15	17	15	17	27	36	67	69	162	82	0
LFQ	22	0	0	0	1	1	2	1	3	0	0	0	1	1	2	0	1	0	1	3	4	3	0	1	3	3	5	1	4	4	13	6	2	9	6	6	17	16	10	26	34	24	81	97	148	80	0
LFQ	23	0	0	0	0	1	1	0	0	0	0	2	1	1	1	4	2	1	3	5	6	1	2	6	2	9	3	2	6	7	3	8	5	11	12	10	12	11	7	24	33	26	69	87	148	88	0
LFQ	24	0	0	0	0	1	1	1	3	0	1	0	3	1	1	2	1	0	1	2	2	0	4	4	3	7	3	7	4	7	8	4	11	4	5	20	16	18	19	16	21	26	64	85	146	98	0
LFQ	25	0	0	0	0	0	0	1	0	1	1	2	0	3	1	1	3	1	3	3	2	4	1	1	4	4	5	7	6	7	5	6	9	8	10	13	17	19	13	27	26	30	55	90	145	86	0
LFQ	26	0	0	0	0	1	0	0	0	4	0	0	0	1	0	0	0	2	1	4	3	2	2	3	5	3	6	9	5	7	4	9	14	15	8	8	15	13	6	31	29	36	56	68	147	103	0
LFQ	27	0	0	0	0	0	1	0	2	0	1	2	3	0	0	2	0	2	4	1	2	1	2	11	5	8	5	4	7	5	6	6	14	5	14	13	14	10	13	20	31	22	56	89	149	90	0
LFQ	28	0	0	0	0	0	1	0	1	1	0	2	1	2	0	0	0	1	2	1	5	4	1	4	6	4	6	6	8	7	4	9	6	10	10	9	16	14	18	19	28	24	37	86	164	103	0
LFQ	29	1	0	0	0	1	1	1	1	3	2	0	1	1	0	0	2	1	2	1	3	3	3	2	4	3	6	3	4	4	4	6	12	9	10	13	14	19	8	26	29	31	60	92	149	85	0
LFQ	30	0	0	0	0	1	0	0	1	0	0	2	0	2	3	3	1	1	0	1	3	5	2	1	7	9	8	3	3	4	4	5	8	9	9	7	12	23	17	27	22	22	48	104	133	110	0
LFQ	31	1	0	0	0	1	2	1	0	1	1	0	2	2	0	0	2	4	3	1	3	4	4	4	2	3	4	2	7	6	4	3	6	5	7	15	14	11	14	26	21	28	51	89	166	100	0
LFQ	32	0	0	0	0	1	1	0	0	2	1	3	1	0	0	2	0	1	3	1	2	5	1	0	3	6	6	3	7	3	10	9	10	11	3	10	15	15	12	28	22	26	44	64	183	106	0
LFQ	33	0	0	0	2	0	1	1	1	1	0	0	1	2	1	3	3	0	3	2	3	2	3	4	5	2	5	5	5	5	3	7	8	10	6	13	8	22	15	21	28	25	46	88	150	110	0
LFQ	34	0	0	0	1	2	0	2	2	0	2	0	0	0	2	0	0	3	2	1	3	1	2	2	6	4	6	8	3	4	4	4	11	8	9	10	10	10	22	16	26	29	60	88	158	99	0
LFQ	35	0	0	0	0	4	3	1	1	0	2	4	1	1	0	1	1	0	2	2	2	3	4	5	1	4	7	4	9	6	7	7	13	5	10	17	5	18	20	21	24	21	41	76	165	102	0
LFQ	36	0	0	0	0	1	2	1	1	2	0	1	2	0	2	0	1	2	1	2	1	3	5	3	4	3	7	2	7	9	6	8	9	9	7	12	8	16	19	24	29	29	52	78	153	99	0
LFQ	37	0	0	0	0	1	0	0	4	1	0	3	0	1	1	3	3	0	1	2	3	1	1	3	8	10	7	5	3	3	3	11	9	12	11	7	18	16	18	19	30	20	38	80	148	116	0
LFQ	38	0	0	0	0	1	1	3	3	0	1	0	2	2	3	0	3	1	2	6	2	2	7	3	3	4	5	3	4	6	8	6	6	12	6	14	18	15	12	18	28	25	47	92	140	106	0
LFQ	39	0	0	0	0	1	0	0	0	2	2	2	4	1	0	0	0	4	1	3	3	3	4	6	6	7	8	2	9	5	10	9	6	7	13	19	10	17	17	21	25	25	35	80	153	100	0
LFQ	40	0	0	0	1	3	3	2	1	2	0	1	3	2	1	2	2	4	4	0	3	4	5	4	2	2	2	7	6	8	7	8	9	8	21	10	13	12	19	17	29	22	40	75	147	109	0
LFQ	41	0	0	0	1	0	0	0	1	2	0	1	5	3	3	3	3	0	4	1	5	3	3	5	4	6	3	7	5	15	4	8	8	7	7	7	14	13	11	13	20	28	49	88	149	111	0
LFQ	42	0	0	0	3	1	2	1	2	0	1	3	1	0	1	0	3	0	1	0	2	6	2	5	5	3	5	5	3	5	5	5	10	9	7	10	8	11	20	23	29	27	37	79	176	104	0
LFQ	43	0	0	0	2	0	2	3	2	1	0	0	1	0	0	0	2	1	0	3	5	2	2	1	4	5	5	4	9	5	6	6	11	9	7	15	17	16	20	18	31	27	42	90	136	110	0
LFQ	44	0	0	0	1	0	2	0	3	1	0	2	0	1	2	2	2	0	2	3	4	6	3	1	7	7	2	2	5	8	7	8	8	13	10	9	21	17	12	17	22	24	40	68	153	125	0
LFQ	45	0	0	0	1	0	1	2	0	4	1	2	1	0	0	4	4	2	1	3	4	2	5	3	9	6	3	6	10	6	6	12	9	8	8	16	20	15	22	16	25	30	26	78	134	115	0
LFQ	46	0	0	0	1	2	1	0	3	0	1	2	3	2	1	4	0	3	1	2	3	6	4	8	3	3	4	5	2	12	7	7	14	11	11	17	15	14	18	17	27	27	43	71	137	108	0
LFQ	47	0	0	0	0	2	2	1	1	3	0	0	1	1	2	1	2	1	1	3	1	3	3	3	8	4	8	5	4	6	6	8	5	12	8	14	20	18	19	20	32	21	45	72	145	109	0
LFQ	48	0	0	0	1	0	0	1	2	1	4	1	0	1	2	1	2	2	2	3	1	3	6	6	5	3	8	8	7	6	8	5	8	5	10	8	19	11	16	17	25	29	41	76	156	110	0
LFQ	49	0	0	0	0	2	1	0	1	1	1	0	3	2	5	4	4	0	2	4	5	2	4	4	5	1	7	5	5	2	7	5	10	17	13	7	12	13	18	19	30	24	42	67	151	115	0
LFQ	50	0	0	0	1	1	0	3	1	1	2	0	3	2	3	4	1	4	3	6	3	5	2	4	3	3	6	5	5	7	4	4	13	10	15	12	16	15	21	25	26	24	37	74	151	95	0
LFQ	51	0	0	0	2	1	1	2	1	1	1	0	3	4	0	1	2	4	3	4	4	3	2	6	5	3	2	11	8	7	4	12	9	5	10	13	13	13	27	14	19	27	45	67	138	123	0
LFQ	52	0	0	0	3	4	0	3	4	1	1	1	1	1	4	0	1	2	3	1	5	2	5	5	4	4	7	4	10	2	2	12	8	12	13	7	13	13	14	21	31	26	43	71	143	113	0
LFQ	53	0	0	0	0	3	1	0	0	3	2	0	2	0	0	4	1	3	2	3	4	4	2	2	3	4	4	4	7	5	5	5	8	5	8	16	14	15	13	25	26	33	30	69	161	124	0
LFQ	54	0	0	0	0	1	0	2	1	1	1	3	0	0	0	2	2	1	1	2	6	2	3	5	3	6	7	4	4	5	5	11	6	8	11	10	10	15	25	28	27	26	40	72	138	126	0
LFQ	55	0	0	0	0	1	1	1	1	2	4	0	5	2	1	1	2	4	2	4	1	4	5	4	7	4	7	9	7	1	4	10	11	13	11	11	13	24	16	19	24	34	36	74	123	117	0
LFQ	56	0	0	0	1	0	1	0	0	5	0	3	2	0	1	1	1	1	1	1	2	4	1	2	3	3	5	5	5	4	8	10	13	10	10	15	20	15	17	27	40	27	39	68	140	109	0
LFQ	57	0	0	0	0	3	2	1	0	1	1	1	1	4	1	0	6	1	5	4	2	8	3	2	4	8	3	7	4	7	11	8	6	11	12	13	10	16	11	24	26	27	37	55	156	118	0
LFQ	58	0	0	0	2	2	1	1	0	5	1	0	4	2	1	1	6	0	2	3	2	6	4	6	7	7	2	6	12	8	7	9	8	12	12	12	10	23	12	20	22	28	41	64	134	115	0
LFQ	59	0	0	0	2	0	1	1	0	0	1	1	1	1	4	4	0	4	1	1	3	4	2	5	7	6	8	3	8	4	4	7	14	12	15	14	14	14	15	20	24	34	37	72	137	115	0
LFQ	60	0	0	0	1	1	0	0	1	3	0	2	1	4	2	3	2	3	2	7	6	2	6	5	3	3	1	4	5	7	8	10	12	9	13	12	14	14	16	17	19	21	48	77	132	124	0
LFQ	61	0	0	0	1	2	2	0	2	2	2	1	0	2	2	4	5	3	3	1	4	2	5	5	1	8	9	6	6	5	6	9	6	15	14	12	15	20	11	20	23	31	37	76	130	112	0
LFQ	62	0	0	0	1	2	6	0	2	1	2	3	1	2	2	1	2	4	4	3	3	3	0	3	8	4	7	5	12	11	7	5	6	7	9	10	13	22	17	22	22	41	34	64	125	124	0
LFQ	63	0	0	0	1	1	3	1	1	1	2	1	3	3	0	3	2	2	5	5	5	3	5	3	5	6	4	2	11	12	4	10	13	10	10	15	7	18	22	26	19	19	51	55	136	115	0
LFQ	64	1	0	0	1	1	1	1	4	0	1	1	2	2	3	2	2	1	4	2	3	5	5	4	9	6	6	10	4	7	9	7	13	15	14	9	19	19	17	19	18	23	44	64	131	111	0
LFQ	65	2	0	0	0	2	0	3	0	2	1	3	1	2	4	3	3	4	4	6	4	6	1	5	3	4	6	7	7	9	10	15	10	7	12	14	10	14	15	24	24	30	33	59	140	111	0
LFQ	66	0	0	0	1	0	2	0	2	3	1	1	4	1	2	0	4	3	4	4	3	5	2	3	7	6	3	8	6	11	9	14	8	7	13	10	22	13	15	20	28	31	35	63	148	98	0
LFQ	67	0	0	0	0	1	2	0	0	1	2	1	2	4	2	3	3	3	3	5	4	6	7	4	7	8	3	11	5	4	4	9	11	13	15	12	14	17	15	14	19	30	53	53	122	128	0
LFQ	68	0	0	0	0	2	2	4	1	1	4	3	1	2	3	3	1	3	2	4	7	7	2	3	5	3	2	8	6	14	8	9	17	12	20	9	16	21	23	27	20	30	42	67	111	95	0
LFQ	69	0	0	0	2	1	2	4	2	4	4	3	2	3	2	3	4	5	2	5	7	1	4	5	3	3	3	8	14	11	6	9	11	18	15	10	13	20	18	15	20	30	34	44	144	106	0
LFQ	70	0	0	0	0	2	2	1	1	2	4	2	3	4	1	7	2	5	2	3	6	2	1	2	3	9	3	9	9	3	5	12	8	7	13	17	9	23	18	15	16	35	47	50	153	104	0
LFQ	71	0	0	0	0	2	2	0	1	2	0	4	2	1	2	6	3	2	4	6	5	6	4	2	5	7	6	3	6	14	14	10	12	11	13	12	15	24	15	22	19	35	39	60	129	95	0
LFQ	72	0	0	0	0	2	5	3	4	3	3	2	2	0	2	1	1	2	5	6	5	3	3	4	8	8	7	6	7	2	6	12	8	14	12	17	14	15	21	19	20	33	38	52	137	108	0
LFQ	73	0	0	0	2	2	0	2	2	1	1	1	1	1	4	4	3	8	4	7	2	5	5	5	8	9	7	9	9	8	7	7	9	6	6	15	19	21	14	14	23	36	45	60	118	110	0
LFQ	74	2	0	0	6	0	3	2	2	2	0	3	2	4	2	1	2	1	4	4	1	5	3	3	7	8	9	11	9	11	15	12	15	8	14	12	16	21	19	16	25	41	38	58	107	96	0
LFQ	75	2	0	0	1	5	3	0	0	1	3	2	3	1	0	3	5	4	5	1	6	6	4	8	5	8	4	4	7	10	11	13	11	15	16	10	12	14	16	12	27	41	36	61	138	86	0
LFQ	76	0	0	0	1	3	0	6	5	0	1	3	1	3	2	4	5	2	7	4	4	4	4	10	8	8	6	16	7	11	5	11	9	11	13	13	17	13	14	24	29	28	43	51	124	90	0
LFQ	77	0	0	0	2	3	1	2	2	2	3	1	2	1	4	2	4	3	0	6	2	4	5	4	6	9	12	9	6	6	13	10	11	7	11	17	9	27	21	28	12	39	49	39	124	102	0
LFQ	78	0	0	0	3	5	1	3	1	1	3	1	2	2	6	2	4	3	2	5	3	6	3	3	6	10	5	3	10	9	9	10	12	12	11	15	12	13	16	29	19	39	32	49	117	123	0
LFQ	79	0	0	0	2	3	4	3	2	3	3	1	1	3	2	5	1	2	4	4	8	4	4	5	5	6	9	5	11	4	5	10	10	6	7	16	11	14	21	20	29	28	34	56	127	122	0
LFQ	80	0	0	0	1	1	2	9	0	1	2	0	1	3	3	0	4	3	2	3	3	7	10	2	8	11	10	10	9	7	6	10	17	14	8	19	19	13	17	17	25	36	32	42	118	115	0
LFQ	81	0	0	0	1	3	0	2	2	1	0	3	1	0	3	3	3	6	8	3	2	14	2	9	5	7	8	8	2	12	7	8	10	11	10	15	17	21	25	17	24	38	29	50	133	97	0
LFQ	82	0	0	0	1	3	1	2	2	6	3	2	1	1	4	4	1	2	2	6	3	4	12	7	8	9	6	7	14	7	5	8	15	9	13	11	15	18	21	26	19	33	43	45	111	110	0
LFQ	83	2	0	0	1	3	1	0	7	2	0	3	3	1	1	4	2	5	3	5	6	3	8	4	4	8	9	6	5	13	4	6	16	13	10	10	12	16	25	21	27	33	28	80	108	102	0
LFQ	84	0	0	0	2	1	0	2	1	1	2	1	4	2	5	1	3	1	0	2	4	7	13	7	10	7	8	7	9	8	8	3	12	9	13	19	16	20	17	17	30	39	36	46	123	104	0
LFQ	85	3	0	0	3	2	1	1	1	3	4	6	5	2	0	2	3	6	6	6	8	5	5	6	8	2	5	6	7	6	12	12	12	12	10	20	11	21	13	18	35	36	38	46	110	102	0
LFQ	86	0	0	0	2	3	1	3	2	2	1	1	4	2	5	3	3	2	3	3	4	3	4	7	10	6	9	8	8	6	10	1	13	12	9	19	19	26	15	20	19	39	37	63	112	101	0
LFQ	87	2	0	0	1	4	1	0	1	3	1	3	3	6	2	3	2	6	2	3	4	7	4	6	5	5	7	11	11	6	10	13	13	17	16	15	18	25	27	14	20	28	33	53	115	94	0
LFQ	88	2	0	0	0	3	0	4	3	2	2	3	3	1	1	6	3	3	2	5	6	10	7	1	8	9	10	6	13	5	14	11	14	11	14	15	13	13	18	26	18	29	34	57	114	101	0
LFQ	89	0	0	0	0	4	3	1	1	2	3	5	5	7	0	4	6	4	1	10	2	9	6	6	4	4	5	5	10	9	12	12	14	15	16	16	19	16	20	17	23	35	33	54	117	85	0
LFQ	90	0	0	0	2	2	2	0	0	2	3	6	2	3	3	2	3	3	2	4	3	6	7	8	12	7	10	12	6	6	11	9	13	12	16	15	18	27	18	22	23	38	39	66	86	91	0
LFQ	91	0	0	0	5	2	2	1	4	0	1	4	6	1	1	4	2	2	1	3	5	5	8	5	4	4	7	9	7	11	15	5	14	5	11	14	16	20	19	22	29	45	44	51	106	100	0
LFQ	92	0	0	0	1	4	1	4	0	1	0	1	1	2	2	6	3	4	2	9	5	9	8	3	14	8	7	3	8	10	12	6	16	9	11	14	19	15	22	24	24	26	42	54	114	96	0
LFQ	93	1	0	0	4	3	5	2	2	2	4	5	2	1	3	9	2	4	3	2	3	6	4	6	5	9	9	5	7	7	11	5	18	11	13	22	23	17	20	25	25	25	41	47	98	104	0
LFQ	94	1	0	0	1	5	3	4	0	6	2	5	3	4	5	1	3	2	3	4	3	6	4	4	9	11	12	5	5	9	9	15	7	13	7	18	16	14	19	25	19	26	42	55	105	110	0
LFQ	95	0	0	0	2	1	1	3	4	2	2	1	3	2	1	3	0	3	4	5	7	9	6	5	13	11	4	6	10	5	20	12	12	18	7	27	15	21	19	17	23	21	39	44	106	106	0
LFQ	96	0	0	0	2	6	2	5	2	3	3	2	1	2	0	2	4	2	3	8	2	9	10	9	4	9	5	3	16	6	13	12	18	14	13	17	13	17	20	13	24	37	40	41	101	107	0
LFQ	97	0	0	0	3	6	3	3	2	1	2	1	2	4	3	4	4	3	4	6	3	7	8	7	14	9	4	10	7	8	10	11	14	16	16	15	17	21	12	29	20	31	43	61	78	98	0
LFQ	98	0	0	0	5	3	3	1	2	2	4	4	4	5	2	3	3	6	5	2	4	3	12	2	9	7	4	9	6	11	12	10	11	9	14	26	18	19	18	34	32	42	26	42	99	87	0
LFQ	99	0	0	0	1	2	5	3	2	2	4	4	0	6	3	2	4	4	4	3	8	9	8	8	10	13	6	11	16	12	14	15	15	22	9	19	13	16	15	15	17	28	48	52	82	90	0
LFQ	100	0	0	0	3	3	2	3	5	4	4	2	4	4	2	6	4	5	3	6	4	8	10	6	7	8	9	5	14	4	20	10	11	14	15	15	14	8	21	20	19	32	30	55	98	103	0
LFQ	101	0	0	1	5	3	4	7	1	6	3	6	5	2	2	4	2	6	1	3	3	4	11	7	12	8	7	11	17	8	16	11	8	10	13	17	19	21	20	19	24	27	33	60	93	80	0
LFQ	102	0	0	0	0	2	4	2	3	2	6	6	8	5	2	5	2	4	4	3	11	10	12	11	12	6	8	15	5	10	7	14	18	16	16	12	16	26	17	27	27	28	32	39	91	76	0
LFQ	103	0	0	0	3	3	1	4	5	3	4	2	1	2	3	3	4	7	10	4	4	5	7	10	11	8	7	9	12	16	16	17	14	13	16	14	16	22	18	21	29	27	35	54	84	76	0
LFQ	104	0	0	0	5	5	4	1	4	2	4	7	3	6	4	3	6	11	5	3	5	8	7	8	10	5	7	12	10	14	19	8	12	12	18	18	20	18	20	19	30	31	27	44	90	75	0
LFQ	105	0	0	0	1	6	3	5	4	2	7	2	2	2	5	6	7	10	6	6	6	7	1	6	9	7	6	8	11	12	14	11	10	12	15	15	15	20	20	24	24	38	26	47	86	96	0
LFQ	106	0	0	0	1	2	4	10	3	3	6	3	5	2	5	4	5	3	7	7	7	5	6	10	7	6	12	9	11	15	9	12	11	21	9	15	21	21	19	24	18	31	29	54	74	94	0
LFQ	107	0	0	0	2	0	4	1	2	0	4	3	3	5	2	8	7	7	6	2	6	9	13	11	10	9	8	12	9	14	12	15	11	12	11	12	21	23	16	29	20	26	39	56	79	81	0
LFQ	108	2	0	0	1	3	4	4	2	1	6	4	5	3	4	8	7	3	10	2	2	8	8	4	8	5	9	5	17	10	12	12	17	15	10	16	17	28	17	27	20	36	45	68	62	73	0
LFQ	109	0	0	0	3	5	5	4	3	5	5	4	4	2	4	4	6	4	6	7	8	5	5	4	11	9	13	9	13	9	20	13	12	16	17	25	6	18	23	26	25	26	31	46	78	81	0
LFQ	110	0	0	0	1	7	4	4	6	5	6	3	2	5	4	3	5	4	4	3	2	12	12	4	10	9	16	6	8	14	12	15	18	18	16	13	22	21	10	29	22	31	32	40	87	75	0
LFQ	111	0	0	0	1	6	3	3	7	3	4	3	4	6	3	6	7	5	4	6	9	10	8	4	13	12	7	3	10	15	12	10	11	17	19	17	19	33	20	24	31	33	31	40	56	85	0
LFQ	112	3	0	0	5	9	6	3	3	4	4	2	6	4	3	5	2	11	4	13	8	10	6	11	3	11	9	6	14	12	10	11	12	14	23	13	17	23	20	25	24	22	30	49	69	81	0
LFQ	113	1	0	0	5	5	1	2	2	3	4	3	6	4	1	5	6	4	6	6	6	7	7	12	11	4	20	9	13	8	11	20	16	15	15	25	16	18	24	23	23	27	41	46	65	74	0
LFQ	114	0	0	0	1	5	8	2	2	6	6	5	4	5	2	6	7	2	7	4	8	14	8	11	7	10	9	9	20	16	10	13	11	15	15	19	18	26	16	28	19	27	28	45	71	75	0
LFQ	115	0	0	0	3	5	4	6	2	2	6	1	7	2	1	10	5	3	4	4	10	6	9	11	11	13	10	10	14	12	14	12	12	20	17	12	12	28	19	31	30	28	30	49	53	82	0
LFQ	116	0	0	1	2	7	5	5	1	7	8	3	3	4	7	3	5	7	5	6	7	7	10	12	8	7	8	11	14	14	10	16	16	20	8	16	21	20	25	21	27	22	40	47	54	80	0
LFQ	117	1	0	0	6	6	7	2	4	5	5	4	8	2	3	4	9	8	2	5	10	8	10	11	8	12	10	9	14	14	15	17	10	20	17	9	16	17	20	32	35	29	26	47	68	55	0
LFQ	118	0	0	0	0	7	1	5	5	1	2	5	3	12	4	7	5	6	5	6	5	4	10	7	8	10	5	11	11	17	16	15	14	10	26	18	23	15	18	25	30	24	45	30	72	77	0
LFQ	119	1	0	0	4	3	9	5	2	3	6	5	7	7	3	5	12	7	7	4	7	10	8	8	7	8	10	12	10	9	19	14	16	15	18	18	15	22	19	23	35	22	40	42	59	64	0
LFQ	120	0	0	0	1	2	2	5	4	8	4	4	10	2	4	3	9	5	7	9	11	8	10	9	16	12	7	15	12	11	12	12	10	23	15	24	9	20	15	21	28	31	35	38	74	63	0
LFQ	121	1	0	0	5	4	3	3	3	4	6	5	6	7	2	5	5	6	6	2	5	11	13	14	12	9	5	9	18	13	13	13	15	15	16	18	20	16	15	22	24	31	39	44	58	79	0
LFQ	122	0	0	0	3	2	5	2	4	3	6	6	7	3	6	5	9	9	4	4	9	7	10	6	10	5	10	11	19	20	14	14	15	20	22	20	12	16	20	17	25	25	35	47	71	62	0
LFQ	123	1	0	0	2	4	3	6	7	4	12	10	8	8	3	3	9	3	4	6	9	10	11	9	8	8	8	17	11	20	11	10	16	16	15	11	18	20	24	21	26	35	32	41	65	55	0
LFQ	124	1	0	1	3	4	9	7	3	5	9	5	6	7	5	5	4	5	8	13	10	8	8	4	10	9	18	17	10	16	12	18	12	14	16	33	14	10	30	20	26	24	32	41	64	44	0
LFQ	125	0	0	0	5	6	6	4	2	2	9	8	3	5	2	4	9	5	6	8	7	7	10	9	15	14	11	15	12	14	15	12	11	17	14	10	18	20	19	18	21	35	37	46	66	63	0
LFQ	126	0	0	0	2	4	7	3	7	5	7	7	4	5	6	4	7	7	11	8	7	7	8	6	13	13	12	13	13	14	22	12	10	15	15	16	21	19	25	26	23	33	33	44	61	45	0
LFQ	127	1	0	0	6	5	4	3	5	5	9	6	8	3	5	7	11	11	7	9	10	8	7	10	13	14	12	8	10	12	24	17	14	12	22	15	19	18	18	20	23	37	34	30	60	48	0
LFQ	128	1	0	0	6	5	6	4	6	7	7	5	11	5	3	8	8	9	8	8	13	5	6	12	12	6	8	16	10	13	11	11	15	18	22	19	22	17	20	23	29	33	33	41	54	44	0
LFQ	129	0	0	0	3	5	8	5	5	3	9	7	6	1	4	9	5	7	12	10	9	6	8	14	6	10	15	15	16	17	12	11	13	15	18	15	18	21	20	24	20	27	38	37	56	60	0
LFQ	130	1	0	0	4	9	6	6	4	7	12	5	6	5	2	5	8	11	6	6	3	12	10	9	9	14	11	10	12	14	18	17	12	12	26	16	20	13	22	21	21	32	31	48	55	49	0
