LFQ	23	0	0	0	3	1	0	2	0	2	2	0	1	1	2	1	2	1	2	3	2	2	4	2	6	0	0	6	2	1	4	7	7	5	7	13	12	15	15	25	18	24	29	45	46	102	102	0
LFQ	24	0	0	0	0	2	3	1	1	0	1	0	0	1	3	0	3	3	1	1	4	3	1	0	5	6	1	4	4	2	6	6	8	13	9	11	5	16	18	14	23	19	25	55	47	112	87	0
LFQ	25	0	0	0	1	1	0	1	0	1	1	0	2	2	3	1	7	1	3	1	3	5	0	6	4	4	5	4	11	4	8	9	4	17	9	12	7	20	19	25	12	24	13	52	37	108	77	0
LFQ	26	0	0	0	1	1	0	3	0	2	0	0	2	3	0	1	4	4	3	1	2	2	4	5	4	3	2	5	4	4	9	7	4	12	11	7	10	12	18	20	9	27	25	39	45	116	93	0
LFQ	27	0	0	0	0	0	2	1	4	3	2	2	0	3	0	2	1	1	2	2	2	1	3	2	6	3	10	7	4	7	10	6	6	10	8	9	10	11	18	18	13	27	20	49	49	106	84	0
LFQ	28	0	0	0	1	1	2	0	2	1	1	0	3	4	3	1	2	1	4	6	3	2	3	3	3	3	6	6	9	3	6	9	4	14	6	9	9	13	15	24	19	23	18	47	40	101	94	0
LFQ	29	0	0	0	2	0	0	1	0	3	1	0	0	1	3	3	2	1	3	1	2	4	3	6	5	3	7	4	8	5	5	6	15	7	10	12	7	15	10	16	11	23	23	45	43	120	88	0
LFQ	30	0	0	0	1	2	5	0	0	1	0	2	1	3	2	1	2	5	5	2	2	2	4	3	3	4	1	6	5	4	9	9	3	9	5	14	6	18	18	17	22	22	16	42	51	112	85	0
LFQ	31	0	0	0	0	2	0	1	1	0	1	4	0	1	2	0	1	1	4	0	3	3	3	5	5	4	6	1	5	5	1	5	5	13	12	14	12	14	25	22	14	21	26	40	42	103	97	0
LFQ	32	0	0	0	0	1	0	2	1	1	0	1	2	1	3	1	4	3	2	1	2	0	3	1	3	8	10	4	6	6	7	5	5	9	9	9	18	24	17	18	18	22	19	39	43	117	79	0
LFQ	33	0	0	1	0	2	1	0	0	1	2	0	3	0	0	2	5	4	3	2	4	2	2	4	5	3	5	4	5	6	5	7	3	7	7	9	5	23	15	14	16	29	25	47	45	114	87	0
LFQ	34	0	0	0	1	1	2	0	0	0	1	1	1	2	2	0	2	2	0	0	3	3	3	0	7	5	4	2	5	5	5	9	9	12	6	12	11	21	15	17	22	18	23	47	36	118	91	0
LFQ	35	0	0	0	0	1	2	1	0	3	0	0	0	1	2	1	2	1	4	2	3	4	1	2	2	6	5	3	11	7	6	6	8	10	7	18	10	12	17	10	19	18	23	49	48	114	85	0
LFQ	36	0	0	0	0	1	1	2	2	2	1	2	3	0	1	3	1	0	10	4	2	1	5	6	0	4	6	5	7	8	3	6	8	5	13	13	10	13	14	13	11	16	17	36	48	124	97	0
LFQ	37	0	0	0	4	1	2	1	1	0	0	0	1	1	2	0	4	3	2	4	2	1	5	3	2	0	6	4	9	5	6	5	5	10	14	13	11	18	13	22	15	24	22	36	52	107	88	0
LFQ	38	0	0	0	1	1	1	2	2	0	1	2	2	0	0	1	0	3	2	2	4	4	4	3	5	3	4	3	9	4	6	7	10	10	10	7	7	16	10	15	11	20	25	41	49	128	89	0
LFQ	39	0	0	0	2	3	0	0	4	0	4	0	1	0	0	1	0	1	1	3	3	2	5	6	5	5	9	8	4	2	5	9	2	6	14	13	5	16	17	15	17	15	20	50	49	121	81	0
LFQ	40	0	0	0	0	1	0	0	3	3	1	1	4	2	5	0	3	3	8	3	2	2	1	3	5	5	4	5	8	3	9	7	8	6	10	15	7	24	23	10	10	19	28	42	49	89	93	0
LFQ	41	0	0	0	2	1	2	2	0	3	4	3	0	3	0	3	1	2	1	0	7	2	0	6	4	2	6	10	7	5	3	9	8	11	11	10	14	24	16	13	10	21	9	40	53	102	94	0
LFQ	42	0	0	0	0	1	1	5	0	2	4	1	0	4	2	2	3	1	3	3	2	4	4	2	1	8	5	4	5	6	3	14	10	9	12	12	7	13	14	10	23	16	24	52	40	109	83	0
LFQ	43	0	0	0	1	0	3	4	0	1	1	2	1	0	2	1	2	2	1	2	4	3	2	6	4	1	3	4	3	6	4	8	6	10	16	11	9	13	10	17	19	17	29	52	49	98	97	0
LFQ	44	0	0	0	2	1	2	1	0	2	2	1	0	2	2	3	2	2	0	4	2	3	4	3	2	4	6	4	5	10	4	2	8	7	10	7	7	14	18	11	21	22	25	36	45	125	93	0
LFQ	45	0	0	0	2	1	1	3	1	0	2	2	2	1	2	4	2	2	3	2	3	3	2	4	1	9	7	2	5	9	8	8	4	8	12	9	4	16	12	15	17	28	20	39	42	119	88	0
LFQ	46	0	0	0	2	1	0	0	1	2	1	0	0	3	6	0	1	1	2	0	6	0	4	5	6	4	2	4	8	5	9	11	5	11	10	14	15	18	23	6	22	19	19	48	33	106	91	0
LFQ	47	0	0	0	1	0	1	1	1	0	3	0	3	0	0	2	3	1	4	4	5	3	4	5	5	5	7	5	6	10	6	11	14	4	17	11	9	10	15	10	15	11	25	44	44	110	89	0
LFQ	48	0	0	0	2	4	1	0	0	1	0	3	1	1	1	1	4	2	4	3	1	4	6	7	3	5	3	8	7	4	5	12	3	5	7	11	13	11	21	18	20	20	19	36	60	90	97	0
LFQ	49	0	0	0	3	2	2	1	0	2	0	1	1	2	1	5	1	1	1	3	6	3	3	3	5	5	2	8	7	9	7	13	8	10	4	9	7	18	14	18	23	23	27	38	50	101	77	0
LFQ	50	0	0	0	1	1	1	3	0	2	1	2	5	3	3	3	6	2	6	3	1	3	1	3	7	6	5	4	10	5	3	6	3	8	9	7	11	15	17	9	10	27	28	47	44	105	88	0
LFQ	51	0	0	0	0	1	2	2	2	1	2	2	2	2	1	1	2	1	3	5	5	2	0	1	3	4	2	4	10	10	6	11	10	9	5	12	9	19	12	24	18	21	22	46	42	108	80	0
LFQ	52	0	0	0	3	2	2	0	1	0	4	2	1	0	2	1	2	1	1	3	1	5	4	8	6	5	8	7	6	10	7	5	8	7	9	14	6	10	24	16	18	19	28	46	34	104	84	0
LFQ	53	0	0	0	1	1	4	0	2	2	1	3	4	1	2	2	4	0	5	4	4	5	3	7	2	6	4	7	6	6	1	7	7	7	13	8	14	14	22	9	17	25	28	38	31	117	80	0
LFQ	54	0	0	0	1	3	2	2	2	2	2	1	0	0	2	1	3	2	3	5	0	3	5	9	2	5	6	6	7	2	6	12	5	9	8	8	8	21	19	12	18	34	28	34	41	111	74	0
LFQ	55	0	0	0	1	2	0	0	0	2	1	1	1	1	0	5	3	0	1	3	1	6	4	5	2	8	3	5	5	6	4	18	10	14	4	10	13	20	14	18	21	18	21	37	45	98	93	0
LFQ	56	0	0	0	1	0	1	1	2	2	0	1	3	2	2	0	3	3	2	0	7	5	2	7	4	5	8	5	10	10	13	8	9	12	4	15	7	8	10	9	12	35	15	47	31	92	111	0
LFQ	57	0	0	0	1	2	3	2	1	0	1	2	3	2	2	0	2	3	1	5	3	5	4	6	7	4	6	7	5	3	4	6	8	12	6	14	9	14	16	19	18	23	21	52	40	98	84	0
LFQ	58	0	0	0	0	2	3	1	2	1	1	4	0	2	2	1	2	5	3	3	3	5	2	4	4	7	6	7	11	7	8	7	5	17	8	6	8	20	13	13	19	25	20	44	34	86	103	0
LFQ	59	0	0	0	3	0	1	2	1	1	0	1	1	2	2	2	2	1	4	8	7	5	5	4	2	7	6	9	5	6	2	7	7	10	12	12	13	16	12	11	17	27	16	43	37	93	102	0
LFQ	60	0	0	0	1	0	3	5	0	1	2	5	1	1	0	7	3	1	3	4	5	3	6	3	8	4	4	6	4	9	11	9	7	4	8	14	12	15	11	16	23	21	16	45	34	98	91	0
LFQ	61	0	0	0	1	1	4	1	2	3	2	2	0	2	1	1	3	3	3	2	1	4	5	6	3	7	7	11	5	4	9	7	6	9	5	8	15	19	11	13	16	24	19	41	40	108	90	0
LFQ	62	0	0	0	0	1	2	0	3	1	1	3	2	0	1	5	3	0	1	3	2	3	1	3	4	4	4	11	10	7	9	9	16	15	4	19	9	17	12	7	18	25	23	46	32	97	91	0
LFQ	63	0	0	0	3	1	1	2	4	2	3	2	1	2	4	1	4	4	5	4	4	1	7	7	7	4	3	11	5	1	8	15	10	8	7	9	14	18	12	24	17	21	18	42	40	89	79	0
LFQ	64	0	0	0	1	0	1	0	1	2	1	5	2	0	3	2	2	1	1	2	10	4	2	6	5	6	4	4	4	7	8	8	13	6	4	12	17	14	8	18	20	26	15	33	49	106	91	0
LFQ	65	0	0	0	3	1	1	3	3	1	0	2	1	1	2	6	2	0	3	1	2	7	3	3	1	6	6	6	4	7	10	11	12	16	7	7	8	17	15	19	21	33	14	36	36	105	82	0
LFQ	66	0	0	0	0	2	1	1	1	3	2	1	2	0	0	2	1	4	4	4	4	3	1	5	3	8	9	4	6	6	9	11	15	7	12	15	12	15	10	18	15	22	16	42	52	86	90	0
LFQ	67	0	0	0	1	2	2	1	1	1	2	2	0	2	3	2	1	7	5	3	4	8	2	6	4	4	6	4	5	6	11	15	12	13	9	11	14	10	13	18	20	26	22	29	42	91	84	0
LFQ	68	0	0	0	0	3	2	3	2	0	2	2	3	5	2	1	3	5	4	5	3	7	0	3	4	5	7	14	1	9	6	12	6	13	9	10	15	15	20	15	16	25	13	41	36	92	85	0
LFQ	69	0	0	0	4	1	3	3	0	2	2	1	0	4	8	1	2	2	3	6	3	6	9	6	8	5	7	8	6	7	4	12	11	7	6	14	8	17	12	16	19	29	24	30	45	87	76	0
LFQ	70	0	0	0	3	1	1	3	0	2	0	2	2	5	1	2	0	3	6	2	5	1	4	11	2	9	6	4	9	5	6	9	9	12	8	5	8	12	10	12	18	38	20	34	52	94	88	0
LFQ	71	0	0	0	1	2	0	2	1	1	2	0	0	0	3	4	5	6	4	3	5	3	3	3	6	7	5	3	6	11	4	12	11	9	8	14	14	15	11	17	13	37	17	34	42	92	88	0
LFQ	72	0	0	0	2	0	1	4	2	1	3	2	2	2	4	1	3	2	2	3	1	6	4	3	8	4	5	12	8	11	6	8	7	15	8	11	17	14	10	7	25	39	11	38	42	84	86	0
LFQ	73	0	0	0	0	4	1	0	0	1	0	1	1	1	1	2	1	2	5	3	2	3	4	7	9	7	13	4	3	12	15	7	7	14	8	12	16	15	14	12	27	32	16	41	34	87	80	0
LFQ	74	0	0	1	0	1	1	4	2	2	2	3	0	2	2	3	4	4	5	7	3	2	1	3	5	5	8	7	7	10	11	10	9	12	11	4	16	11	17	18	19	32	13	36	42	89	80	0
LFQ	75	0	0	0	0	0	1	2	2	1	1	3	1	2	2	3	2	1	4	3	6	9	7	3	7	7	14	8	8	8	6	8	7	13	6	11	16	17	7	19	19	31	13	48	31	89	78	0
LFQ	76	0	0	0	0	0	0	4	1	3	0	3	1	2	2	1	4	1	4	3	2	9	8	3	3	8	2	4	7	5	9	6	10	11	14	5	12	16	18	15	11	39	26	48	48	75	81	0
LFQ	77	1	0	0	1	5	1	1	1	1	1	2	2	1	1	5	2	1	3	3	1	0	6	13	3	4	6	10	10	9	8	4	10	10	13	7	17	15	9	15	28	39	11	29	38	93	84	0
LFQ	78	0	0	1	0	2	4	5	0	0	3	1	2	0	1	4	2	6	5	4	2	4	6	8	5	3	10	5	7	6	2	3	11	14	9	11	10	18	16	15	9	36	18	45	35	85	91	0
LFQ	79	0	0	0	1	4	2	1	3	3	0	3	2	1	4	4	1	1	4	7	4	5	7	4	5	3	8	6	4	16	11	7	7	6	15	14	12	10	17	16	15	34	16	42	45	74	80	0
LFQ	80	0	0	0	1	4	4	2	3	0	1	1	3	2	1	4	3	2	5	2	6	5	6	5	2	3	4	6	10	14	6	9	13	10	4	3	7	9	16	18	26	28	14	43	38	96	85	0
LFQ	81	0	0	0	3	4	1	3	2	2	2	2	3	2	4	3	4	2	3	4	3	4	7	6	6	4	5	10	8	3	9	4	8	7	12	10	13	12	22	16	18	35	16	39	35	91	77	0
LFQ	82	0	0	0	2	3	2	2	0	0	2	1	1	2	0	3	3	3	3	2	5	4	3	3	6	5	7	7	6	8	5	12	8	9	12	15	20	17	11	17	19	36	23	47	36	80	74	0
LFQ	83	0	0	1	1	1	2	1	5	2	2	0	1	2	4	1	2	4	3	0	3	9	1	6	3	2	7	10	11	12	10	7	12	12	13	12	14	18	11	19	17	33	14	38	25	96	77	0
LFQ	84	0	0	0	3	5	1	1	3	6	5	1	1	1	2	6	0	2	7	2	6	2	5	3	2	9	5	6	7	4	7	6	8	8	10	18	13	13	27	23	21	28	16	42	36	80	73	0
LFQ	85	0	0	0	1	3	1	1	1	1	2	3	0	1	6	3	5	5	2	6	6	2	4	5	7	7	9	4	6	13	11	7	12	13	15	12	16	13	14	4	14	33	24	32	38	93	69	0
LFQ	86	0	0	0	0	3	4	1	2	2	2	4	2	3	8	2	6	4	0	4	7	7	3	6	5	8	3	9	6	4	6	9	12	15	6	7	11	10	19	18	19	37	15	33	32	97	73	0
LFQ	87	0	0	0	0	1	3	1	2	2	3	7	1	2	2	4	3	2	2	6	5	4	6	3	5	11	3	12	11	9	5	6	10	11	15	10	16	8	15	15	19	24	15	44	49	73	79	0
LFQ	88	0	0	0	3	1	1	2	2	5	1	3	1	5	2	1	2	1	3	6	3	7	3	5	3	4	5	2	11	12	7	6	11	7	16	17	12	19	20	11	34	27	13	37	31	74	88	0
LFQ	89	0	0	0	2	2	3	3	3	5	4	3	3	2	4	0	3	2	2	7	3	5	2	3	6	6	10	10	7	9	11	10	5	10	15	4	18	19	14	16	15	24	20	30	46	79	79	0
LFQ	90	0	0	0	1	2	5	3	4	6	3	1	1	5	4	2	4	2	9	5	5	3	2	2	3	7	8	6	9	7	8	8	4	13	15	10	11	11	16	16	24	35	24	24	47	79	70	0
LFQ	91	0	0	0	2	2	0	1	1	2	1	2	1	4	4	3	6	2	9	4	3	2	7	5	7	7	2	5	11	10	7	13	13	8	13	14	7	10	15	14	17	27	26	42	34	68	93	0
LFQ	92	0	0	0	2	2	2	2	3	2	1	2	3	2	2	2	1	4	5	5	6	8	6	5	1	5	8	7	13	14	9	13	8	10	12	7	16	20	18	11	20	28	22	36	36	81	64	0
LFQ	93	0	0	0	4	4	2	2	0	2	0	2	6	4	3	5	5	5	10	1	2	7	3	5	8	7	8	8	7	9	8	9	11	14	11	8	12	18	12	17	17	30	19	41	33	68	77	0
LFQ	94	0	0	0	2	4	3	2	1	1	3	3	0	1	4	1	4	6	4	6	3	2	5	6	4	6	12	8	5	7	9	10	13	7	9	8	11	24	15	13	32	23	18	31	46	84	68	0
LFQ	95	0	0	0	2	2	4	1	1	2	1	4	1	1	5	2	5	4	1	5	8	10	3	4	9	6	5	5	12	4	12	13	10	8	16	11	8	8	21	16	20	38	15	30	50	67	74	0
LFQ	96	0	0	0	1	2	2	3	1	1	4	4	1	3	3	6	4	4	4	1	0	5	8	5	9	8	8	7	10	12	14	12	11	10	13	10	15	16	15	18	17	25	20	26	49	71	66	0
LFQ	97	0	0	0	2	3	3	2	1	2	1	4	2	3	2	3	6	6	5	1	8	7	8	8	2	6	8	6	5	11	6	5	14	13	13	11	14	7	16	10	26	24	23	39	54	69	65	0
LFQ	98	0	0	0	3	4	3	0	3	0	2	1	2	3	4	3	3	4	6	3	6	6	8	3	6	9	7	7	12	7	9	10	20	11	19	9	10	11	14	13	24	22	25	41	43	63	65	0
LFQ	99	0	0	0	1	3	1	3	2	0	1	4	1	2	2	3	3	2	2	3	5	6	6	4	12	9	9	6	14	6	9	8	16	14	18	9	10	15	14	19	31	25	24	28	39	66	69	0
LFQ	100	0	0	0	1	2	1	5	3	1	2	0	2	5	3	4	3	2	4	5	2	4	5	7	8	9	6	12	12	8	15	7	24	10	13	8	15	9	13	6	27	30	28	28	48	71	56	0
LFQ	101	0	0	0	6	4	1	2	1	1	1	2	3	1	5	2	5	3	6	3	1	5	2	5	3	11	7	11	8	9	11	12	7	12	26	12	12	10	21	15	28	17	21	31	46	78	57	0
LFQ	102	0	0	0	3	0	4	2	2	3	1	1	3	2	3	4	1	4	8	7	3	5	7	8	6	8	10	10	13	7	6	5	11	14	8	15	10	11	14	16	22	26	23	32	50	80	56	0
LFQ	103	0	0	0	1	2	2	1	1	1	2	4	4	4	2	0	1	5	2	4	7	10	2	4	11	8	10	9	19	10	5	10	13	20	14	14	9	16	18	14	21	26	22	28	45	64	59	0
LFQ	104	0	0	1	2	3	4	2	2	3	0	1	3	1	4	1	3	5	8	4	7	6	6	5	2	7	6	7	12	14	13	11	10	10	12	13	12	22	17	13	23	24	23	25	48	76	53	0
LFQ	105	0	0	0	1	5	6	3	1	3	1	2	2	5	2	2	5	0	4	9	11	5	7	5	5	8	11	8	11	8	9	7	15	13	6	12	8	14	14	10	20	21	24	31	54	71	65	0
LFQ	106	0	0	0	3	4	3	2	6	5	1	4	2	4	5	4	1	5	7	2	5	3	6	4	4	5	9	10	11	13	9	10	12	12	18	8	8	9	16	16	13	23	24	31	66	72	49	0
LFQ	107	0	0	0	2	4	1	3	4	2	2	3	3	3	1	3	3	2	6	3	3	4	5	6	7	8	13	11	9	12	11	4	15	9	12	15	8	16	15	20	18	22	24	27	68	70	47	0
LFQ	108	0	0	0	1	2	2	4	5	1	2	2	1	4	3	4	4	9	8	2	2	4	5	7	8	8	4	12	7	6	12	8	15	11	13	13	13	9	13	12	22	29	19	23	51	81	63	0
LFQ	109	0	0	0	0	1	1	2	5	2	3	4	1	8	2	5	4	5	2	3	5	4	8	7	6	8	8	1	9	13	8	15	15	11	7	15	11	15	12	22	15	33	21	29	51	78	49	0
LFQ	110	0	0	1	5	1	3	4	4	5	2	3	1	4	4	7	6	7	6	6	3	8	6	3	10	7	5	9	6	6	12	7	15	10	11	8	12	10	18	10	15	30	19	41	53	65	56	0
LFQ	111	0	0	0	2	4	2	4	2	0	3	3	5	5	2	1	4	7	8	5	8	3	7	5	7	11	8	5	7	11	17	8	13	3	11	12	12	15	24	13	21	20	16	39	47	70	54	0
LFQ	112	0	0	0	3	6	1	3	4	5	0	2	3	2	3	6	4	10	2	1	3	3	8	10	9	8	9	7	5	7	7	7	12	9	17	11	8	9	17	19	15	27	30	38	59	68	47	0
LFQ	113	0	0	0	0	5	1	4	2	3	0	3	2	6	1	5	8	6	5	4	9	9	7	10	7	8	4	9	3	5	8	9	16	7	14	10	20	8	15	15	15	25	20	28	65	74	49	0
LFQ	114	0	0	0	1	3	5	3	2	5	2	1	6	4	2	7	2	7	2	2	3	4	6	3	9	8	10	7	12	8	8	8	12	9	12	14	18	12	17	8	20	31	25	19	60	69	58	0
LFQ	115	0	0	0	1	5	3	4	2	3	1	2	1	4	5	5	2	4	6	5	1	6	8	8	9	8	5	8	8	10	8	7	17	9	11	8	14	19	19	12	17	37	20	39	44	58	61	0
LFQ	116	0	0	0	2	4	8	3	1	4	2	1	3	5	2	3	1	4	8	2	6	5	7	7	5	7	7	2	12	11	17	8	12	9	11	12	22	16	22	19	18	22	24	28	32	78	52	0
LFQ	117	0	0	0	0	3	3	1	5	0	4	2	2	1	1	3	2	6	4	4	8	4	5	4	11	3	4	7	7	10	9	10	21	13	18	11	8	14	21	15	20	31	26	29	58	72	44	0
LFQ	118	0	0	0	1	2	4	4	4	3	1	2	2	5	5	3	3	6	3	5	3	2	7	5	5	6	13	11	6	19	9	9	15	14	8	10	9	11	21	12	18	34	19	31	47	67	60	0
LFQ	119	0	0	0	5	6	4	1	2	2	4	2	3	3	2	3	2	3	4	6	2	7	7	7	13	3	5	11	14	12	11	7	14	10	10	7	17	15	21	20	20	21	17	30	60	66	45	0
LFQ	120	0	0	0	3	3	5	5	7	3	1	5	6	2	5	3	5	2	6	9	9	6	6	5	7	2	11	6	5	6	10	5	14	12	11	8	20	17	16	7	16	37	21	31	39	71	56	0
LFQ	121	0	0	0	4	6	3	2	1	1	5	6	3	2	1	4	5	2	2	7	2	6	6	4	5	7	5	9	14	11	12	9	19	10	16	14	12	20	18	21	14	30	17	40	47	55	47	0
LFQ	122	0	0	0	1	4	6	2	2	3	1	2	2	4	5	5	5	1	2	7	3	5	14	6	7	6	7	2	3	12	7	9	15	12	6	14	20	19	18	15	20	31	16	34	53	58	60	0
LFQ	123	1	0	0	2	5	6	6	1	5	4	2	2	8	3	0	0	5	6	6	2	5	5	9	5	6	6	12	9	9	9	7	12	11	15	11	13	16	12	8	19	24	24	38	54	81	40	0
LFQ	124	0	0	0	2	6	5	3	1	7	5	3	2	3	8	3	7	3	7	6	7	6	3	8	10	7	11	14	5	11	11	7	10	9	15	17	13	15	10	9	21	34	19	33	37	68	43	0
LFQ	125	0	0	0	5	2	2	1	2	7	1	2	5	3	2	4	5	1	6	5	5	8	3	8	13	5	8	12	13	10	11	10	9	12	16	15	15	13	22	16	26	21	18	28	44	60	50	0
LFQ	126	0	0	0	5	4	1	2	5	7	2	3	4	1	7	5	3	5	9	4	7	7	7	11	7	4	6	7	14	9	9	10	12	15	16	11	13	10	12	17	29	15	34	29	41	57	48	0
LFQ	127	0	0	0	4	4	6	4	0	4	6	1	1	1	2	3	3	2	7	9	4	8	10	5	6	11	13	7	9	10	13	12	16	10	13	15	15	14	19	17	17	21	14	34	46	68	40	0
LFQ	128	0	0	0	5	2	4	1	3	3	3	4	0	3	7	5	4	2	6	8	5	6	8	4	7	10	17	9	4	12	15	11	11	12	12	7	15	23	13	16	19	20	18	37	54	56	43	0
