depth	notinrefseq_cds	refseq_cds	gc15_slop50	gc15to20_slop50	gc20to25_slop50	gc25to30_slop50	gc30to55_slop50	gc55to60_slop50	gc60to65_slop50	gc65to70_slop50	gc70to75_slop50	gc75to80_slop50	gc80to85_slop50	gc85_slop50	gclt25orgt65_slop50	gclt30orgt55_slop50	AllHomopolymers_ge7bp_imperfectge11bp_slop5	AllTandemRepeats	AllTandemRepeats_201to10000bp_slop5	AllTandemRepeats_51to200bp_slop5	AllTandemRepeats_ge10001bp_slop5	AllTandemRepeats_ge101bp_slop5	AllTandemRepeats_le50bp_slop5	AllTandemRepeatsandHomopolymers_slop5	SimpleRepeat_diTR_10to49_slop5	SimpleRepeat_diTR_50to149_slop5	SimpleRepeat_diTR_ge150_slop5	SimpleRepeat_homopolymer_4to6_AT_slop5	SimpleRepeat_homopolymer_4to6_GC_slop5	SimpleRepeat_homopolymer_4to6_slop5	SimpleRepeat_homopolymer_7to11_AT_slop5	SimpleRepeat_homopolymer_7to11_GC_slop5	SimpleRepeat_homopolymer_7to11_slop5	SimpleRepeat_homopolymer_ge12_AT_slop5	SimpleRepeat_homopolymer_ge12_GC_slop5	SimpleRepeat_homopolymer_ge12_slop5	SimpleRepeat_homopolymer_ge21_AT_slop5	SimpleRepeat_homopolymer_ge21_GC_slop5	SimpleRepeat_homopolymer_ge21_slop5	SimpleRepeat_imperfecthomopolge11_AT_slop5	SimpleRepeat_imperfecthomopolge11_GC_slop5	SimpleRepeat_imperfecthomopolge11_slop5	SimpleRepeat_imperfecthomopolge21_AT_slop5	SimpleRepeat_imperfecthomopolge21_GC_slop5	SimpleRepeat_imperfecthomopolge21_slop5	SimpleRepeat_quadTR_19to49_slop5	SimpleRepeat_quadTR_50to149_slop5	SimpleRepeat_quadTR_ge150_slop5	SimpleRepeat_triTR_14to49_slop5	SimpleRepeat_triTR_50to149_slop5	SimpleRepeat_triTR_ge150_slop5	notinAllHomopolymers_ge7bp_imperfectge11bp_slop5	notinAllTandemRepeatsandHomopolymers_slop5	notinallTandemRepeats	notinsatellites_slop5	satellites_slop5	lowmappabilityall	nonunique_l100_m2_e1	nonunique_l250_m0_e0	notinlowmappabilityall	KIR	L1H_gt500	LD_discordant_haplotypes_slop5bp	MHC	VDJ	allOtherDifficultregions	collapsed_duplication_FP_regions	contigs_lt500kb	false_duplications_correct_copy	false_duplications_incorrect_copy	gaps_slop15kb	gnomAD_InbreedingCoeff_slop1bp_merge1000bp	population_CNV_FP_regions	notinsegdups	notinsegdups_gt10kb	segdups	segdups_gt10kb	alldifficultregions	alllowmapandsegdupregions	notinalldifficultregions	notinalllowmapandsegdupregions	AllAutosomes	chrX_PAR	chrX_XTR	chrX_ampliconic	chrX_nonPAR	chrY_PAR	chrY_XTR	chrY_ampliconic	chrY_nonPAR
10	287266080.0	3427775.0	349443.0	1428527.0	12084036.0	40616721.0	196948786.0	25050601.0	10328868.0	3303487.0	1040091.0	375828.0	119067.0	19404.0	18715991.0	93745069.0	8339801.0	9342550	2997545.0	2513576.0	879011.0	4832763	2952418.0	17682351	1317204.0	16945.0	0.0	61775746.0	18723324.0	78680463.0	4864233.0	159719.0	5018214.0	1771817.0	5566.0	1777351.0	440769.0	100.0	440869.0	4149171.0	200399.0	4348539.0	1016954.0	5597.0	1022541.0	414358.0	54003.0	63.0	295747.0	3746.0	2.0	282354054	273011504.0	281351305.0	289586571.0	1107284.0	6453107.0	6452002.0	109648.0	284240748.0	13320.0	35155.0	1190367.0	507193.0	235353.0	3347022.0	286795.0	656274.0	63385.0	0.0	337599.0	446439.0	323796.0	283192665.0	284453702.0	7501190.0	6240153.0	44371802.0	11703304.0	246322053.0	278990551.0	286995353.0	84113.0	30996.0	15432.0	3612958.0	0.0	0.0	26.0	1431.0
11	284136794.0	3366345.0	329924.0	1430730.0	12167204.0	40801243.0	195113547.0	24490932.0	9897688.0	3008538.0	848362.0	271433.0	80053.0	11102.0	18143548.0	92389592.0	8184272.0	8930528	2794461.0	2395455.0	847188.0	4544721	2893424.0	17114800	1233242.0	13691.0	0.0	61475260.0	18220496.0	77905630.0	4839430.0	152731.0	4986736.0	1649539.0	4607.0	1654121.0	373614.0	105.0	373719.0	4037366.0	183224.0	4219647.0	948268.0	4104.0	952369.0	403152.0	47382.0	93.0	286153.0	3402.0	4.0	279318867	270388339.0	278572611.0	286451073.0	1052066.0	5620666.0	5619805.0	99522.0	281882473.0	13439.0	29457.0	1181336.0	523878.0	235337.0	3272042.0	271060.0	605349.0	70320.0	0.0	319795.0	427867.0	306105.0	280446730.0	281678262.0	7056409.0	5824877.0	42511321.0	10707994.0	244991818.0	276795145.0	285642684.0	44777.0	13937.0	8178.0	1814245.0	0.0	0.0	16.0	1433.0
12	260995743.0	3094005.0	294523.0	1329652.0	11365932.0	38000010.0	179383313.0	22306428.0	8825032.0	2561260.0	651468.0	184203.0	50453.0	6574.0	16441027.0	84706435.0	7488971.0	8005911	2456171.0	2145272.0	754990.0	4015188	2649478.0	15494882	1090760.0	10722.0	0.0	56847035.0	16509733.0	71716716.0	4485983.0	134647.0	4615678.0	1436049.0	3727.0	1439766.0	298932.0	43.0	298975.0	3665079.0	155619.0	3819894.0	833204.0	3352.0	836555.0	367399.0	38624.0	46.0	259712.0	2640.0	0.0	256600777	248594866.0	256083837.0	263158763.0	930985.0	4665240.0	4664454.0	91619.0	259424508.0	13213.0	23599.0	1076850.0	497178.0	223761.0	2992688.0	247021.0	527714.0	73518.0	0.0	282740.0	393436.0	279238.0	257835045.0	258958990.0	6254703.0	5130758.0	38176875.0	9272055.0	225912873.0	254817693.0	263230983.0	21026.0	6686.0	3292.0	836092.0	0.0	0.0	6.0	1647.0
13	223867255.0	2669976.0	242244.0	1150139.0	9893800.0	32965426.0	153965443.0	18987529.0	7384121.0	2060543.0	475401.0	118893.0	31021.0	4101.0	13973816.0	72571788.0	6413372.0	6737838	2037409.0	1803237.0	628388.0	3335283	2268804.0	13151210	900101.0	7720.0	0.0	49038584.0	14016512.0	61650316.0	3874922.0	110489.0	3981333.0	1182657.0	2635.0	1185257.0	226476.0	32.0	226508.0	3128303.0	125020.0	3252564.0	690205.0	2368.0	692573.0	311870.0	30199.0	34.0	218560.0	2248.0	0.0	220123859	213386021.0	219799393.0	225771191.0	766040.0	3691314.0	3690795.0	85342.0	222845917.0	11917.0	17804.0	919961.0	441815.0	204062.0	2588216.0	218251.0	441227.0	76277.0	5.0	237470.0	352059.0	241836.0	221293572.0	222258735.0	5243659.0	4278496.0	32205014.0	7603751.0	194332217.0	218933480.0	226170471.0	10859.0	2477.0	1036.0	354485.0	0.0	0.0	29.0	1416.0
14	180264935.0	2167006.0	193212.0	939543.0	8049757.0	26795127.0	124010490.0	15204442.0	5835500.0	1584347.0	331526.0	76096.0	17839.0	1949.0	11192636.0	58421451.0	5172703.0	5344726	1610034.0	1420360.0	497487.0	2632606	1816845.0	10517429	698398.0	5475.0	0.0	39642785.0	11149804.0	49670052.0	3144909.0	86502.0	3228119.0	918957.0	2020.0	920953.0	163823.0	13.0	163836.0	2516389.0	98436.0	2614274.0	543544.0	1794.0	545338.0	246188.0	22287.0	17.0	172898.0	1433.0	0.0	177259238	171914512.0	177087215.0	181833179.0	598762.0	2790069.0	2789728.0	79109.0	179641872.0	10636.0	13152.0	734720.0	366486.0	174190.0	2129816.0	187647.0	354116.0	75992.0	0.0	193868.0	309745.0	206839.0	178239511.0	179026330.0	4192430.0	3405611.0	25651695.0	5939299.0	156780246.0	176492642.0	182282891.0	4374.0	1206.0	493.0	143376.0	0.0	0.0	74.0	1300.0
15	136983153.0	1670764.0	144102.0	719794.0	6153373.0	20428975.0	94300777.0	11547450.0	4382943.0	1156081.0	223109.0	47313.0	10313.0	1103.0	8454104.0	44353140.0	3937262.0	4027012	1203450.0	1066554.0	384636.0	1980007	1372372.0	7964274	513797.0	3499.0	0.0	30188556.0	8434146.0	37769785.0	2409551.0	65101.0	2472313.0	671719.0	1403.0	673108.0	111428.0	11.0	111439.0	1907310.0	72728.0	1979643.0	404687.0	1254.0	405941.0	189981.0	15650.0	3.0	130578.0	943.0	0.0	134716655	130689643.0	134626905.0	138201855.0	452062.0	2037647.0	2037385.0	71266.0	136616270.0	8402.0	9279.0	552421.0	287213.0	138935.0	1674547.0	163356.0	275944.0	72697.0	0.0	150191.0	274904.0	171882.0	135443280.0	136042383.0	3210637.0	2611534.0	19368547.0	4451939.0	119285370.0	134201978.0	138596807.0	1814.0	314.0	246.0	53851.0	0.0	0.0	83.0	1445.0
16	99091485.0	1225558.0	103545.0	520808.0	4462548.0	14797792.0	68209834.0	8393028.0	3164635.0	817824.0	147473.0	28676.0	5762.0	605.0	6086525.0	32107209.0	2851330.0	2931880	872693.0	774048.0	285988.0	1440022	999151.0	5783210	367003.0	2353.0	0.0	21905211.0	6076064.0	27365783.0	1749035.0	47491.0	1794798.0	475195.0	934.0	476128.0	74720.0	2.0	74722.0	1380269.0	51355.0	1431317.0	289377.0	742.0	290119.0	139644.0	10040.0	8.0	96116.0	575.0	0.0	97465713	94533833.0	97385163.0	99986933.0	330110.0	1444908.0	1444631.0	66185.0	98872135.0	6174.0	5732.0	399651.0	210588.0	105983.0	1291187.0	141507.0	215191.0	68891.0	0.0	114355.0	242175.0	148118.0	97939524.0	98380676.0	2377519.0	1936367.0	13996277.0	3222121.0	86320766.0	97094922.0	100295314.0	700.0	92.0	72.0	19851.0	0.0	0.0	106.0	1178.0
17	68596576.0	868433.0	70630.0	360956.0	3069234.0	10202782.0	47226584.0	5879546.0	2212806.0	559310.0	98428.0	17436.0	3279.0	340.0	4179291.0	22238425.0	1975651.0	2039204	611454.0	528383.0	212290.0	1017789	687077.0	4014855	245683.0	1495.0	0.0	15145963.0	4223443.0	18944246.0	1212611.0	32689.0	1244088.0	323971.0	634.0	324604.0	48629.0	10.0	48639.0	959376.0	35163.0	994299.0	199507.0	595.0	200100.0	98055.0	6361.0	9.0	65586.0	341.0	0.0	67489358	65450154.0	67425805.0	69227592.0	237417.0	999871.0	999669.0	59421.0	68465138.0	4520.0	4284.0	270071.0	146335.0	77763.0	969693.0	124642.0	168337.0	63383.0	0.0	85938.0	215751.0	126014.0	67754419.0	68064202.0	1710590.0	1400807.0	9690766.0	2265965.0	59774243.0	67199044.0	69456249.0	293.0	56.0	45.0	7348.0	0.0	0.0	80.0	1119.0
18	45746491.0	585461.0	46715.0	239549.0	2022295.0	6735462.0	31503478.0	3984918.0	1495519.0	383424.0	63269.0	10683.0	1917.0	212.0	2767823.0	14828474.0	1318950.0	1393534	424265.0	352459.0	155923.0	709116	460887.0	2712484	161892.0	787.0	0.0	10062403.0	2830288.0	12609203.0	811093.0	21409.0	831738.0	213337.0	365.0	213696.0	30098.0	1.0	30099.0	642783.0	22244.0	664883.0	133322.0	374.0	133692.0	66099.0	4194.0	1.0	44291.0	223.0	0.0	45013002	43619468.0	44938418.0	46164387.0	167565.0	691201.0	690991.0	52561.0	45640751.0	3334.0	2489.0	179817.0	95684.0	54996.0	728838.0	110027.0	133411.0	57411.0	0.0	65253.0	196718.0	111863.0	45121379.0	45331491.0	1210573.0	1000461.0	6517554.0	1567918.0	39814398.0	44764034.0	46328197.0	110.0	20.0	34.0	2636.0	0.0	0.0	6.0	1009.0
19	29649469.0	386318.0	29712.0	153058.0	1283741.0	4290121.0	20432707.0	2645534.0	995286.0	259799.0	40907.0	6162.0	1207.0	76.0	1774559.0	9603080.0	857641.0	935594	291381.0	228834.0	115874.0	491368	299505.0	1793235	106348.0	565.0	0.0	6491850.0	1848434.0	8156160.0	526278.0	14497.0	540281.0	137856.0	274.0	138130.0	18765.0	1.0	18766.0	417014.0	14474.0	431396.0	86396.0	198.0	86594.0	43104.0	2362.0	2.0	29796.0	113.0	0.0	29178146	28242552.0	29100193.0	29917058.0	118729.0	474872.0	474693.0	44390.0	29560915.0	2210.0	1834.0	111908.0	60564.0	38274.0	547248.0	98971.0	108237.0	49170.0	0.0	50243.0	178398.0	98197.0	29185347.0	29321137.0	850440.0	714650.0	4282477.0	1075206.0	25753310.0	28960581.0	30033873.0	79.0	43.0	12.0	924.0	0.0	0.0	10.0	911.0
20	18826722.0	252064.0	19900.0	93630.0	791741.0	2658643.0	12978892.0	1736832.0	659565.0	174708.0	26737.0	3530.0	714.0	36.0	1110891.0	6099894.0	544704.0	623775	199181.0	149110.0	88158.0	343287	187326.0	1168479	67641.0	364.0	0.0	4086258.0	1193151.0	5162459.0	333447.0	8827.0	341887.0	87115.0	163.0	87278.0	11524.0	1.0	11525.0	268215.0	9173.0	277326.0	55720.0	143.0	55863.0	27207.0	1488.0	20.0	18803.0	39.0	0.0	18534082	17910307.0	18455011.0	18991123.0	87663.0	325694.0	325522.0	34555.0	18753092.0	1672.0	828.0	66649.0	35783.0	27473.0	416146.0	89698.0	90730.0	39360.0	0.0	39984.0	165326.0	89074.0	18476813.0	18566055.0	601973.0	512731.0	2772575.0	739688.0	16306211.0	18339098.0	19077560.0	63.0	20.0	0.0	299.0	0.0	0.0	2.0	864.0
21	11823151.0	164346.0	12808.0	56467.0	477435.0	1609024.0	8163546.0	1137823.0	435885.0	116604.0	17324.0	2144.0	342.0	33.0	683095.0	3823951.0	341599.0	413609	134257.0	93988.0	67726.0	237584	117638.0	755208	40997.0	173.0	0.0	2535201.0	761874.0	3223124.0	209227.0	5806.0	214776.0	54129.0	118.0	54247.0	6947.0	3.0	6950.0	168706.0	5959.0	174618.0	34991.0	65.0	35056.0	17910.0	950.0	3.0	11570.0	45.0	0.0	11645898	11232289.0	11573888.0	11923551.0	63946.0	227594.0	227347.0	27465.0	11759903.0	1353.0	512.0	39563.0	21170.0	19923.0	325968.0	79861.0	75582.0	31526.0	0.0	32603.0	150868.0	80771.0	11560411.0	11617404.0	427086.0	370093.0	1783602.0	510969.0	10203895.0	11476528.0	11986457.0	62.0	0.0	0.0	162.0	0.0	0.0	13.0	816.0
22	7397717.0	105349.0	7889.0	34232.0	286443.0	963902.0	5120414.0	742141.0	285874.0	76235.0	10574.0	1308.0	220.0	12.0	416821.0	2382652.0	214920.0	277802	90681.0	59036.0	52636.0	166135	75449.0	492722	26703.0	125.0	0.0	1567366.0	481643.0	2002773.0	129968.0	3625.0	133398.0	34347.0	125.0	34472.0	4176.0	1.0	4177.0	108702.0	3447.0	112117.0	22685.0	56.0	22741.0	11427.0	623.0	5.0	7893.0	24.0	0.0	7288146	7010344.0	7225264.0	7455631.0	47435.0	162516.0	162340.0	20791.0	7340550.0	892.0	211.0	24812.0	11978.0	14535.0	261191.0	70990.0	63404.0	24367.0	0.0	25678.0	138239.0	74823.0	7192091.0	7229354.0	310975.0	273712.0	1157405.0	364069.0	6345661.0	7138997.0	7501918.0	108.0	0.0	0.0	163.0	0.0	0.0	0.0	877.0
