depth	notinrefseq_cds	refseq_cds	gc15_slop50	gc15to20_slop50	gc20to25_slop50	gc25to30_slop50	gc30to55_slop50	gc55to60_slop50	gc60to65_slop50	gc65to70_slop50	gc70to75_slop50	gc75to80_slop50	gc80to85_slop50	gc85_slop50	gclt25orgt65_slop50	gclt30orgt55_slop50	AllHomopolymers_ge7bp_imperfectge11bp_slop5	AllTandemRepeats	AllTandemRepeats_201to10000bp_slop5	AllTandemRepeats_51to200bp_slop5	AllTandemRepeats_ge10001bp_slop5	AllTandemRepeats_ge101bp_slop5	AllTandemRepeats_le50bp_slop5	AllTandemRepeatsandHomopolymers_slop5	SimpleRepeat_diTR_10to49_slop5	SimpleRepeat_diTR_50to149_slop5	SimpleRepeat_diTR_ge150_slop5	SimpleRepeat_homopolymer_4to6_AT_slop5	SimpleRepeat_homopolymer_4to6_GC_slop5	SimpleRepeat_homopolymer_4to6_slop5	SimpleRepeat_homopolymer_7to11_AT_slop5	SimpleRepeat_homopolymer_7to11_GC_slop5	SimpleRepeat_homopolymer_7to11_slop5	SimpleRepeat_homopolymer_ge12_AT_slop5	SimpleRepeat_homopolymer_ge12_GC_slop5	SimpleRepeat_homopolymer_ge12_slop5	SimpleRepeat_homopolymer_ge21_AT_slop5	SimpleRepeat_homopolymer_ge21_GC_slop5	SimpleRepeat_homopolymer_ge21_slop5	SimpleRepeat_imperfecthomopolge11_AT_slop5	SimpleRepeat_imperfecthomopolge11_GC_slop5	SimpleRepeat_imperfecthomopolge11_slop5	SimpleRepeat_imperfecthomopolge21_AT_slop5	SimpleRepeat_imperfecthomopolge21_GC_slop5	SimpleRepeat_imperfecthomopolge21_slop5	SimpleRepeat_quadTR_19to49_slop5	SimpleRepeat_quadTR_50to149_slop5	SimpleRepeat_quadTR_ge150_slop5	SimpleRepeat_triTR_14to49_slop5	SimpleRepeat_triTR_50to149_slop5	SimpleRepeat_triTR_ge150_slop5	notinAllHomopolymers_ge7bp_imperfectge11bp_slop5	notinAllTandemRepeatsandHomopolymers_slop5	notinallTandemRepeats	notinsatellites_slop5	satellites_slop5	lowmappabilityall	nonunique_l100_m2_e1	nonunique_l250_m0_e0	notinlowmappabilityall	KIR	L1H_gt500	LD_discordant_haplotypes_slop5bp	MHC	VDJ	allOtherDifficultregions	collapsed_duplication_FP_regions	contigs_lt500kb	false_duplications_correct_copy	false_duplications_incorrect_copy	gaps_slop15kb	gnomAD_InbreedingCoeff_slop1bp_merge1000bp	population_CNV_FP_regions	notinsegdups	notinsegdups_gt10kb	segdups	segdups_gt10kb	alldifficultregions	alllowmapandsegdupregions	notinalldifficultregions	notinalllowmapandsegdupregions	AllAutosomes	chrX_PAR	chrX_XTR	chrX_ampliconic	chrX_nonPAR	chrY_PAR	chrY_XTR	chrY_ampliconic	chrY_nonPAR
10	254080419	3012172.0	306321.0	1259954.0	10742360.0	36437795.0	174815989.0	21521572.0	8620864.0	2669893.0	923603.0	422776.0	190355.0	44115.0	16554800.0	82276602.0	7414871.0	8056365.0	2488906.0	2138622.0	832458.0	4103245.0	2596379.0	15471236	1172379.0	20846.0	0.0	55147883.0	16119416.0	69671315.0	4336983.0	123836.0	4456678.0	1621767.0	2807.0	1624517.0	433073.0	109.0	433182.0	3745125.0	121477.0	3865940.0	946490.0	2504.0	948994.0	333934.0	27228.0	0.0	252552.0	2240.0	2.0	249677720.0	241621355.0	249036226.0	256056822.0	1035769.0	5806249.0	5805568.0	150334.0	251286342.0	11683.0	32535.0	1038394.0	546373.0	254682.0	3225721	298997.0	593719.0	107236.0	0.0	320594.0	443702.0	332387.0	250185688.0	251345536.0	6906903.0	5747055.0	39172431	10513836.0	217920160.0	246578755.0	244938982	148669.0	196816.0	55577.0	12003147.0	0.0	38.0	53.0	1793.0
11	236271949	2924343.0	262276.0	1115602.0	9779208.0	33310209.0	162326031.0	20765758.0	8373021.0	2604223.0	878200.0	397961.0	169642.0	37745.0	15241197.0	76870261.0	6877245.0	7470662.0	2333747.0	1924599.0	803168.0	3826727.0	2409148.0	14347907	1042541.0	17575.0	0.0	50868860.0	15123552.0	64515942.0	4010187.0	107533.0	4114153.0	1517902.0	2035.0	1519897.0	397163.0	52.0	397215.0	3512905.0	104084.0	3616277.0	890534.0	1756.0	892290.0	307597.0	20842.0	0.0	232873.0	1930.0	25.0	232319047.0	224848385.0	231725630.0	238191544.0	1004748.0	4951426.0	4950637.0	133780.0	234244866.0	11891.0	26324.0	945342.0	503809.0	213996.0	2938162	271448.0	540363.0	103997.0	5.0	289236.0	415297.0	302685.0	232876061.0	233958222.0	6320231.0	5238070.0	35945121	9384790.0	203251171.0	229811502.0	229928520	98202.0	144677.0	43658.0	9167917.0	0.0	34.0	0.0	1653.0
12	209257974	2697589.0	220041.0	957494.0	8439234.0	28947963.0	143486153.0	19127041.0	7745514.0	2445505.0	800309.0	357969.0	146813.0	30570.0	13394929.0	68469410.0	6083631.0	6631142.0	2110408.0	1662117.0	735601.0	3438964.0	2123016.0	12714773	896441.0	13825.0	0.0	44630329.0	13573852.0	56895244.0	3538215.0	91887.0	3627053.0	1346697.0	1293.0	1347981.0	343870.0	26.0	343896.0	3129044.0	84668.0	3213244.0	786664.0	1070.0	787734.0	271358.0	16093.0	0.0	205033.0	1520.0	0.0	205871932.0	199240790.0	205324421.0	211036007.0	919556.0	4088504.0	4087930.0	111056.0	207867059.0	12397.0	20383.0	821193.0	433973.0	179123.0	2573319	246042.0	473523.0	93909.0	0.0	255548.0	386866.0	271463.0	206407987.0	207369318.0	5547576.0	4586245.0	31552293	8065933.0	180403270.0	203889630.0	205324740	61270.0	100505.0	32068.0	6567711.0	0.0	59.0	0.0	1842.0
13	177371015	2392986.0	174876.0	793190.0	6978443.0	24104341.0	121355708.0	16801879.0	6849953.0	2198824.0	706188.0	301928.0	119941.0	23672.0	11294391.0	58408293.0	5153571.0	5653258.0	1827378.0	1377930.0	644566.0	2961094.0	1803384.0	10806829	734281.0	10410.0	0.0	37493415.0	11615566.0	48011189.0	2992354.0	77061.0	3066904.0	1141164.0	1078.0	1142233.0	283091.0	24.0	283115.0	2669813.0	70209.0	2739620.0	666371.0	720.0	667091.0	230717.0	12392.0	0.0	174582.0	1079.0	0.0	174610430.0	168957172.0	174110743.0	178965471.0	798530.0	3269359.0	3268784.0	91446.0	176494642.0	12591.0	16490.0	681852.0	347260.0	145523.0	2163955	213504.0	412110.0	79487.0	0.0	216864.0	349486.0	234803.0	175079899.0	175906059.0	4684102.0	3857942.0	26589747	6683956.0	153174254.0	173080045.0	175297384	38244.0	64168.0	22043.0	4426888.0	0.0	0.0	0.0	1485.0
14	144684737	2030065.0	134117.0	629716.0	5575526.0	19256240.0	98726006.0	14223246.0	5851850.0	1898936.0	600543.0	246610.0	96267.0	17717.0	9197334.0	47988796.0	4204909.0	4639083.0	1529315.0	1112958.0	536051.0	2460045.0	1460759.0	8843992	581132.0	8189.0	0.0	30318786.0	9593934.0	39016960.0	2433344.0	61572.0	2493197.0	936640.0	846.0	937480.0	228724.0	27.0	228751.0	2192708.0	55542.0	2247930.0	550337.0	588.0	550925.0	189697.0	9422.0	0.0	143942.0	883.0	0.0	142509893.0	137870810.0	142075719.0	146048344.0	666458.0	2533454.0	2532925.0	69458.0	144181348.0	10822.0	11214.0	537799.0	257704.0	117018.0	1751849	188699.0	356641.0	62354.0	0.0	181811.0	315873.0	202833.0	142910350.0	143588787.0	3804452.0	3126015.0	21615763	5348854.0	125099039.0	141365948.0	143858323	23608.0	38005.0	13728.0	2831550.0	0.0	0.0	0.0	1321.0
15	114055102	1665072.0	98029.0	485703.0	4283996.0	14876186.0	77651569.0	11600309.0	4803338.0	1585093.0	490561.0	194633.0	72334.0	13255.0	7222050.0	38068605.0	3322638.0	3668895.0	1230577.0	861853.0	430599.0	1967099.0	1145866.0	6991533	442580.0	5977.0	0.0	23627374.0	7650630.0	30574733.0	1920169.0	47506.0	1966279.0	741951.0	711.0	742648.0	178398.0	8.0	178406.0	1744904.0	41325.0	1785967.0	437975.0	361.0	438336.0	150619.0	6349.0	0.0	114633.0	716.0	0.0	112397536.0	108728641.0	112051279.0	115190788.0	529386.0	1933830.0	1933357.0	53273.0	113786344.0	9527.0	7415.0	413632.0	181571.0	94550.0	1390795	160555.0	298882.0	48308.0	0.0	148820.0	279418.0	175999.0	112691946.0	113236333.0	3028228.0	2483841.0	17015256	4193003.0	98704918.0	111527171.0	114002669	15131.0	20961.0	9321.0	1700932.0	0.0	0.0	0.0	1442.0
16	87271078	1327142.0	71444.0	361528.0	3209551.0	11167229.0	59232579.0	9176839.0	3827058.0	1286494.0	391535.0	148241.0	53794.0	8866.0	5530295.0	29365641.0	2540983.0	2826254.0	970286.0	654120.0	329816.0	1533450.0	872032.0	5367237	332646.0	4620.0	0.0	17938503.0	5926007.0	23326403.0	1464521.0	35734.0	1499245.0	568523.0	485.0	569001.0	133075.0	30.0	133105.0	1344240.0	30404.0	1374456.0	334001.0	258.0	334259.0	116035.0	4573.0	0.0	88208.0	370.0	0.0	86057237.0	83230983.0	85771966.0	88195473.0	402747.0	1449868.0	1449576.0	39277.0	87148352.0	8104.0	5223.0	312694.0	121561.0	72690.0	1084969	137184.0	247282.0	35031.0	0.0	115344.0	248532.0	150377.0	86255630.0	86676697.0	2342590.0	1921523.0	13039578	3205655.0	75558642.0	85392565.0	87602744	8128.0	12576.0	5406.0	986165.0	0.0	0.0	0.0	1183.0
17	65029281	1020512.0	51253.0	260635.0	2337798.0	8149522.0	44037241.0	7036167.0	2962168.0	1013471.0	302438.0	108292.0	39373.0	6368.0	4118879.0	22012552.0	1900430.0	2118599.0	742991.0	479866.0	244710.0	1158352.0	651032.0	4019029	241413.0	3092.0	0.0	13254717.0	4455428.0	17313940.0	1088530.0	25596.0	1113303.0	426618.0	328.0	426937.0	98973.0	29.0	99002.0	1015257.0	22782.0	1037892.0	253222.0	216.0	253438.0	88044.0	3481.0	0.0	65725.0	215.0	0.0	64149363.0	62030764.0	63931194.0	65755870.0	293923.0	1065649.0	1065421.0	27339.0	64984144.0	6447.0	3897.0	229263.0	76473.0	56079.0	838175	120271.0	199836.0	24040.0	0.0	92321.0	222257.0	131092.0	64279239.0	64592481.0	1770554.0	1457312.0	9743884	2396595.0	56305909.0	63653198.0	65505329	4715.0	6803.0	2957.0	538659.0	0.0	0.0	0.0	1090.0
18	47453941	770560.0	36574.0	187518.0	1674166.0	5863888.0	32074593.0	5247405.0	2220966.0	771751.0	225272.0	78164.0	27774.0	3940.0	3004575.0	16149908.0	1388409.0	1561186.0	554953.0	346283.0	183380.0	862011.0	476570.0	2949595	174943.0	2253.0	0.0	9599855.0	3279056.0	12591162.0	794065.0	17553.0	811038.0	313905.0	146.0	314051.0	72210.0	0.0	72210.0	743403.0	16628.0	759947.0	185965.0	239.0	186204.0	64795.0	2424.0	0.0	47819.0	149.0	0.0	46836092.0	45274906.0	46663315.0	48008879.0	215622.0	772642.0	772394.0	20053.0	47451859.0	5312.0	2758.0	166144.0	46726.0	43075.0	649850	106566.0	165035.0	17546.0	0.0	73474.0	198759.0	114348.0	46901793.0	47133769.0	1322708.0	1090732.0	7136375	1767994.0	41088126.0	46456507.0	47935607	2454.0	3138.0	1427.0	285479.0	0.0	0.0	0.0	961.0
19	34033427	566035.0	26408.0	132259.0	1181679.0	4156616.0	22977470.0	3823668.0	1623854.0	576370.0	161322.0	55332.0	19386.0	2614.0	2154911.0	11621992.0	997105.0	1126711.0	405501.0	244943.0	135239.0	628703.0	341028.0	2123816	122305.0	1365.0	0.0	6856286.0	2366325.0	9015625.0	567628.0	12244.0	579561.0	226185.0	108.0	226293.0	51042.0	0.0	51042.0	538578.0	11327.0	549860.0	135543.0	90.0	135633.0	46356.0	1703.0	0.0	34476.0	130.0	0.0	33602357.0	32475646.0	33472751.0	34447276.0	152186.0	560847.0	560621.0	14396.0	34038615.0	4588.0	1933.0	118502.0	27060.0	32040.0	499096	92807.0	129746.0	11834.0	0.0	55205.0	177002.0	102158.0	33620605.0	33788363.0	978857.0	811099.0	5148647	1298333.0	29450815.0	33301129.0	34452397	1502.0	1412.0	730.0	144569.0	0.0	0.0	0.0	994.0
20	24146516	413633.0	18276.0	92489.0	834107.0	2929153.0	16286492.0	2743699.0	1167631.0	417704.0	115154.0	39608.0	12864.0	1915.0	1531843.0	8273657.0	711299.0	811831.0	292367.0	175872.0	99536.0	453580.0	244056.0	1523130	87356.0	930.0	0.0	4845821.0	1687740.0	6388425.0	402211.0	9001.0	410958.0	162176.0	69.0	162245.0	36832.0	0.0	36832.0	387275.0	7779.0	395017.0	97031.0	91.0	97122.0	34149.0	1123.0	0.0	25564.0	98.0	0.0	23848850.0	23037019.0	23748318.0	24454589.0	105560.0	406523.0	406349.0	9060.0	24153626.0	3097.0	1251.0	83538.0	14536.0	23147.0	381512	78504.0	102264.0	6498.0	0.0	41353.0	155987.0	90882.0	23846814.0	23967439.0	713335.0	592710.0	3681793	940334.0	20878356.0	23619815.0	24488410	687.0	678.0	445.0	70123.0	0.0	0.0	0.0	929.0
21	17085635	298172.0	12437.0	66670.0	593738.0	2066231.0	11534835.0	1943883.0	826939.0	293572.0	80569.0	27130.0	8579.0	1328.0	1083799.0	5848972.0	504925.0	580042.0	208666.0	123293.0	74131.0	325992.0	173952.0	1084967	62168.0	510.0	0.0	3422074.0	1191013.0	4510615.0	285804.0	6578.0	292160.0	114764.0	41.0	114805.0	26336.0	0.0	26336.0	274240.0	5839.0	280052.0	69003.0	69.0	69072.0	24677.0	678.0	0.0	17879.0	44.0	0.0	16878882.0	16298840.0	16803765.0	17308971.0	74836.0	296876.0	296794.0	5731.0	17086931.0	2651.0	962.0	59125.0	8158.0	16739.0	297630	67821.0	81228.0	3249.0	0.0	31362.0	137303.0	80188.0	16858182.0	16944898.0	525625.0	438909.0	2631114	688213.0	14752693.0	16695594.0	17349617	289.0	390.0	224.0	32932.0	0.0	0.0	0.0	969.0
22	12113174	215596.0	9153.0	47592.0	416176.0	1455662.0	8217253.0	1372707.0	575404.0	204507.0	54896.0	18503.0	6261.0	824.0	757817.0	4111517.0	357786.0	413819.0	147349.0	85627.0	57852.0	235448.0	122991.0	771605	43758.0	369.0	0.0	2428392.0	842708.0	3197264.0	203931.0	4899.0	208664.0	79899.0	20.0	79919.0	18804.0	0.0	18804.0	192886.0	4011.0	196872.0	48878.0	37.0	48915.0	16930.0	562.0	0.0	13019.0	32.0	0.0	11970984.0	11557165.0	11914951.0	12275139.0	53631.0	222372.0	222306.0	3802.0	12106398.0	1800.0	809.0	43190.0	4025.0	12386.0	238274	58480.0	67619.0	1901.0	0.0	24859.0	119782.0	72264.0	11933103.0	11997102.0	395667.0	331668.0	1881431	515115.0	10447339.0	11813655.0	12312255	200.0	185.0	75.0	15350.0	0.0	0.0	0.0	965.0
