Distance,Dups,ComplementaryDups,NoncomplementaryDups
3710.0,1,1,0
3720.0,1,1,0
3750.0,2,2,0
3760.0,1,1,0
3780.0,1,1,0
3790.0,1,1,0
3810.0,2,2,0
3820.0,1,1,0
3830.0,1,1,0
3840.0,4,4,0
3870.0,1,1,0
3880.0,1,1,0
3900.0,2,2,0
3930.0,1,1,0
3950.0,1,1,0
3970.0,2,2,0
3980.0,1,1,0
3990.0,2,2,0
4000.0,2,2,0
4070.0,1,1,0
4100.0,1,1,0
4110.0,1,1,0
4130.0,3,3,0
4140.0,1,1,0
4150.0,1,1,0
4210.0,2,2,0
4220.0,1,1,0
4240.0,1,1,0
4280.0,1,1,0
4300.0,1,1,0
4310.0,2,2,0
4350.0,1,1,0
4380.0,1,1,0
4400.0,1,1,0
4490.0,1,1,0
4500.0,1,1,0
4510.0,1,1,0
4550.0,2,2,0
4560.0,1,1,0
4630.0,1,1,0
4640.0,1,1,0
4690.0,2,2,0
4710.0,2,2,0
4720.0,1,1,0
4740.0,2,2,0
4760.0,1,1,0
4770.0,1,1,0
4790.0,1,1,0
4800.0,1,1,0
4810.0,1,1,0
4840.0,1,1,0
4880.0,1,1,0
5010.0,1,1,0
5020.0,3,3,0
5060.0,1,1,0
5150.0,1,1,0
5160.0,1,1,0
5250.0,1,1,0
5390.0,1,1,0
5450.0,1,1,0
