Distance,Dups,ComplementaryDups,NoncomplementaryDups
514,10,0,10
515,14,0,14
516,5,0,5
517,7,0,7
518,11,0,11
519,5,0,5
520,13,0,13
521,12,0,12
522,6,0,6
523,2,0,2
524,11,0,11
525,1,0,1
526,7,0,7
527,12,0,12
528,16,0,16
529,27,0,27
530,4,0,4
531,2,0,2
532,10,0,10
533,11,0,11
534,1,0,1
535,6,0,6
536,9,0,9
537,8,0,8
538,8,0,8
539,2,0,2
540,6,0,6
542,4,0,4
544,6,1,5
545,19,0,19
546,12,0,12
547,12,0,12
548,6,0,6
549,3,0,3
550,5,0,5
551,17,0,17
552,5,0,5
553,1,0,1
554,2,0,2
555,10,0,10
556,8,0,8
557,3,0,3
558,11,0,11
559,2,0,2
560,12,0,12
561,11,0,11
562,15,0,15
563,9,0,9
564,17,1,16
565,1,0,1
566,16,0,16
567,6,0,6
568,6,0,6
569,14,0,14
570,6,0,6
572,1,0,1
573,7,0,7
574,5,0,5
575,5,0,5
576,11,0,11
577,13,0,13
578,4,0,4
579,11,0,11
580,7,0,7
581,17,0,17
582,9,1,8
583,11,0,11
584,7,0,7
585,2,0,2
586,4,0,4
587,12,0,12
588,10,0,10
590,4,0,4
591,8,0,8
592,15,0,15
593,21,0,21
594,12,0,12
595,14,0,14
596,8,0,8
597,5,0,5
598,12,0,12
599,11,0,11
600,5,0,5
601,15,0,15
602,2,0,2
603,3,0,3
604,7,0,7
605,5,0,5
606,3,0,3
607,2,0,2
608,8,0,8
609,5,0,5
610,14,0,14
611,17,0,17
612,8,0,8
613,19,0,19
614,3,0,3
616,5,0,5
617,1,0,1
618,10,0,10
619,7,0,7
620,7,0,7
621,5,0,5
622,4,0,4
623,7,0,7
624,7,0,7
625,13,0,13
626,9,0,9
627,4,0,4
628,5,0,5
629,9,0,9
630,13,0,13
631,8,0,8
632,11,0,11
633,2,0,2
635,11,0,11
636,10,0,10
638,6,0,6
639,11,0,11
640,7,0,7
641,20,0,20
642,11,0,11
643,4,0,4
644,11,0,11
645,6,0,6
646,2,0,2
647,14,0,14
648,13,0,13
649,9,0,9
650,10,0,10
651,2,0,2
653,3,0,3
654,12,0,12
656,6,0,6
657,20,0,20
658,11,0,11
659,12,0,12
660,11,0,11
661,8,0,8
662,13,0,13
664,3,0,3
665,4,0,4
666,16,0,16
667,9,0,9
668,1,0,1
669,3,0,3
671,11,0,11
672,12,0,12
673,11,0,11
674,8,0,8
675,22,0,22
676,7,0,7
677,5,0,5
678,4,0,4
679,11,0,11
680,5,0,5
681,1,0,1
682,7,0,7
683,2,0,2
684,13,0,13
685,21,0,21
686,2,0,2
687,4,0,4
688,4,0,4
689,9,0,9
690,15,0,15
691,4,0,4
692,11,0,11
693,13,0,13
694,9,0,9
695,7,0,7
696,11,0,11
697,8,0,8
698,3,0,3
699,13,0,13
701,3,0,3
702,20,0,20
703,18,0,18
704,5,0,5
705,10,0,10
706,13,0,13
707,3,0,3
708,9,0,9
709,5,0,5
710,8,0,8
711,4,0,4
712,6,0,6
713,10,0,10
714,9,0,9
715,4,0,4
716,10,0,10
717,1,0,1
719,1,0,1
720,10,0,10
721,16,1,15
722,8,0,8
723,6,0,6
724,8,0,8
725,4,0,4
726,5,0,5
727,11,0,11
728,13,0,13
730,9,0,9
731,3,0,3
732,5,0,5
733,8,0,8
734,3,0,3
735,1,0,1
736,1,0,1
737,19,0,19
738,3,0,3
739,13,0,13
740,8,0,8
741,4,0,4
742,8,0,8
743,4,0,4
744,4,0,4
745,7,0,7
746,4,1,3
747,3,0,3
748,6,0,6
749,8,0,8
750,7,0,7
751,13,0,13
752,3,0,3
753,12,0,12
754,5,0,5
755,6,0,6
756,4,0,4
757,13,0,13
758,4,0,4
759,13,0,13
760,3,0,3
761,2,0,2
762,10,1,9
763,3,0,3
764,10,1,9
765,9,0,9
766,1,0,1
768,6,0,6
769,18,0,18
770,2,0,2
771,5,0,5
772,7,0,7
773,3,0,3
774,9,0,9
775,5,0,5
776,8,0,8
777,8,0,8
779,9,0,9
781,8,0,8
782,8,0,8
783,5,0,5
784,1,0,1
785,10,0,10
786,20,0,20
787,23,0,23
788,2,0,2
789,8,0,8
790,7,0,7
791,5,0,5
793,9,0,9
794,6,0,6
795,17,0,17
796,2,0,2
797,6,0,6
798,7,0,7
799,4,0,4
800,13,0,13
801,12,0,12
802,3,0,3
803,7,0,7
804,16,0,16
805,12,0,12
806,10,0,10
807,3,0,3
808,8,0,8
810,3,0,3
811,14,0,14
812,5,0,5
813,7,0,7
814,14,0,14
815,2,0,2
816,10,0,10
817,18,0,18
818,12,0,12
819,7,0,7
820,2,0,2
821,3,0,3
822,2,1,1
823,13,0,13
824,12,1,11
825,7,0,7
826,7,1,6
827,7,0,7
828,2,0,2
829,2,0,2
830,9,0,9
831,5,0,5
832,11,0,11
833,15,0,15
834,14,0,14
835,11,0,11
836,8,0,8
837,5,0,5
838,9,0,9
839,9,0,9
840,2,0,2
841,15,0,15
842,15,0,15
843,5,0,5
844,1,0,1
845,14,0,14
847,5,0,5
848,4,0,4
849,15,0,15
850,2,0,2
851,11,0,11
852,5,0,5
853,17,0,17
854,12,0,12
855,4,0,4
856,5,0,5
857,8,0,8
858,2,0,2
859,5,0,5
860,12,0,12
861,8,0,8
862,3,0,3
863,4,1,3
864,6,0,6
865,18,0,18
866,11,0,11
867,5,0,5
868,1,0,1
869,7,0,7
870,8,0,8
871,16,0,16
872,4,0,4
873,3,0,3
874,5,0,5
875,6,0,6
876,2,0,2
877,5,0,5
878,16,0,16
879,8,0,8
880,12,0,12
881,11,0,11
882,5,0,5
883,8,0,8
884,7,0,7
885,3,0,3
886,4,0,4
887,5,0,5
888,7,0,7
889,3,0,3
890,14,0,14
891,6,0,6
892,1,0,1
893,4,0,4
894,4,0,4
895,2,0,2
896,6,0,6
897,19,1,18
898,15,0,15
899,2,0,2
900,9,0,9
901,9,0,9
902,14,0,14
903,8,0,8
904,3,0,3
906,12,0,12
907,5,0,5
908,13,0,13
909,3,0,3
910,8,0,8
911,7,0,7
912,6,0,6
913,8,0,8
914,7,0,7
915,21,0,21
916,11,0,11
917,5,0,5
918,6,0,6
919,14,0,14
920,11,0,11
921,3,0,3
922,6,0,6
923,10,0,10
924,2,0,2
925,8,0,8
926,12,0,12
927,3,0,3
928,6,0,6
929,9,0,9
930,2,0,2
931,8,0,8
932,3,0,3
933,10,0,10
934,10,0,10
935,11,0,11
936,5,0,5
937,10,0,10
938,8,0,8
939,2,0,2
940,7,0,7
941,5,0,5
942,1,0,1
943,9,0,9
944,11,0,11
945,15,0,15
946,6,0,6
947,5,0,5
948,6,0,6
949,2,0,2
950,5,0,5
951,3,0,3
952,7,0,7
953,3,0,3
954,3,0,3
955,6,0,6
956,9,0,9
957,3,0,3
958,1,0,1
959,7,0,7
960,2,0,2
961,12,0,12
962,13,0,13
963,5,0,5
964,8,0,8
965,2,0,2
966,1,0,1
967,2,0,2
968,5,0,5
969,8,0,8
970,2,0,2
971,3,0,3
972,4,0,4
973,6,0,6
974,4,0,4
975,3,0,3
976,1,0,1
977,9,0,9
978,12,0,12
979,3,0,3
980,7,0,7
981,1,0,1
982,10,0,10
983,3,0,3
984,4,0,4
985,3,0,3
986,4,0,4
987,4,0,4
988,4,0,4
989,5,1,4
990,5,0,5
991,5,0,5
992,4,0,4
993,10,0,10
994,5,0,5
995,11,0,11
996,10,0,10
997,5,0,5
998,6,0,6
999,15,1,14
1000,10,0,10
1001,3,0,3
1002,2,0,2
1003,3,0,3
1004,5,0,5
1005,6,0,6
1006,4,0,4
1007,1,0,1
1008,4,0,4
1009,11,0,11
1010,10,0,10
1011,10,0,10
1012,7,0,7
1013,8,0,8
1014,8,0,8
1015,2,0,2
1016,2,0,2
1017,8,0,8
1018,10,1,9
1019,4,0,4
1020,1,0,1
1021,4,0,4
1022,1,0,1
1023,9,0,9
1024,7,0,7
1025,7,0,7
1026,7,0,7
1027,7,0,7
1028,4,0,4
1029,15,1,14
1030,8,0,8
1031,8,0,8
1032,2,0,2
1033,3,0,3
1034,6,0,6
1035,9,0,9
1036,9,0,9
1037,4,0,4
1038,2,0,2
1039,6,0,6
1040,7,0,7
1041,13,0,13
1042,8,0,8
1043,6,0,6
1044,20,0,20
1045,7,0,7
1046,6,0,6
1047,9,0,9
1048,9,0,9
1049,6,0,6
1050,2,0,2
1051,2,0,2
1052,3,0,3
1053,7,0,7
1054,7,0,7
1055,8,0,8
1056,5,0,5
1057,2,0,2
1058,9,0,9
1059,16,0,16
1060,8,0,8
1061,4,0,4
1062,4,0,4
1063,6,0,6
1064,1,0,1
1065,3,0,3
1066,6,0,6
1067,8,0,8
1069,5,0,5
1070,5,0,5
1071,3,0,3
1072,13,0,13
1073,18,0,18
1074,10,0,10
1075,5,0,5
1076,4,0,4
1077,11,1,10
1078,6,0,6
1079,4,0,4
1080,2,0,2
1081,3,0,3
1082,10,0,10
1083,5,0,5
1084,15,0,15
1085,1,0,1
1086,1,0,1
1087,6,0,6
1088,4,0,4
1089,8,0,8
1090,13,0,13
1091,10,0,10
1092,10,0,10
1093,2,0,2
1094,7,0,7
1095,17,1,16
1096,2,0,2
1097,8,0,8
1098,5,0,5
1099,8,0,8
1100,1,0,1
1101,10,1,9
1102,9,0,9
1103,11,0,11
1104,3,0,3
1105,12,0,12
1106,8,0,8
1107,7,0,7
1108,7,0,7
1109,9,0,9
1110,4,0,4
1111,7,0,7
1112,3,0,3
1113,7,0,7
1114,9,0,9
1115,3,0,3
1116,2,0,2
1117,2,0,2
1118,4,0,4
1119,7,0,7
1120,6,0,6
1121,13,0,13
1122,10,0,10
1123,5,0,5
1124,2,0,2
1125,4,0,4
1126,9,0,9
1127,2,0,2
1128,13,0,13
1129,5,0,5
1130,5,0,5
1131,2,0,2
1132,12,0,12
1133,5,0,5
1134,1,0,1
1135,2,0,2
1136,6,0,6
1137,12,0,12
1138,10,0,10
1139,12,0,12
1140,6,0,6
1141,5,0,5
1142,6,0,6
1143,4,0,4
1144,7,0,7
1145,4,0,4
1146,10,0,10
1147,8,0,8
1148,4,0,4
1149,3,0,3
1150,15,0,15
1151,9,0,9
1153,12,0,12
1154,14,0,14
1155,8,0,8
1156,13,0,13
1157,8,0,8
1158,5,0,5
1159,2,0,2
1160,9,0,9
1161,5,0,5
1162,5,0,5
1163,4,0,4
1164,5,0,5
1165,10,0,10
1166,7,0,7
1167,3,0,3
1168,9,0,9
1169,19,0,19
1170,6,0,6
1171,7,0,7
1172,11,0,11
1173,5,0,5
1174,8,0,8
1175,12,0,12
1176,5,0,5
1177,7,0,7
1178,5,0,5
1179,5,0,5
1180,7,0,7
1181,7,0,7
1182,6,0,6
1183,4,0,4
1184,4,0,4
1185,11,0,11
1186,15,0,15
1187,9,0,9
1188,6,0,6
1189,5,0,5
1190,1,0,1
1191,6,0,6
1192,7,0,7
1193,9,0,9
1194,3,0,3
1195,7,0,7
1196,4,0,4
1197,2,0,2
1198,5,0,5
1199,6,0,6
1200,6,0,6
1201,7,0,7
1202,12,0,12
1203,7,0,7
1204,3,0,3
1205,12,1,11
1206,7,0,7
1207,4,0,4
1208,4,0,4
1209,7,0,7
1210,3,0,3
1211,10,0,10
1212,2,0,2
1213,9,0,9
1214,1,0,1
1216,7,0,7
1217,10,0,10
1218,7,0,7
1219,5,0,5
1220,8,0,8
1221,4,0,4
1222,7,0,7
1223,8,0,8
1224,7,0,7
1226,7,0,7
1227,3,0,3
1228,2,0,2
1229,7,0,7
1230,3,0,3
1231,9,0,9
1232,4,0,4
1233,4,0,4
1234,9,0,9
1235,15,0,15
1236,4,0,4
1237,5,0,5
1238,5,0,5
1239,7,0,7
1240,3,0,3
1241,8,0,8
1242,3,0,3
1243,3,0,3
1244,2,0,2
1245,9,0,9
1246,4,0,4
1247,7,0,7
1248,8,0,8
1249,12,0,12
1250,13,0,13
1251,10,0,10
1252,7,0,7
1253,10,0,10
1254,8,0,8
1255,1,0,1
1256,10,0,10
1257,7,0,7
1258,6,0,6
1259,6,0,6
1260,7,0,7
1261,7,0,7
1262,5,0,5
1264,3,0,3
1265,10,0,10
1266,15,0,15
1267,7,0,7
1268,6,0,6
1269,5,0,5
1270,6,0,6
1271,8,0,8
1272,6,0,6
1273,2,0,2
1274,3,0,3
1275,6,0,6
1276,9,0,9
1277,8,0,8
1278,8,0,8
1279,7,0,7
1280,3,0,3
1281,2,0,2
1282,4,0,4
1283,14,0,14
1284,8,0,8
1285,15,0,15
1286,6,0,6
1287,4,0,4
1288,7,0,7
1289,9,0,9
1290,8,0,8
1291,4,0,4
1292,1,0,1
1293,4,0,4
1294,5,0,5
1295,6,0,6
1296,7,0,7
1297,10,0,10
1298,13,0,13
1299,5,0,5
1300,5,0,5
1301,11,0,11
1302,7,0,7
1303,13,0,13
1304,6,0,6
1305,4,0,4
1306,2,0,2
1307,8,0,8
1308,5,0,5
1309,4,0,4
1310,2,0,2
1311,6,0,6
1312,1,0,1
1313,9,0,9
1314,16,0,16
1315,6,0,6
1316,4,0,4
1317,3,0,3
1318,5,0,5
1319,8,0,8
1320,12,0,12
1321,5,0,5
1322,5,0,5
1323,4,0,4
1324,2,0,2
1325,3,0,3
1326,1,0,1
1327,1,0,1
1328,5,0,5
1329,6,0,6
1330,4,0,4
1331,8,0,8
1332,16,0,16
1333,3,0,3
1334,4,0,4
1335,6,0,6
1336,3,0,3
1337,8,0,8
1338,8,0,8
1339,6,0,6
1340,2,0,2
1341,10,0,10
1342,4,0,4
1343,3,0,3
1344,1,0,1
1345,6,0,6
1346,13,0,13
1347,10,0,10
1348,5,0,5
1349,6,0,6
1350,8,0,8
1351,3,0,3
1352,3,0,3
1353,4,0,4
1354,4,0,4
1355,5,0,5
1356,17,0,17
1357,3,0,3
1359,9,0,9
1360,3,0,3
1361,4,0,4
1362,9,0,9
1363,12,0,12
1364,11,0,11
1365,5,0,5
1366,2,0,2
1367,5,0,5
1368,9,0,9
1369,7,0,7
1370,5,0,5
1371,2,0,2
1372,5,0,5
1373,7,0,7
1374,6,0,6
1375,10,0,10
1376,4,0,4
1377,11,0,11
1378,8,0,8
1379,8,0,8
1380,11,0,11
1381,11,0,11
1382,11,0,11
1383,4,0,4
1384,2,0,2
1385,4,0,4
1386,3,0,3
1387,7,0,7
1388,5,0,5
1389,5,0,5
1390,7,0,7
1391,5,0,5
1392,7,0,7
1393,7,0,7
1394,5,0,5
1395,8,0,8
1396,5,0,5
1397,6,0,6
1398,11,1,10
1399,9,0,9
1400,5,0,5
1401,5,0,5
1402,5,1,4
1403,3,0,3
1404,4,0,4
1405,6,0,6
1406,4,0,4
1407,5,0,5
1408,4,0,4
1409,4,0,4
1410,6,0,6
1411,7,0,7
1412,8,0,8
1413,1,0,1
1414,3,0,3
1415,6,0,6
1416,9,1,8
1417,5,0,5
1418,2,0,2
1419,6,0,6
1420,1,0,1
1421,3,0,3
1422,5,0,5
1423,10,0,10
1424,2,0,2
1425,5,0,5
1426,15,0,15
1427,5,1,4
1428,4,0,4
1429,7,0,7
1430,9,0,9
1431,1,0,1
1432,2,0,2
1433,4,0,4
1434,4,0,4
1435,6,0,6
1436,7,0,7
1437,2,0,2
1438,2,0,2
1439,2,0,2
1440,2,0,2
1441,6,0,6
1442,15,0,15
1443,7,0,7
1444,12,0,12
1446,4,0,4
1447,7,0,7
1448,7,0,7
1449,2,0,2
1450,1,0,1
1451,4,0,4
1452,4,0,4
1453,8,0,8
1454,6,0,6
1455,1,0,1
1456,2,0,2
1457,9,0,9
1458,6,0,6
1459,8,0,8
1460,3,0,3
1461,15,0,15
1462,10,0,10
1463,3,0,3
1464,6,0,6
1465,6,1,5
1466,4,1,3
1467,6,0,6
1468,3,0,3
1469,3,0,3
1470,4,0,4
1471,4,0,4
1472,7,0,7
1473,4,0,4
1474,5,0,5
1475,7,0,7
1476,3,0,3
1477,4,0,4
1478,5,0,5
1479,7,0,7
1480,4,0,4
1481,8,0,8
1482,6,0,6
1483,4,0,4
1484,4,0,4
1485,7,0,7
1486,1,0,1
1487,4,0,4
1488,3,0,3
1489,10,0,10
1490,17,0,17
1491,5,0,5
1492,4,0,4
1493,7,0,7
1494,5,0,5
1495,4,0,4
1496,9,0,9
1497,2,0,2
1498,10,0,10
1499,6,0,6
1500,7,0,7
1501,3,0,3
1502,8,0,8
1503,4,0,4
1504,3,0,3
1505,3,0,3
1506,11,0,11
1507,12,0,12
1508,8,0,8
1509,1,0,1
1510,7,0,7
1511,5,0,5
1513,6,0,6
1514,7,0,7
1515,7,0,7
1516,4,0,4
1517,5,0,5
1518,3,0,3
1519,10,0,10
1520,5,1,4
1521,8,0,8
1522,8,0,8
1523,2,0,2
1524,11,0,11
1525,8,0,8
1526,6,0,6
1527,4,0,4
1528,9,0,9
1529,4,0,4
1530,9,0,9
1531,6,0,6
1532,6,0,6
1533,1,0,1
1534,3,0,3
1536,5,0,5
1537,5,0,5
1538,12,0,12
1539,3,0,3
1540,4,1,3
1541,4,0,4
1542,13,0,13
1543,5,0,5
1544,5,0,5
1545,7,0,7
1546,9,0,9
1548,10,0,10
1549,4,0,4
1550,4,0,4
1551,3,0,3
1552,2,0,2
1553,3,0,3
1554,4,0,4
1555,7,0,7
1556,17,0,17
1557,7,0,7
1558,1,0,1
1559,12,0,12
1560,1,0,1
1561,3,0,3
1562,7,0,7
1563,6,0,6
1564,6,0,6
1565,6,0,6
1566,3,0,3
1567,5,0,5
1568,6,0,6
1569,7,0,7
1570,6,0,6
1571,5,0,5
1572,7,0,7
1573,6,1,5
1574,5,0,5
1575,4,0,4
1576,2,0,2
1577,8,0,8
1578,2,0,2
1579,2,0,2
1580,12,0,12
1581,5,0,5
1582,4,0,4
1583,4,0,4
1584,3,0,3
1585,4,0,4
1586,8,0,8
1587,7,0,7
1588,6,0,6
1589,1,0,1
1590,6,0,6
1591,4,0,4
1592,5,0,5
1593,5,0,5
1594,2,0,2
1595,9,0,9
1596,3,0,3
1597,2,0,2
1598,6,0,6
1599,4,0,4
1600,5,0,5
1601,5,0,5
1602,8,0,8
1603,5,0,5
1604,12,0,12
1605,5,0,5
1606,3,0,3
1607,4,0,4
1608,7,0,7
1609,7,0,7
1610,2,0,2
1611,3,0,3
1612,6,0,6
1613,4,0,4
1614,2,0,2
1615,1,0,1
1616,5,0,5
1617,9,0,9
1618,13,0,13
1619,5,1,4
1620,2,0,2
1621,13,0,13
1622,8,0,8
1623,8,0,8
1624,7,0,7
1625,13,0,13
1626,6,0,6
1627,5,0,5
1628,8,0,8
1629,9,0,9
1630,2,0,2
1631,4,0,4
1632,4,0,4
1633,10,0,10
1634,10,0,10
1635,18,1,17
1636,3,0,3
1637,8,0,8
1638,2,0,2
1639,9,0,9
1640,5,0,5
1641,11,0,11
1642,2,0,2
1643,11,0,11
1644,4,0,4
1646,10,0,10
1647,10,0,10
1648,3,0,3
1649,6,0,6
1650,7,0,7
1651,2,0,2
1652,12,0,12
1653,8,0,8
1654,5,0,5
1655,5,0,5
1656,4,0,4
1657,10,0,10
1658,4,0,4
1659,3,1,2
1660,4,0,4
1661,6,0,6
1662,3,0,3
1663,4,0,4
1664,5,0,5
1665,12,0,12
1666,11,0,11
1667,6,0,6
1668,2,0,2
1669,7,0,7
1670,7,0,7
1671,5,0,5
1672,6,0,6
1673,1,0,1
1674,7,0,7
1675,6,0,6
1677,16,0,16
1678,3,0,3
1679,3,0,3
1680,4,0,4
1681,5,0,5
1682,8,0,8
1683,9,0,9
1684,9,0,9
1685,2,0,2
1686,9,0,9
1687,5,1,4
1688,6,0,6
1689,4,0,4
1690,5,0,5
1691,2,0,2
1692,4,0,4
1693,5,0,5
1694,4,0,4
1695,4,0,4
1696,7,0,7
1697,4,0,4
1698,8,0,8
1699,3,0,3
1700,6,0,6
1701,6,0,6
1702,14,0,14
1703,3,0,3
1704,3,0,3
1705,8,0,8
1706,8,0,8
1707,7,0,7
1708,4,0,4
1709,7,0,7
1710,7,0,7
1711,6,0,6
1712,3,0,3
1713,7,0,7
1714,8,0,8
1715,6,1,5
1716,3,0,3
1717,3,0,3
1718,2,0,2
1719,9,0,9
1720,4,0,4
1721,3,0,3
1722,1,0,1
1723,3,0,3
1724,6,0,6
1725,3,0,3
1726,4,0,4
1727,5,0,5
1728,4,0,4
1729,10,0,10
1730,5,0,5
1731,2,0,2
1732,5,0,5
1733,3,0,3
1734,8,0,8
1735,3,0,3
1736,1,0,1
1737,6,0,6
1738,10,0,10
1739,6,0,6
1740,2,0,2
1741,6,0,6
1742,2,0,2
1743,5,0,5
1744,2,0,2
1745,3,0,3
1746,5,0,5
1747,8,0,8
1748,6,0,6
1749,5,0,5
1750,10,0,10
1751,4,0,4
1752,4,0,4
1753,3,0,3
1754,1,0,1
1755,5,0,5
1756,6,0,6
1757,2,0,2
1758,4,0,4
1759,5,0,5
1760,5,0,5
1761,6,0,6
1762,8,0,8
1763,4,0,4
1764,8,0,8
1765,2,0,2
1766,9,0,9
1767,5,0,5
1768,10,0,10
1769,5,0,5
1770,2,0,2
1771,1,0,1
1772,3,0,3
1773,4,0,4
1774,4,0,4
1775,4,0,4
1776,2,0,2
1777,1,0,1
1778,8,0,8
1779,9,0,9
1780,3,0,3
1781,9,0,9
1782,10,0,10
1783,5,0,5
1784,3,0,3
1785,4,0,4
1786,8,0,8
1787,4,0,4
1788,2,0,2
1789,2,0,2
1790,7,0,7
1791,5,0,5
1792,3,0,3
1793,6,0,6
1794,7,0,7
1795,5,0,5
1796,12,0,12
1797,7,0,7
1798,8,0,8
1799,3,0,3
1800,6,0,6
1801,3,0,3
1802,1,0,1
1803,8,0,8
1804,7,0,7
1805,4,0,4
1806,3,0,3
1807,2,0,2
1808,4,0,4
1809,2,0,2
1810,8,0,8
1811,6,0,6
1812,12,0,12
1813,6,0,6
1814,4,0,4
1815,6,1,5
1816,4,0,4
1817,8,0,8
1818,9,0,9
1819,3,0,3
1820,1,0,1
1821,5,0,5
1822,6,0,6
1823,6,0,6
