Number of reads: 11305536
Number of reads within tile: 5001406 (44.24%)
Distance	Count
1442	7
1443	7
1444	5
1445	2
1446	5
1447	6
1448	10
1449	1
1450	2
1451	6
1452	7
1453	6
1454	3
1456	3
1457	4
1458	6
1459	7
1460	3
1462	7
1463	2
1464	1
1465	5
1466	6
1467	4
1468	1
1469	3
1470	4
1471	4
1472	2
1473	5
1474	6
1475	1
1476	2
1477	3
1478	5
1479	1
1480	3
1481	6
1482	4
1483	2
1484	2
1485	7
1486	1
1488	3
1489	10
1490	12
1491	2
1492	8
1493	9
1494	2
1495	2
1496	7
1497	6
1498	5
1499	6
1500	5
1501	3
1502	6
1503	5
1504	4
1505	5
1506	7
1507	5
1508	7
1509	3
1510	6
1511	11
1513	2
1514	7
1515	2
1516	4
1517	5
1518	4
1519	11
1520	7
1521	3
1522	4
1523	1
1524	2
1525	6
1526	3
1527	3
1528	2
1529	5
1531	5
1532	4
1533	5
1534	2
1535	2
1536	11
1537	4
1538	12
1539	9
1540	1
1541	6
1542	1
1543	3
1544	5
1545	5
1546	3
1547	2
1548	2
1549	3
1550	4
1551	1
1553	5
1554	7
1555	9
1556	5
1557	4
1558	5
1559	7
1561	2
1562	14
1563	6
1564	5
1565	5
1566	2
1567	2
1568	2
1569	8
1570	7
1571	4
1572	7
1573	8
1574	6
1575	4
1576	4
1577	5
1578	1
1579	1
1580	9
1581	2
1582	4
1583	7
1584	1
1585	5
1586	6
1587	6
1588	5
1589	2
1590	8
1591	7
1592	3
1593	5
1594	2
1595	6
1596	2
1597	4
1598	3
1599	4
1600	6
1601	4
1602	3
1603	2
1604	9
1605	6
1606	6
1607	2
1608	5
1609	2
1610	2
1611	6
1612	3
1613	2
1614	3
1615	3
1616	4
1617	8
1618	7
1619	2
1620	4
1621	4
1622	5
1623	2
1624	6
1625	3
1626	2
1627	2
1628	8
1629	7
1630	4
1631	1
1632	3
1633	4
1634	8
1635	5
1636	4
1639	1
1640	6
1641	1
1642	4
1643	7
1644	2
1645	1
1646	4
1647	2
1648	1
1649	4
1650	3
1651	4
1652	2
1653	10
1654	6
1655	9
1656	3
1657	5
1658	2
1659	2
1660	1
1661	1
1662	4
1663	2
1664	4
1665	2
1666	10
1667	5
1668	5
1669	3
1670	1
1671	10
1672	3
1673	1
1674	5
1675	5
1677	7
1679	3
1680	4
1681	3
1682	2
1683	9
1684	4
1685	5
1686	3
1687	3
1688	2
1689	7
1690	3
1691	3
1692	2
1693	7
1694	1
1695	2
1696	5
1697	5
1698	5
1699	8
1700	7
1701	3
1702	7
1703	2
1704	4
1705	2
1706	3
1707	3
1708	4
1709	1
1710	6
1711	3
1712	2
1713	4
1714	6
1715	4
1716	3
1717	6
1718	2
1719	5
1720	8
1721	6
1722	1
1723	4
1724	7
1725	2
1726	5
1727	4
1728	1
1729	5
1730	6
1731	7
1732	6
1733	10
1734	3
1735	1
1737	5
1738	9
1739	10
1740	2
1741	5
1742	3
1744	4
1745	6
1746	8
1747	2
1748	4
1749	2
1750	6
1751	6
1752	2
1753	2
1754	3
1755	2
1756	9
1757	8
1758	5
1759	2
1760	1
1761	2
1762	5
1763	1
1764	5
1765	4
1766	3
1767	7
1768	1
1769	3
1770	1
1771	3
1772	2
1773	2
1774	3
1775	4
1777	2
1778	7
1779	3
1780	5
1781	2
1782	8
1783	1
1784	1
1785	5
1786	4
1787	3
1788	3
1789	1
1790	4
1791	1
1792	2
1793	2
1794	8
1795	7
1796	1
1797	6
1798	2
1799	7
1800	3
1801	2
1802	1
1803	4
1804	8
1805	3
1806	1
1807	1
1808	6
1809	3
1810	9
1811	4
1812	2
1813	5
1814	2
1815	3
1816	3
1817	4
1818	2
1819	5
1820	1
1821	5
1822	2
1823	3
1824	1
1825	3
1826	4
1827	4
1828	3
1829	2
1830	2
1831	5
1832	2
1833	5
1834	5
1835	7
1836	2
1838	3
1839	2
1840	3
1841	7
1842	7
1843	7
1844	3
1845	4
1846	5
1847	6
1848	2
1849	7
1850	2
1851	4
1852	8
1853	2
1854	4
1856	5
1857	4
1858	6
1859	10
1860	7
1861	3
1862	4
1863	2
1864	2
1865	4
1866	3
1867	4
1868	2
1869	6
1870	4
1871	7
1872	2
1873	3
1874	8
1875	1
1876	5
1877	8
1878	5
1879	3
1881	2
1882	4
1883	2
1884	2
1885	4
1886	2
1887	4
1888	5
1889	8
1890	8
1891	4
1892	8
1893	6
1894	2
1895	4
1896	1
1897	3
1898	2
1899	3
1900	1
1901	6
1902	1
1904	5
1905	8
1906	3
1907	9
1908	2
1909	2
1910	8
1911	3
1912	3
1913	1
1914	7
1915	6
1916	2
1917	1
1918	6
1919	5
1920	5
1921	2
1922	7
1923	5
1924	4
1925	5
1926	8
1927	7
1928	4
1929	2
1930	8
1931	4
1932	7
1933	7
1934	2
1935	3
1936	5
1937	8
1938	7
1939	9
1940	4
1941	1
1942	5
1943	5
1944	6
1945	2
1946	7
1947	3
1948	2
1949	5
1950	8
1951	5
1953	2
1954	6
1955	10
1956	6
1957	4
1959	7
1960	3
1961	6
1962	7
1963	5
1964	6
1965	2
1966	1
1967	5
1968	5
1969	3
1970	1
1971	6
1972	2
1973	2
1974	4
1975	1
1976	2
1977	8
1978	5
1979	8
1980	5
1981	6
1982	3
1984	2
1985	2
1986	6
1987	2
1988	6
1989	1
1990	5
1991	9
1992	5
1993	4
1994	6
1995	1
1996	7
1997	3
1998	5
1999	6
2000	2
2002	4
2003	4
2004	5
2005	4
2006	5
2007	5
2008	2
2009	1
2010	2
2011	4
2012	1
2013	4
2014	3
2015	4
2016	4
2017	6
2018	6
2019	5
2020	5
2021	2
2022	8
2023	7
2024	4
2025	5
2027	4
2028	7
2029	4
2030	7
2032	4
2033	5
2034	8
2035	8
2036	2
2037	3
2038	2
2039	2
2040	2
2041	5
2042	1
2043	9
2044	2
2045	2
2047	2
2048	4
2049	3
2050	4
2051	2
2052	3
2053	5
2054	4
2055	3
2056	1
2057	2
2058	2
2059	3
2060	3
2061	3
2062	5
2063	4
2064	2
2065	5
2066	6
2067	8
2068	3
2069	3
2070	1
2071	4
2072	7
2073	7
2074	2
2075	2
2076	2
2077	4
2078	2
2079	1
2080	1
2081	5
2082	6
2083	6
2084	6
2085	6
2086	2
2087	1
2088	1
2089	6
2090	4
2091	1
2092	1
2093	7
2094	3
2095	6
2096	2
2097	2
2098	2
2099	3
2100	3
2101	3
2102	7
2103	4
2104	2
2105	1
2106	5
2107	1
2108	4
2109	6
2110	2
2111	7
2112	3
2113	5
2114	12
2115	6
2116	6
2117	4
2118	2
2119	5
2120	2
2121	6
2122	2
2123	3
2124	6
2126	2
2127	4
2128	5
2129	2
2130	6
2131	2
2132	4
2133	3
2134	2
2135	4
2136	8
2137	3
2138	3
2139	4
2140	2
2141	3
2142	3
2143	5
2144	1
2145	4
2146	5
2147	4
2148	2
2149	5
2150	5
2151	5
2152	4
2153	2
2154	7
2155	2
2156	5
2157	2
2158	1
2161	6
2162	2
2163	5
2164	6
2165	1
2166	5
2167	10
2168	8
2169	5
2170	3
2171	3
2172	1
2173	5
2174	7
2175	4
2176	4
2177	3
2178	2
2179	7
2180	2
2181	6
2182	10
2183	5
2184	4
2185	6
2186	6
2187	2
2188	2
2189	1
2190	6
2191	5
2192	5
2193	1
2194	10
2195	7
2197	3
2198	6
2199	4
2200	3
2201	4
2202	2
2203	4
2204	5
2205	2
2206	6
2207	2
2208	1
2209	4
2210	11
2211	7
2212	4
2213	8
2214	2
2215	2
2216	4
2217	1
2218	2
2219	6
2220	5
2221	3
2222	4
2223	2
2224	1
2225	2
2226	4
2227	6
2228	5
2229	4
2230	4
2231	2
2232	1
2233	4
2234	4
2235	6
2236	1
2237	5
2238	6
2239	2
2240	7
2241	1
2242	1
2243	5
2244	1
2245	1
2246	3
2247	8
2248	1
2249	7
2250	3
2251	3
2252	1
2253	3
2254	3
2255	3
2256	3
2257	3
2258	5
2259	2
2260	4
2261	2
2262	6
2263	1
2264	5
2265	2
2266	7
2267	6
2268	3
2270	5
2271	4
2272	2
2274	3
2275	6
2276	4
2277	5
2278	3
2279	5
2280	1
2281	2
2282	4
2283	2
2284	6
2285	3
2286	3
2287	1
2288	4
2289	6
2290	4
2291	3
2292	1
2293	7
2294	1
2295	1
2296	4
2297	4
2298	2
2300	3
2301	3
2302	2
2303	3
2304	2
2305	1
2306	5
2307	5
2308	3
2309	3
2310	1
2311	3
2312	4
2313	5
2314	2
2315	4
2316	3
2317	1
2318	5
2319	2
2320	2
2321	3
2322	3
2323	2
2324	2
2325	3
2326	2
2327	2
2328	2
2329	4
2330	6
2331	3
2332	1
2333	4
2334	2
2335	1
2336	4
2337	5
2338	2
2339	5
2340	8
2341	3
2342	5
2343	2
2344	4
2345	3
2346	3
2347	1
2348	3
2349	5
2350	6
2351	7
2352	4
2353	2
2354	2
2355	3
2356	5
2358	3
2359	8
2360	3
2361	3
2362	1
2363	2
2364	4
2365	1
2366	2
2367	2
2368	4
2369	1
2370	3
2371	3
2372	2
2373	8
2374	4
2375	2
2376	2
2377	5
2378	4
2379	3
2380	6
2381	5
2383	2
2384	2
2385	9
2386	3
2387	6
2388	1
2389	3
2390	3
2391	4
2392	5
2393	3
2394	6
2395	5
2396	4
2397	3
2398	5
2399	6
2400	2
2401	1
2402	4
2403	5
2404	5
2405	4
2406	3
2407	2
2408	4
2409	3
2410	1
2411	4
2412	4
2413	3
2414	1
2415	3
2416	5
2417	1
2418	4
2419	3
2420	2
2421	3
2422	5
2423	2
2424	2
2425	6
2426	1
2427	4
2428	4
2429	1
2430	7
2431	2
2432	1
2433	2
2434	2
2435	11
2436	4
2437	3
2438	6
2439	2
2440	4
2441	2
2442	2
2443	3
2444	6
2445	5
2446	1
2447	4
2448	2
2449	1
2450	6
2451	7
2452	7
2453	2
2454	2
2455	7
2456	3
2457	2
2458	4
2460	2
2461	2
2462	4
2463	4
2464	6
2465	1
2466	4
2467	5
2468	5
2469	5
2470	8
2471	3
2472	1
2476	1
2477	3
2478	2
2479	4
2480	3
2481	3
2482	3
2483	2
2484	4
2485	4
2486	1
2487	1
2488	6
2489	1
2490	3
2491	1
2492	1
2493	3
2494	4
2495	1
2496	4
2497	2
2498	3
2499	4
2500	3
2501	2
2502	3
2503	1
2504	2
2506	3
2507	3
2508	3
2509	2
2511	4
2512	4
2513	1
2514	7
2515	3
2516	3
2517	2
2518	5
2519	4
2520	4
2521	4
2522	1
2523	1
2524	2
2525	2
2526	3
2527	1
2528	5
2529	7
2530	2
2531	3
2532	3
2533	2
2534	2
2535	5
2536	5
2537	3
2538	3
2539	3
2540	1
2541	2
2542	5
2543	1
2544	6
2546	2
2547	2
2548	5
2549	4
2550	3
2551	4
2552	2
2553	1
2554	4
2555	6
2556	4
2557	2
2558	2
2559	3
2560	1
2561	3
2562	5
2563	9
2564	1
2565	4
2566	4
2567	4
2568	3
2569	4
2570	3
2571	3
2572	7
2573	1
2574	6
2575	2
2576	4
2577	2
2579	5
2580	5
2581	7
2582	2
2583	5
2584	4
2585	2
2586	6
2587	4
2588	2
2589	2
2590	3
2591	4
2592	4
2593	3
2594	4
2595	5
2597	2
2598	7
2599	6
2600	3
2601	1
2602	4
2603	3
2604	3
2605	1
2606	4
2607	1
2608	3
2609	5
2610	2
2611	3
2612	3
2613	3
2614	1
2615	1
2616	3
2617	4
2618	1
2619	1
2620	1
2621	3
2622	1
2623	2
2624	2
2625	3
2626	1
2627	6
2628	6
2629	6
2630	2
2631	2
2632	2
2633	6
2634	2
2635	5
2636	3
2637	2
2638	2
2639	6
2640	3
2642	3
2643	4
2644	6
2645	4
2646	3
2647	4
2648	4
2649	1
2650	1
2651	3
2652	3
2653	2
2656	4
2657	7
2658	3
2659	2
2660	4
2661	2
2662	1
2664	4
2665	2
2666	2
2669	3
2670	3
2671	5
2673	2
2674	3
2675	2
2676	5
2677	2
2678	1
2679	2
2680	3
2682	2
2683	3
2684	3
2685	2
2686	2
2687	1
2688	2
2689	2
2690	4
2691	5
2692	6
2693	3
2694	3
2695	3
2696	7
2697	2
2698	2
2699	1
2700	6
2701	1
2702	5
2703	1
2704	3
2705	2
2706	2
2707	2
2708	4
2709	6
2710	3
2711	1
2712	4
2713	4
2714	7
2715	2
2716	2
2717	2
2718	2
2719	4
2720	5
2722	3
2723	2
2724	5
2725	4
2726	7
2727	4
2728	1
2729	1
2730	7
2731	2
2732	1
2733	2
2734	2
2735	1
2736	5
2737	6
2738	2
2739	4
2740	5
2741	3
2742	1
2743	4
2744	2
2746	5
2747	6
2748	2
2749	1
2750	6
2751	1
2752	2
2755	4
2756	5
2757	3
2758	3
2759	5
2760	2
2761	6
2762	5
2763	2
2764	1
2765	1
2766	5
2767	2
2768	2
2769	3
2770	3
2771	4
2772	11
2773	3
2774	5
2775	4
2776	4
2777	8
2778	4
2779	5
2780	1
2781	3
2782	1
2783	1
2784	1
2785	3
2786	5
2787	4
2788	5
2789	1
2790	3
2791	2
2792	3
2793	4
2794	5
2795	1
2796	3
2797	2
2798	5
2799	2
2800	1
2802	4
2803	2
2804	3
2805	4
2806	2
2808	2
2809	3
2810	3
2811	5
2812	7
2813	3
2814	2
2815	4
2816	3
2817	2
2820	4
2821	7
2822	1
2823	3
2824	5
2825	3
2826	7
2827	7
2828	3
2829	6
2830	5
2831	4
2832	2
2833	1
2834	7
2835	3
2836	1
2837	3
2838	4
2839	6
2840	4
2841	3
2842	6
2843	2
2844	3
2845	4
2846	3
2847	2
2848	3
2849	1
2850	3
2851	1
2852	2
2853	5
2854	2
2855	2
2856	5
2857	2
2858	4
2860	3
2861	1
2862	2
2863	3
2864	4
2865	2
2866	2
2867	2
2868	1
2869	2
2870	2
2871	5
2872	1
2874	1
2875	2
2876	2
2877	2
2878	1
2879	2
2880	2
2881	2
2883	1
2884	3
2885	1
2886	2
2887	5
2888	3
2889	3
2890	1
2892	6
2893	1
2894	2
2895	3
2896	4
2897	3
2898	1
2899	3
2900	6
2901	7
2902	4
2904	2
2905	3
2906	5
2907	3
2908	5
2909	2
2910	1
2911	3
2912	1
2913	2
2914	5
2915	3
2916	8
2917	4
2918	4
2920	2
2921	3
2922	1
2923	2
2924	3
2925	1
2926	3
2927	3
2929	4
2930	2
2931	2
2932	10
2933	4
2934	1
2935	3
2936	3
2938	4
2939	1
2941	1
2943	3
2944	3
2945	2
2946	4
2947	3
2948	5
2949	1
2950	2
2951	3
2952	3
2954	4
2955	2
2958	2
2959	1
2960	2
2961	2
2963	3
2964	4
2967	1
2968	4
2969	1
2970	1
2971	2
2972	5
2973	4
2974	7
2976	5
2977	3
2978	2
2979	1
2980	6
2981	4
2982	3
2983	1
2984	1
2985	1
2986	3
2987	1
2988	3
2989	3
2990	3
2991	3
2992	2
2993	4
2994	1
2995	3
2996	5
2997	6
2998	4
2999	8
3000	3
3001	1
3002	1
3003	5
3004	3
3005	2
3006	5
3007	1
3008	3
3009	3
3010	5
3011	3
3012	7
3013	6
3014	4
3015	8
3016	4
3017	3
3018	7
3019	3
3020	2
3021	2
3022	2
3023	3
3024	1
3025	2
3026	1
3027	7
3028	4
3029	3
3030	1
3031	7
3032	5
3033	4
3034	5
3035	3
3037	2
3038	4
3039	2
3040	2
3041	2
3042	2
3043	3
3044	6
3045	1
3046	4
3047	2
3048	3
3049	4
3050	2
3051	6
3052	4
3053	1
3054	3
3055	3
3056	1
3057	3
3058	2
3059	3
3060	2
3062	6
3063	2
3064	5
3065	6
3066	3
3067	4
3068	3
3069	3
3070	3
3071	2
3072	3
3073	3
3074	2
3075	1
3076	4
3077	2
3078	4
3079	5
3080	4
3081	3
3083	2
3084	2
3086	6
3087	3
3088	4
3089	1
3090	1
3091	3
3092	3
3093	4
3094	3
3095	3
3096	4
3097	4
3098	4
3099	5
3100	3
3101	7
3102	3
3104	3
3105	7
3106	3
3107	7
3108	8
3109	3
3110	3
3111	6
3112	6
3113	4
3114	4
3115	2
3116	1
3117	1
3118	2
3119	4
3121	2
3122	2
3123	2
3124	4
3125	2
3126	1
3127	5
3128	4
3129	2
3130	2
3131	1
3132	3
3133	1
3134	3
3135	3
3136	3
3137	2
3138	2
3139	3
3140	4
3141	7
3142	2
3143	3
3144	1
3145	5
3146	2
3147	2
3148	2
3149	2
3151	2
3152	2
3153	1
3154	2
3155	5
3156	2
3158	3
3159	3
3160	4
3161	3
3162	3
3163	3
3164	5
3165	5
3166	5
3167	5
3168	1
3169	1
3171	4
3172	4
3173	6
3175	4
3177	5
3178	3
3179	1
3180	2
3181	6
3182	1
3183	2
3184	2
3185	3
3186	1
3187	4
3188	2
3189	1
3190	4
3191	2
3192	5
3193	1
3194	2
3195	1
3196	3
3197	1
3198	1
3199	2
3200	1
3201	2
3203	2
3205	7
3206	2
3207	2
3208	1
3209	2
3212	2
3213	1
3214	3
3215	4
3216	2
3217	2
3218	3
3219	3
3220	1
3221	3
3223	3
3225	1
3226	2
3228	3
3229	2
3230	1
3232	3
3233	5
3234	3
3235	2
3236	1
3237	4
