Distance,Dups,ComplementaryDups,NoncomplementaryDups
322,5,0,5
323,10,0,10
324,14,0,14
325,7,0,7
326,3,0,3
327,3,0,3
328,9,0,9
329,10,0,10
332,6,0,6
333,22,0,22
334,8,0,8
335,1,0,1
336,8,0,8
337,15,0,15
338,11,0,11
339,7,0,7
340,5,0,5
341,3,0,3
342,16,0,16
343,8,0,8
344,1,0,1
345,10,0,10
346,6,1,5
347,1,0,1
350,5,0,5
351,7,0,7
352,21,0,21
353,17,0,17
354,12,0,12
355,3,0,3
356,10,0,10
357,16,0,16
358,1,0,1
359,10,0,10
360,11,1,10
361,5,0,5
363,5,0,5
364,12,0,12
365,1,0,1
367,1,0,1
368,15,0,15
369,19,0,19
370,11,0,11
371,24,0,24
372,2,0,2
373,8,0,8
374,7,0,7
375,7,0,7
377,7,0,7
378,5,0,5
379,4,0,4
380,1,0,1
381,3,0,3
382,16,0,16
384,11,0,11
385,18,0,18
386,5,0,5
387,13,0,13
388,14,0,14
389,16,0,16
390,6,0,6
391,5,0,5
392,1,0,1
393,11,0,11
394,5,0,5
395,7,0,7
396,1,0,1
397,6,0,6
398,7,0,7
399,6,0,6
400,17,0,17
401,11,0,11
402,7,0,7
403,6,0,6
405,9,0,9
406,6,0,6
407,6,0,6
408,11,0,11
409,3,0,3
411,6,0,6
412,9,0,9
413,6,0,6
415,1,0,1
416,12,0,12
417,12,0,12
418,14,0,14
419,4,0,4
420,6,0,6
422,3,0,3
423,12,0,12
424,1,0,1
425,4,0,4
426,9,0,9
427,4,0,4
429,5,0,5
430,6,0,6
431,6,0,6
432,9,0,9
433,12,0,12
434,8,0,8
435,20,0,20
436,4,0,4
437,11,0,11
439,2,0,2
440,12,0,12
441,3,0,3
442,3,0,3
443,5,0,5
444,11,0,11
445,6,0,6
447,2,0,2
448,7,1,6
449,17,0,17
450,7,0,7
451,4,0,4
452,7,0,7
453,7,0,7
454,9,0,9
455,8,0,8
456,4,0,4
457,5,0,5
458,4,0,4
459,6,0,6
460,6,0,6
461,5,0,5
462,10,0,10
463,5,0,5
464,11,0,11
465,13,0,13
466,12,0,12
467,10,0,10
468,4,0,4
469,11,0,11
471,16,0,16
472,8,0,8
473,4,0,4
474,13,0,13
475,4,0,4
476,1,0,1
477,1,0,1
478,10,0,10
479,5,0,5
480,14,0,14
481,13,0,13
482,9,0,9
483,8,0,8
484,5,0,5
485,9,0,9
486,2,0,2
488,1,0,1
489,7,0,7
490,13,0,13
491,2,0,2
492,7,0,7
493,4,0,4
496,12,0,12
497,15,0,15
498,6,0,6
499,5,0,5
500,8,0,8
501,6,0,6
502,3,0,3
503,9,0,9
504,1,0,1
506,3,0,3
507,4,0,4
508,6,0,6
509,6,0,6
510,3,0,3
511,5,0,5
512,6,0,6
513,10,0,10
514,4,0,4
515,13,0,13
516,7,0,7
517,1,0,1
518,10,0,10
519,3,0,3
520,4,0,4
521,10,0,10
522,3,0,3
523,1,0,1
524,5,0,5
525,1,0,1
526,3,0,3
527,6,0,6
528,6,0,6
529,16,0,16
530,4,0,4
531,2,0,2
532,4,0,4
533,16,0,16
534,1,0,1
535,2,0,2
536,4,0,4
537,4,0,4
538,5,1,4
539,3,0,3
540,6,0,6
541,3,0,3
542,6,0,6
543,1,0,1
544,6,0,6
545,14,0,14
546,9,0,9
547,6,0,6
548,6,0,6
549,1,0,1
550,3,0,3
551,9,0,9
552,4,0,4
553,1,0,1
554,3,0,3
555,9,0,9
556,11,0,11
557,3,0,3
558,6,0,6
559,7,0,7
560,11,0,11
561,8,0,8
562,4,0,4
563,11,0,11
564,13,0,13
565,3,0,3
566,7,0,7
567,4,0,4
568,2,0,2
569,13,0,13
570,5,0,5
572,5,0,5
573,5,0,5
574,4,0,4
575,4,0,4
576,9,0,9
577,24,0,24
578,2,0,2
579,4,0,4
580,2,0,2
581,11,0,11
582,4,0,4
583,5,0,5
584,3,0,3
585,7,0,7
587,15,0,15
588,2,0,2
590,5,0,5
591,5,0,5
592,6,0,6
593,17,0,17
594,14,1,13
595,11,0,11
596,7,0,7
598,4,0,4
599,12,0,12
600,2,0,2
601,8,0,8
602,2,0,2
603,8,0,8
604,8,0,8
605,9,0,9
606,3,0,3
607,1,0,1
608,7,0,7
609,11,0,11
610,15,0,15
611,21,0,21
612,4,0,4
613,12,0,12
614,5,0,5
615,2,0,2
616,1,0,1
617,7,0,7
618,11,0,11
619,7,0,7
620,3,0,3
621,6,0,6
622,5,0,5
623,1,0,1
624,7,0,7
625,17,0,17
626,10,0,10
627,2,0,2
628,5,0,5
629,9,0,9
630,11,0,11
631,3,0,3
632,8,0,8
633,3,0,3
635,4,0,4
636,9,0,9
637,1,0,1
638,1,0,1
639,9,0,9
640,7,0,7
641,14,0,14
642,4,0,4
643,8,0,8
644,7,0,7
645,2,0,2
646,1,0,1
647,11,0,11
648,9,0,9
649,6,0,6
650,13,0,13
651,1,0,1
653,2,0,2
654,12,0,12
656,4,0,4
657,19,0,19
658,3,0,3
659,7,0,7
660,4,1,3
661,8,0,8
662,5,0,5
663,3,0,3
664,5,0,5
665,5,0,5
666,14,1,13
667,9,0,9
668,2,0,2
669,3,0,3
670,1,0,1
671,4,0,4
672,12,0,12
673,3,0,3
674,8,0,8
675,10,0,10
676,3,0,3
677,6,0,6
678,7,0,7
679,12,0,12
680,10,0,10
681,4,0,4
682,2,0,2
683,1,0,1
684,15,0,15
685,11,0,11
686,4,0,4
687,2,0,2
688,4,0,4
689,8,0,8
690,10,0,10
691,6,0,6
692,8,0,8
693,13,0,13
694,7,0,7
695,3,0,3
696,8,0,8
697,8,0,8
698,5,0,5
699,4,0,4
701,3,0,3
702,12,0,12
703,14,0,14
704,4,0,4
705,7,0,7
706,8,0,8
707,4,0,4
708,5,0,5
709,4,0,4
710,1,0,1
711,6,0,6
712,4,0,4
713,6,0,6
714,4,0,4
715,7,0,7
716,9,0,9
717,1,0,1
719,1,0,1
720,10,0,10
721,23,0,23
722,2,0,2
723,6,0,6
724,5,0,5
725,3,0,3
726,6,0,6
727,3,0,3
728,7,0,7
730,10,0,10
731,2,0,2
732,8,0,8
733,6,0,6
734,4,0,4
735,1,0,1
737,12,0,12
738,6,0,6
739,7,0,7
740,9,0,9
741,3,0,3
742,8,0,8
744,4,0,4
745,8,0,8
746,11,0,11
747,1,0,1
748,3,0,3
749,4,0,4
750,4,0,4
751,11,0,11
752,2,0,2
753,9,0,9
754,1,0,1
755,1,0,1
756,4,0,4
757,3,0,3
758,5,0,5
759,6,0,6
760,2,0,2
761,1,0,1
762,9,0,9
763,1,0,1
764,6,0,6
765,2,0,2
766,2,0,2
767,1,0,1
768,7,0,7
769,19,0,19
770,2,0,2
771,3,0,3
772,5,1,4
773,5,1,4
774,5,0,5
775,5,0,5
776,4,0,4
777,5,0,5
779,6,0,6
780,1,0,1
781,5,0,5
782,5,0,5
783,4,0,4
785,8,0,8
786,11,0,11
787,14,0,14
788,1,0,1
789,4,0,4
790,6,0,6
791,4,0,4
792,2,0,2
793,4,0,4
794,4,0,4
795,3,0,3
796,1,0,1
797,5,0,5
798,7,0,7
799,4,0,4
800,9,0,9
801,10,0,10
802,6,0,6
803,2,0,2
804,9,0,9
805,9,0,9
806,6,0,6
808,8,0,8
810,1,0,1
811,6,1,5
812,1,0,1
813,7,0,7
814,7,0,7
815,2,0,2
816,5,0,5
817,12,0,12
818,12,0,12
819,7,0,7
820,1,0,1
821,5,0,5
822,6,0,6
823,9,0,9
824,6,0,6
825,4,0,4
826,4,0,4
827,3,0,3
828,1,0,1
829,2,0,2
830,3,0,3
831,5,0,5
832,7,0,7
833,7,1,6
834,4,0,4
835,10,0,10
836,10,0,10
838,6,0,6
839,2,0,2
840,5,0,5
841,12,0,12
842,11,0,11
843,4,0,4
844,4,0,4
845,7,0,7
846,2,0,2
847,9,0,9
848,5,0,5
849,18,0,18
850,2,0,2
851,4,0,4
852,3,0,3
853,13,0,13
854,7,0,7
855,1,0,1
856,2,0,2
857,10,0,10
858,1,0,1
859,5,0,5
860,9,0,9
861,3,0,3
862,4,0,4
863,1,0,1
864,3,0,3
865,11,0,11
866,8,0,8
867,8,0,8
868,2,0,2
869,8,0,8
870,6,0,6
871,9,0,9
872,2,0,2
873,1,0,1
874,2,0,2
875,1,0,1
877,8,0,8
878,10,0,10
879,5,0,5
880,5,0,5
881,3,0,3
882,4,0,4
883,10,1,9
884,10,0,10
885,6,0,6
886,1,0,1
887,5,0,5
888,6,0,6
889,4,0,4
890,5,0,5
891,2,0,2
892,5,0,5
893,3,0,3
894,6,0,6
895,2,0,2
896,2,0,2
897,15,0,15
898,7,0,7
899,1,0,1
900,5,1,4
901,8,0,8
902,9,0,9
903,7,0,7
904,1,0,1
905,4,0,4
906,8,0,8
907,3,0,3
908,9,1,8
909,3,0,3
910,5,0,5
911,4,1,3
912,3,0,3
913,15,0,15
914,10,0,10
915,16,0,16
916,6,1,5
917,3,0,3
918,11,1,10
919,11,0,11
920,5,0,5
921,3,0,3
922,4,1,3
923,6,0,6
924,6,0,6
925,4,0,4
926,5,0,5
927,7,0,7
928,3,0,3
929,13,0,13
930,5,0,5
931,2,0,2
932,6,0,6
933,11,0,11
934,7,0,7
935,3,0,3
936,1,0,1
937,8,0,8
938,4,0,4
940,2,0,2
941,3,0,3
943,6,0,6
944,3,0,3
945,13,0,13
946,9,0,9
947,8,0,8
948,3,0,3
949,1,0,1
950,7,0,7
951,4,0,4
952,2,0,2
953,5,0,5
954,1,0,1
955,2,0,2
956,3,0,3
957,4,0,4
958,5,0,5
959,2,0,2
960,2,0,2
961,10,0,10
962,9,0,9
963,6,0,6
964,7,0,7
965,4,0,4
966,3,0,3
968,5,0,5
969,10,0,10
970,3,0,3
971,1,0,1
972,4,0,4
973,1,0,1
974,7,0,7
975,9,0,9
976,3,0,3
977,13,0,13
978,1,1,0
979,3,0,3
980,4,0,4
981,9,0,9
982,6,0,6
983,3,0,3
984,2,0,2
985,2,0,2
986,5,0,5
987,4,0,4
988,4,0,4
989,3,0,3
990,5,0,5
992,2,0,2
993,13,0,13
994,3,0,3
995,10,0,10
996,4,0,4
997,3,0,3
998,1,0,1
999,9,0,9
1000,6,0,6
1001,3,0,3
1003,10,0,10
1004,6,0,6
1006,8,0,8
1007,1,0,1
1008,9,0,9
1009,5,0,5
1010,5,0,5
1011,8,0,8
1012,2,0,2
1013,4,0,4
1014,5,0,5
1016,2,0,2
1017,10,0,10
1018,8,0,8
1019,9,0,9
1020,1,0,1
1021,7,0,7
1022,3,0,3
1023,3,0,3
1024,8,0,8
1025,8,0,8
1026,13,1,12
1027,5,0,5
1028,4,0,4
1029,16,0,16
1030,4,0,4
1032,3,0,3
1033,2,0,2
1035,4,0,4
1036,6,0,6
1037,8,0,8
1038,3,0,3
1039,1,0,1
1040,1,0,1
1041,8,0,8
1042,3,1,2
1043,13,0,13
1044,8,0,8
1045,5,0,5
1046,6,0,6
1047,4,0,4
1048,4,0,4
1049,3,0,3
1050,1,0,1
1051,1,0,1
1052,2,0,2
1053,4,0,4
1054,7,0,7
1055,6,0,6
1056,6,0,6
1057,7,0,7
1058,9,0,9
1059,9,0,9
1060,3,1,2
1061,3,0,3
1062,10,0,10
1063,5,0,5
1064,5,0,5
1065,3,0,3
1066,6,0,6
1067,5,0,5
1069,4,0,4
1070,4,0,4
1071,3,0,3
1072,9,0,9
1073,14,0,14
1074,6,0,6
1075,1,0,1
1076,5,1,4
1077,10,0,10
1078,1,0,1
1079,2,0,2
1080,10,0,10
1081,2,0,2
1082,8,0,8
1083,3,0,3
1084,12,0,12
1085,4,0,4
1087,7,0,7
1088,1,0,1
1089,13,0,13
1090,12,0,12
1091,13,0,13
1092,5,0,5
1094,3,0,3
1095,7,0,7
1096,4,0,4
1097,4,0,4
1098,2,0,2
1099,3,0,3
1100,3,0,3
1101,6,0,6
1102,5,0,5
1103,9,0,9
1104,3,0,3
1105,6,0,6
1106,8,0,8
1107,1,0,1
1108,6,0,6
1109,4,0,4
1110,7,0,7
1111,8,0,8
1112,4,0,4
1113,2,0,2
1114,5,1,4
1115,1,0,1
1116,4,0,4
1118,4,0,4
1119,5,0,5
1120,2,0,2
1121,11,0,11
1122,7,0,7
1123,2,0,2
1124,3,0,3
1125,5,0,5
1126,6,0,6
1127,3,0,3
1128,9,0,9
1129,4,0,4
1130,6,0,6
1131,1,0,1
1132,6,0,6
1133,6,0,6
1134,2,0,2
1135,4,0,4
1136,3,0,3
1137,7,0,7
1138,6,0,6
1139,7,0,7
1140,6,0,6
1141,6,0,6
1142,4,0,4
1143,7,0,7
1144,2,0,2
1145,1,0,1
1146,7,1,6
1147,8,0,8
1148,4,0,4
1150,9,1,8
1151,9,0,9
1153,7,0,7
1154,2,0,2
1155,3,0,3
1156,9,0,9
1157,4,0,4
1158,6,0,6
1159,4,0,4
1160,2,0,2
1161,1,0,1
1163,5,1,4
1164,1,0,1
1165,6,0,6
1166,4,0,4
1167,3,0,3
1168,6,0,6
1169,6,0,6
1170,3,0,3
1171,1,0,1
1172,3,0,3
1173,3,0,3
1174,2,0,2
1175,3,0,3
1176,2,0,2
1177,4,0,4
1178,4,0,4
1179,2,0,2
1180,7,0,7
1181,4,0,4
1182,6,1,5
1183,3,0,3
1184,3,0,3
1185,3,0,3
1186,9,0,9
1187,7,0,7
1188,6,0,6
1189,2,1,1
1190,3,0,3
1191,3,0,3
1192,2,0,2
1193,3,0,3
1194,6,0,6
1195,10,0,10
1196,3,0,3
1197,2,0,2
1198,4,0,4
1199,2,0,2
1200,4,0,4
1201,4,0,4
1202,6,0,6
1203,6,0,6
1204,5,0,5
1205,11,0,11
1206,6,0,6
1207,2,0,2
1208,1,0,1
1209,3,0,3
1210,2,0,2
1211,4,0,4
1212,6,0,6
1213,7,0,7
1214,3,0,3
1215,1,0,1
1216,5,0,5
1217,12,0,12
1218,6,0,6
1219,4,0,4
1220,4,0,4
1221,5,0,5
1222,5,0,5
1223,11,0,11
1224,3,0,3
1225,2,0,2
1226,7,0,7
1227,5,0,5
1228,2,0,2
1229,7,0,7
1230,5,0,5
1231,5,0,5
1233,3,0,3
1234,7,0,7
1235,10,0,10
1236,5,0,5
1237,4,0,4
1238,3,0,3
1239,6,0,6
1240,4,0,4
1241,9,0,9
1242,3,0,3
1243,4,0,4
1244,1,0,1
1245,1,0,1
1246,2,0,2
1247,1,0,1
1248,3,0,3
1249,7,0,7
1250,3,0,3
1251,6,0,6
1252,7,0,7
1253,11,0,11
1254,7,0,7
1255,6,0,6
1256,7,0,7
1257,3,0,3
1258,6,0,6
1259,7,0,7
1260,5,0,5
1261,3,0,3
1262,4,0,4
1263,4,0,4
1264,2,0,2
1265,6,0,6
1266,11,0,11
1267,12,0,12
1268,2,0,2
1269,6,0,6
1270,6,0,6
1271,3,0,3
1272,8,0,8
1273,1,0,1
1274,5,0,5
1275,2,0,2
1276,3,0,3
1277,6,0,6
1278,7,0,7
1279,7,0,7
1280,5,0,5
1281,5,0,5
1282,7,0,7
1283,7,0,7
1284,5,0,5
1285,7,0,7
1286,3,0,3
1287,4,0,4
1288,6,0,6
1289,6,0,6
1290,3,0,3
1291,2,0,2
1292,2,0,2
1293,4,0,4
1294,9,0,9
1295,8,0,8
1296,6,0,6
1297,11,0,11
1298,5,0,5
1299,1,0,1
1300,8,0,8
1301,7,0,7
1302,3,0,3
1303,1,0,1
1304,7,0,7
1305,4,0,4
1306,3,0,3
1307,5,0,5
1308,7,0,7
1310,4,0,4
1311,3,0,3
1312,4,0,4
1313,3,0,3
1314,10,0,10
1315,8,0,8
1316,5,0,5
1317,5,0,5
1318,4,0,4
1319,5,0,5
1320,9,0,9
1321,4,0,4
1322,6,0,6
1323,4,0,4
1324,4,0,4
1325,2,0,2
1326,4,0,4
1327,3,0,3
1328,3,0,3
1329,8,0,8
1330,8,0,8
1331,3,0,3
1332,4,0,4
1333,3,0,3
1334,4,0,4
1335,3,0,3
1336,1,0,1
1337,1,0,1
1338,7,0,7
1339,1,0,1
1340,1,0,1
1341,7,0,7
1342,3,0,3
1343,7,0,7
1344,4,0,4
1345,9,0,9
1346,8,0,8
1347,1,0,1
1348,5,0,5
1349,6,0,6
1350,16,0,16
1351,5,0,5
1352,6,0,6
1353,5,0,5
1355,1,0,1
1356,6,0,6
1357,1,0,1
1358,3,0,3
1359,4,0,4
1360,11,0,11
1361,5,0,5
1362,7,0,7
1363,5,0,5
1364,3,0,3
1365,3,0,3
1366,1,0,1
1367,4,0,4
1368,11,0,11
1369,6,0,6
1370,3,0,3
1372,3,0,3
1373,5,0,5
1374,6,0,6
1375,1,0,1
1376,1,0,1
1377,8,0,8
1378,11,1,10
1379,2,0,2
1380,5,0,5
1381,6,0,6
1382,5,0,5
1383,2,0,2
1385,1,0,1
1386,2,0,2
1387,3,0,3
1388,2,0,2
1389,4,0,4
1390,2,0,2
1391,6,0,6
1393,8,0,8
1394,3,0,3
1395,7,0,7
1396,2,0,2
1397,3,0,3
1398,5,0,5
1399,7,0,7
1400,7,0,7
1401,4,0,4
1402,1,0,1
1403,1,0,1
1404,3,0,3
1405,3,0,3
1406,5,1,4
1407,2,0,2
1408,4,0,4
1409,5,0,5
1410,4,0,4
1411,8,0,8
1412,2,0,2
1413,3,0,3
1414,4,0,4
1415,6,0,6
1416,3,0,3
1417,5,0,5
1418,8,0,8
1419,6,0,6
1421,2,0,2
1422,6,0,6
1423,3,0,3
1424,5,0,5
1425,4,0,4
1426,9,1,8
1427,10,0,10
1428,1,0,1
1429,6,0,6
1430,4,0,4
1431,5,0,5
1432,9,0,9
1433,6,0,6
1434,6,0,6
1435,7,0,7
1436,7,0,7
1437,3,0,3
1438,5,0,5
1439,1,0,1
1440,2,0,2
1441,5,0,5
1442,7,0,7
1443,7,0,7
1444,5,0,5
1445,2,0,2
1446,5,0,5
1447,6,0,6
1448,10,0,10
1449,1,0,1
1450,2,0,2
1451,6,0,6
1452,7,0,7
1453,6,0,6
1454,3,0,3
1456,3,0,3
1457,4,0,4
1458,6,0,6
1459,7,0,7
1460,3,0,3
1462,7,0,7
1463,2,0,2
1464,1,0,1
1465,5,0,5
1466,6,0,6
1467,4,0,4
1468,1,0,1
1469,3,0,3
1470,4,0,4
1471,4,0,4
1472,2,0,2
1473,5,0,5
1474,6,0,6
1475,1,0,1
1476,2,0,2
1477,3,0,3
1478,5,0,5
1479,1,0,1
1480,3,0,3
1481,6,0,6
1482,4,0,4
1483,2,0,2
1484,2,0,2
1485,7,0,7
1486,1,0,1
1488,3,0,3
1489,10,0,10
1490,12,0,12
1491,2,0,2
1492,8,0,8
1493,9,0,9
1494,2,0,2
1495,2,0,2
1496,7,0,7
1497,6,0,6
1498,5,1,4
1499,6,0,6
1500,5,0,5
1501,3,0,3
1502,6,0,6
1503,5,0,5
1504,4,0,4
1505,5,0,5
1506,7,0,7
1507,5,0,5
1508,7,0,7
1509,3,0,3
1510,6,0,6
1511,11,0,11
1513,2,0,2
1514,7,0,7
1515,2,0,2
1516,4,0,4
1517,5,0,5
1518,4,0,4
1519,11,0,11
1520,7,0,7
1521,3,0,3
1522,4,0,4
1523,1,0,1
1524,2,0,2
1525,6,0,6
1526,3,0,3
1527,3,0,3
1528,2,0,2
1529,5,1,4
1531,5,0,5
1532,4,0,4
1533,5,0,5
1534,2,0,2
1535,2,0,2
1536,11,0,11
1537,4,0,4
1538,12,0,12
1539,9,0,9
1540,1,0,1
1541,6,0,6
1542,1,0,1
1543,2,0,2
1544,5,0,5
1545,5,0,5
1546,3,0,3
1547,2,0,2
1548,2,0,2
1549,3,0,3
1550,4,0,4
1551,1,0,1
1553,5,0,5
1554,7,0,7
1555,9,0,9
1556,5,0,5
1557,4,0,4
1558,4,0,4
1559,7,0,7
1561,2,1,1
1562,14,0,14
1563,6,0,6
1564,5,0,5
1565,5,0,5
1566,2,0,2
1567,2,0,2
1568,2,0,2
1569,8,1,7
1570,7,0,7
1571,4,0,4
1572,7,0,7
1573,8,0,8
1574,6,0,6
1575,4,0,4
1576,4,0,4
1577,5,0,5
1578,1,1,0
1579,1,0,1
1580,9,0,9
1581,2,0,2
1582,4,0,4
1583,7,0,7
1584,1,0,1
1585,5,0,5
1586,6,0,6
1587,6,0,6
1588,5,0,5
1589,2,0,2
1590,8,0,8
1591,7,0,7
1592,3,0,3
1593,5,0,5
1594,2,0,2
1595,6,0,6
1596,2,0,2
1597,4,0,4
1598,3,0,3
1599,4,0,4
1600,6,0,6
1601,4,0,4
1602,3,0,3
1603,2,0,2
1604,9,0,9
1605,6,1,5
1606,6,0,6
1607,2,0,2
1608,5,0,5
1609,2,0,2
1610,2,0,2
1611,6,0,6
1612,3,0,3
1613,2,0,2
1614,3,0,3
1615,3,0,3
1616,4,0,4
1617,8,0,8
1618,7,0,7
1619,2,0,2
1620,4,0,4
1621,4,0,4
1622,5,0,5
1623,2,0,2
1624,6,0,6
1625,3,0,3
1626,2,0,2
1627,2,0,2
1628,8,0,8
1629,7,0,7
1630,4,0,4
1631,1,0,1
1632,3,0,3
1633,4,0,4
1634,8,0,8
1635,5,0,5
1636,4,0,4
1639,1,0,1
1640,6,0,6
1641,1,0,1
1642,4,0,4
1643,7,0,7
1644,2,0,2
1645,1,0,1
1646,4,0,4
1647,2,0,2
1648,1,0,1
1649,4,0,4
1650,3,0,3
1651,4,0,4
1652,2,0,2
1653,10,0,10
1654,6,0,6
1655,9,0,9
1656,3,0,3
1657,5,0,5
1658,2,0,2
1659,2,0,2
1660,1,0,1
1661,1,0,1
1662,4,0,4
1663,2,0,2
1664,4,0,4
1665,2,0,2
1666,10,0,10
1667,5,0,5
1668,5,0,5
1669,3,0,3
1670,1,0,1
1671,10,0,10
1672,3,0,3
1673,1,0,1
1674,5,0,5
1675,5,0,5
1677,7,0,7
1679,3,0,3
1680,4,0,4
1681,3,0,3
1682,2,0,2
1683,9,0,9
1684,4,0,4
1685,5,0,5
1686,3,0,3
1687,3,0,3
1688,2,0,2
1689,7,0,7
1690,3,0,3
1691,3,0,3
1692,2,0,2
1693,7,0,7
1694,1,0,1
1695,2,0,2
1696,5,0,5
1697,5,0,5
1698,5,0,5
1699,8,1,7
1700,7,0,7
1701,3,0,3
1702,7,0,7
1703,2,0,2
1704,4,0,4
1705,2,0,2
1706,3,0,3
1707,3,0,3
1708,4,0,4
1709,1,0,1
1710,6,0,6
1711,3,0,3
1712,2,0,2
1713,4,0,4
1714,6,0,6
1715,4,0,4
1716,3,0,3
1717,6,0,6
1718,2,0,2
1719,5,0,5
1720,8,0,8
1721,6,0,6
1722,1,0,1
1723,4,0,4
1724,7,1,6
1725,2,0,2
1726,5,0,5
1727,4,0,4
1728,1,0,1
1729,5,0,5
1730,6,0,6
1731,7,0,7
1732,6,0,6
1733,10,0,10
1734,3,0,3
1735,1,0,1
1737,5,0,5
1738,9,0,9
1739,10,0,10
1740,2,0,2
1741,5,0,5
1742,3,0,3
1744,4,0,4
1745,6,0,6
1746,8,0,8
1747,2,0,2
1748,4,0,4
1749,2,0,2
1750,6,0,6
1751,6,0,6
1752,2,0,2
1753,2,0,2
1754,3,0,3
1755,2,0,2
1756,9,0,9
1757,8,0,8
1758,5,0,5
1759,2,0,2
1760,1,0,1
1761,2,0,2
1762,5,0,5
1763,1,0,1
1764,5,0,5
1765,4,0,4
1766,3,0,3
1767,7,0,7
1768,1,0,1
1769,3,0,3
1770,1,0,1
1771,3,0,3
1772,2,0,2
1773,2,0,2
1774,3,0,3
1775,4,0,4
1777,2,0,2
1778,7,0,7
1779,3,0,3
1780,5,0,5
1781,2,0,2
1782,7,0,7
1783,1,0,1
1784,1,0,1
1785,5,0,5
1786,4,0,4
1787,3,0,3
1788,3,0,3
1789,1,0,1
1790,4,0,4
1791,1,0,1
1792,2,0,2
1793,2,0,2
1794,8,0,8
1795,7,0,7
1796,1,0,1
1797,6,0,6
1798,2,0,2
1799,7,0,7
1800,3,0,3
1801,2,0,2
1802,1,0,1
1803,4,0,4
1804,8,0,8
1805,3,0,3
1806,1,0,1
1807,1,0,1
1808,6,0,6
1809,3,0,3
1810,9,0,9
1811,4,0,4
1812,2,0,2
1813,5,0,5
1814,2,0,2
1815,3,0,3
1816,3,0,3
1817,4,0,4
1818,2,0,2
1819,5,0,5
1820,1,0,1
1821,5,0,5
1822,2,0,2
1823,3,0,3
1824,1,0,1
1825,3,0,3
1826,4,0,4
1827,4,0,4
1828,3,0,3
1829,2,0,2
1830,2,0,2
1831,5,1,4
1832,2,0,2
1833,5,0,5
1834,5,0,5
1835,7,0,7
1836,2,0,2
1838,3,0,3
1839,2,0,2
1840,3,0,3
1841,7,0,7
1842,7,0,7
1843,7,0,7
1844,3,0,3
1845,4,0,4
1846,5,0,5
1847,6,0,6
1848,2,0,2
