Number of reads: 11125362
Number of reads within tile: 4819280 (43.32%)
Distance	Count
681	1
682	5
683	2
684	9
685	8
686	3
687	4
688	2
689	17
690	7
691	3
692	3
693	7
694	4
695	3
696	9
697	6
698	4
699	5
701	3
702	14
703	4
704	2
705	11
706	8
707	4
708	7
709	6
710	2
711	7
712	2
713	7
714	9
715	1
716	6
717	2
719	1
720	14
721	21
722	8
723	4
724	9
725	5
726	3
727	8
728	12
730	6
731	3
732	10
733	7
734	2
735	5
736	4
737	12
738	10
739	10
740	15
742	6
743	2
744	1
745	6
746	11
747	1
748	6
749	1
750	7
751	10
752	4
753	16
754	5
755	6
756	1
757	11
758	2
759	4
760	4
761	2
762	14
763	4
764	5
765	10
766	1
768	13
769	15
770	3
771	5
772	6
773	3
774	5
775	8
776	11
777	7
778	1
779	9
781	4
782	5
783	5
785	7
786	10
787	13
789	8
790	6
791	11
793	6
794	8
795	6
796	4
797	4
798	1
799	3
800	10
801	10
802	6
803	4
804	9
805	14
806	8
807	2
808	13
809	1
810	1
811	8
813	4
814	9
815	2
816	9
817	6
818	9
819	9
820	2
821	3
822	4
823	8
824	4
825	4
826	5
827	2
828	1
829	6
830	7
831	4
832	11
833	10
834	4
835	9
836	4
837	3
838	4
839	1
840	2
841	16
842	7
843	4
844	2
845	2
846	2
847	2
848	5
849	15
850	6
851	10
852	2
853	12
854	6
855	2
856	7
857	6
859	4
860	10
861	5
862	2
863	8
864	1
865	9
866	2
867	16
868	5
869	6
870	5
871	10
872	7
874	8
875	5
876	3
877	10
878	10
879	5
880	6
881	6
882	5
883	4
884	12
885	8
886	5
887	5
888	3
889	6
890	10
891	3
892	1
893	5
894	8
895	2
896	4
897	12
898	7
899	4
900	5
901	12
902	9
903	6
904	1
905	1
906	10
907	1
908	6
909	1
910	4
911	5
912	3
913	6
914	3
915	11
916	10
917	1
918	7
919	5
920	10
922	3
923	2
924	6
925	6
926	7
927	9
928	2
929	8
930	5
931	7
932	5
933	18
934	6
935	4
936	1
937	9
938	7
940	6
941	6
943	8
944	7
945	13
946	6
947	3
948	5
949	1
950	6
951	9
952	12
953	6
954	3
955	3
956	4
957	7
958	1
959	7
960	4
961	9
962	13
963	9
964	9
965	2
966	6
967	2
968	1
969	7
970	10
971	2
972	5
973	1
974	7
975	7
976	2
977	3
978	6
979	3
980	8
981	7
982	16
983	5
984	2
985	2
986	7
987	7
988	3
989	6
990	2
991	2
992	5
993	11
994	4
995	6
996	7
997	1
998	4
999	8
1000	9
1001	2
1002	3
1003	3
1004	10
1005	3
1006	4
1007	4
1008	5
1009	5
1010	8
1011	8
1012	6
1013	5
1014	5
1015	1
1016	2
1017	6
1018	9
1019	3
1021	5
1022	4
1023	5
1025	6
1026	4
1027	7
1028	2
1029	8
1030	6
1031	7
1032	4
1033	2
1034	2
1035	8
1036	9
1038	2
1039	5
1040	4
1041	12
1042	7
1043	4
1044	6
1045	8
1046	2
1047	4
1048	9
1049	5
1050	1
1052	5
1053	5
1054	4
1055	3
1056	2
1057	3
1058	14
1059	6
1060	6
1061	3
1062	4
1063	6
1064	4
1065	4
1066	12
1067	1
1068	3
1069	2
1070	5
1071	8
1072	5
1073	10
1074	12
1075	8
1076	5
1077	10
1079	4
1080	6
1081	3
1082	6
1083	4
1084	11
1085	7
1087	4
1088	2
1089	5
1090	6
1091	10
1092	7
1093	10
1094	2
1095	5
1096	6
1097	5
1098	4
1099	3
1100	3
1101	9
1102	8
1103	4
1104	1
1105	6
1106	9
1107	6
1108	11
1109	8
1110	9
1111	5
1112	4
1113	2
1114	5
1115	4
1116	8
1117	4
1118	2
1119	8
1120	7
1121	10
1122	5
1123	4
1124	4
1125	4
1126	6
1128	10
1129	7
1131	2
1132	9
1133	4
1134	2
1135	1
1136	3
1137	9
1138	8
1139	14
1140	1
1141	2
1142	5
1143	5
1144	6
1145	1
1146	3
1147	2
1148	4
1150	10
1151	6
1152	1
1153	7
1154	11
1155	6
1156	14
1157	3
1158	4
1159	3
1160	3
1161	1
1162	6
1163	3
1164	2
1165	3
1166	1
1167	1
1168	5
1169	8
1170	8
1171	3
1172	4
1173	2
1174	7
1175	5
1176	5
1177	3
1178	2
1179	2
1180	5
1181	3
1182	3
1183	1
1184	2
1185	5
1186	3
1187	4
1188	6
1189	6
1190	4
1191	4
1192	2
1193	1
1195	7
1196	2
1197	2
1198	3
1199	2
1200	2
1201	3
1202	5
1203	6
1204	5
1205	6
1206	6
1207	3
1208	6
1209	10
1210	2
1211	8
1212	4
1213	6
1214	2
1216	7
1217	12
1218	6
1219	9
1220	4
1221	3
1222	5
1223	7
1224	6
1225	2
1226	3
1227	1
1228	4
1229	7
1230	9
1231	4
1232	2
1233	5
1234	10
1235	10
1236	6
1237	3
1238	4
1239	7
1240	4
1241	8
1242	2
1243	2
1244	2
1245	2
1246	1
1247	3
1248	4
1249	8
1250	6
1251	6
1252	3
1253	3
1254	4
1255	2
1256	5
1257	4
1258	9
1259	5
1260	6
1261	3
1262	4
1263	3
1265	7
1266	6
1267	6
1268	9
1269	1
1270	3
1271	7
1272	6
1273	4
1274	1
1275	6
1276	5
1277	3
1278	5
1279	8
1280	10
1281	2
1282	5
1283	12
1284	7
1285	3
1286	10
1287	3
1288	5
1289	8
1290	11
1291	3
1292	5
1293	5
1294	2
1295	4
1296	5
1297	13
1298	8
1299	2
1300	9
1301	7
1302	4
1303	3
1304	9
1305	5
1306	6
1307	8
1308	6
1309	2
1310	1
1311	6
1312	6
1313	8
1314	14
1315	6
1316	7
1317	7
1318	4
1319	9
1320	4
1321	4
1322	4
1323	4
1324	6
1325	8
1326	9
1327	3
1328	4
1329	11
1330	4
1331	6
1332	11
1333	7
1334	8
1335	9
1336	1
1337	4
1338	4
1339	6
1340	4
1341	4
1342	7
1343	5
1344	1
1345	13
1346	9
1347	5
1348	5
1349	7
1350	10
1351	3
1353	3
1354	4
1355	9
1356	9
1357	4
1358	2
1359	3
1360	6
1361	8
1362	9
1363	4
1364	5
1365	3
1366	7
1367	3
1368	10
1369	6
1370	9
1371	3
1372	6
1373	3
1374	4
1375	4
1376	1
1377	6
1378	11
1380	3
1381	8
1382	4
1383	1
1384	3
1385	1
1386	6
1387	10
1388	4
1389	3
1390	4
1391	1
1392	11
1393	9
1394	6
1395	7
1396	6
1398	5
1399	11
1400	8
1401	3
1402	4
1403	4
1404	4
1405	11
1406	2
1407	2
1408	6
1409	8
1410	7
1411	5
1412	7
1413	4
1414	3
1415	4
1416	9
1417	6
1418	6
1419	5
1422	11
1423	2
1424	4
1425	4
1426	13
1427	4
1428	6
1429	4
1430	8
1431	1
1432	5
1433	4
1434	5
1435	4
1436	7
1437	2
1438	4
1439	4
1440	5
1441	8
1442	9
1443	4
1444	9
1445	1
1446	4
1447	5
1448	7
1449	5
1450	2
1451	5
1452	3
1453	5
1454	5
1455	3
1456	1
1457	2
1458	7
1459	11
1460	3
1461	12
1462	10
1464	5
1465	8
1466	7
1467	2
1468	1
1469	2
1470	6
1471	4
1472	5
1473	3
1474	5
1475	7
1476	6
1477	5
1478	3
1479	9
1480	5
1481	5
1482	7
1483	6
1484	4
1485	10
1486	4
1487	2
1488	7
1489	12
1490	8
1491	5
1492	6
1493	7
1494	2
1495	2
1496	5
1497	2
1498	4
1499	2
1500	3
1501	6
1502	4
1503	2
1504	4
1505	1
1506	9
1507	13
1508	3
1509	5
1510	3
1511	1
1512	2
1513	6
1514	3
1515	3
1516	1
1517	2
1518	4
1519	4
1520	6
1521	7
1522	3
1523	3
1524	4
1525	3
1526	4
1527	2
1528	4
1529	2
1530	4
1531	1
1532	4
1533	3
1534	4
1536	3
1537	5
1538	7
1539	3
1540	10
1541	6
1542	2
1544	5
1545	4
1546	5
1547	6
1548	6
1550	8
1551	11
1552	3
1553	2
1554	5
1555	11
1556	7
1557	5
1558	5
1559	3
1560	2
1561	3
1562	9
1563	3
1564	3
1565	5
1566	4
1567	6
1568	1
1569	2
1570	4
1571	5
1572	4
1573	2
1574	4
1575	5
1576	3
1577	6
1578	3
1579	1
1580	8
1581	4
1582	4
1583	2
1584	2
1585	4
1586	8
1587	7
1588	4
1589	2
1590	15
1591	7
1592	6
1593	1
1594	2
1595	10
1596	3
1597	5
1598	6
1599	3
1600	9
1601	4
1602	11
1603	5
1604	5
1605	7
1606	4
1607	2
1608	5
1609	7
1610	5
1611	4
1612	2
1613	11
1614	7
1615	3
1616	5
1617	9
1618	7
1619	4
1620	2
1621	4
1622	7
1623	4
1624	6
1625	3
1626	2
1627	3
1628	5
1629	5
1630	3
1631	5
1632	6
1633	2
1634	4
1635	9
1636	3
1637	6
1638	1
1639	7
1640	5
1641	4
1642	3
1643	3
1644	4
1645	1
1646	10
1647	1
1648	3
1649	6
1650	2
1651	2
1652	1
1653	3
1654	5
1655	5
1656	4
1657	7
1658	2
1659	2
1660	2
1661	6
1662	5
1663	4
1664	5
1665	7
1666	11
1667	5
1668	5
1669	3
1670	5
1671	5
1672	6
1673	3
1674	8
1675	8
1676	6
1677	6
1678	5
1679	2
1680	7
1681	2
1682	3
1683	4
1684	7
1685	5
1686	3
1687	3
1688	3
1689	6
1690	3
1691	4
1692	3
1693	5
1694	6
1695	5
1697	8
1698	7
1699	2
1700	2
1701	12
1702	7
1703	4
1704	2
1705	5
1706	8
1707	4
1708	2
1709	3
1710	3
1711	4
1712	3
1713	4
1714	4
1715	4
1716	11
1717	3
1718	2
1719	9
1720	7
1721	6
1722	6
1723	2
1724	5
1725	4
1726	3
1727	2
1728	4
1729	6
1730	10
1731	6
1732	5
1733	6
1734	2
1735	2
1736	3
1737	10
1738	3
1739	4
1740	2
1741	3
1742	4
1743	6
1744	8
1745	4
1746	8
1747	3
1748	2
1749	4
1750	3
1751	9
1752	4
1753	2
1754	3
1755	4
1756	2
1757	7
1758	4
1759	6
1760	1
1761	7
1762	9
1763	3
1764	6
1765	4
1766	5
1767	8
1768	1
1769	6
1771	1
1772	4
1773	3
1774	3
1775	8
1776	4
1777	5
1778	8
1779	6
1780	6
1781	3
1782	4
1783	5
1784	2
1785	3
1786	6
1787	4
1788	4
1789	3
1790	3
1791	1
1793	4
1794	10
1795	7
1796	2
1797	6
1798	7
1799	2
1800	4
1801	1
1802	1
1803	5
1804	9
1805	4
1806	4
1807	1
1808	4
1809	6
1810	9
1811	2
1812	9
1813	5
1814	2
1815	3
1816	6
1817	3
1818	3
1819	1
1821	2
1822	5
1823	7
1824	1
1825	4
1826	6
1827	3
1828	5
1830	7
1831	6
1832	3
1833	3
1834	2
1835	5
1836	1
1837	1
1838	1
1839	4
1840	5
1841	9
1842	2
1843	6
1844	5
1845	5
1846	2
1847	5
1848	4
1849	8
1850	2
1851	2
1852	6
1853	5
1854	2
1855	5
1856	4
1857	6
1858	4
1859	7
1860	6
1861	2
1862	4
1863	2
1865	5
1866	1
1867	4
1869	4
1870	9
1871	4
1872	2
1873	3
1874	7
1875	5
1876	3
1877	6
1878	2
1879	1
1880	4
1881	6
1882	2
1883	6
1884	5
1885	5
1886	2
1887	4
1888	6
1889	7
1890	6
1891	5
1892	3
1893	5
1894	5
1895	7
1896	9
1897	4
1898	1
1899	7
1900	1
1901	7
1902	6
1903	2
1905	2
1906	6
1907	14
1908	4
1909	2
1910	7
1911	2
1912	2
1913	3
1914	5
1915	4
1916	2
1917	1
1918	5
1919	3
1920	1
1921	1
1922	10
1923	4
1924	2
1925	3
1926	3
1927	4
1928	5
1929	4
1930	1
1931	4
1932	1
1933	5
1934	4
1935	1
1936	5
1937	8
1938	1
1940	1
1941	5
1942	4
1943	7
1944	4
1945	3
1946	2
1947	3
1948	3
1949	2
1950	2
1951	7
1952	3
1953	2
1954	4
1955	13
1956	2
1957	6
1958	3
1959	4
1960	5
1962	5
1963	4
1964	6
1965	3
1967	6
1968	4
1969	9
1970	4
1971	4
1972	4
1973	6
1974	6
1975	4
1976	4
1977	6
1978	7
1979	6
1980	3
1981	6
1982	3
1983	4
1985	5
1986	6
1987	7
1988	6
1989	6
1990	3
1991	6
1992	1
1993	5
1994	5
1995	4
1996	2
1997	1
1998	4
1999	5
2000	1
2001	2
2002	3
2003	2
2004	3
2005	2
2006	4
2007	7
2008	4
2009	3
2010	4
2011	2
2012	2
2014	2
2015	1
2016	8
2017	11
2018	3
2019	4
2020	3
2021	5
2022	2
2023	5
2024	4
2025	9
2026	4
2027	3
2028	4
2029	3
2030	2
2032	1
2033	1
2034	7
2035	14
2036	5
2037	4
2038	1
2039	1
2040	10
2041	3
2042	2
2043	2
2044	4
2045	2
2046	5
2047	3
2048	4
2049	5
2050	2
2051	10
2052	4
2053	8
2054	3
2055	5
2056	1
2057	1
2058	6
2059	3
2060	1
2062	10
2065	4
2066	5
2067	3
2068	3
2069	4
2070	1
2071	8
2072	4
2073	7
2074	2
2075	2
2076	3
2077	5
2078	1
2079	3
2080	4
2081	6
2082	1
2083	8
2084	5
2085	1
2086	1
2087	4
2088	7
2089	3
2090	8
2091	8
2092	1
2093	1
2094	5
2095	3
2096	5
2097	4
2098	8
2099	7
2100	7
2101	11
2102	6
2103	8
2105	1
2106	4
2107	4
2108	7
2109	5
2110	3
2111	2
2112	3
2113	2
2114	2
2115	5
2116	6
2117	7
2118	3
2119	6
2120	4
2121	3
2123	5
2124	3
2125	3
2126	5
2127	8
2128	5
2129	2
2130	2
2131	2
2132	2
2133	3
2134	3
2135	7
2136	4
2137	4
2138	2
2139	4
2140	1
2141	5
2142	5
2143	1
2144	1
2145	3
2146	4
2147	11
2148	2
2149	5
2150	8
2151	3
2152	3
2153	2
2154	7
2155	7
2156	3
2157	7
2158	4
2159	1
2160	5
2161	4
2163	6
2164	11
2165	4
2166	3
2167	4
2168	1
2169	2
2170	5
2171	5
2172	4
2173	3
2174	4
2175	2
2176	1
2177	5
2178	4
2180	3
2181	5
2182	7
2183	3
2184	4
2185	5
2186	6
2187	3
2188	7
2189	1
2190	2
2191	2
2192	3
2193	3
2194	4
2195	3
2197	6
2198	5
2199	3
2200	1
2201	3
2202	5
2203	4
2204	6
2205	3
2206	4
2207	1
2208	2
2209	4
2210	4
2211	2
2212	5
2213	2
2214	1
2215	1
2216	6
2217	4
2218	3
2219	2
2220	5
2221	5
2222	3
2223	5
2224	1
2226	2
2227	6
2228	4
2229	5
2230	7
2231	4
2232	1
2233	6
2234	5
2235	1
2236	3
2237	1
2238	5
2239	3
2240	4
2241	2
2242	2
2243	2
2244	8
2245	3
2246	5
2247	6
2248	8
2249	4
2250	3
2251	2
2252	4
2253	4
2254	4
2255	3
2256	2
2257	6
2258	8
2259	10
2260	3
2261	3
2262	8
2264	3
2265	1
2266	5
2267	4
2268	2
2269	4
2270	2
2271	1
2272	6
2273	3
2274	7
2275	9
2276	9
2277	6
2278	2
2279	8
2280	1
2281	3
2282	7
2283	2
2284	5
2285	5
2286	7
2287	3
2288	4
2289	8
2290	5
2291	4
2292	3
2293	8
2294	6
2295	5
2296	4
2297	6
2298	2
2299	7
2300	6
2301	9
2302	8
2303	3
2304	6
2305	3
2306	11
2307	7
2309	2
2311	4
2312	4
2313	4
2314	4
2315	2
2316	2
2317	1
2318	3
2319	1
2320	2
2321	3
2322	3
2323	1
2324	5
2325	3
2326	6
2327	3
2328	1
2330	4
2331	10
2332	5
2333	3
2334	5
2335	2
2336	2
2337	4
2338	4
2340	1
2341	4
2342	4
2343	2
2344	2
2345	4
2346	1
2347	3
2348	2
2349	6
2351	3
2352	3
2353	1
2354	3
2355	5
2356	2
2357	6
2358	2
2359	10
2360	2
2361	1
2362	3
2363	3
2364	5
2365	1
2366	2
2367	6
2368	4
2369	2
2370	11
2371	5
2372	2
2373	5
2374	8
2375	4
2376	4
2377	6
2378	3
2379	2
2380	3
2381	4
2382	3
2383	1
2384	3
2385	1
2386	5
2387	5
2389	2
2390	2
2391	2
2392	4
2393	1
2394	2
2395	5
2396	5
2397	2
2398	6
2399	7
2400	4
2401	2
2402	3
2403	4
2404	5
2405	3
2406	6
2407	3
2408	2
2409	7
2410	1
2411	3
2412	2
2413	4
2414	5
2415	5
2416	6
2418	8
2419	4
2420	3
2421	3
2422	3
2423	3
2424	2
2425	5
2426	3
2427	1
2428	3
2429	4
2430	5
2432	3
2433	8
2434	2
2435	5
2436	6
2437	2
2439	2
2440	3
2441	2
2442	2
2443	1
2444	4
2446	2
2447	5
2448	1
2449	1
2450	2
2451	6
2452	2
2453	4
2454	1
2455	4
2456	1
2457	4
2458	2
2459	3
2460	3
2461	1
2462	3
2463	3
2464	3
2465	5
2466	2
2467	6
2468	6
2469	5
2470	3
2471	4
2472	1
2473	3
2474	1
2475	2
2476	4
2477	3
2478	3
2479	3
2480	9
2481	3
2482	4
2483	4
2484	2
2485	2
2486	2
2487	4
2488	4
2489	2
2490	2
2491	3
2492	4
2493	1
2494	4
2495	4
2496	2
2497	5
2498	8
2499	4
2500	1
2501	6
2502	4
2503	6
2504	2
2505	2
2506	7
2507	5
2508	1
2509	4
2510	4
2511	7
2512	3
2513	3
2514	8
2515	8
2516	8
2517	4
2518	6
2519	4
2520	8
2521	2
2523	3
2524	3
2525	9
2526	4
2527	4
2528	2
2529	2
2530	3
2531	3
2532	4
2533	3
2534	6
2535	4
2536	6
2537	8
2538	5
2539	1
2540	1
2541	3
2542	1
2543	5
2544	1
2545	3
2546	2
2547	9
2548	3
2549	3
2550	4
2551	3
2552	2
2553	3
2554	5
2555	7
2557	1
2558	3
2559	2
2561	2
2562	5
2563	2
2564	4
2565	2
2566	1
2567	4
2568	3
2569	5
2570	2
2571	4
2572	6
2573	4
2574	2
2575	2
2576	4
2577	4
2578	5
2579	8
2580	9
2581	5
2582	3
2583	3
2584	4
2585	4
2586	5
2587	3
2589	4
2590	2
2591	1
2592	4
2593	1
2594	1
2595	4
2596	5
2597	5
2598	7
2599	3
2600	4
2601	1
2602	3
2603	2
2604	3
2606	1
2607	3
2608	4
2609	7
2610	4
2613	4
2614	1
2615	4
2616	3
2617	4
2618	5
2619	2
2620	1
2621	6
2622	5
2623	4
2624	3
2625	1
2626	5
2627	4
2628	6
2629	1
2630	5
2631	6
2632	4
2633	5
2634	6
2635	1
2636	5
2637	3
2639	8
2640	5
2641	2
2642	2
2643	2
2644	3
2645	7
2646	5
2647	3
2648	1
2649	4
2650	3
2651	1
2652	3
2653	2
2654	3
2656	1
2657	6
2658	5
2659	5
2660	5
2661	5
2662	4
2663	8
2664	4
2665	3
2666	2
2667	1
2668	4
2669	1
2670	1
2671	1
2672	4
2673	2
2674	4
2675	5
2676	4
2677	4
2678	3
2679	4
2680	2
2681	2
2682	1
2683	5
2684	3
2685	4
2687	3
2688	2
2689	3
2690	3
2691	3
2692	4
2693	5
2694	3
2695	4
2696	1
2697	4
2698	2
2699	2
2700	5
2701	3
2702	4
2703	3
2704	2
2705	2
2706	2
2707	3
2708	4
2709	4
2710	5
2711	2
2712	4
2713	2
2714	3
2715	6
2716	2
2717	1
2719	4
2720	2
2721	3
2722	4
2723	2
2724	1
2725	3
2726	2
2727	3
2728	2
2729	4
2730	7
2731	3
2732	1
2733	5
2734	3
2735	1
2737	7
2738	3
2739	3
2740	3
2741	7
2742	4
2743	5
2744	2
2745	2
2746	3
2747	5
2748	3
2749	7
2750	4
2751	1
2752	1
2753	6
2754	4
2755	7
2756	5
2757	2
2758	4
2759	3
2760	2
2761	1
2762	2
2763	3
2764	10
2765	2
2766	4
2767	1
2768	4
2769	3
2770	3
2771	4
2772	6
2773	6
2774	1
2775	4
2776	1
2777	2
2778	3
2779	5
2780	2
2781	4
2782	2
2783	5
2785	5
2786	3
2787	2
2788	4
2789	3
2790	4
2791	6
2792	2
2793	2
2794	5
2795	4
2796	5
2797	3
2798	2
2799	1
2800	3
2801	1
2802	1
2803	3
2804	5
2805	4
2806	4
2807	3
2808	4
2809	4
2810	5
2811	5
2812	5
2813	3
2814	5
2815	3
2816	2
2817	5
2818	2
2819	5
2820	4
2821	5
2822	3
2823	4
2824	5
2826	7
2827	3
2828	4
2829	2
2830	8
2831	4
2832	3
2833	4
2834	9
2835	7
2836	6
2837	3
2838	4
2839	6
2840	4
2841	4
2842	5
2843	1
2844	3
2845	6
2846	5
2847	2
2848	3
2849	2
2850	1
2851	5
2852	10
2853	3
2855	3
2856	9
2857	3
2858	7
2859	3
2860	2
2861	1
2862	4
2863	4
2864	1
2866	8
2867	7
2868	8
2869	1
2870	5
2871	4
2872	3
2874	2
2875	1
2876	3
2877	4
2878	1
2879	2
2880	1
2881	2
2882	1
2883	7
2884	4
2885	3
2886	4
2887	2
2888	2
2889	3
2890	1
2891	1
2892	4
2893	2
2894	5
2895	3
2896	2
2897	5
2898	3
2899	2
2900	3
2901	6
2902	5
2903	6
2904	3
2905	1
2906	4
2907	2
2908	2
2909	2
2911	3
2912	2
2913	4
2914	3
2915	1
2916	5
2917	3
2918	2
2919	3
2920	3
2921	1
2922	2
2923	5
2924	2
2925	3
2926	2
2927	4
2928	3
2929	3
2930	4
2931	6
2932	4
2933	3
2934	4
2935	1
2936	2
2937	2
2938	6
2939	3
2940	1
2941	4
2942	1
2943	3
2945	3
2946	4
2947	4
2948	6
2949	5
2950	6
2951	3
2952	4
2954	7
2955	4
2956	6
2957	1
2958	2
2959	3
2960	1
2961	5
2962	9
2963	3
2964	5
2965	4
2966	2
2967	1
2968	4
2969	5
2970	7
2971	2
2972	3
2973	2
2974	4
2975	2
2976	2
2977	3
2978	1
2979	6
2980	9
2981	3
2982	2
2983	3
2984	4
2985	3
2986	5
2987	1
2988	1
2989	4
2991	4
2992	3
2994	4
2995	2
2996	9
2997	4
2998	7
2999	4
3001	2
3002	1
3003	7
3004	4
3005	1
3006	3
3007	2
3008	1
3009	2
3010	2
3011	2
3012	6
3013	3
3014	3
3015	4
3016	3
3017	3
3018	1
3020	2
3021	8
3022	4
3023	4
3025	2
3026	3
3027	4
3028	2
3029	4
3030	4
3031	6
3032	3
3033	3
3034	2
3035	2
3036	2
3037	1
3038	7
3039	1
3040	2
3041	3
3042	3
3043	6
3044	5
3045	4
3046	2
3047	3
3048	3
3049	1
3050	3
3051	2
3052	5
3053	5
3054	3
3055	5
3056	1
3057	3
3058	10
3059	4
3060	3
3061	8
3062	2
3063	6
3064	7
3066	3
3067	1
3068	2
3069	7
3070	3
3071	2
3072	5
3073	1
3074	2
3075	6
3076	7
3077	2
3078	2
3079	3
3080	1
3081	5
3082	4
3083	3
3084	1
3085	5
3086	4
3087	5
3088	5
3089	2
3090	1
3091	4
3092	3
3093	6
3094	2
3095	3
3096	4
3097	2
3098	2
3100	1
3101	4
3102	6
3103	3
3105	3
3106	4
3108	2
3109	4
3110	1
3111	4
3113	1
3114	3
3115	1
3117	1
3118	1
3120	3
3121	4
3122	2
3123	2
3124	4
3125	5
3126	2
3127	4
3128	4
3129	1
3130	3
3131	2
3132	1
3133	1
3135	1
3136	2
3137	1
3138	1
3139	5
3140	4
3141	4
3142	2
3143	5
3144	8
3145	3
3146	6
3147	3
3148	3
3149	4
3150	2
3152	2
3153	5
3154	4
3155	4
3156	3
3157	6
3158	3
3159	5
3160	1
3161	5
3162	1
3163	3
3164	4
3165	3
3166	3
3167	3
3168	6
3171	3
3172	1
3173	3
3174	7
3175	1
3176	4
3177	2
3178	4
3179	4
3180	4
3181	5
3182	5
3183	3
3184	2
3185	3
3186	2
3187	3
3188	6
3189	2
3190	3
3191	5
3192	5
3193	2
3194	2
3195	1
3197	5
3198	2
3199	5
3200	4
3201	2
3202	3
3203	9
3204	6
3205	6
3206	2
3207	5
3208	4
3209	3
3210	4
3211	1
3212	2
3213	5
3214	2
3215	3
3216	3
3217	1
3218	3
3220	5
3221	1
3222	1
