Distance,Dups,ComplementaryDups,NoncomplementaryDups
1146,1,1,0
1150,1,1,0
1152,1,1,0
1169,1,1,0
1170,1,1,0
1172,2,2,0
1179,1,1,0
1180,1,1,0
1181,1,1,0
1187,1,1,0
1188,1,1,0
1191,1,1,0
1193,1,1,0
1196,1,1,0
1203,1,1,0
1214,1,1,0
1227,1,1,0
1229,1,1,0
1232,1,0,1
1235,1,1,0
1245,1,1,0
1250,1,1,0
1254,1,1,0
1260,1,1,0
1289,2,2,0
1291,2,2,0
1300,1,0,1
1305,1,1,0
1312,1,1,0
1326,1,1,0
1329,1,1,0
1342,1,1,0
1346,1,1,0
1348,1,1,0
1351,1,1,0
1359,1,1,0
1363,1,1,0
1370,1,1,0
1371,1,1,0
1374,1,1,0
1379,1,0,1
1391,1,1,0
1398,1,1,0
1403,1,1,0
1406,1,1,0
1411,1,1,0
1415,1,1,0
1420,1,1,0
1425,1,1,0
1436,1,1,0
1441,1,1,0
1444,2,2,0
1467,1,1,0
1469,1,1,0
1472,1,1,0
1484,1,1,0
1488,1,1,0
1500,1,1,0
1505,1,1,0
1509,1,1,0
1516,1,1,0
1519,1,1,0
1520,1,1,0
1533,1,1,0
1535,1,1,0
1537,1,1,0
1541,1,1,0
1549,1,1,0
1557,1,0,1
1562,1,1,0
1566,1,1,0
1576,1,1,0
1594,1,1,0
1605,1,1,0
1608,1,1,0
1624,2,2,0
1625,1,1,0
1627,1,1,0
1634,1,1,0
1639,1,1,0
1640,1,1,0
1654,1,0,1
1680,1,1,0
1681,1,1,0
1686,1,1,0
1689,1,1,0
1694,1,1,0
1695,1,1,0
1710,1,1,0
1717,1,1,0
1723,1,1,0
1730,1,1,0
1736,1,1,0
1737,1,1,0
1738,1,1,0
1739,1,1,0
1748,1,1,0
1752,2,2,0
1758,1,1,0
1770,1,1,0
1771,1,1,0
1773,1,1,0
1774,1,1,0
1787,1,1,0
1808,1,1,0
1811,1,1,0
1814,1,1,0
1816,1,1,0
1818,1,1,0
1819,1,1,0
1820,1,1,0
1823,1,1,0
1827,1,1,0
1846,1,1,0
1848,1,1,0
1853,1,1,0
1855,1,1,0
1856,1,1,0
1864,1,1,0
1871,1,1,0
1877,1,1,0
1880,1,1,0
1882,1,1,0
1883,1,1,0
1909,1,1,0
1914,1,1,0
1917,1,1,0
1922,1,1,0
1946,1,1,0
1947,1,1,0
1952,1,1,0
1953,1,1,0
1959,1,1,0
1985,1,1,0
1986,1,1,0
2008,1,1,0
2009,1,1,0
2013,2,2,0
2016,2,2,0
2023,1,1,0
2027,1,1,0
2033,1,1,0
2051,1,1,0
2055,1,1,0
2072,1,1,0
2080,1,1,0
2087,1,1,0
2094,1,1,0
2096,1,1,0
2106,1,1,0
2108,1,1,0
2121,1,1,0
2142,1,1,0
2144,1,1,0
2162,1,1,0
2170,1,1,0
2176,1,1,0
2178,1,1,0
2182,1,1,0
2183,1,1,0
2184,1,1,0
2186,1,1,0
2195,1,1,0
2203,1,0,1
2210,1,1,0
2213,1,1,0
2216,1,1,0
2224,1,1,0
2229,1,1,0
2238,1,1,0
2241,1,1,0
2260,2,2,0
2283,2,2,0
2289,1,1,0
2293,1,1,0
2298,1,1,0
2302,1,1,0
2304,1,1,0
2306,1,1,0
2317,1,1,0
2319,1,1,0
2321,1,1,0
2327,1,1,0
2328,1,1,0
2332,1,1,0
2339,1,1,0
2342,1,1,0
2352,2,2,0
2359,1,1,0
2375,1,1,0
2388,1,1,0
2390,1,1,0
2412,1,1,0
2435,1,1,0
2439,1,1,0
2442,1,1,0
2448,2,2,0
2453,1,1,0
2460,1,1,0
2461,1,1,0
2481,1,1,0
2491,1,1,0
2492,1,1,0
2497,1,1,0
2501,1,1,0
2504,2,2,0
2508,1,1,0
2523,1,1,0
2536,1,1,0
2539,1,1,0
2547,1,1,0
2550,1,1,0
2579,1,1,0
2587,1,1,0
2594,1,1,0
2597,1,1,0
2598,1,1,0
2611,1,1,0
2634,1,1,0
2646,1,1,0
2666,1,1,0
2670,1,1,0
2675,2,2,0
2680,1,1,0
2682,1,1,0
2684,1,1,0
2696,1,1,0
2700,1,1,0
2707,1,1,0
2723,1,1,0
2727,1,1,0
2729,2,2,0
2751,1,1,0
2762,1,1,0
2769,1,1,0
2784,1,1,0
2801,1,1,0
2808,1,1,0
2839,1,1,0
2850,1,1,0
2852,1,1,0
2855,1,1,0
2872,1,1,0
2874,1,1,0
2878,1,1,0
2891,1,1,0
2910,1,1,0
2918,1,1,0
2921,1,1,0
2924,1,1,0
2931,1,1,0
2943,1,1,0
2956,1,1,0
2961,1,1,0
2973,1,1,0
2974,1,1,0
2989,2,2,0
3002,1,1,0
3007,1,1,0
3018,1,1,0
3022,1,1,0
3040,1,1,0
3048,1,1,0
3049,1,1,0
3054,1,1,0
3056,1,1,0
3072,1,1,0
3076,1,1,0
3082,1,1,0
3093,1,1,0
3097,1,1,0
3110,1,1,0
3115,1,0,1
3116,1,1,0
3123,1,1,0
3138,1,1,0
3147,1,1,0
3162,1,1,0
3167,1,1,0
3170,1,1,0
3171,1,1,0
3174,1,1,0
3191,2,2,0
3201,1,1,0
3206,1,1,0
3207,1,1,0
3212,1,1,0
3217,1,1,0
3238,1,1,0
3242,1,1,0
3245,1,1,0
3248,1,1,0
3257,1,1,0
3263,1,1,0
3274,1,1,0
3282,1,1,0
3286,1,1,0
3311,1,1,0
3327,1,1,0
3338,1,1,0
3342,1,1,0
3345,1,1,0
3364,2,2,0
3372,1,1,0
3376,1,1,0
3423,1,1,0
3430,3,3,0
3439,1,1,0
3448,1,1,0
3451,1,1,0
3455,1,1,0
3471,1,1,0
3473,1,1,0
3475,1,1,0
3477,1,1,0
3483,1,1,0
3485,1,1,0
3509,1,1,0
3528,1,1,0
3529,1,1,0
3534,1,1,0
3537,2,2,0
3553,1,1,0
3563,1,1,0
3566,1,1,0
3590,1,1,0
3607,1,1,0
3638,1,1,0
3641,1,1,0
3646,1,1,0
3684,1,1,0
3695,1,1,0
3696,1,1,0
3698,1,1,0
3705,1,1,0
3715,1,1,0
3717,1,1,0
3720,1,1,0
3724,1,1,0
3733,1,1,0
3745,1,1,0
3818,1,1,0
3846,1,1,0
3847,1,1,0
3877,1,1,0
3879,2,2,0
3896,1,1,0
3903,1,1,0
3910,1,1,0
3945,1,1,0
3952,1,1,0
3970,1,1,0
3981,1,1,0
4003,1,1,0
4007,1,1,0
4031,1,1,0
4047,1,1,0
4051,2,2,0
4086,1,1,0
4091,1,1,0
4137,1,1,0
4152,1,1,0
4160,1,1,0
4230,1,1,0
4238,1,1,0
4271,1,1,0
4274,1,1,0
4340,1,1,0
4346,1,1,0
4376,1,1,0
4381,1,1,0
4396,1,1,0
4399,1,1,0
4410,1,1,0
4446,1,1,0
4452,1,1,0
4474,1,1,0
4478,1,1,0
4485,1,1,0
4490,1,1,0
4506,1,1,0
4548,1,1,0
4562,1,1,0
4664,1,1,0
4739,1,1,0
4752,1,1,0
4784,1,1,0
4789,1,1,0
4795,1,1,0
4842,1,1,0
4899,1,1,0
4920,1,1,0
4941,1,1,0
5013,1,1,0
5015,1,1,0
5071,1,1,0
5116,1,1,0
5132,2,2,0
5136,1,1,0
5147,1,1,0
5317,1,1,0
5327,1,1,0
5344,2,2,0
