FFQ	51	0	0	0	15	18	16	15	9	13	15	21	22	19	19	17	16	18	24	24	37	31	37	43	47	43	54	72	81	72	89	101	89	119	144	217	132	210	259	311	370	430	595	1072	1393	5350	59955	0
FFQ	52	1	0	0	7	14	20	10	16	12	12	11	8	17	15	15	21	24	30	28	23	32	33	35	53	42	53	49	65	60	107	74	86	126	144	195	125	203	229	267	403	439	556	1079	1450	5111	60334	0
FFQ	53	0	0	0	11	16	16	11	10	8	12	13	12	13	26	17	23	21	26	29	28	42	24	47	49	41	64	74	71	72	82	111	99	131	146	196	111	192	245	293	382	484	577	1061	1415	5086	60247	0
FFQ	54	0	0	0	10	12	7	17	7	11	15	6	17	17	22	19	23	20	22	25	27	34	22	42	51	61	70	68	71	64	84	111	80	121	169	199	130	219	213	295	388	450	609	1077	1426	5304	59999	0
FFQ	55	0	0	0	6	16	12	12	16	13	21	13	8	21	22	13	15	14	22	20	25	50	31	57	47	33	49	71	75	76	93	112	100	133	163	197	135	217	239	286	381	444	572	1057	1416	5207	60124	0
FFQ	56	1	0	0	16	7	13	10	12	17	15	12	17	10	18	11	20	21	24	28	34	35	34	38	54	39	61	62	61	59	76	95	90	111	134	205	127	229	263	293	376	416	550	1024	1561	5133	60222	0
FFQ	57	0	0	0	10	15	10	14	9	13	13	17	13	12	22	13	15	24	21	27	26	40	25	31	46	42	67	55	67	66	95	112	95	127	143	174	130	215	265	306	381	442	527	1054	1523	4933	60399	0
FFQ	58	4	0	0	9	22	12	13	7	14	23	19	19	21	22	15	23	25	22	28	27	25	31	26	50	43	40	69	67	66	78	124	83	127	154	199	116	203	250	304	390	440	581	1094	1595	5050	60104	0
FFQ	59	2	0	0	11	16	15	14	8	7	20	10	6	11	15	33	15	15	31	33	32	31	36	37	41	48	48	62	80	51	87	113	89	101	161	180	148	202	235	271	376	435	575	996	1559	5068	60310	0
FFQ	60	28	0	0	8	13	14	18	10	18	17	16	18	15	17	20	19	27	29	29	22	48	31	47	56	48	69	61	57	58	86	105	89	112	125	196	136	228	258	296	350	400	522	1037	1643	4978	60260	0
FFQ	61	6	1	0	7	26	10	18	9	5	18	13	17	16	16	14	14	20	33	20	23	48	41	31	49	57	51	74	78	79	82	96	82	113	145	184	134	208	243	258	354	425	516	1136	1645	4798	60421	0
FFQ	62	1	0	0	4	22	11	14	12	10	17	11	12	19	25	21	21	30	19	28	27	25	34	38	64	40	50	66	84	69	85	99	87	119	144	174	130	204	211	306	374	424	557	974	1659	4798	60515	0
FFQ	63	4	0	0	13	20	18	10	8	10	6	11	9	16	14	14	18	16	36	29	32	29	40	32	51	55	59	71	73	69	98	116	91	122	155	182	120	207	198	263	357	423	558	1066	1701	5007	60207	0
FFQ	64	2	0	0	16	14	12	15	15	12	21	13	15	18	13	17	14	26	19	19	29	46	33	32	60	42	47	64	60	77	91	113	88	119	153	196	123	206	237	262	323	448	567	1061	1778	4962	60156	0
FFQ	65	0	0	1	15	14	12	11	16	10	13	9	24	18	30	22	8	28	31	21	22	43	42	40	36	45	56	75	87	70	79	111	92	106	136	166	124	197	248	278	376	505	499	1042	1738	4983	60155	0
FFQ	66	2	0	0	9	21	14	13	15	15	17	9	20	22	19	17	23	28	20	24	25	34	29	36	66	47	51	66	65	74	91	89	84	127	125	170	123	205	226	293	361	446	550	1104	1715	5014	60130	0
FFQ	67	1	0	0	13	16	12	12	11	7	17	18	14	12	14	16	24	20	16	23	20	36	30	31	56	61	49	68	74	76	78	91	87	130	139	183	113	202	238	299	369	479	493	1015	1715	5062	60194	0
FFQ	68	0	0	0	12	9	11	11	13	11	13	13	18	9	17	16	17	28	20	19	25	43	32	37	52	34	50	65	72	65	75	111	83	105	142	183	135	206	265	280	376	427	511	1037	1634	4872	60480	0
FFQ	69	1	0	0	4	13	14	9	15	9	10	9	15	10	17	19	18	35	23	29	36	22	41	37	42	42	57	67	68	83	72	119	102	106	144	156	126	206	240	298	358	406	498	1044	1640	4874	60500	0
FFQ	70	3	0	0	12	16	10	15	9	4	15	10	15	18	22	19	18	23	24	28	32	41	34	45	55	28	65	84	80	76	95	116	94	99	124	191	129	211	215	286	342	421	503	992	1657	4806	60552	0
FFQ	71	0	0	0	4	14	16	17	9	10	12	14	12	7	15	23	20	28	29	29	29	45	28	45	47	46	49	68	67	60	74	95	78	109	144	149	133	207	227	299	357	416	500	983	1685	4770	60665	0
FFQ	72	0	0	0	13	13	12	10	12	9	16	11	7	14	26	12	17	17	29	27	36	46	38	35	43	41	48	74	72	61	83	92	90	110	128	197	125	221	275	305	367	437	473	955	1657	4671	60709	0
FFQ	73	0	0	0	13	19	15	14	13	16	21	12	10	13	13	19	15	21	24	25	35	40	37	42	48	39	58	72	60	79	75	103	88	134	147	174	152	176	223	270	346	407	518	977	1687	4899	60485	0
FFQ	74	0	0	2	17	11	16	13	14	16	12	10	17	16	23	20	18	18	27	31	28	38	38	37	45	34	53	76	62	63	79	101	68	119	145	177	136	190	239	251	334	465	493	973	1653	4742	60714	0
FFQ	75	0	0	0	8	19	14	19	11	18	13	14	13	20	20	20	19	33	32	25	32	42	28	30	39	33	58	76	62	75	71	101	98	104	134	191	145	210	247	264	340	427	495	1032	1551	4864	60587	0
FFQ	76	0	0	0	15	14	11	14	13	15	14	13	13	20	12	16	21	24	22	31	17	31	50	27	59	39	54	68	53	65	76	98	92	125	123	175	120	180	249	260	355	424	515	943	1686	4916	60566	0
FFQ	77	0	0	0	12	15	9	13	11	15	7	16	13	17	14	12	27	17	25	27	25	33	28	30	41	52	57	56	80	77	71	81	86	93	124	167	134	197	220	260	348	415	511	1024	1583	4598	60993	0
FFQ	78	0	0	0	5	11	12	15	7	10	14	19	12	20	11	23	16	25	25	20	28	32	37	45	42	43	52	70	62	56	79	96	88	144	120	167	141	181	214	281	352	394	512	950	1671	4647	60885	0
FFQ	79	0	0	0	8	17	13	9	12	10	9	14	14	18	15	17	14	12	18	31	36	40	31	40	51	45	44	78	74	73	76	116	88	112	137	179	147	185	235	296	314	406	523	942	1599	4566	60970	0
FFQ	80	3	0	0	10	14	8	14	17	11	20	17	14	17	12	25	17	22	23	35	40	37	38	33	43	46	54	63	80	78	79	102	72	92	145	160	132	183	203	285	364	419	519	954	1660	4652	60822	0
FFQ	81	2	0	0	12	14	19	13	17	11	15	21	8	16	18	25	24	24	33	23	23	29	36	35	44	41	51	76	60	69	85	84	91	100	139	159	144	203	222	299	354	389	506	907	1675	4501	61017	0
FFQ	82	4	0	0	11	15	18	20	18	7	15	11	10	13	19	21	28	18	25	23	33	43	22	36	42	47	68	77	57	70	72	85	62	110	128	187	160	181	195	265	320	428	503	1001	1667	4558	60941	0
FFQ	83	0	0	2	7	17	15	12	11	15	18	18	9	26	26	15	22	25	23	31	32	33	33	35	38	43	47	62	67	82	56	90	80	114	136	157	133	220	224	272	369	419	571	932	1603	4857	60637	0
FFQ	84	1	0	0	13	4	18	20	13	10	10	17	17	22	20	23	20	22	25	22	26	35	28	37	41	40	45	65	49	83	91	113	101	120	121	173	145	197	232	299	328	395	501	955	1586	4858	60693	0
FFQ	85	0	0	0	12	16	11	14	14	7	12	15	6	16	24	19	14	17	29	23	30	35	35	33	51	37	43	55	64	80	84	98	93	122	133	172	151	171	211	256	299	383	510	939	1558	4432	61310	0
FFQ	86	0	0	1	16	11	13	14	10	13	10	11	16	15	19	23	20	14	26	29	35	32	35	37	32	40	64	56	60	69	86	87	82	121	109	127	155	187	232	308	312	410	513	907	1598	4674	61005	0
FFQ	87	0	0	0	12	18	12	20	16	15	11	16	19	15	20	20	18	22	22	30	29	41	33	39	47	38	53	66	74	63	85	93	89	108	135	142	151	202	185	289	356	445	578	929	1641	4851	60586	0
FFQ	88	1	0	0	11	20	16	11	10	10	13	14	22	12	18	17	19	31	22	23	31	35	48	31	39	50	47	68	65	65	92	98	78	126	156	144	157	185	231	281	314	438	579	879	1653	4500	60974	0
FFQ	89	0	0	1	10	16	21	14	12	10	13	12	14	16	18	21	15	25	21	28	35	30	42	34	49	44	67	69	54	75	88	74	95	116	117	174	178	174	220	265	329	438	567	913	1557	4474	61089	0
FFQ	90	8	0	0	15	17	14	14	14	15	14	17	14	12	16	15	18	23	29	23	28	36	30	33	40	30	54	62	75	66	67	90	102	117	126	150	162	162	231	297	308	396	586	911	1567	4306	61324	0
FFQ	91	9	0	1	10	19	14	6	14	8	12	17	13	19	13	16	21	18	28	19	24	33	32	39	38	47	73	61	55	51	81	81	104	98	112	161	163	170	235	300	347	438	520	912	1550	4319	61333	0
FFQ	92	0	0	0	10	13	12	16	13	12	21	12	11	14	13	22	22	25	22	34	31	30	35	39	35	42	47	67	48	82	84	100	78	114	130	144	168	167	246	287	327	439	496	921	1530	4361	61314	0
FFQ	93	1	0	0	15	13	17	8	10	9	10	11	21	17	17	22	19	25	31	23	28	32	31	38	38	50	48	59	49	55	69	96	86	122	128	159	177	190	198	279	298	390	580	918	1506	4392	61349	0
FFQ	94	1	0	0	9	13	8	21	8	15	23	11	22	12	17	24	15	19	15	33	27	26	37	45	45	48	50	71	82	73	79	91	82	106	149	159	168	179	221	291	313	453	573	870	1613	4594	60923	0
FFQ	95	2	0	0	10	18	14	15	14	20	13	23	23	20	16	29	14	25	26	31	35	32	38	35	35	38	38	69	63	74	91	99	87	120	124	164	163	174	204	299	317	426	539	956	1562	4607	60932	0
FFQ	96	0	1	0	13	16	21	20	13	12	14	10	17	12	14	17	16	16	25	20	35	20	27	43	46	32	46	67	75	60	92	96	86	116	117	152	169	170	199	299	323	444	609	846	1582	4640	60986	0
FFQ	97	0	0	0	7	12	19	20	18	22	11	16	19	15	23	20	14	26	20	17	27	41	30	33	38	50	52	62	54	74	70	87	103	122	106	142	197	159	233	294	306	396	614	916	1534	4506	61109	0
FFQ	98	0	0	0	15	14	19	14	11	15	9	18	12	14	27	20	12	25	18	32	30	31	44	52	40	44	67	45	73	73	82	89	73	114	124	148	131	187	216	296	326	418	598	887	1474	4673	61024	0
FFQ	99	0	0	1	12	16	16	12	15	15	14	10	13	17	15	20	17	21	26	21	35	34	39	38	39	50	51	62	62	64	70	86	77	132	113	164	163	148	213	236	306	436	608	801	1506	4556	61284	0
FFQ	100	0	0	0	8	12	13	9	17	13	20	10	19	14	16	21	26	18	27	22	28	30	40	47	55	47	54	60	70	69	94	72	91	119	138	158	161	167	224	318	294	438	619	912	1444	4412	61208	0
FFQ	101	0	0	0	11	20	18	19	15	19	10	10	18	19	21	18	14	18	31	33	29	33	36	40	44	45	43	63	61	74	85	93	82	125	123	149	171	165	233	314	298	435	689	897	1505	4731	60777	0
FFQ	102	1	0	0	7	16	11	10	22	11	12	17	19	15	15	17	13	26	23	25	32	28	31	40	52	46	56	85	62	73	80	102	103	113	125	125	161	170	225	282	298	451	644	855	1567	4664	60904	0
FFQ	103	6	0	0	13	13	13	13	13	14	14	15	7	23	21	20	19	24	21	22	22	45	35	47	42	44	51	57	69	82	82	83	85	136	127	148	188	176	224	299	294	421	662	911	1547	4846	60640	0
FFQ	104	0	0	0	8	21	11	18	12	7	13	10	13	15	15	15	13	27	29	21	36	35	30	33	43	49	50	65	68	76	85	95	84	109	132	140	170	182	196	335	320	411	667	840	1555	4684	60896	0
FFQ	105	0	0	0	10	12	13	16	15	12	10	13	11	16	15	23	16	24	21	26	29	31	42	36	49	44	55	39	79	64	64	105	101	130	133	170	187	184	233	294	337	404	652	866	1529	4654	60870	0
FFQ	106	0	0	2	10	13	16	18	15	24	11	12	16	19	22	20	15	22	24	27	32	43	45	31	44	48	53	61	71	75	79	74	109	123	116	138	184	180	226	295	307	416	735	842	1563	5308	60150	0
FFQ	107	2	0	0	13	26	8	17	6	13	17	9	24	12	26	19	28	24	22	29	39	31	40	37	43	52	43	54	65	80	80	94	101	118	120	138	187	185	236	306	308	432	700	862	1549	5580	59859	0
FFQ	108	5	0	0	14	11	13	17	14	12	14	13	16	10	13	24	26	23	30	28	28	35	17	29	62	53	40	52	62	64	72	99	94	106	107	169	154	196	233	296	315	434	721	808	1607	5539	59959	0
FFQ	109	0	0	0	18	19	7	16	12	14	8	12	12	19	16	19	20	17	27	22	39	33	27	49	46	50	45	54	69	84	70	97	128	102	113	159	181	177	213	264	322	408	739	826	1553	5446	60082	0
FFQ	110	0	0	0	11	14	14	20	19	16	11	16	10	15	18	16	26	20	19	18	33	32	34	42	46	46	58	44	68	81	75	91	109	120	132	137	165	181	198	315	305	403	767	766	1530	5687	59906	0
FFQ	111	0	0	1	6	21	17	6	13	14	20	15	14	22	20	27	21	25	24	32	29	43	39	36	53	59	62	50	66	75	71	121	76	114	125	136	167	167	232	300	295	437	717	854	1587	5780	59645	0
FFQ	112	0	0	1	5	12	26	8	15	11	17	11	19	22	15	20	24	20	26	27	30	38	40	37	42	40	56	65	63	72	90	93	110	111	112	148	198	175	217	306	351	456	742	802	1566	6030	59365	0
FFQ	113	0	0	0	8	10	25	17	15	10	14	18	12	12	21	17	17	21	23	27	31	30	32	64	36	54	38	56	70	68	63	90	97	113	120	156	184	173	251	319	286	456	754	891	1541	6290	59104	0
FFQ	114	0	0	0	10	25	12	19	16	13	7	8	18	22	18	20	24	27	29	27	39	48	36	41	41	55	52	71	65	62	64	92	112	113	124	120	165	202	253	273	338	425	739	843	1529	6518	58919	0
FFQ	115	0	0	0	12	26	19	20	25	21	21	14	23	16	15	20	15	19	26	31	29	42	33	35	43	48	42	55	57	81	74	96	96	108	123	137	192	195	234	311	319	467	827	843	1588	6693	58543	0
FFQ	116	0	0	1	12	15	10	15	15	20	12	19	12	11	12	21	21	28	30	35	31	40	35	51	46	74	57	55	69	72	75	110	108	113	137	129	185	201	259	323	307	431	842	825	1496	7043	58231	0
FFQ	117	0	0	2	12	24	20	11	15	25	20	18	7	18	17	21	22	26	37	25	34	33	44	31	45	58	40	60	70	88	75	120	119	117	134	123	165	210	262	309	345	447	799	832	1676	7433	57645	0
FFQ	118	2	0	1	19	21	17	18	26	11	20	28	16	18	17	20	18	33	28	26	25	40	43	42	47	36	44	62	92	72	67	95	109	123	136	140	173	225	242	270	324	453	789	836	1617	7953	57240	0
FFQ	119	5	0	1	12	15	19	20	18	9	19	15	26	19	17	18	18	19	24	27	36	35	40	30	41	38	53	62	84	66	87	88	113	106	148	131	184	183	248	317	311	436	843	804	1628	8547	56674	0
FFQ	120	9	0	0	15	15	21	12	17	14	20	16	14	19	17	24	20	19	22	33	23	37	49	36	49	55	51	45	67	74	67	96	108	118	160	146	207	175	248	292	322	478	879	767	1620	8599	56559	0
FFQ	121	5	0	1	12	20	15	12	14	13	14	14	13	15	22	17	19	23	22	31	45	30	28	40	50	58	56	58	81	74	57	93	109	121	116	130	153	189	256	293	330	465	861	884	1688	9377	55710	0
FFQ	122	0	0	0	14	23	13	13	19	14	17	27	14	15	26	23	26	31	29	25	35	43	35	32	45	54	56	69	56	80	64	99	105	125	130	130	189	170	247	299	348	471	864	758	1771	9879	55151	0
FFQ	123	1	0	0	20	15	19	15	15	18	18	10	17	27	18	22	21	19	26	29	25	38	40	38	54	44	59	75	75	81	73	101	85	108	146	115	177	220	276	293	358	442	852	795	1758	10572	54424	0
FFQ	124	1	0	0	8	20	22	21	11	23	22	24	18	23	16	14	26	30	34	38	19	32	39	32	50	44	55	77	64	65	64	104	106	115	143	130	173	179	243	280	331	455	847	861	1831	11345	53599	0
